Exit stations,Entry stations->,,SATURDAY,,,Aug 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,
HY, 	21 , 	35 , 	13 , 	13 , 	63 , 	20 , 	40 , 	48 , 	86 , 	51 , 	108 , 	238 , 	99 , 	94 , 	14 , 	56 , 	71 , 	138 , 	13 , 	8 , 	10 , 	2 , 	1 , 	8 , 	21 , 	160 , 	84 , 	224 , 	88 , 	39 , 	32 , 	15 , 	6 , 	9 , 	3 , 	19 , 	36 , 	2 , 	21 , 	3 , 	6 , 	18 , 	5 , 	29 , 	10 , 	-   ," 	2,071 ",,,,,,,,,,
SH, 	13 , 	18 , 	6 , 	10 , 	39 , 	12 , 	17 , 	20 , 	37 , 	38 , 	57 , 	158 , 	36 , 	54 , 	50 , 	8 , 	31 , 	76 , 	10 , 	4 , 	3 , 	1 , 	2 , 	7 , 	7 , 	124 , 	69 , 	172 , 	61 , 	26 , 	26 , 	11 , 	6 , 	9 , 	2 , 	8 , 	20 , 	3 , 	12 , 	5 , 	4 , 	12 , 	4 , 	16 , 	6 , 	-   ," 	1,300 ",,,,,,,,,,
UC, 	9 , 	22 , 	9 , 	7 , 	62 , 	12 , 	19 , 	22 , 	57 , 	42 , 	39 , 	203 , 	40 , 	57 , 	69 , 	33 , 	25 , 	87 , 	11 , 	8 , 	5 , 	2 , 	2 , 	6 , 	6 , 	209 , 	102 , 	245 , 	91 , 	26 , 	23 , 	14 , 	4 , 	7 , 	3 , 	7 , 	30 , 	3 , 	10 , 	1 , 	4 , 	13 , 	2 , 	14 , 	12 , 	-   ," 	1,667 ",,,,,,,,,,
FM, 	21 , 	52 , 	29 , 	24 , 	255 , 	39 , 	53 , 	64 , 	110 , 	85 , 	99 , 	500 , 	71 , 	127 , 	143 , 	80 , 	101 , 	47 , 	26 , 	17 , 	24 , 	11 , 	5 , 	23 , 	18 , 	417 , 	236 , 	513 , 	213 , 	74 , 	53 , 	26 , 	12 , 	20 , 	5 , 	28 , 	62 , 	5 , 	26 , 	5 , 	7 , 	29 , 	4 , 	32 , 	23 , 	-   ," 	3,810 ",,,,,,,,,,
CN, 	18 , 	26 , 	11 , 	10 , 	47 , 	20 , 	50 , 	42 , 	73 , 	12 , 	29 , 	115 , 	12 , 	14 , 	12 , 	10 , 	10 , 	27 , 	16 , 	64 , 	156 , 	46 , 	20 , 	46 , 	8 , 	286 , 	144 , 	335 , 	157 , 	62 , 	58 , 	37 , 	10 , 	20 , 	7 , 	5 , 	8 , 	24 , 	209 , 	9 , 	9 , 	63 , 	16 , 	3 , 	18 , 	-   ," 	2,369 ",,,,,,,,,,
PH, 	8 , 	11 , 	12 , 	9 , 	53 , 	9 , 	40 , 	36 , 	63 , 	7 , 	16 , 	138 , 	9 , 	7 , 	6 , 	1 , 	6 , 	14 , 	67 , 	19 , 	98 , 	28 , 	13 , 	59 , 	8 , 	406 , 	220 , 	365 , 	191 , 	58 , 	40 , 	31 , 	6 , 	12 , 	5 , 	3 , 	5 , 	14 , 	73 , 	4 , 	5 , 	92 , 	10 , 	1 , 	30 , 	-   ," 	2,300 ",,,,,,,,,,
WC, 	14 , 	21 , 	18 , 	21 , 	92 , 	19 , 	50 , 	62 , 	83 , 	14 , 	30 , 	129 , 	16 , 	7 , 	7 , 	4 , 	5 , 	21 , 	192 , 	100 , 	21 , 	46 , 	26 , 	98 , 	11 , 	563 , 	320 , 	434 , 	292 , 	86 , 	68 , 	39 , 	6 , 	17 , 	4 , 	3 , 	5 , 	27 , 	130 , 	6 , 	8 , 	116 , 	16 , 	4 , 	37 , 	-   ," 	3,280 ",,,,,,,,,,
LF, 	4 , 	11 , 	8 , 	8 , 	46 , 	9 , 	29 , 	41 , 	41 , 	4 , 	12 , 	86 , 	1 , 	3 , 	2 , 	1 , 	1 , 	9 , 	61 , 	25 , 	38 , 	14 , 	5 , 	50 , 	5 , 	335 , 	160 , 	233 , 	176 , 	46 , 	27 , 	16 , 	4 , 	3 , 	3 , 	2 , 	3 , 	6 , 	21 , 	2 , 	2 , 	64 , 	6 , 	1 , 	20 , 	-   ," 	1,638 ",,,,,,,,,,
OR, 	5 , 	10 , 	9 , 	7 , 	35 , 	7 , 	22 , 	22 , 	36 , 	5 , 	15 , 	73 , 	4 , 	4 , 	3 , 	2 , 	3 , 	5 , 	22 , 	15 , 	30 , 	8 , 	7 , 	45 , 	2 , 	247 , 	144 , 	192 , 	154 , 	46 , 	33 , 	12 , 	3 , 	6 , 	1 , 	1 , 	2 , 	2 , 	13 , 	2 , 	3 , 	65 , 	7 , 	-   , 	10 , 	-   ," 	1,334 ",,,,,,,,,,
RR, 	17 , 	30 , 	27 , 	17 , 	38 , 	10 , 	43 , 	82 , 	103 , 	19 , 	37 , 	80 , 	23 , 	9 , 	7 , 	6 , 	8 , 	19 , 	48 , 	56 , 	95 , 	49 , 	46 , 	28 , 	12 , 	451 , 	318 , 	512 , 	371 , 	196 , 	124 , 	46 , 	8 , 	12 , 	5 , 	4 , 	7 , 	9 , 	34 , 	5 , 	3 , 	96 , 	22 , 	3 , 	19 , 	-   ," 	3,150 ",,,,,,,,,,
OW, 	19 , 	34 , 	11 , 	10 , 	60 , 	28 , 	32 , 	52 , 	81 , 	22 , 	92 , 	96 , 	25 , 	25 , 	19 , 	7 , 	6 , 	9 , 	10 , 	8 , 	14 , 	4 , 	2 , 	12 , 	26 , 	704 , 	524 , 	974 , 	506 , 	310 , 	224 , 	57 , 	18 , 	16 , 	5 , 	9 , 	18 , 	1 , 	21 , 	6 , 	11 , 	70 , 	12 , 	10 , 	7 , 	-   ," 	4,198 ",,,,,,,,,,
EM, 	198 , 	487 , 	307 , 	430 ," 	1,024 ", 	369 , 	574 , 	526 , 	559 , 	443 , 	488 , 	440 , 	316 , 	298 , 	212 , 	134 , 	269 , 	511 , 	344 , 	510 , 	713 , 	422 , 	322 , 	561 , 	892 , 	114 , 	41 , 	353 , 	172 , 	510 , 	692 , 	493 , 	209 , 	230 , 	83 , 	221 ," 	1,157 ", 	148 , 	340 , 	98 , 	114 , 	416 , 	305 , 	352 , 	93 , 	-   ," 	17,485 ",,,,,,,,,,
MT, 	200 , 	416 , 	258 , 	326 , 	719 , 	301 , 	452 , 	475 , 	479 , 	333 , 	376 , 	253 , 	233 , 	253 , 	110 , 	72 , 	132 , 	280 , 	182 , 	245 , 	321 , 	170 , 	153 , 	361 , 	699 , 	50 , 	54 , 	58 , 	84 , 	438 , 	555 , 	518 , 	329 , 	213 , 	86 , 	139 , 	358 , 	84 , 	203 , 	84 , 	79 , 	293 , 	189 , 	126 , 	44 , 	-   ," 	11,779 ",,,,,,,,,,
PL, 	269 , 	510 , 	254 , 	251 , 	866 , 	252 , 	485 , 	428 , 	475 , 	458 , 	625 , 	524 , 	410 , 	368 , 	194 , 	147 , 	202 , 	446 , 	272 , 	330 , 	383 , 	213 , 	187 , 	456 , 	974 , 	350 , 	63 , 	170 , 	224 ," 	1,281 "," 	1,582 "," 	1,276 ", 	609 , 	584 , 	221 , 	201 , 	635 , 	121 , 	351 , 	205 , 	226 ," 	1,439 ", 	489 , 	222 , 	93 , 	-   ," 	20,311 ",,,,,,,,,,
CC, 	104 , 	197 , 	129 , 	214 , 	518 , 	223 , 	368 , 	338 , 	301 , 	266 , 	353 , 	210 , 	139 , 	135 , 	78 , 	50 , 	76 , 	208 , 	130 , 	167 , 	272 , 	165 , 	149 , 	338 , 	525 , 	160 , 	87 , 	216 , 	85 , 	474 , 	571 , 	386 , 	183 , 	189 , 	95 , 	91 , 	270 , 	63 , 	132 , 	83 , 	115 , 	376 , 	281 , 	116 , 	35 , 	-   ," 	9,655 ",,,,,,,,,,
16, 	89 , 	125 , 	69 , 	135 , 	370 , 	186 , 	304 , 	280 , 	192 , 	165 , 	210 , 	109 , 	73 , 	54 , 	40 , 	33 , 	37 , 	87 , 	58 , 	66 , 	86 , 	51 , 	49 , 	194 , 	345 , 	503 , 	405 ," 	1,355 ", 	504 , 	68 , 	189 , 	293 , 	148 , 	137 , 	65 , 	33 , 	88 , 	26 , 	47 , 	61 , 	71 , 	156 , 	171 , 	37 , 	16 , 	-   ," 	7,777 ",,,,,,,,,,
24, 	109 , 	129 , 	55 , 	108 , 	270 , 	117 , 	201 , 	213 , 	150 , 	122 , 	212 , 	110 , 	61 , 	64 , 	40 , 	25 , 	22 , 	52 , 	43 , 	46 , 	63 , 	37 , 	25 , 	127 , 	243 , 	567 , 	469 ," 	1,735 ", 	664 , 	188 , 	129 , 	255 , 	151 , 	109 , 	57 , 	30 , 	76 , 	13 , 	64 , 	48 , 	72 , 	125 , 	122 , 	26 , 	19 , 	-   ," 	7,554 ",,,,,,,,,,
GP, 	21 , 	48 , 	27 , 	41 , 	126 , 	35 , 	71 , 	74 , 	78 , 	47 , 	52 , 	61 , 	27 , 	21 , 	8 , 	8 , 	9 , 	24 , 	34 , 	22 , 	38 , 	17 , 	11 , 	43 , 	56 , 	409 , 	366 ," 	1,362 ", 	343 , 	277 , 	244 , 	29 , 	21 , 	26 , 	18 , 	10 , 	38 , 	7 , 	41 , 	14 , 	29 , 	52 , 	49 , 	13 , 	14 , 	-   ," 	4,356 ",,,,,,,,,,
BP, 	12 , 	17 , 	4 , 	6 , 	32 , 	9 , 	14 , 	19 , 	29 , 	16 , 	24 , 	32 , 	12 , 	12 , 	7 , 	5 , 	5 , 	9 , 	7 , 	6 , 	8 , 	3 , 	3 , 	10 , 	20 , 	181 , 	177 , 	769 , 	180 , 	138 , 	126 , 	19 , 	17 , 	25 , 	20 , 	2 , 	20 , 	3 , 	12 , 	12 , 	48 , 	51 , 	36 , 	4 , 	3 , 	-   ," 	2,160 ",,,,,,,,,,
DC, 	11 , 	22 , 	7 , 	8 , 	59 , 	15 , 	12 , 	20 , 	28 , 	14 , 	25 , 	56 , 	10 , 	13 , 	11 , 	6 , 	7 , 	25 , 	17 , 	14 , 	15 , 	6 , 	7 , 	12 , 	15 , 	187 , 	166 , 	647 , 	180 , 	129 , 	115 , 	22 , 	32 , 	24 , 	25 , 	7 , 	21 , 	7 , 	18 , 	37 , 	111 , 	220 , 	129 , 	9 , 	7 , 	-   ," 	2,521 ",,,,,,,,,,
CM, 	6 , 	12 , 	4 , 	4 , 	9 , 	4 , 	4 , 	5 , 	10 , 	3 , 	5 , 	8 , 	4 , 	4 , 	2 , 	4 , 	2 , 	4 , 	5 , 	7 , 	4 , 	2 , 	1 , 	4 , 	5 , 	68 , 	62 , 	242 , 	85 , 	53 , 	54 , 	17 , 	16 , 	32 , 	9 , 	1 , 	5 , 	5 , 	12 , 	10 , 	43 , 	109 , 	40 , 	1 , 	1 , 	-   , 	980 ,,,,,,,,,,
CV, 	3 , 	9 , 	6 , 	5 , 	20 , 	7 , 	9 , 	15 , 	19 , 	61 , 	43 , 	233 , 	30 , 	53 , 	19 , 	9 , 	11 , 	22 , 	3 , 	2 , 	3 , 	1 , 	1 , 	5 , 	14 , 	187 , 	117 , 	232 , 	93 , 	31 , 	26 , 	14 , 	3 , 	6 , 	1 , 	8 , 	62 , 	2 , 	3 , 	2 , 	3 , 	15 , 	4 , 	83 , 	10 , 	-   ," 	1,501 ",,,,,,,,,,
ED, 	8 , 	11 , 	8 , 	10 , 	94 , 	13 , 	20 , 	25 , 	36 , 	75 , 	88 , 	928 , 	45 , 	99 , 	37 , 	18 , 	30 , 	68 , 	11 , 	7 , 	8 , 	3 , 	1 , 	7 , 	17 , 	978 , 	368 , 	612 , 	287 , 	100 , 	57 , 	41 , 	14 , 	25 , 	6 , 	55 , 	31 , 	1 , 	10 , 	5 , 	6 , 	97 , 	9 , 	43 , 	65 , 	-   ," 	4,474 ",,,,,,,,,,
NC, 	4 , 	3 , 	2 , 	2 , 	8 , 	3 , 	13 , 	14 , 	21 , 	3 , 	4 , 	56 , 	5 , 	1 , 	2 , 	1 , 	3 , 	7 , 	21 , 	11 , 	26 , 	5 , 	3 , 	11 , 	3 , 	113 , 	78 , 	137 , 	67 , 	26 , 	17 , 	12 , 	4 , 	7 , 	3 , 	1 , 	1 , 	7 , 	22 , 	2 , 	2 , 	35 , 	4 , 	1 , 	6 , 	-   , 	771 ,,,,,,,,,,
WP, 	27 , 	36 , 	10 , 	7 , 	47 , 	14 , 	99 , 	53 , 	85 , 	14 , 	48 , 	177 , 	21 , 	23 , 	27 , 	12 , 	11 , 	27 , 	205 , 	79 , 	122 , 	22 , 	16 , 	35 , 	29 , 	302 , 	169 , 	408 , 	162 , 	64 , 	81 , 	47 , 	19 , 	20 , 	18 , 	6 , 	10 , 	27 , 	29 , 	10 , 	22 , 	100 , 	14 , 	5 , 	30 , 	-   ," 	2,782 ",,,,,,,,,,
SS, 	5 , 	7 , 	3 , 	3 , 	12 , 	3 , 	5 , 	10 , 	12 , 	3 , 	7 , 	19 , 	5 , 	4 , 	2 , 	2 , 	2 , 	5 , 	8 , 	8 , 	4 , 	1 , 	2 , 	4 , 	4 , 	83 , 	65 , 	228 , 	74 , 	47 , 	43 , 	12 , 	15 , 	43 , 	6 , 	2 , 	7 , 	2 , 	7 , 	16 , 	38 , 	35 , 	18 , 	2 , 	1 , 	-   , 	879 ,,,,,,,,,,
SB, 	11 , 	15 , 	5 , 	3 , 	17 , 	4 , 	12 , 	8 , 	14 , 	6 , 	11 , 	23 , 	4 , 	9 , 	6 , 	3 , 	3 , 	7 , 	8 , 	10 , 	8 , 	2 , 	2 , 	5 , 	11 , 	95 , 	67 , 	255 , 	114 , 	64 , 	73 , 	31 , 	46 , 	147 , 	44 , 	1 , 	8 , 	2 , 	21 , 	32 , 	28 , 	57 , 	30 , 	4 , 	1 , 	-   ," 	1,321 ",,,,,,,,,,
SO, 	26 , 	53 , 	40 , 	58 , 	183 , 	36 , 	61 , 	39 , 	52 , 	14 , 	30 , 	30 , 	16 , 	19 , 	12 , 	4 , 	9 , 	22 , 	48 , 	57 , 	79 , 	33 , 	32 , 	62 , 	58 , 	267 , 	203 , 	994 , 	270 , 	96 , 	94 , 	37 , 	27 , 	195 , 	85 , 	8 , 	58 , 	18 , 	66 , 	34 , 	55 , 	50 , 	239 , 	13 , 	15 , 	-   ," 	3,890 ",,,,,,,,,,
MB, 	11 , 	18 , 	13 , 	13 , 	92 , 	14 , 	22 , 	22 , 	29 , 	10 , 	14 , 	34 , 	3 , 	5 , 	3 , 	3 , 	2 , 	4 , 	11 , 	9 , 	18 , 	7 , 	5 , 	19 , 	12 , 	217 , 	145 , 	451 , 	254 , 	132 , 	98 , 	36 , 	35 , 	169 , 	46 , 	2 , 	7 , 	4 , 	11 , 	18 , 	31 , 	267 , 	51 , 	3 , 	3 , 	-   ," 	2,368 ",,,,,,,,,,
WD, 	6 , 	8 , 	5 , 	4 , 	38 , 	8 , 	11 , 	10 , 	16 , 	38 , 	63 , 	279 , 	53 , 	106 , 	36 , 	18 , 	15 , 	30 , 	6 , 	3 , 	4 , 	1 , 	2 , 	3 , 	6 , 	333 , 	148 , 	232 , 	113 , 	39 , 	28 , 	16 , 	4 , 	10 , 	1 , 	90 , 	31 , 	-   , 	5 , 	3 , 	4 , 	30 , 	3 , 	13 , 	21 , 	-   ," 	1,887 ",,,,,,,,,,
OA, 	8 , 	19 , 	24 , 	24 , 	96 , 	20 , 	21 , 	15 , 	20 , 	18 , 	10 , 	43 , 	8 , 	5 , 	10 , 	3 , 	10 , 	17 , 	17 , 	20 , 	27 , 	12 , 	7 , 	14 , 	8 , 	67 , 	34 , 	86 , 	40 , 	18 , 	18 , 	11 , 	4 , 	6 , 	1 , 	5 , 	36 , 	4 , 	15 , 	-   , 	1 , 	18 , 	5 , 	16 , 	2 , 	-   , 	859 ,,,,,,,,,,
WS, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
Entries," 	2,204 "," 	4,051 "," 	2,503 "," 	2,552 "," 	8,135 "," 	2,895 "," 	4,364 "," 	4,273 "," 	5,046 "," 	3,366 "," 	4,913 "," 	8,236 "," 	3,128 "," 	3,243 "," 	2,100 "," 	1,253 "," 	1,742 "," 	3,845 "," 	2,373 "," 	2,392 "," 	3,246 "," 	1,708 "," 	1,357 "," 	3,145 "," 	4,666 "," 	14,306 "," 	9,264 "," 	22,163 "," 	10,411 "," 	7,510 "," 	7,445 "," 	4,644 "," 	2,224 "," 	2,629 "," 	1,017 "," 	1,535 "," 	4,633 ", 	776 ," 	2,579 ", 	921 ," 	1,296 "," 	5,416 "," 	2,598 "," 	1,823 "," 	1,027 ", 	-   ," 	190,948 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
