Exit stations,Entry stations->,,SUNDAY,,,Aug 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	9 , 	41 , 	49 , 	28 , 	163 , 	47 , 	55 , 	33 , 	45 , 	24 , 	49 , 	49 , 	14 , 	14 , 	15 , 	8 , 	6 , 	13 , 	11 , 	5 , 	9 , 	3 , 	3 , 	9 , 	14 , 	139 , 	80 , 	212 , 	70 , 	70 , 	68 , 	22 , 	9 , 	7 , 	4 , 	3 , 	6 , 	1 , 	18 , 	2 , 	6 , 	32 , 	8 , 	5 , 	10 , 	-   ," 	1,480 ",,,,,,,,,,,
EN, 	52 , 	16 , 	48 , 	40 , 	273 , 	78 , 	87 , 	56 , 	123 , 	34 , 	57 , 	86 , 	29 , 	24 , 	22 , 	9 , 	8 , 	42 , 	18 , 	7 , 	18 , 	9 , 	9 , 	20 , 	23 , 	278 , 	177 , 	421 , 	152 , 	66 , 	79 , 	40 , 	16 , 	15 , 	9 , 	6 , 	8 , 	2 , 	20 , 	7 , 	10 , 	81 , 	14 , 	4 , 	43 , 	-   ," 	2,633 ",,,,,,,,,,,
EP, 	59 , 	46 , 	11 , 	34 , 	272 , 	49 , 	48 , 	51 , 	86 , 	31 , 	35 , 	46 , 	14 , 	13 , 	13 , 	5 , 	7 , 	25 , 	6 , 	8 , 	11 , 	5 , 	8 , 	15 , 	9 , 	188 , 	93 , 	239 , 	122 , 	56 , 	35 , 	21 , 	4 , 	6 , 	2 , 	2 , 	9 , 	1 , 	7 , 	3 , 	5 , 	61 , 	6 , 	5 , 	41 , 	-   ," 	1,806 ",,,,,,,,,,,
NB, 	30 , 	32 , 	34 , 	18 , 	80 , 	31 , 	38 , 	55 , 	59 , 	24 , 	35 , 	51 , 	16 , 	15 , 	13 , 	5 , 	10 , 	27 , 	8 , 	6 , 	15 , 	9 , 	5 , 	10 , 	8 , 	252 , 	155 , 	247 , 	179 , 	101 , 	73 , 	29 , 	8 , 	7 , 	2 , 	4 , 	6 , 	2 , 	8 , 	3 , 	3 , 	92 , 	9 , 	5 , 	47 , 	-   ," 	1,859 ",,,,,,,,,,,
BK, 	178 , 	271 , 	269 , 	90 , 	53 , 	144 , 	144 , 	160 , 	185 , 	86 , 	135 , 	81 , 	64 , 	49 , 	48 , 	29 , 	50 , 	213 , 	34 , 	40 , 	55 , 	30 , 	27 , 	20 , 	50 , 	550 , 	292 , 	723 , 	414 , 	232 , 	147 , 	74 , 	20 , 	35 , 	7 , 	20 , 	68 , 	9 , 	24 , 	7 , 	9 , 	220 , 	83 , 	27 , 	116 , 	-   ," 	5,578 ",,,,,,,,,,,
AS, 	49 , 	78 , 	47 , 	29 , 	124 , 	25 , 	45 , 	84 , 	85 , 	41 , 	59 , 	53 , 	19 , 	20 , 	14 , 	7 , 	11 , 	32 , 	16 , 	8 , 	11 , 	4 , 	4 , 	7 , 	21 , 	181 , 	113 , 	241 , 	192 , 	129 , 	78 , 	35 , 	7 , 	5 , 	3 , 	6 , 	10 , 	2 , 	9 , 	1 , 	2 , 	70 , 	11 , 	4 , 	41 , 	-   ," 	2,028 ",,,,,,,,,,,
MA, 	59 , 	83 , 	43 , 	38 , 	140 , 	52 , 	19 , 	60 , 	93 , 	35 , 	73 , 	85 , 	35 , 	39 , 	27 , 	11 , 	14 , 	42 , 	34 , 	27 , 	42 , 	15 , 	11 , 	48 , 	44 , 	324 , 	230 , 	404 , 	308 , 	198 , 	137 , 	49 , 	15 , 	14 , 	6 , 	10 , 	18 , 	9 , 	60 , 	3 , 	10 , 	126 , 	20 , 	7 , 	40 , 	-   ," 	3,150 ",,,,,,,,,,,
19, 	27 , 	49 , 	47 , 	48 , 	134 , 	71 , 	47 , 	19 , 	17 , 	20 , 	49 , 	58 , 	35 , 	35 , 	32 , 	14 , 	11 , 	40 , 	22 , 	18 , 	35 , 	20 , 	16 , 	49 , 	34 , 	255 , 	189 , 	349 , 	281 , 	172 , 	127 , 	47 , 	12 , 	15 , 	5 , 	6 , 	13 , 	5 , 	30 , 	6 , 	5 , 	105 , 	21 , 	4 , 	34 , 	-   ," 	2,621 ",,,,,,,,,,,
12, 	46 , 	126 , 	80 , 	57 , 	166 , 	75 , 	86 , 	17 , 	25 , 	18 , 	102 , 	131 , 	84 , 	85 , 	49 , 	33 , 	43 , 	60 , 	43 , 	35 , 	47 , 	28 , 	27 , 	79 , 	48 , 	298 , 	209 , 	466 , 	270 , 	133 , 	116 , 	63 , 	23 , 	19 , 	12 , 	17 , 	22 , 	12 , 	74 , 	10 , 	9 , 	107 , 	30 , 	9 , 	33 , 	-   ," 	3,515 ",,,,,,,,,,,
LM, 	25 , 	43 , 	32 , 	27 , 	83 , 	40 , 	40 , 	19 , 	23 , 	17 , 	129 , 	141 , 	106 , 	111 , 	41 , 	22 , 	30 , 	63 , 	13 , 	11 , 	10 , 	5 , 	7 , 	18 , 	29 , 	264 , 	215 , 	422 , 	253 , 	159 , 	137 , 	37 , 	21 , 	23 , 	4 , 	58 , 	70 , 	4 , 	10 , 	3 , 	5 , 	47 , 	9 , 	28 , 	36 , 	-   ," 	2,883 ",,,,,,,,,,,
