Exit stations,Entry stations->,,TOTAL,,,Jan 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	147 , 	598 , 	477 , 	415 ," 	1,477 ", 	499 , 	695 , 	486 , 	869 , 	202 , 	558 , 	556 , 	263 , 	166 , 	166 , 	128 , 	87 , 	101 , 	153 , 	40 , 	142 , 	37 , 	36 , 	89 , 	210 ," 	1,335 "," 	1,525 "," 	2,573 "," 	1,786 "," 	1,195 "," 	1,294 ", 	361 , 	360 , 	251 , 	129 , 	30 , 	65 , 	22 , 	75 , 	100 , 	168 , 	192 , 	83 , 	14 , 	61 , 	94 , 	43 , 	50 , 	80 , 	49 ," 	20,532 ",,,,,,,,,,,,,
EN, 	637 , 	281 , 	444 , 	444 ," 	2,391 ", 	857 ," 	1,236 ", 	891 ," 	1,418 ", 	433 ," 	1,076 ", 	636 , 	405 , 	332 , 	269 , 	221 , 	207 , 	226 , 	203 , 	125 , 	243 , 	62 , 	51 , 	141 , 	274 ," 	3,114 "," 	2,743 "," 	4,539 "," 	3,111 "," 	1,620 "," 	1,630 ", 	454 , 	680 , 	372 , 	219 , 	48 , 	149 , 	36 , 	189 , 	179 , 	203 , 	482 , 	212 , 	44 , 	128 , 	126 , 	108 , 	138 , 	57 , 	92 ," 	34,176 ",,,,,,,,,,,,,
EP, 	580 , 	427 , 	81 , 	330 ," 	1,749 ", 	411 , 	484 , 	447 , 	842 , 	202 , 	371 , 	167 , 	163 , 	116 , 	70 , 	106 , 	98 , 	79 , 	90 , 	42 , 	62 , 	46 , 	13 , 	110 , 	72 ," 	1,062 ", 	861 ," 	1,302 ", 	963 , 	388 , 	359 , 	100 , 	138 , 	52 , 	19 , 	29 , 	16 , 	19 , 	84 , 	65 , 	29 , 	198 , 	59 , 	28 , 	26 , 	39 , 	54 , 	37 , 	15 , 	27 ," 	13,127 ",,,,,,,,,,,,,
NB, 	451 , 	474 , 	354 , 	67 , 	294 , 	226 , 	309 , 	323 , 	261 , 	176 , 	399 , 	235 , 	178 , 	113 , 	130 , 	34 , 	33 , 	64 , 	34 , 	72 , 	79 , 	10 , 	8 , 	15 , 	59 , 	603 , 	466 , 	603 , 	589 , 	336 , 	346 , 	73 , 	96 , 	105 , 	27 , 	12 , 	46 , 	18 , 	80 , 	17 , 	13 , 	152 , 	31 , 	1 , 	41 , 	64 , 	27 , 	19 , 	5 , 	21 ," 	8,189 ",,,,,,,,,,,,,
BK," 	1,700 "," 	2,551 "," 	1,753 ", 	317 , 	233 , 	853 , 	930 , 	995 ," 	1,204 ", 	419 ," 	1,104 ", 	723 , 	494 , 	409 , 	352 , 	180 , 	309 , 	177 , 	166 , 	116 , 	193 , 	71 , 	39 , 	54 , 	344 ," 	1,208 ", 	792 ," 	1,409 "," 	1,268 ", 	675 , 	537 , 	204 , 	282 , 	231 , 	58 , 	109 , 	139 , 	43 , 	213 , 	58 , 	66 , 	346 , 	129 , 	55 , 	177 , 	86 , 	93 , 	166 , 	70 , 	130 ," 	24,230 ",,,,,,,,,,,,,
AS, 	480 , 	909 , 	379 , 	175 , 	688 , 	99 , 	383 , 	472 , 	595 , 	166 , 	714 , 	387 , 	251 , 	179 , 	132 , 	74 , 	150 , 	52 , 	143 , 	85 , 	34 , 	16 , 	10 , 	35 , 	207 , 	743 , 	709 ," 	1,059 "," 	1,022 ", 	437 , 	318 , 	94 , 	154 , 	64 , 	22 , 	12 , 	38 , 	5 , 	48 , 	24 , 	94 , 	104 , 	54 , 	19 , 	56 , 	105 , 	45 , 	71 , 	16 , 	74 ," 	12,202 ",,,,,,,,,,,,,
MA, 	932 ," 	1,163 ", 	507 , 	312 , 	772 , 	439 , 	206 , 	395 , 	580 , 	185 ," 	1,035 ", 	692 , 	619 , 	449 , 	327 , 	246 , 	232 , 	189 , 	515 , 	398 , 	504 , 	156 , 	93 , 	180 , 	355 ," 	1,544 "," 	1,483 "," 	2,465 "," 	2,051 "," 	1,257 ", 	708 , 	347 , 	281 , 	239 , 	181 , 	50 , 	194 , 	111 , 	644 , 	94 , 	67 , 	282 , 	94 , 	64 , 	46 , 	75 , 	104 , 	98 , 	331 , 	547 ," 	24,838 ",,,,,,,,,,,,,
19, 	509 , 	888 , 	413 , 	270 , 	851 , 	393 , 	327 , 	120 , 	126 , 	105 , 	546 , 	656 , 	503 , 	584 , 	422 , 	220 , 	237 , 	190 , 	460 , 	487 , 	256 , 	93 , 	104 , 	201 , 	285 ," 	1,808 "," 	1,514 "," 	2,246 "," 	1,930 "," 	1,113 ", 	577 , 	286 , 	354 , 	304 , 	81 , 	58 , 	79 , 	164 , 	492 , 	64 , 	117 , 	227 , 	101 , 	75 , 	59 , 	89 , 	116 , 	98 , 	134 , 	386 ," 	21,718 ",,,,,,,,,,,,,
12, 	820 ," 	1,414 ", 	778 , 	264 , 	874 , 	491 , 	549 , 	150 , 	298 , 	125 , 	608 , 	745 ," 	1,001 ", 	736 , 	611 , 	253 , 	407 , 	347 , 	504 , 	582 , 	452 , 	120 , 	160 , 	248 , 	439 ," 	1,679 "," 	1,682 "," 	3,218 "," 	1,937 "," 	1,010 ", 	732 , 	285 , 	515 , 	531 , 	218 , 	44 , 	121 , 	122 , 	406 , 	215 , 	201 , 	332 , 	224 , 	28 , 	57 , 	130 , 	68 , 	152 , 	177 , 	527 ," 	27,587 ",,,,,,,,,,,,,
LM, 	194 , 	419 , 	237 , 	204 , 	328 , 	221 , 	218 , 	111 , 	129 , 	155 , 	988 ," 	1,045 "," 	1,457 "," 	1,143 ", 	679 , 	467 , 	365 , 	374 , 	77 , 	92 , 	87 , 	23 , 	10 , 	60 , 	190 ," 	1,708 "," 	1,500 "," 	2,592 "," 	1,722 ", 	938 , 	572 , 	269 , 	440 , 	249 , 	39 , 	487 , 	640 , 	36 , 	88 , 	26 , 	35 , 	96 , 	21 , 	277 , 	83 , 	226 , 	186 , 	190 , 	36 , 	114 ," 	21,843 ",,,,,,,,,,,,,
