Exit stations,Entry stations->,,SUNDAY,,,Jul 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	5 , 	36 , 	40 , 	26 , 	134 , 	36 , 	54 , 	22 , 	38 , 	24 , 	47 , 	46 , 	15 , 	11 , 	11 , 	5 , 	6 , 	12 , 	7 , 	2 , 	5 , 	1 , 	3 , 	9 , 	9 , 	113 , 	70 , 	200 , 	74 , 	63 , 	76 , 	16 , 	30 , 	17 , 	4 , 	3 , 	8 , 	2 , 	18 , 	5 , 	9 , 	44 , 	7 , 	2 , 	9 , 	6 ," 	1,378 ",,,,,,,,,,,
EN, 	46 , 	13 , 	47 , 	41 , 	270 , 	71 , 	90 , 	48 , 	72 , 	33 , 	48 , 	77 , 	21 , 	22 , 	19 , 	9 , 	12 , 	25 , 	11 , 	6 , 	13 , 	4 , 	5 , 	15 , 	14 , 	219 , 	141 , 	432 , 	152 , 	74 , 	71 , 	23 , 	34 , 	28 , 	10 , 	4 , 	9 , 	1 , 	18 , 	9 , 	8 , 	81 , 	13 , 	4 , 	32 , 	10 ," 	2,408 ",,,,,,,,,,,
EP, 	45 , 	34 , 	10 , 	34 , 	231 , 	49 , 	45 , 	43 , 	59 , 	26 , 	26 , 	47 , 	13 , 	11 , 	11 , 	5 , 	6 , 	16 , 	9 , 	7 , 	13 , 	6 , 	4 , 	16 , 	11 , 	187 , 	95 , 	215 , 	116 , 	49 , 	37 , 	18 , 	10 , 	9 , 	3 , 	2 , 	5 , 	1 , 	6 , 	1 , 	4 , 	68 , 	12 , 	4 , 	27 , 	11 ," 	1,657 ",,,,,,,,,,,
NB, 	25 , 	36 , 	27 , 	12 , 	62 , 	27 , 	42 , 	52 , 	41 , 	25 , 	34 , 	40 , 	13 , 	8 , 	10 , 	6 , 	7 , 	17 , 	9 , 	8 , 	15 , 	5 , 	3 , 	6 , 	9 , 	214 , 	116 , 	236 , 	176 , 	86 , 	63 , 	19 , 	16 , 	15 , 	2 , 	2 , 	8 , 	1 , 	6 , 	2 , 	2 , 	98 , 	16 , 	3 , 	38 , 	13 ," 	1,673 ",,,,,,,,,,,
BK, 	146 , 	264 , 	225 , 	65 , 	46 , 	131 , 	131 , 	157 , 	167 , 	85 , 	118 , 	93 , 	56 , 	38 , 	38 , 	23 , 	48 , 	125 , 	31 , 	34 , 	50 , 	30 , 	15 , 	16 , 	35 , 	549 , 	300 , 	732 , 	377 , 	212 , 	146 , 	76 , 	48 , 	55 , 	11 , 	16 , 	70 , 	7 , 	27 , 	11 , 	11 , 	207 , 	109 , 	22 , 	65 , 	124 ," 	5,345 ",,,,,,,,,,,
AS, 	41 , 	72 , 	44 , 	26 , 	148 , 	19 , 	46 , 	64 , 	70 , 	34 , 	51 , 	55 , 	16 , 	17 , 	15 , 	9 , 	10 , 	22 , 	9 , 	8 , 	11 , 	8 , 	3 , 	7 , 	26 , 	176 , 	99 , 	207 , 	189 , 	117 , 	74 , 	27 , 	16 , 	11 , 	2 , 	2 , 	9 , 	2 , 	7 , 	6 , 	4 , 	67 , 	18 , 	4 , 	26 , 	11 ," 	1,902 ",,,,,,,,,,,
MA, 	62 , 	86 , 	50 , 	39 , 	142 , 	51 , 	23 , 	56 , 	62 , 	24 , 	61 , 	92 , 	31 , 	35 , 	25 , 	11 , 	13 , 	32 , 	32 , 	26 , 	31 , 	14 , 	11 , 	30 , 	26 , 	342 , 	198 , 	410 , 	314 , 	193 , 	147 , 	44 , 	42 , 	24 , 	7 , 	8 , 	11 , 	8 , 	52 , 	5 , 	10 , 	134 , 	16 , 	8 , 	28 , 	12 ," 	3,075 ",,,,,,,,,,,
19, 	21 , 	45 , 	46 , 	47 , 	140 , 	68 , 	47 , 	17 , 	13 , 	10 , 	49 , 	68 , 	38 , 	23 , 	29 , 	12 , 	10 , 	26 , 	23 , 	27 , 	35 , 	12 , 	15 , 	35 , 	28 , 	256 , 	165 , 	326 , 	266 , 	175 , 	126 , 	41 , 	28 , 	30 , 	5 , 	6 , 	9 , 	8 , 	27 , 	8 , 	6 , 	101 , 	21 , 	5 , 	30 , 	17 ," 	2,541 ",,,,,,,,,,,
12, 	37 , 	62 , 	51 , 	38 , 	165 , 	69 , 	55 , 	14 , 	19 , 	10 , 	53 , 	91 , 	42 , 	49 , 	35 , 	20 , 	23 , 	33 , 	34 , 	27 , 	37 , 	19 , 	15 , 	32 , 	36 , 	287 , 	218 , 	445 , 	255 , 	132 , 	96 , 	38 , 	46 , 	45 , 	20 , 	4 , 	12 , 	8 , 	41 , 	12 , 	14 , 	119 , 	23 , 	6 , 	26 , 	18 ," 	2,928 ",,,,,,,,,,,
LM, 	25 , 	45 , 	26 , 	27 , 	81 , 	40 , 	29 , 	13 , 	13 , 	16 , 	106 , 	135 , 	93 , 	84 , 	35 , 	19 , 	29 , 	44 , 	9 , 	10 , 	9 , 	4 , 	7 , 	12 , 	20 , 	255 , 	200 , 	393 , 	240 , 	142 , 	105 , 	29 , 	33 , 	36 , 	4 , 	47 , 	61 , 	1 , 	11 , 	3 , 	4 , 	34 , 	9 , 	28 , 	25 , 	20 ," 	2,613 ",,,,,,,,,,,
FV, 	52 , 	59 , 	29 , 	33 , 	117 , 	53 , 	67 , 	48 , 	49 , 	101 , 	17 , 	171 , 	88 , 	126 , 	73 , 	27 , 	29 , 	51 , 	20 , 	11 , 	16 , 	5 , 	5 , 	21 , 	44 , 	251 , 	174 , 	477 , 	265 , 	127 , 	121 , 	32 , 	36 , 	27 , 	6 , 	35 , 	62 , 	4 , 	30 , 	6 , 	11 , 	63 , 	12 , 	40 , 	11 , 	20 ," 	3,122 ",,,,,,,,,,,
