Exit stations,Entry stations->,,SATURDAY,,,Jul 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,
RM, 	9 , 	45 , 	52 , 	29 , 	192 , 	57 , 	63 , 	37 , 	54 , 	14 , 	51 , 	46 , 	19 , 	18 , 	13 , 	8 , 	10 , 	19 , 	12 , 	4 , 	10 , 	2 , 	4 , 	16 , 	15 , 	160 , 	106 , 	275 , 	116 , 	92 , 	117 , 	20 , 	35 , 	21 , 	5 , 	5 , 	7 , 	1 , 	23 , 	7 , 	11 , 	39 , 	8 , 	3 , 	10 , 	6 ," 	1,864 ",,,,,,,,,,
EN, 	63 , 	13 , 	64 , 	55 , 	361 , 	92 , 	111 , 	79 , 	137 , 	34 , 	84 , 	122 , 	36 , 	32 , 	30 , 	12 , 	18 , 	31 , 	17 , 	11 , 	14 , 	6 , 	7 , 	23 , 	28 , 	343 , 	255 , 	611 , 	252 , 	117 , 	120 , 	32 , 	52 , 	38 , 	19 , 	6 , 	18 , 	3 , 	24 , 	13 , 	19 , 	80 , 	22 , 	5 , 	30 , 	11 ," 	3,552 ",,,,,,,,,,
EP, 	56 , 	60 , 	10 , 	40 , 	345 , 	57 , 	63 , 	65 , 	94 , 	24 , 	41 , 	65 , 	15 , 	15 , 	11 , 	7 , 	8 , 	17 , 	10 , 	8 , 	17 , 	5 , 	6 , 	22 , 	10 , 	228 , 	144 , 	290 , 	146 , 	69 , 	51 , 	25 , 	14 , 	16 , 	4 , 	4 , 	7 , 	3 , 	5 , 	4 , 	4 , 	57 , 	13 , 	6 , 	21 , 	10 ," 	2,193 ",,,,,,,,,,
NB, 	38 , 	55 , 	39 , 	15 , 	107 , 	36 , 	46 , 	72 , 	59 , 	22 , 	49 , 	52 , 	20 , 	15 , 	10 , 	4 , 	8 , 	22 , 	9 , 	10 , 	15 , 	5 , 	8 , 	12 , 	10 , 	280 , 	194 , 	302 , 	227 , 	130 , 	84 , 	31 , 	14 , 	21 , 	3 , 	3 , 	10 , 	1 , 	10 , 	5 , 	3 , 	88 , 	16 , 	4 , 	23 , 	10 ," 	2,198 ",,,,,,,,,,
BK, 	202 , 	382 , 	347 , 	109 , 	51 , 	199 , 	210 , 	227 , 	245 , 	85 , 	164 , 	124 , 	86 , 	66 , 	58 , 	30 , 	66 , 	122 , 	44 , 	47 , 	71 , 	37 , 	37 , 	25 , 	59 , 	809 , 	439 ," 	1,038 ", 	562 , 	312 , 	205 , 	98 , 	66 , 	93 , 	14 , 	18 , 	90 , 	13 , 	43 , 	14 , 	19 , 	141 , 	115 , 	33 , 	48 , 	84 ," 	7,346 ",,,,,,,,,,
AS, 	62 , 	79 , 	54 , 	36 , 	170 , 	16 , 	65 , 	96 , 	95 , 	30 , 	63 , 	74 , 	23 , 	28 , 	24 , 	9 , 	12 , 	19 , 	12 , 	7 , 	10 , 	5 , 	4 , 	9 , 	29 , 	235 , 	152 , 	284 , 	242 , 	148 , 	106 , 	29 , 	25 , 	17 , 	5 , 	5 , 	18 , 	2 , 	13 , 	6 , 	4 , 	43 , 	14 , 	3 , 	17 , 	12 ," 	2,408 ",,,,,,,,,,
MA, 	90 , 	107 , 	67 , 	47 , 	213 , 	74 , 	27 , 	77 , 	98 , 	28 , 	91 , 	119 , 	44 , 	42 , 	33 , 	14 , 	16 , 	37 , 	46 , 	31 , 	47 , 	19 , 	17 , 	43 , 	36 , 	413 , 	305 , 	581 , 	450 , 	267 , 	205 , 	51 , 	40 , 	33 , 	9 , 	11 , 	13 , 	10 , 	72 , 	6 , 	15 , 	94 , 	26 , 	13 , 	24 , 	13 ," 	4,116 ",,,,,,,,,,
19, 	40 , 	84 , 	63 , 	73 , 	235 , 	95 , 	75 , 	18 , 	19 , 	17 , 	68 , 	107 , 	60 , 	48 , 	39 , 	21 , 	24 , 	41 , 	44 , 	43 , 	62 , 	31 , 	25 , 	62 , 	38 , 	337 , 	272 , 	496 , 	408 , 	261 , 	192 , 	62 , 	40 , 	48 , 	11 , 	14 , 	25 , 	11 , 	48 , 	12 , 	12 , 	57 , 	35 , 	13 , 	14 , 	21 ," 	3,820 ",,,,,,,,,,
12, 	61 , 	139 , 	93 , 	62 , 	201 , 	92 , 	92 , 	20 , 	20 , 	11 , 	75 , 	122 , 	75 , 	91 , 	58 , 	28 , 	35 , 	44 , 	67 , 	56 , 	63 , 	35 , 	26 , 	57 , 	55 , 	400 , 	289 , 	593 , 	353 , 	181 , 	125 , 	60 , 	63 , 	57 , 	17 , 	10 , 	18 , 	13 , 	59 , 	17 , 	13 , 	94 , 	54 , 	7 , 	19 , 	28 ," 	4,150 ",,,,,,,,,,
LM, 	12 , 	34 , 	24 , 	24 , 	83 , 	33 , 	32 , 	14 , 	12 , 	13 , 	91 , 	178 , 	122 , 	131 , 	46 , 	26 , 	39 , 	59 , 	13 , 	11 , 	15 , 	6 , 	6 , 	15 , 	23 , 	315 , 	247 , 	499 , 	294 , 	177 , 	136 , 	51 , 	43 , 	40 , 	3 , 	51 , 	92 , 	4 , 	13 , 	2 , 	7 , 	27 , 	12 , 	39 , 	18 , 	29 ," 	3,162 ",,,,,,,,,,
