Exit stations,Entry stations->,,WEEKDAY,,,Jul 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,,,
RM, 	13 , 	108 , 	86 , 	56 , 	398 , 	104 , 	132 , 	147 , 	176 , 	46 , 	86 , 	70 , 	30 , 	23 , 	23 , 	19 , 	16 , 	27 , 	16 , 	10 , 	20 , 	6 , 	5 , 	15 , 	28 , 	376 , 	416 , 	465 , 	330 , 	179 , 	187 , 	52 , 	55 , 	51 , 	15 , 	7 , 	16 , 	4 , 	34 , 	17 , 	19 , 	61 , 	25 , 	5 , 	14 , 	11 ," 	3,995 ",,,,,,,,,,,,,
EN, 	129 , 	20 , 	93 , 	84 , 	875 , 	146 , 	274 , 	465 , 	568 , 	98 , 	118 , 	146 , 	60 , 	45 , 	55 , 	24 , 	35 , 	62 , 	36 , 	18 , 	30 , 	7 , 	12 , 	28 , 	39 , 	972 ," 	1,091 ", 	946 , 	824 , 	278 , 	212 , 	75 , 	81 , 	74 , 	28 , 	9 , 	27 , 	6 , 	32 , 	36 , 	43 , 	130 , 	70 , 	13 , 	40 , 	19 ," 	8,475 ",,,,,,,,,,,,,
EP, 	90 , 	86 , 	14 , 	50 , 	691 , 	92 , 	136 , 	296 , 	323 , 	57 , 	51 , 	57 , 	27 , 	19 , 	25 , 	9 , 	16 , 	40 , 	16 , 	21 , 	26 , 	10 , 	8 , 	30 , 	17 , 	609 , 	671 , 	418 , 	423 , 	134 , 	76 , 	40 , 	25 , 	30 , 	7 , 	5 , 	15 , 	4 , 	13 , 	9 , 	14 , 	84 , 	32 , 	9 , 	31 , 	13 ," 	4,867 ",,,,,,,,,,,,,
NB, 	61 , 	87 , 	50 , 	17 , 	171 , 	62 , 	91 , 	268 , 	249 , 	63 , 	63 , 	50 , 	30 , 	20 , 	22 , 	10 , 	22 , 	31 , 	21 , 	20 , 	28 , 	8 , 	9 , 	16 , 	17 , 	688 , 	754 , 	436 , 	491 , 	172 , 	95 , 	42 , 	21 , 	32 , 	7 , 	7 , 	18 , 	4 , 	20 , 	10 , 	9 , 	108 , 	34 , 	10 , 	41 , 	12 ," 	4,497 ",,,,,,,,,,,,,
BK, 	446 , 	931 , 	693 , 	183 , 	56 , 	342 , 	402 , 	591 , 	586 , 	220 , 	297 , 	188 , 	220 , 	157 , 	148 , 	93 , 	203 , 	313 , 	134 , 	181 , 	160 , 	97 , 	68 , 	46 , 	79 ," 	1,394 "," 	1,338 "," 	1,024 ", 	901 , 	391 , 	295 , 	175 , 	117 , 	110 , 	43 , 	76 , 	196 , 	44 , 	138 , 	34 , 	49 , 	169 , 	218 , 	79 , 	68 , 	121 ," 	13,815 ",,,,,,,,,,,,,
AS, 	112 , 	129 , 	87 , 	57 , 	311 , 	17 , 	96 , 	266 , 	257 , 	61 , 	96 , 	84 , 	51 , 	41 , 	37 , 	19 , 	38 , 	44 , 	26 , 	24 , 	28 , 	10 , 	7 , 	15 , 	30 , 	749 , 	816 , 	493 , 	545 , 	242 , 	130 , 	43 , 	33 , 	29 , 	9 , 	9 , 	20 , 	6 , 	29 , 	11 , 	15 , 	75 , 	45 , 	11 , 	28 , 	21 ," 	5,304 ",,,,,,,,,,,,,
MA, 	151 , 	284 , 	125 , 	81 , 	392 , 	94 , 	29 , 	201 , 	235 , 	66 , 	160 , 	155 , 	117 , 	98 , 	105 , 	55 , 	83 , 	112 , 	156 , 	180 , 	161 , 	50 , 	46 , 	55 , 	55 ," 	1,142 "," 	1,282 ", 	886 , 	903 , 	398 , 	228 , 	82 , 	63 , 	72 , 	25 , 	25 , 	72 , 	56 , 	262 , 	34 , 	36 , 	142 , 	73 , 	30 , 	36 , 	37 ," 	9,128 ",,,,,,,,,,,,,
19, 	162 , 	481 , 	295 , 	276 , 	557 , 	267 , 	195 , 	33 , 	59 , 	41 , 	181 , 	191 , 	237 , 	197 , 	199 , 	166 , 	210 , 	331 , 	317 , 	383 , 	310 , 	161 , 	108 , 	177 , 	63 ," 	1,354 "," 	1,526 ", 	951 ," 	1,059 ", 	472 , 	338 , 	182 , 	127 , 	139 , 	80 , 	71 , 	234 , 	166 , 	276 , 	72 , 	76 , 	107 , 	139 , 	99 , 	37 , 	106 ," 	13,212 ",,,,,,,,,,,,,
12, 	194 , 	594 , 	313 , 	246 , 	514 , 	247 , 	228 , 	54 , 	39 , 	35 , 	218 , 	276 , 	347 , 	321 , 	293 , 	177 , 	214 , 	310 , 	325 , 	405 , 	287 , 	154 , 	117 , 	159 , 	95 ," 	1,324 "," 	1,340 ", 	961 , 	997 , 	348 , 	315 , 	181 , 	173 , 	182 , 	132 , 	114 , 	238 , 	156 , 	349 , 	89 , 	83 , 	149 , 	155 , 	116 , 	51 , 	72 ," 	13,687 ",,,,,,,,,,,,,
LM, 	44 , 	94 , 	56 , 	54 , 	220 , 	60 , 	64 , 	43 , 	38 , 	16 , 	172 , 	249 , 	299 , 	256 , 	151 , 	80 , 	113 , 	137 , 	36 , 	27 , 	29 , 	13 , 	13 , 	27 , 	36 , 	868 ," 	1,014 ", 	743 , 	632 , 	244 , 	151 , 	62 , 	70 , 	59 , 	12 , 	124 , 	184 , 	14 , 	56 , 	19 , 	15 , 	43 , 	20 , 	79 , 	27 , 	87 ," 	6,847 ",,,,,,,,,,,,,
FV, 	90 , 	117 , 	54 , 	71 , 	305 , 	94 , 	165 , 	195 , 	225 , 	154 , 	24 , 	282 , 	237 , 	234 , 	191 , 	98 , 	82 , 	127 , 	43 , 	29 , 	49 , 	16 , 	22 , 	51 , 	90 , 	931 ," 	1,048 ", 	926 , 	873 , 	311 , 	216 , 	71 , 	75 , 	65 , 	13 , 	66 , 	139 , 	9 , 	56 , 	16 , 	29 , 	83 , 	26 , 	70 , 	15 , 	53 ," 	8,138 ",,,,,,,,,,,,,
CL, 	76 , 	153 , 	53 , 	55 , 	188 , 	86 , 	167 , 	212 , 	308 , 	221 , 	272 , 	23 , 	179 , 	191 , 	157 , 	97 , 	113 , 	167 , 	81 , 	62 , 	72 , 	38 , 	26 , 	41 , 	90 , 	583 , 	529 , 	491 , 	427 , 	163 , 	128 , 	69 , 	75 , 	106 , 	17 , 	81 , 	263 , 	25 , 	112 , 	32 , 	29 , 	48 , 	35 , 	118 , 	31 , 	105 ," 	6,596 ",,,,,,,,,,,,,
SL, 	34 , 	65 , 	31 , 	30 , 	223 , 	58 , 	121 , 	249 , 	348 , 	307 , 	232 , 	179 , 	15 , 	115 , 	153 , 	74 , 	92 , 	131 , 	31 , 	24 , 	25 , 	7 , 	5 , 	21 , 	46 , 	779 , 	814 , 	598 , 	534 , 	169 , 	105 , 	45 , 	64 , 	57 , 	9 , 	48 , 	99 , 	9 , 	42 , 	15 , 	14 , 	57 , 	14 , 	48 , 	11 , 	46 ," 	6,194 ",,,,,,,,,,,,,
BF, 	21 , 	38 , 	19 , 	19 , 	155 , 	37 , 	98 , 	207 , 	305 , 	256 , 	231 , 	188 , 	120 , 	16 , 	110 , 	73 , 	106 , 	199 , 	26 , 	13 , 	13 , 	4 , 	3 , 	14 , 	30 , 	691 , 	714 , 	563 , 	468 , 	136 , 	81 , 	34 , 	47 , 	41 , 	11 , 	55 , 	156 , 	5 , 	16 , 	8 , 	18 , 	32 , 	12 , 	85 , 	8 , 	51 ," 	5,533 ",,,,,,,,,,,,,
HY, 	26 , 	66 , 	25 , 	24 , 	137 , 	39 , 	107 , 	204 , 	278 , 	141 , 	197 , 	166 , 	174 , 	122 , 	15 , 	92 , 	178 , 	278 , 	22 , 	15 , 	22 , 	5 , 	5 , 	18 , 	32 , 	507 , 	515 , 	368 , 	334 , 	88 , 	56 , 	27 , 	35 , 	37 , 	5 , 	27 , 	65 , 	7 , 	34 , 	8 , 	13 , 	26 , 	7 , 	40 , 	11 , 	74 ," 	4,675 ",,,,,,,,,,,,,
SH, 	16 , 	28 , 	9 , 	10 , 	83 , 	21 , 	52 , 	151 , 	162 , 	76 , 	93 , 	98 , 	71 , 	81 , 	79 , 	12 , 	68 , 	157 , 	8 , 	7 , 	13 , 	2 , 	2 , 	6 , 	16 , 	416 , 	378 , 	232 , 	240 , 	74 , 	42 , 	12 , 	19 , 	24 , 	5 , 	14 , 	32 , 	3 , 	14 , 	7 , 	6 , 	18 , 	7 , 	27 , 	6 , 	56 ," 	2,952 ",,,,,,,,,,,,,
UC, 	20 , 	35 , 	15 , 	19 , 	208 , 	43 , 	87 , 	214 , 	210 , 	112 , 	81 , 	116 , 	92 , 	101 , 	177 , 	66 , 	19 , 	143 , 	15 , 	17 , 	16 , 	4 , 	6 , 	10 , 	13 , 	992 , 	824 , 	381 , 	332 , 	84 , 	41 , 	14 , 	21 , 	31 , 	5 , 	15 , 	66 , 	5 , 	25 , 	6 , 	6 , 	33 , 	4 , 	22 , 	17 , 	54 ," 	4,816 ",,,,,,,,,,,,,
