Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Feb 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	8 , 	85 , 	76 , 	36 , 	215 , 	78 , 	66 , 	40 , 	90 , 	22 , 	76 , 	62 , 	15 , 	22 , 	22 , 	10 , 	9 , 	13 , 	21 , 	8 , 	9 , 	5 , 	5 , 	10 , 	16 , 	65 , 	86 , 	189 , 	87 , 	79 , 	115 , 	15 , 	32 , 	19 , 	11 , 	2 , 	13 , 	4 , 	26 , 	5 , 	5 , 	9 , 	6 ," 	1,781 ",,,Eastbay," 	35,103 ",,SF CBD," 	97,898 ",66.1%,,,
EN, 	100 , 	12 , 	73 , 	57 , 	445 , 	112 , 	103 , 	79 , 	159 , 	28 , 	83 , 	114 , 	35 , 	31 , 	25 , 	18 , 	21 , 	29 , 	31 , 	11 , 	16 , 	6 , 	7 , 	18 , 	25 , 	214 , 	309 , 	558 , 	229 , 	64 , 	118 , 	32 , 	46 , 	49 , 	21 , 	3 , 	13 , 	6 , 	29 , 	7 , 	7 , 	27 , 	12 ," 	3,379 ",,,Westbay," 	47,128 ",,non-CBD," 	53,323 ",36.0%,,,
EP, 	85 , 	65 , 	4 , 	39 , 	374 , 	74 , 	50 , 	48 , 	92 , 	32 , 	27 , 	54 , 	9 , 	12 , 	10 , 	5 , 	10 , 	20 , 	6 , 	3 , 	10 , 	5 , 	3 , 	14 , 	9 , 	133 , 	183 , 	320 , 	137 , 	35 , 	31 , 	13 , 	10 , 	12 , 	3 , 	3 , 	7 , 	2 , 	7 , 	1 , 	-   , 	21 , 	6 ," 	1,980 ",,,Transbay," 	71,459 ",,,,,,,
NB, 	51 , 	54 , 	38 , 	6 , 	124 , 	41 , 	41 , 	41 , 	91 , 	27 , 	35 , 	53 , 	16 , 	15 , 	15 , 	7 , 	8 , 	19 , 	9 , 	7 , 	15 , 	5 , 	4 , 	8 , 	10 , 	171 , 	264 , 	355 , 	239 , 	75 , 	71 , 	16 , 	16 , 	12 , 	3 , 	4 , 	7 , 	1 , 	8 , 	1 , 	4 , 	18 , 	8 ," 	2,007 ",,,SFO Ext," 	10,478 ",,,,,,,
BK, 	227 , 	415 , 	391 , 	132 , 	14 , 	255 , 	233 , 	208 , 	317 , 	115 , 	165 , 	137 , 	70 , 	88 , 	63 , 	39 , 	74 , 	149 , 	46 , 	55 , 	77 , 	56 , 	50 , 	38 , 	59 , 	386 , 	414 ," 	1,028 ", 	448 , 	156 , 	140 , 	72 , 	60 , 	74 , 	18 , 	24 , 	62 , 	9 , 	28 , 	9 , 	8 , 	50 , 	57 ," 	6,509 ",,,Extensions," 	16,505 ",,,,,,,
AS, 	87 , 	110 , 	74 , 	39 , 	205 , 	10 , 	79 , 	84 , 	121 , 	46 , 	74 , 	64 , 	18 , 	30 , 	26 , 	9 , 	14 , 	26 , 	11 , 	9 , 	9 , 	7 , 	3 , 	12 , 	33 , 	127 , 	167 , 	303 , 	207 , 	100 , 	83 , 	20 , 	13 , 	15 , 	5 , 	4 , 	11 , 	2 , 	14 , 	2 , 	5 , 	11 , 	5 ," 	2,289 ",,,,,,,,,,,
MA, 	64 , 	102 , 	57 , 	34 , 	239 , 	88 , 	9 , 	46 , 	100 , 	20 , 	88 , 	93 , 	42 , 	54 , 	50 , 	19 , 	15 , 	32 , 	35 , 	25 , 	29 , 	10 , 	15 , 	29 , 	44 , 	223 , 	313 , 	562 , 	323 , 	137 , 	96 , 	24 , 	26 , 	28 , 	10 , 	8 , 	21 , 	7 , 	58 , 	4 , 	3 , 	17 , 	7 ," 	3,202 ",,,,,,,,,,,
19, 	38 , 	88 , 	63 , 	40 , 	190 , 	89 , 	46 , 	10 , 	24 , 	15 , 	55 , 	75 , 	45 , 	59 , 	40 , 	20 , 	28 , 	39 , 	34 , 	33 , 	37 , 	17 , 	13 , 	44 , 	39 , 	121 , 	137 , 	315 , 	203 , 	78 , 	73 , 	23 , 	28 , 	31 , 	9 , 	7 , 	28 , 	10 , 	32 , 	4 , 	4 , 	12 , 	11 ," 	2,302 ",,,,,,,,,,,
12, 	84 , 	146 , 	95 , 	90 , 	302 , 	136 , 	89 , 	24 , 	11 , 	21 , 	114 , 	146 , 	118 , 	134 , 	75 , 	45 , 	76 , 	97 , 	59 , 	65 , 	74 , 	39 , 	29 , 	56 , 	74 , 	258 , 	368 , 	751 , 	309 , 	94 , 	87 , 	58 , 	82 , 	60 , 	28 , 	13 , 	45 , 	14 , 	81 , 	8 , 	10 , 	27 , 	34 ," 	4,521 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	21 , 	24 , 	35 , 	24 , 	109 , 	38 , 	28 , 	13 , 	26 , 	14 , 	65 , 	83 , 	122 , 	130 , 	38 , 	18 , 	39 , 	71 , 	7 , 	7 , 	13 , 	6 , 	6 , 	10 , 	21 , 	149 , 	227 , 	442 , 	170 , 	68 , 	51 , 	17 , 	27 , 	16 , 	3 , 	41 , 	80 , 	1 , 	13 , 	4 , 	3 , 	10 , 	4 ," 	2,289 ",,,Dtwn SF," 	2,054 "," 	6,624 "," 	16,141 "," 	6,982 "," 	6,933 "," 	9,326 "," 	3,174 "," 	48,060 "
