Exit stations,Entry stations->,,ADJUSTED WEEKDAY,,,Feb 04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	7 , 	124 , 	104 , 	72 , 	404 , 	108 , 	134 , 	133 , 	203 , 	40 , 	106 , 	75 , 	37 , 	34 , 	39 , 	21 , 	17 , 	41 , 	31 , 	24 , 	19 , 	10 , 	8 , 	20 , 	23 , 	174 , 	229 , 	263 , 	220 , 	112 , 	146 , 	24 , 	49 , 	50 , 	11 , 	3 , 	16 , 	7 , 	22 , 	8 , 	7 , 	15 , 	10 ," 	3,199 ",,,Eastbay," 	72,995 ",,SF CBD," 	194,483 ",65.7%,,,
EN, 	154 , 	13 , 	95 , 	76 , 	964 , 	147 , 	210 , 	393 , 	632 , 	113 , 	119 , 	139 , 	59 , 	50 , 	65 , 	26 , 	42 , 	66 , 	55 , 	27 , 	41 , 	10 , 	11 , 	24 , 	36 , 	831 , 	934 , 	714 , 	654 , 	127 , 	161 , 	46 , 	80 , 	179 , 	21 , 	7 , 	37 , 	8 , 	32 , 	17 , 	14 , 	38 , 	20 ," 	7,488 ",,,Westbay," 	86,551 ",,non-CBD," 	106,505 ",36.0%,,,
EP, 	110 , 	83 , 	4 , 	54 , 	669 , 	67 , 	86 , 	185 , 	271 , 	82 , 	45 , 	51 , 	26 , 	13 , 	24 , 	8 , 	15 , 	37 , 	24 , 	23 , 	25 , 	8 , 	5 , 	23 , 	12 , 	397 , 	477 , 	286 , 	297 , 	55 , 	44 , 	14 , 	29 , 	66 , 	4 , 	4 , 	13 , 	4 , 	11 , 	9 , 	3 , 	26 , 	12 ," 	3,701 ",,,Transbay," 	145,703 ",,,,,,,
NB, 	72 , 	67 , 	49 , 	6 , 	221 , 	57 , 	69 , 	153 , 	248 , 	64 , 	56 , 	58 , 	20 , 	13 , 	23 , 	10 , 	9 , 	32 , 	23 , 	17 , 	25 , 	6 , 	8 , 	17 , 	13 , 	486 , 	540 , 	308 , 	377 , 	89 , 	69 , 	23 , 	30 , 	68 , 	4 , 	3 , 	11 , 	2 , 	10 , 	5 , 	3 , 	29 , 	16 ," 	3,407 ",,,SFO Ext," 	17,556 ",,,,,,,
BK, 	404 , 	973 , 	676 , 	229 , 	14 , 	442 , 	406 , 	436 , 	582 , 	300 , 	289 , 	245 , 	154 , 	139 , 	144 , 	105 , 	178 , 	280 , 	102 , 	170 , 	141 , 	77 , 	66 , 	43 , 	80 , 	602 , 	630 , 	709 , 	770 , 	278 , 	287 , 	138 , 	109 , 	200 , 	28 , 	38 , 	117 , 	33 , 	85 , 	26 , 	13 , 	62 , 	83 ," 	10,888 ",,,Extensions," 	34,384 ",,,,,,,
AS, 	108 , 	135 , 	63 , 	47 , 	385 , 	5 , 	90 , 	166 , 	247 , 	98 , 	100 , 	91 , 	44 , 	41 , 	48 , 	22 , 	22 , 	54 , 	28 , 	20 , 	24 , 	15 , 	7 , 	17 , 	38 , 	392 , 	465 , 	301 , 	324 , 	114 , 	91 , 	23 , 	32 , 	68 , 	6 , 	8 , 	22 , 	4 , 	21 , 	6 , 	4 , 	18 , 	12 ," 	3,824 ",,,,,,,,,,,
MA, 	133 , 	201 , 	87 , 	74 , 	389 , 	84 , 	10 , 	118 , 	251 , 	84 , 	141 , 	140 , 	89 , 	94 , 	100 , 	53 , 	65 , 	102 , 	107 , 	83 , 	88 , 	30 , 	30 , 	61 , 	53 , 	634 , 	714 , 	578 , 	621 , 	187 , 	146 , 	53 , 	75 , 	115 , 	20 , 	14 , 	48 , 	28 , 	129 , 	15 , 	11 , 	27 , 	25 ," 	6,111 ",,,,,,,,,,,
19, 	127 , 	408 , 	184 , 	162 , 	392 , 	168 , 	117 , 	9 , 	75 , 	44 , 	109 , 	153 , 	178 , 	169 , 	175 , 	147 , 	162 , 	296 , 	229 , 	302 , 	199 , 	113 , 	80 , 	103 , 	45 , 	605 , 	583 , 	472 , 	549 , 	145 , 	162 , 	111 , 	109 , 	143 , 	70 , 	41 , 	145 , 	99 , 	221 , 	30 , 	18 , 	15 , 	63 ," 	7,727 ",,,,,,,,,,,
12, 	214 , 	633 , 	271 , 	247 , 	488 , 	247 , 	241 , 	72 , 	19 , 	60 , 	225 , 	355 , 	371 , 	370 , 	298 , 	217 , 	233 , 	410 , 	303 , 	425 , 	310 , 	190 , 	144 , 	190 , 	98 , 	863 , 	884 , 	867 , 	779 , 	222 , 	248 , 	140 , 	160 , 	226 , 	105 , 	81 , 	232 , 	128 , 	293 , 	51 , 	35 , 	42 , 	99 ," 	12,084 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	37 , 	99 , 	83 , 	75 , 	280 , 	101 , 	89 , 	45 , 	51 , 	7 , 	171 , 	192 , 	246 , 	217 , 	152 , 	77 , 	112 , 	148 , 	24 , 	23 , 	25 , 	13 , 	9 , 	35 , 	37 , 	445 , 	487 , 	444 , 	379 , 	95 , 	86 , 	35 , 	68 , 	112 , 	15 , 	74 , 	211 , 	10 , 	25 , 	8 , 	7 , 	17 , 	11 ," 	4,879 ",,,Dtwn SF,"3,965","13,253","31,035","10,623","17,190","18,975","4,925","95,040"
FV, 	102 , 	120 , 	45 , 	56 , 	303 , 	105 , 	132 , 	135 , 	238 , 	166 , 	10 , 	205 , 	236 , 	248 , 	255 , 	108 , 	82 , 	123 , 	51 , 	34 , 	39 , 	18 , 	29 , 	55 , 	107 , 	513 , 	607 , 	565 , 	469 , 	156 , 	186 , 	41 , 	74 , 	120 , 	18 , 	55 , 	146 , 	9 , 	50 , 	17 , 	11 , 	33 , 	16 ," 	6,086 ",,,OAK,"12,966","1,789","3,164","5,373","4,135","7,223",512,"34,651"
CL, 	84 , 	142 , 	54 , 	65 , 	271 , 	97 , 	157 , 	189 , 	378 , 	179 , 	220 , 	9 , 	119 , 	160 , 	196 , 	86 , 	85 , 	151 , 	59 , 	64 , 	55 , 	29 , 	21 , 	63 , 	105 , 	507 , 	499 , 	485 , 	447 , 	121 , 	129 , 	63 , 	61 , 	95 , 	22 , 	44 , 	193 , 	16 , 	70 , 	20 , 	20 , 	31 , 	19 ," 	5,880 ",,,CM line,"29,864","3,112","8,341","2,689","1,979","2,715","1,573","48,700"
SL, 	38 , 	60 , 	24 , 	27 , 	147 , 	46 , 	88 , 	189 , 	380 , 	239 , 	249 , 	127 , 	7 , 	116 , 	177 , 	76 , 	80 , 	104 , 	31 , 	27 , 	24 , 	6 , 	9 , 	17 , 	38 , 	527 , 	599 , 	378 , 	372 , 	70 , 	69 , 	23 , 	48 , 	73 , 	15 , 	30 , 	95 , 	5 , 	26 , 	10 , 	10 , 	18 , 	8 ," 	4,701 ",,,RM line,"11,381","5,545","2,876","7,207","1,431","3,610",458,"32,050"
BF, 	33 , 	45 , 	14 , 	14 , 	140 , 	37 , 	89 , 	178 , 	369 , 	211 , 	239 , 	158 , 	121 , 	7 , 	150 , 	120 , 	129 , 	216 , 	29 , 	16 , 	19 , 	4 , 	3 , 	13 , 	42 , 	492 , 	529 , 	353 , 	306 , 	58 , 	58 , 	19 , 	31 , 	68 , 	14 , 	45 , 	229 , 	5 , 	19 , 	9 , 	5 , 	13 , 	5 ," 	4,655 ",,,WP line,"17,468","4,120","2,049","1,481","5,719","1,453",617,"32,290"
HY, 	39 , 	66 , 	30 , 	23 , 	139 , 	52 , 	98 , 	189 , 	297 , 	142 , 	264 , 	192 , 	186 , 	146 , 	7 , 	149 , 	192 , 	336 , 	26 , 	26 , 	21 , 	7 , 	7 , 	18 , 	39 , 	360 , 	338 , 	245 , 	231 , 	55 , 	48 , 	22 , 	29 , 	46 , 	9 , 	17 , 	81 , 	9 , 	31 , 	7 , 	7 , 	10 , 	4 ," 	4,239 ",,,FT/ED line,"18,248","7,310","2,806","3,719","1,471","11,409",504,"44,962"
SH, 	21 , 	26 , 	8 , 	12 , 	99 , 	20 , 	51 , 	142 , 	210 , 	80 , 	99 , 	87 , 	86 , 	119 , 	132 , 	6 , 	74 , 	158 , 	15 , 	16 , 	11 , 	3 , 	4 , 	4 , 	13 , 	280 , 	280 , 	202 , 	194 , 	38 , 	36 , 	6 , 	14 , 	40 , 	5 , 	13 , 	48 , 	5 , 	17 , 	3 , 	2 , 	5 , 	5 ," 	2,687 ",,,SFIA,"4,591",531,"1,662",455,628,504,595,"8,371"
UC, 	20 , 	44 , 	16 , 	10 , 	178 , 	23 , 	68 , 	166 , 	238 , 	115 , 	88 , 	94 , 	77 , 	133 , 	207 , 	80 , 	9 , 	178 , 	23 , 	27 , 	23 , 	5 , 	5 , 	10 , 	21 , 	528 , 	479 , 	253 , 	255 , 	31 , 	28 , 	14 , 	27 , 	50 , 	9 , 	9 , 	53 , 	3 , 	17 , 	6 , 	3 , 	14 , 	3 ," 	3,639 ",,,Entries,"98,483","35,659","51,933","31,547","32,554","45,889","9,184","296,064"
FM, 	41 , 	68 , 	37 , 	29 , 	317 , 	52 , 	99 , 	290 , 	409 , 	148 , 	125 , 	153 , 	107 , 	229 , 	344 , 	166 , 	176 , 	22 , 	26 , 	26 , 	21 , 	5 , 	6 , 	19 , 	16 , 	821 , 	765 , 	414 , 	410 , 	50 , 	35 , 	16 , 	33 , 	63 , 	7 , 	21 , 	61 , 	6 , 	31 , 	7 , 	3 , 	28 , 	7 ," 	5,707 ",,,,,,,,,,,
CN, 	36 , 	53 , 	27 , 	23 , 	107 , 	31 , 	105 , 	226 , 	312 , 	20 , 	55 , 	61 , 	32 , 	27 , 	31 , 	14 , 	24 , 	27 , 	12 , 	145 , 	421 , 	112 , 	64 , 	96 , 	16 , 	652 , 	654 , 	342 , 	364 , 	58 , 	73 , 	37 , 	44 , 	102 , 	26 , 	6 , 	14 , 	65 , 	408 , 	13 , 	15 , 	32 , 	18 ," 	5,003 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFIA,
PH, 	26 , 	28 , 	24 , 	20 , 	165 , 	25 , 	85 , 	292 , 	418 , 	21 , 	35 , 	65 , 	27 , 	16 , 	23 , 	17 , 	23 , 	28 , 	146 , 	9 , 	129 , 	62 , 	42 , 	115 , 	6 ," 	1,380 "," 	1,282 ", 	500 , 	486 , 	57 , 	54 , 	40 , 	43 , 	127 , 	25 , 	4 , 	8 , 	45 , 	153 , 	30 , 	21 , 	49 , 	26 ," 	6,174 ",,,Dtwn SF,"3,965",,,,,,,
WC, 	21 , 	40 , 	22 , 	28 , 	141 , 	24 , 	97 , 	195 , 	317 , 	24 , 	33 , 	60 , 	23 , 	20 , 	19 , 	12 , 	24 , 	21 , 	480 , 	123 , 	9 , 	74 , 	45 , 	135 , 	11 , 	997 , 	925 , 	409 , 	381 , 	55 , 	51 , 	33 , 	33 , 	86 , 	21 , 	3 , 	6 , 	68 , 	211 , 	17 , 	13 , 	53 , 	24 ," 	5,388 ",,,OAK,"26,219","1,789",,,,,,
LF, 	12 , 	11 , 	9 , 	7 , 	82 , 	11 , 	30 , 	106 , 	187 , 	10 , 	18 , 	29 , 	5 , 	3 , 	6 , 	2 , 	7 , 	5 , 	129 , 	73 , 	81 , 	5 , 	18 , 	66 , 	5 , 	776 , 	655 , 	224 , 	228 , 	30 , 	26 , 	10 , 	9 , 	33 , 	3 , 	1 , 	3 , 	14 , 	29 , 	9 , 	4 , 	29 , 	5 ," 	3,003 ",,,CM line,"60,899","6,276","8,341",,,,,
OR, 	8 , 	11 , 	6 , 	7 , 	59 , 	5 , 	35 , 	75 , 	144 , 	8 , 	26 , 	23 , 	9 , 	3 , 	7 , 	3 , 	3 , 	6 , 	64 , 	51 , 	47 , 	15 , 	3 , 	61 , 	6 , 	633 , 	597 , 	210 , 	200 , 	26 , 	26 , 	9 , 	16 , 	24 , 	5 , 	1 , 	1 , 	11 , 	22 , 	7 , 	5 , 	24 , 	10 ," 	2,511 ",,,RM line,"22,004","10,918","5,564","7,207",,,,
RR, 	24 , 	21 , 	22 , 	25 , 	60 , 	18 , 	59 , 	111 , 	205 , 	40 , 	51 , 	56 , 	18 , 	12 , 	16 , 	3 , 	9 , 	17 , 	96 , 	118 , 	129 , 	67 , 	59 , 	8 , 	17 , 	885 , 	939 , 	465 , 	491 , 	115 , 	85 , 	27 , 	51 , 	64 , 	6 , 	5 , 	13 , 	17 , 	51 , 	14 , 	6 , 	38 , 	19 ," 	4,554 ",,,WP line,"34,658","8,256","4,028","2,912","5,719",,,
OW, 	27 , 	27 , 	7 , 	15 , 	74 , 	40 , 	58 , 	54 , 	107 , 	34 , 	120 , 	93 , 	36 , 	40 , 	33 , 	16 , 	21 , 	16 , 	15 , 	7 , 	12 , 	4 , 	6 , 	15 , 	8 ," 	1,056 "," 	1,041 ", 	537 , 	429 , 	91 , 	88 , 	20 , 	43 , 	63 , 	10 , 	7 , 	29 , 	2 , 	25 , 	8 , 	5 , 	14 , 	11 ," 	4,364 ",,,FT/ED line,"37,223","14,533","5,521","7,329","2,924","11,409",,
EM, 	222 , 	776 , 	438 , 	438 , 	759 , 	454 , 	712 , 	815 ," 	1,152 ", 	527 , 	572 , 	571 , 	631 , 	575 , 	414 , 	321 , 	582 , 	892 , 	770 ," 	1,621 "," 	1,168 ", 	712 , 	652 , 	840 ," 	1,133 ", 	81 , 	101 , 	339 , 	339 , 	747 ," 	1,332 "," 	1,093 "," 	1,456 "," 	1,040 ", 	688 , 	449 ," 	1,356 ", 	326 , 	701 , 	321 , 	234 , 	179 , 	483 ," 	29,012 ",,,SFIA,"9,516","2,104","2,120","1,072","1,133",504,595,"304,141"
MT, 	230 , 	784 , 	469 , 	430 , 	595 , 	463 , 	726 , 	592 , 	908 , 	506 , 	641 , 	480 , 	625 , 	560 , 	366 , 	296 , 	496 , 	784 , 	644 ," 	1,224 ", 	899 , 	531 , 	519 , 	784 ," 	1,067 ", 	112 , 	72 , 	174 , 	355 ," 	1,223 "," 	1,957 "," 	1,618 "," 	2,952 "," 	1,367 ", 	817 , 	407 ," 	1,098 ", 	278 , 	581 , 	356 , 	268 , 	176 , 	618 ," 	30,049 ",,,,,,,,,,,
PL, 	234 , 	542 , 	262 , 	269 , 	728 , 	272 , 	533 , 	462 , 	785 , 	393 , 	493 , 	580 , 	343 , 	319 , 	233 , 	193 , 	232 , 	385 , 	315 , 	459 , 	387 , 	201 , 	183 , 	398 , 	517 , 	495 , 	260 , 	105 , 	357 ," 	1,232 "," 	1,824 "," 	1,095 "," 	2,501 ", 	928 , 	524 , 	174 , 	563 , 	132 , 	334 , 	231 , 	171 , 	521 , 	354 ," 	21,523 ",,,,,,,,,,,
CC, 	193 , 	548 , 	286 , 	315 , 	594 , 	320 , 	549 , 	456 , 	606 , 	359 , 	438 , 	428 , 	344 , 	290 , 	232 , 	210 , 	257 , 	429 , 	337 , 	464 , 	358 , 	221 , 	188 , 	425 , 	453 , 	370 , 	368 , 	344 , 	93 , 	993 ," 	1,401 ", 	852 ," 	2,115 ", 	780 , 	497 , 	189 , 	529 , 	127 , 	410 , 	256 , 	171 , 	272 , 	313 ," 	19,382 ",,,,,,,,,,,
16, 	93 , 	93 , 	54 , 	84 , 	267 , 	108 , 	177 , 	142 , 	208 , 	88 , 	148 , 	107 , 	67 , 	52 , 	54 , 	35 , 	27 , 	48 , 	55 , 	53 , 	54 , 	28 , 	20 , 	103 , 	94 , 	681 ," 	1,008 "," 	1,388 ", 	976 , 	33 , 	334 , 	269 , 	845 , 	206 , 	129 , 	18 , 	67 , 	19 , 	72 , 	56 , 	50 , 	71 , 	86 ," 	8,569 ",,,,,,,,,,,
24, 	116 , 	124 , 	46 , 	66 , 	285 , 	91 , 	140 , 	149 , 	231 , 	76 , 	173 , 	126 , 	64 , 	51 , 	43 , 	34 , 	28 , 	33 , 	71 , 	55 , 	51 , 	27 , 	26 , 	84 , 	97 ," 	1,198 "," 	1,636 "," 	2,122 "," 	1,377 ", 	362 , 	50 , 	250 , 	929 , 	294 , 	160 , 	21 , 	71 , 	17 , 	103 , 	81 , 	71 , 	77 , 	109 ," 	11,218 ",,,,,,,,,,,
GP, 	25 , 	38 , 	13 , 	19 , 	137 , 	20 , 	52 , 	103 , 	136 , 	29 , 	37 , 	60 , 	23 , 	23 , 	22 , 	5 , 	13 , 	19 , 	35 , 	39 , 	34 , 	8 , 	10 , 	25 , 	21 ," 	1,058 "," 	1,292 "," 	1,396 ", 	738 , 	263 , 	263 , 	24 , 	165 , 	62 , 	56 , 	12 , 	44 , 	9 , 	29 , 	35 , 	25 , 	48 , 	52 ," 	6,519 ",,,,,,,,,,,
