Exit stations,Entry stations->,,SUNDAY,,,Apr 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
RM, 	10 , 	29 , 	33 , 	17 , 	113 , 	23 , 	31 , 	26 , 	22 , 	17 , 	27 , 	23 , 	10 , 	7 , 	8 , 	3 , 	5 , 	5 , 	6 , 	5 , 	4 , 	2 , 	1 , 	7 , 	7 , 	64 , 	37 , 	106 , 	48 , 	34 , 	37 , 	13 , 	10 , 	12 , 	4 , 	2 , 	5 , 	2 , 	2 , 	4 , 	6 , 	27 , 	6 , 	1 , 	3 , 	3 , 	4 , 	9 , 	3 , 	3 , 	884 ,,,,,,,,,,,
CN, 	6 , 	9 , 	3 , 	1 , 	8 , 	2 , 	14 , 	12 , 	13 , 	5 , 	6 , 	15 , 	5 , 	7 , 	2 , 	1 , 	2 , 	3 , 	18 , 	21 , 	90 , 	51 , 	12 , 	10 , 	5 , 	56 , 	38 , 	72 , 	31 , 	20 , 	11 , 	7 , 	5 , 	6 , 	2 , 	1 , 	2 , 	9 , 	53 , 	3 , 	3 , 	35 , 	3 , 	1 , 	10 , 	2 , 	2 , 	5 , 	23 , 	23 , 	747 ,,,,,,,,,,,
PH, 	4 , 	3 , 	2 , 	3 , 	8 , 	4 , 	12 , 	8 , 	9 , 	3 , 	4 , 	12 , 	2 , 	2 , 	3 , 	1 , 	1 , 	1 , 	19 , 	10 , 	34 , 	12 , 	6 , 	15 , 	4 , 	60 , 	38 , 	61 , 	27 , 	13 , 	9 , 	5 , 	3 , 	7 , 	2 , 	0 , 	1 , 	4 , 	13 , 	2 , 	3 , 	51 , 	2 , 	0 , 	7 , 	1 , 	1 , 	4 , 	11 , 	13 , 	519 ,,,,,,,,,,,
WC, 	3 , 	3 , 	3 , 	5 , 	18 , 	3 , 	18 , 	19 , 	13 , 	5 , 	5 , 	17 , 	3 , 	3 , 	2 , 	2 , 	1 , 	1 , 	95 , 	34 , 	15 , 	21 , 	12 , 	39 , 	5 , 	82 , 	44 , 	82 , 	48 , 	20 , 	11 , 	6 , 	5 , 	8 , 	3 , 	0 , 	1 , 	7 , 	31 , 	3 , 	3 , 	58 , 	3 , 	1 , 	12 , 	0 , 	2 , 	3 , 	12 , 	25 , 	814 ,,,,,,,,,,,
LF, 	3 , 	3 , 	3 , 	1 , 	7 , 	1 , 	11 , 	7 , 	4 , 	0 , 	2 , 	7 , 	0 , 	0 , 	3 , 	-   , 	0 , 	0 , 	49 , 	15 , 	20 , 	7 , 	5 , 	13 , 	1 , 	48 , 	28 , 	37 , 	28 , 	9 , 	5 , 	3 , 	4 , 	4 , 	-   , 	0 , 	1 , 	1 , 	5 , 	1 , 	2 , 	30 , 	0 , 	-   , 	7 , 	0 , 	1 , 	1 , 	5 , 	6 , 	391 ,,,,,,,,,,,
OR, 	1 , 	2 , 	1 , 	1 , 	4 , 	1 , 	7 , 	5 , 	6 , 	0 , 	2 , 	3 , 	1 , 	2 , 	0 , 	0 , 	0 , 	0 , 	12 , 	7 , 	13 , 	3 , 	4 , 	8 , 	2 , 	42 , 	19 , 	32 , 	20 , 	9 , 	5 , 	1 , 	1 , 	3 , 	1 , 	0 , 	-   , 	1 , 	3 , 	-   , 	2 , 	18 , 	1 , 	0 , 	4 , 	0 , 	1 , 	1 , 	1 , 	2 , 	255 ,,,,,,,,,,,
RR, 	8 , 	6 , 	6 , 	4 , 	9 , 	5 , 	22 , 	30 , 	20 , 	5 , 	11 , 	27 , 	5 , 	3 , 	3 , 	1 , 	1 , 	3 , 	14 , 	18 , 	38 , 	14 , 	7 , 	9 , 	9 , 	127 , 	90 , 	137 , 	99 , 	59 , 	37 , 	15 , 	6 , 	7 , 	3 , 	1 , 	2 , 	4 , 	5 , 	3 , 	3 , 	77 , 	4 , 	1 , 	11 , 	1 , 	3 , 	6 , 	0 , 	6 , 	985 ,,,,,,,,,,,
OW, 	6 , 	6 , 	3 , 	3 , 	20 , 	9 , 	15 , 	16 , 	20 , 	13 , 	38 , 	31 , 	8 , 	8 , 	7 , 	4 , 	4 , 	1 , 	5 , 	4 , 	5 , 	1 , 	1 , 	8 , 	14 , 	221 , 	119 , 	275 , 	153 , 	139 , 	70 , 	15 , 	18 , 	13 , 	5 , 	3 , 	8 , 	0 , 	3 , 	2 , 	5 , 	56 , 	8 , 	3 , 	5 , 	2 , 	3 , 	6 , 	2 , 	6 ," 	1,387 ",,,,,,,,,,,
EM, 	73 , 	109 , 	65 , 	85 , 	228 , 	87 , 	160 , 	163 , 	145 , 	100 , 	99 , 	85 , 	83 , 	80 , 	53 , 	34 , 	50 , 	68 , 	59 , 	65 , 	96 , 	55 , 	42 , 	131 , 	241 , 	56 , 	9 , 	73 , 	46 , 	140 , 	168 , 	89 , 	118 , 	104 , 	37 , 	46 , 	201 , 	18 , 	51 , 	29 , 	33 , 	149 , 	61 , 	65 , 	37 , 	26 , 	64 , 	81 , 	10 , 	38 ," 	4,206 ",,,,,,,,,,,
MT, 	57 , 	82 , 	52 , 	68 , 	245 , 	71 , 	125 , 	126 , 	134 , 	102 , 	71 , 	68 , 	67 , 	83 , 	28 , 	23 , 	44 , 	44 , 	43 , 	52 , 	47 , 	24 , 	15 , 	96 , 	165 , 	7 , 	32 , 	18 , 	19 , 	101 , 	117 , 	75 , 	160 , 	113 , 	44 , 	42 , 	88 , 	10 , 	38 , 	31 , 	37 , 	162 , 	58 , 	32 , 	31 , 	19 , 	51 , 	63 , 	8 , 	21 ," 	3,308 ",,,,,,,,,,,
PL, 	100 , 	159 , 	68 , 	68 , 	236 , 	67 , 	134 , 	152 , 	163 , 	142 , 	147 , 	119 , 	110 , 	114 , 	47 , 	41 , 	42 , 	49 , 	66 , 	49 , 	65 , 	33 , 	29 , 	112 , 	255 , 	69 , 	13 , 	85 , 	50 , 	347 , 	409 , 	183 , 	355 , 	277 , 	85 , 	40 , 	146 , 	18 , 	60 , 	75 , 	87 , 	567 , 	118 , 	37 , 	32 , 	23 , 	46 , 	81 , 	11 , 	50 ," 	5,833 ",,,,,,,,,,,
CC, 	45 , 	67 , 	48 , 	70 , 	141 , 	70 , 	113 , 	126 , 	107 , 	86 , 	119 , 	64 , 	53 , 	42 , 	24 , 	14 , 	25 , 	37 , 	28 , 	32 , 	48 , 	34 , 	23 , 	99 , 	177 , 	45 , 	18 , 	46 , 	37 , 	147 , 	182 , 	104 , 	129 , 	138 , 	47 , 	27 , 	78 , 	9 , 	20 , 	39 , 	55 , 	188 , 	107 , 	24 , 	24 , 	16 , 	33 , 	44 , 	6 , 	17 ," 	3,267 ",,,,,,,,,,,
16, 	40 , 	43 , 	24 , 	45 , 	112 , 	48 , 	109 , 	127 , 	75 , 	75 , 	65 , 	33 , 	21 , 	25 , 	10 , 	6 , 	12 , 	11 , 	20 , 	13 , 	23 , 	8 , 	6 , 	55 , 	145 , 	134 , 	98 , 	363 , 	167 , 	16 , 	54 , 	89 , 	101 , 	134 , 	35 , 	7 , 	31 , 	3 , 	9 , 	28 , 	34 , 	126 , 	73 , 	12 , 	15 , 	8 , 	16 , 	26 , 	3 , 	11 ," 	2,741 ",,,,,,,,,,,
24, 	41 , 	37 , 	14 , 	30 , 	68 , 	37 , 	64 , 	79 , 	48 , 	50 , 	51 , 	33 , 	17 , 	16 , 	12 , 	8 , 	7 , 	9 , 	16 , 	9 , 	11 , 	7 , 	7 , 	41 , 	91 , 	173 , 	110 , 	472 , 	211 , 	42 , 	18 , 	80 , 	81 , 	104 , 	34 , 	10 , 	19 , 	4 , 	18 , 	32 , 	40 , 	100 , 	44 , 	5 , 	18 , 	5 , 	8 , 	18 , 	5 , 	6 ," 	2,459 ",,,,,,,,,,,
GP, 	8 , 	11 , 	5 , 	9 , 	34 , 	10 , 	18 , 	30 , 	16 , 	12 , 	20 , 	17 , 	4 , 	4 , 	2 , 	2 , 	5 , 	3 , 	7 , 	7 , 	6 , 	3 , 	2 , 	14 , 	23 , 	97 , 	56 , 	216 , 	108 , 	82 , 	78 , 	12 , 	14 , 	24 , 	14 , 	4 , 	9 , 	1 , 	7 , 	12 , 	17 , 	70 , 	25 , 	3 , 	6 , 	3 , 	6 , 	5 , 	1 , 	4 ," 	1,146 ",,,,,,,,,,,
BP, 	13 , 	17 , 	5 , 	7 , 	16 , 	10 , 	12 , 	15 , 	16 , 	15 , 	11 , 	10 , 	9 , 	9 , 	6 , 	5 , 	2 , 	3 , 	7 , 	5 , 	6 , 	2 , 	2 , 	7 , 	16 , 	99 , 	88 , 	440 , 	137 , 	91 , 	83 , 	12 , 	12 , 	21 , 	23 , 	2 , 	8 , 	1 , 	13 , 	12 , 	28 , 	54 , 	21 , 	0 , 	5 , 	1 , 	3 , 	8 , 	3 , 	6 ," 	1,396 ",,,,,,,,,,,
DC, 	15 , 	12 , 	5 , 	5 , 	29 , 	8 , 	12 , 	16 , 	11 , 	12 , 	15 , 	14 , 	10 , 	8 , 	5 , 	4 , 	6 , 	9 , 	8 , 	7 , 	8 , 	2 , 	2 , 	8 , 	15 , 	104 , 	78 , 	360 , 	167 , 	129 , 	116 , 	21 , 	23 , 	14 , 	15 , 	5 , 	21 , 	2 , 	10 , 	15 , 	27 , 	116 , 	42 , 	5 , 	7 , 	3 , 	7 , 	12 , 	1 , 	8 ," 	1,555 ",,,,,,,,,,,
CM, 	5 , 	10 , 	2 , 	2 , 	5 , 	2 , 	4 , 	4 , 	10 , 	1 , 	2 , 	0 , 	2 , 	2 , 	1 , 	1 , 	1 , 	3 , 	3 , 	2 , 	2 , 	1 , 	0 , 	1 , 	7 , 	35 , 	26 , 	113 , 	45 , 	39 , 	32 , 	16 , 	22 , 	10 , 	6 , 	1 , 	2 , 	0 , 	5 , 	3 , 	14 , 	53 , 	14 , 	1 , 	0 , 	0 , 	1 , 	1 , 	1 , 	3 , 	518 ,,,,,,,,,,,
CV, 	1 , 	1 , 	2 , 	2 , 	5 , 	1 , 	1 , 	3 , 	2 , 	25 , 	16 , 	36 , 	22 , 	11 , 	5 , 	4 , 	2 , 	4 , 	1 , 	0 , 	0 , 	-   , 	-   , 	1 , 	3 , 	42 , 	34 , 	58 , 	34 , 	8 , 	9 , 	5 , 	3 , 	6 , 	0 , 	6 , 	25 , 	-   , 	0 , 	1 , 	0 , 	5 , 	1 , 	20 , 	4 , 	0 , 	2 , 	1 , 	-   , 	1 , 	413 ,,,,,,,,,,,
ED, 	4 , 	5 , 	1 , 	3 , 	20 , 	4 , 	7 , 	9 , 	6 , 	33 , 	30 , 	123 , 	23 , 	32 , 	13 , 	6 , 	8 , 	10 , 	2 , 	1 , 	1 , 	0 , 	0 , 	1 , 	11 , 	178 , 	75 , 	175 , 	80 , 	31 , 	17 , 	10 , 	6 , 	14 , 	1 , 	21 , 	28 , 	0 , 	1 , 	1 , 	0 , 	58 , 	4 , 	9 , 	24 , 	4 , 	15 , 	14 , 	0 , 	1 ," 	1,122 ",,,,,,,,,,,
NC, 	1 , 	1 , 	1 , 	0 , 	3 , 	-   , 	3 , 	2 , 	3 , 	0 , 	0 , 	6 , 	0 , 	1 , 	0 , 	1 , 	1 , 	1 , 	9 , 	4 , 	6 , 	1 , 	1 , 	2 , 	0 , 	18 , 	10 , 	18 , 	8 , 	3 , 	3 , 	2 , 	-   , 	2 , 	0 , 	0 , 	0 , 	3 , 	9 , 	0 , 	2 , 	13 , 	1 , 	-   , 	1 , 	0 , 	0 , 	2 , 	3 , 	5 , 	152 ,,,,,,,,,,,
WP, 	2 , 	6 , 	1 , 	1 , 	2 , 	1 , 	13 , 	6 , 	5 , 	2 , 	5 , 	12 , 	1 , 	2 , 	2 , 	2 , 	2 , 	1 , 	49 , 	21 , 	41 , 	5 , 	5 , 	4 , 	5 , 	39 , 	30 , 	73 , 	23 , 	12 , 	13 , 	6 , 	8 , 	7 , 	2 , 	0 , 	0 , 	9 , 	12 , 	3 , 	3 , 	34 , 	1 , 	0 , 	7 , 	2 , 	2 , 	2 , 	6 , 	7 , 	502 ,,,,,,,,,,,
SS, 	6 , 	6 , 	1 , 	0 , 	7 , 	1 , 	3 , 	6 , 	6 , 	2 , 	5 , 	4 , 	2 , 	2 , 	1 , 	1 , 	2 , 	-   , 	4 , 	4 , 	3 , 	1 , 	0 , 	2 , 	3 , 	30 , 	22 , 	93 , 	43 , 	31 , 	28 , 	11 , 	15 , 	18 , 	5 , 	2 , 	2 , 	0 , 	2 , 	4 , 	8 , 	25 , 	7 , 	-   , 	0 , 	-   , 	1 , 	1 , 	1 , 	3 , 	421 ,,,,,,,,,,,
SB, 	6 , 	6 , 	2 , 	1 , 	9 , 	4 , 	5 , 	7 , 	10 , 	3 , 	2 , 	4 , 	4 , 	2 , 	2 , 	1 , 	1 , 	0 , 	5 , 	2 , 	3 , 	2 , 	1 , 	3 , 	5 , 	39 , 	25 , 	106 , 	60 , 	39 , 	47 , 	18 , 	31 , 	33 , 	12 , 	0 , 	2 , 	1 , 	4 , 	11 , 	7 , 	54 , 	6 , 	1 , 	1 , 	2 , 	-   , 	1 , 	2 , 	2 , 	594 ,,,,,,,,,,,
SO, 	24 , 	27 , 	23 , 	35 , 	73 , 	23 , 	40 , 	27 , 	38 , 	7 , 	12 , 	7 , 	7 , 	3 , 	2 , 	2 , 	3 , 	6 , 	20 , 	29 , 	40 , 	27 , 	13 , 	58 , 	41 , 	134 , 	123 , 	612 , 	127 , 	90 , 	47 , 	35 , 	30 , 	76 , 	35 , 	5 , 	30 , 	12 , 	25 , 	17 , 	23 , 	55 , 	81 , 	10 , 	12 , 	3 , 	5 , 	4 , 	2 , 	20 ," 	2,201 ",,,,,,,,,,,
MB, 	12 , 	7 , 	4 , 	7 , 	32 , 	5 , 	5 , 	7 , 	11 , 	3 , 	2 , 	7 , 	1 , 	3 , 	1 , 	2 , 	1 , 	1 , 	2 , 	2 , 	3 , 	1 , 	1 , 	4 , 	8 , 	60 , 	44 , 	152 , 	103 , 	66 , 	41 , 	19 , 	19 , 	34 , 	8 , 	1 , 	3 , 	1 , 	1 , 	5 , 	8 , 	205 , 	23 , 	1 , 	3 , 	1 , 	1 , 	-   , 	1 , 	1 , 	930 ,,,,,,,,,,,
WD, 	1 , 	3 , 	2 , 	1 , 	6 , 	2 , 	5 , 	4 , 	2 , 	14 , 	21 , 	50 , 	15 , 	17 , 	8 , 	7 , 	5 , 	2 , 	2 , 	0 , 	1 , 	-   , 	-   , 	1 , 	5 , 	66 , 	25 , 	48 , 	30 , 	12 , 	8 , 	3 , 	1 , 	5 , 	-   , 	17 , 	10 , 	-   , 	0 , 	0 , 	2 , 	13 , 	1 , 	7 , 	15 , 	1 , 	3 , 	7 , 	-   , 	-   , 	447 ,,,,,,,,,,,
OA, 	4 , 	8 , 	6 , 	8 , 	33 , 	6 , 	7 , 	8 , 	8 , 	7 , 	4 , 	15 , 	2 , 	3 , 	2 , 	1 , 	2 , 	5 , 	4 , 	4 , 	4 , 	5 , 	1 , 	3 , 	3 , 	34 , 	18 , 	62 , 	16 , 	8 , 	8 , 	4 , 	2 , 	3 , 	0 , 	2 , 	15 , 	2 , 	2 , 	1 , 	-   , 	11 , 	4 , 	4 , 	6 , 	2 , 	5 , 	7 , 	1 , 	5 , 	372 ,,,,,,,,,,,
WS, 	7 , 	10 , 	1 , 	3 , 	12 , 	4 , 	3 , 	5 , 	5 , 	13 , 	15 , 	26 , 	11 , 	10 , 	17 , 	13 , 	14 , 	17 , 	2 , 	1 , 	0 , 	0 , 	0 , 	2 , 	3 , 	29 , 	19 , 	28 , 	16 , 	10 , 	4 , 	3 , 	1 , 	4 , 	-   , 	3 , 	4 , 	0 , 	2 , 	0 , 	1 , 	4 , 	1 , 	2 , 	4 , 	5 , 	17 , 	15 , 	1 , 	1 , 	368 ,,,,,,,,,,,
ML, 	6 , 	6 , 	4 , 	6 , 	35 , 	5 , 	10 , 	10 , 	10 , 	13 , 	10 , 	27 , 	10 , 	13 , 	21 , 	17 , 	21 , 	41 , 	1 , 	1 , 	2 , 	1 , 	0 , 	2 , 	4 , 	61 , 	39 , 	60 , 	35 , 	12 , 	6 , 	5 , 	4 , 	6 , 	-   , 	3 , 	12 , 	0 , 	2 , 	-   , 	2 , 	5 , 	1 , 	4 , 	8 , 	18 , 	20 , 	15 , 	0 , 	1 , 	596 ,,,,,,,,,,,
BE, 	12 , 	15 , 	7 , 	7 , 	61 , 	9 , 	20 , 	17 , 	13 , 	24 , 	27 , 	50 , 	18 , 	21 , 	29 , 	27 , 	30 , 	35 , 	6 , 	3 , 	5 , 	2 , 	2 , 	6 , 	6 , 	70 , 	58 , 	105 , 	53 , 	29 , 	20 , 	7 , 	10 , 	12 , 	2 , 	1 , 	19 , 	2 , 	2 , 	1 , 	1 , 	9 , 	1 , 	5 , 	9 , 	22 , 	15 , 	22 , 	1 , 	3 , 	930 ,,,,,,,,,,,
