Exit stations,Entry stations->,,SATURDAY,,,Nov 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	8 , 	71 , 	67 , 	46 , 	253 , 	87 , 	81 , 	48 , 	62 , 	17 , 	72 , 	51 , 	18 , 	26 , 	23 , 	13 , 	15 , 	23 , 	21 , 	9 , 	14 , 	9 , 	4 , 	20 , 	21 , 	115 , 	96 , 	312 , 	113 , 	84 , 	98 , 	21 , 	38 , 	31 , 	7 , 	3 , 	11 , 	2 , 	27 , 	5 , 	11 , 	24 , 	17 , 	3 ," 	2,092 ",,,Eastbay," 	43,557 ",,SF CBD," 	120,266 ",61.5%,,,
EN, 	72 , 	9 , 	77 , 	55 , 	552 , 	115 , 	139 , 	91 , 	150 , 	35 , 	103 , 	113 , 	37 , 	48 , 	33 , 	17 , 	20 , 	38 , 	26 , 	13 , 	27 , 	12 , 	11 , 	24 , 	28 , 	283 , 	224 , 	789 , 	226 , 	85 , 	99 , 	31 , 	56 , 	57 , 	21 , 	9 , 	13 , 	4 , 	40 , 	15 , 	18 , 	64 , 	18 , 	7 ," 	3,898 ",,,Westbay," 	61,165 ",,non-CBD," 	69,018 ",35.3%,,,
EP, 	69 , 	85 , 	10 , 	47 , 	512 , 	72 , 	67 , 	74 , 	104 , 	29 , 	46 , 	57 , 	14 , 	19 , 	14 , 	8 , 	8 , 	24 , 	12 , 	8 , 	19 , 	10 , 	3 , 	30 , 	10 , 	182 , 	156 , 	432 , 	146 , 	61 , 	50 , 	19 , 	16 , 	15 , 	4 , 	7 , 	6 , 	1 , 	9 , 	4 , 	5 , 	51 , 	15 , 	6 ," 	2,529 ",,,Transbay," 	93,732 ",,,,,,,
NB, 	64 , 	59 , 	44 , 	12 , 	181 , 	49 , 	64 , 	74 , 	82 , 	32 , 	49 , 	46 , 	19 , 	19 , 	17 , 	10 , 	11 , 	29 , 	18 , 	13 , 	21 , 	9 , 	5 , 	21 , 	14 , 	219 , 	202 , 	492 , 	222 , 	138 , 	90 , 	24 , 	26 , 	18 , 	5 , 	7 , 	9 , 	2 , 	12 , 	5 , 	5 , 	76 , 	19 , 	6 ," 	2,536 ",,,,,,,,,,,
BK, 	271 , 	556 , 	528 , 	203 , 	33 , 	345 , 	354 , 	283 , 	323 , 	126 , 	219 , 	270 , 	111 , 	114 , 	87 , 	50 , 	83 , 	289 , 	103 , 	129 , 	178 , 	126 , 	91 , 	65 , 	72 , 	773 , 	612 ," 	1,545 ", 	634 , 	306 , 	258 , 	118 , 	84 , 	134 , 	18 , 	42 , 	168 , 	27 , 	73 , 	20 , 	30 , 	182 , 	154 , 	49 ," 	10,228 ",,,,,,,,,,,
AS, 	92 , 	106 , 	69 , 	46 , 	277 , 	14 , 	89 , 	124 , 	123 , 	35 , 	83 , 	87 , 	23 , 	39 , 	28 , 	15 , 	13 , 	30 , 	18 , 	13 , 	21 , 	9 , 	4 , 	13 , 	43 , 	202 , 	154 , 	425 , 	250 , 	169 , 	122 , 	26 , 	27 , 	15 , 	4 , 	5 , 	11 , 	4 , 	27 , 	4 , 	6 , 	59 , 	14 , 	9 ," 	2,942 ",,,,,,,,,,,
MA, 	99 , 	145 , 	69 , 	55 , 	322 , 	101 , 	16 , 	97 , 	132 , 	33 , 	117 , 	147 , 	53 , 	73 , 	52 , 	21 , 	20 , 	47 , 	47 , 	34 , 	48 , 	24 , 	17 , 	57 , 	58 , 	354 , 	320 , 	792 , 	422 , 	253 , 	178 , 	37 , 	54 , 	41 , 	14 , 	11 , 	15 , 	12 , 	85 , 	8 , 	12 , 	92 , 	28 , 	10 ," 	4,618 ",,,,,,,,,,,
19, 	59 , 	85 , 	69 , 	73 , 	261 , 	138 , 	101 , 	13 , 	25 , 	12 , 	76 , 	110 , 	49 , 	60 , 	53 , 	27 , 	20 , 	47 , 	28 , 	42 , 	51 , 	20 , 	20 , 	85 , 	48 , 	255 , 	243 , 	584 , 	328 , 	218 , 	160 , 	43 , 	38 , 	33 , 	9 , 	14 , 	24 , 	14 , 	48 , 	6 , 	9 , 	50 , 	29 , 	9 ," 	3,676 ",,,,,,,,,,,
12, 	70 , 	131 , 	101 , 	85 , 	276 , 	120 , 	116 , 	28 , 	16 , 	16 , 	99 , 	158 , 	79 , 	115 , 	77 , 	39 , 	41 , 	81 , 	71 , 	47 , 	70 , 	34 , 	22 , 	75 , 	73 , 	278 , 	269 , 	720 , 	296 , 	158 , 	116 , 	45 , 	62 , 	52 , 	20 , 	10 , 	28 , 	17 , 	62 , 	10 , 	18 , 	67 , 	40 , 	11 ," 	4,313 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	20 , 	38 , 	26 , 	31 , 	113 , 	40 , 	36 , 	18 , 	20 , 	6 , 	90 , 	165 , 	129 , 	149 , 	54 , 	33 , 	44 , 	73 , 	13 , 	10 , 	12 , 	8 , 	5 , 	12 , 	29 , 	232 , 	225 , 	581 , 	229 , 	128 , 	90 , 	25 , 	45 , 	35 , 	2 , 	57 , 	69 , 	2 , 	12 , 	3 , 	7 , 	26 , 	7 , 	35 ," 	2,979 ",,,Dtwn SF," 	2,632 "," 	8,761 "," 	18,415 "," 	8,974 "," 	8,112 "," 	10,259 "," 	5,471 "," 	62,624 "
