Exit stations,Entry stations->,,SUNDAY,,,Nov 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	7 , 	43 , 	52 , 	47 , 	150 , 	55 , 	60 , 	30 , 	56 , 	27 , 	50 , 	125 , 	10 , 	24 , 	17 , 	11 , 	9 , 	18 , 	16 , 	4 , 	12 , 	6 , 	4 , 	11 , 	19 , 	91 , 	56 , 	223 , 	87 , 	62 , 	59 , 	17 , 	34 , 	18 , 	9 , 	6 , 	10 , 	3 , 	31 , 	5 , 	11 , 	25 , 	13 , 	2 ," 	1,620 ",,,Eastbay," 	40,006 ",,SF CBD," 	79,959 ",54.9%,,,
EN, 	49 , 	11 , 	58 , 	46 , 	236 , 	87 , 	92 , 	59 , 	94 , 	32 , 	73 , 	370 , 	21 , 	39 , 	25 , 	17 , 	17 , 	35 , 	18 , 	9 , 	23 , 	9 , 	7 , 	15 , 	21 , 	153 , 	121 , 	469 , 	144 , 	47 , 	67 , 	24 , 	43 , 	27 , 	15 , 	6 , 	12 , 	3 , 	29 , 	5 , 	12 , 	61 , 	21 , 	4 ," 	2,719 ",,,Westbay," 	44,130 ",,non-CBD," 	58,989 ",40.5%,,,
EP, 	58 , 	56 , 	7 , 	40 , 	258 , 	59 , 	58 , 	53 , 	66 , 	26 , 	33 , 	129 , 	10 , 	16 , 	11 , 	5 , 	6 , 	17 , 	8 , 	7 , 	11 , 	7 , 	2 , 	19 , 	6 , 	105 , 	77 , 	238 , 	117 , 	51 , 	32 , 	15 , 	15 , 	14 , 	5 , 	2 , 	6 , 	1 , 	8 , 	1 , 	5 , 	53 , 	21 , 	3 ," 	1,732 ",,,Transbay," 	63,691 ",,,,,,,
NB, 	62 , 	39 , 	34 , 	8 , 	74 , 	34 , 	52 , 	53 , 	66 , 	39 , 	33 , 	104 , 	19 , 	13 , 	11 , 	6 , 	8 , 	26 , 	9 , 	14 , 	14 , 	9 , 	6 , 	10 , 	9 , 	142 , 	119 , 	323 , 	179 , 	88 , 	71 , 	19 , 	19 , 	14 , 	5 , 	1 , 	10 , 	3 , 	9 , 	4 , 	6 , 	95 , 	14 , 	3 ," 	1,868 ",,,,,,,,,,,
BK, 	187 , 	229 , 	262 , 	76 , 	23 , 	158 , 	174 , 	190 , 	200 , 	79 , 	132 , 	541 , 	52 , 	53 , 	51 , 	27 , 	62 , 	260 , 	37 , 	32 , 	47 , 	33 , 	34 , 	23 , 	45 , 	355 , 	229 , 	866 , 	351 , 	188 , 	136 , 	56 , 	49 , 	73 , 	8 , 	13 , 	61 , 	9 , 	24 , 	6 , 	14 , 	468 , 	98 , 	14 ," 	6,019 ",,,,,,,,,,,
AS, 	71 , 	82 , 	51 , 	41 , 	127 , 	10 , 	78 , 	87 , 	90 , 	47 , 	65 , 	138 , 	27 , 	28 , 	24 , 	10 , 	17 , 	37 , 	13 , 	9 , 	21 , 	6 , 	4 , 	13 , 	32 , 	151 , 	111 , 	269 , 	194 , 	123 , 	85 , 	23 , 	17 , 	16 , 	4 , 	6 , 	9 , 	4 , 	14 , 	5 , 	3 , 	76 , 	16 , 	6 ," 	2,251 ",,,,,,,,,,,
MA, 	76 , 	84 , 	52 , 	43 , 	170 , 	83 , 	13 , 	54 , 	87 , 	40 , 	83 , 	209 , 	35 , 	51 , 	33 , 	19 , 	14 , 	33 , 	38 , 	18 , 	37 , 	24 , 	15 , 	44 , 	50 , 	220 , 	180 , 	540 , 	294 , 	202 , 	125 , 	34 , 	43 , 	21 , 	10 , 	8 , 	15 , 	7 , 	59 , 	5 , 	10 , 	118 , 	20 , 	8 ," 	3,320 ",,,,,,,,,,,
19, 	36 , 	58 , 	45 , 	54 , 	167 , 	80 , 	53 , 	10 , 	15 , 	18 , 	58 , 	141 , 	32 , 	40 , 	35 , 	16 , 	16 , 	39 , 	23 , 	23 , 	44 , 	28 , 	20 , 	59 , 	28 , 	147 , 	141 , 	385 , 	228 , 	149 , 	102 , 	30 , 	29 , 	28 , 	6 , 	6 , 	18 , 	7 , 	35 , 	4 , 	7 , 	82 , 	19 , 	6 ," 	2,560 ",,,,,,,,,,,
12, 	53 , 	81 , 	53 , 	55 , 	162 , 	78 , 	62 , 	14 , 	16 , 	14 , 	70 , 	182 , 	51 , 	77 , 	57 , 	27 , 	33 , 	52 , 	34 , 	34 , 	48 , 	22 , 	19 , 	55 , 	42 , 	196 , 	182 , 	542 , 	219 , 	119 , 	89 , 	27 , 	47 , 	32 , 	15 , 	5 , 	18 , 	6 , 	46 , 	8 , 	13 , 	108 , 	30 , 	5 ," 	3,094 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	31 , 	36 , 	26 , 	33 , 	73 , 	55 , 	36 , 	18 , 	23 , 	10 , 	105 , 	221 , 	99 , 	99 , 	50 , 	26 , 	35 , 	50 , 	13 , 	7 , 	12 , 	4 , 	5 , 	15 , 	32 , 	153 , 	147 , 	455 , 	198 , 	119 , 	87 , 	31 , 	43 , 	31 , 	5 , 	49 , 	45 , 	2 , 	17 , 	4 , 	5 , 	29 , 	9 , 	21 ," 	2,560 ",,,Dtwn SF," 	1,626 "," 	5,677 "," 	11,989 "," 	4,981 "," 	4,698 "," 	6,994 "," 	4,329 "," 	40,293 "
