Exit stations,Entry stations->,,SUNDAY,,,Jul 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	10 , 	51 , 	48 , 	27 , 	166 , 	49 , 	49 , 	30 , 	42 , 	24 , 	51 , 	47 , 	16 , 	10 , 	14 , 	13 , 	3 , 	6 , 	12 , 	6 , 	11 , 	3 , 	4 , 	9 , 	9 , 	110 , 	78 , 	203 , 	75 , 	61 , 	63 , 	18 , 	18 , 	13 , 	6 , 	2 , 	6 , 	2 , 	19 , 	5 , 	9 , 	35 , 	8 , 	4 , 	11 , 	-   ," 	1,456 ",,,,,,,,,,,
EN, 	54 , 	13 , 	61 , 	38 , 	268 , 	77 , 	81 , 	63 , 	78 , 	39 , 	66 , 	87 , 	26 , 	29 , 	24 , 	27 , 	8 , 	15 , 	20 , 	8 , 	15 , 	8 , 	7 , 	16 , 	21 , 	232 , 	159 , 	422 , 	154 , 	81 , 	70 , 	28 , 	31 , 	29 , 	11 , 	5 , 	13 , 	2 , 	23 , 	9 , 	12 , 	82 , 	20 , 	7 , 	29 , 	-   ," 	2,569 ",,,,,,,,,,,
EP, 	61 , 	54 , 	11 , 	32 , 	272 , 	52 , 	49 , 	57 , 	62 , 	31 , 	36 , 	53 , 	14 , 	9 , 	13 , 	16 , 	3 , 	15 , 	5 , 	6 , 	12 , 	5 , 	7 , 	18 , 	9 , 	176 , 	101 , 	230 , 	100 , 	57 , 	33 , 	21 , 	10 , 	8 , 	3 , 	2 , 	8 , 	1 , 	6 , 	3 , 	5 , 	66 , 	8 , 	4 , 	31 , 	-   ," 	1,774 ",,,,,,,,,,,
NB, 	33 , 	35 , 	39 , 	9 , 	84 , 	30 , 	40 , 	46 , 	41 , 	26 , 	33 , 	49 , 	13 , 	16 , 	12 , 	14 , 	4 , 	18 , 	5 , 	7 , 	11 , 	5 , 	4 , 	9 , 	9 , 	236 , 	146 , 	247 , 	152 , 	100 , 	62 , 	25 , 	13 , 	14 , 	4 , 	3 , 	8 , 	2 , 	8 , 	2 , 	3 , 	92 , 	12 , 	3 , 	42 , 	-   ," 	1,766 ",,,,,,,,,,,
BK, 	163 , 	266 , 	270 , 	84 , 	38 , 	139 , 	148 , 	169 , 	177 , 	78 , 	124 , 	116 , 	60 , 	52 , 	45 , 	84 , 	30 , 	140 , 	38 , 	34 , 	57 , 	29 , 	31 , 	23 , 	41 , 	609 , 	310 , 	900 , 	374 , 	213 , 	146 , 	81 , 	33 , 	42 , 	12 , 	15 , 	81 , 	7 , 	28 , 	10 , 	13 , 	256 , 	121 , 	20 , 	102 , 	-   ," 	5,811 ",,,,,,,,,,,
AS, 	46 , 	76 , 	43 , 	31 , 	120 , 	17 , 	50 , 	78 , 	68 , 	34 , 	57 , 	53 , 	19 , 	21 , 	15 , 	19 , 	7 , 	20 , 	16 , 	11 , 	12 , 	7 , 	4 , 	7 , 	21 , 	188 , 	112 , 	233 , 	173 , 	118 , 	80 , 	28 , 	12 , 	8 , 	2 , 	6 , 	11 , 	2 , 	13 , 	4 , 	4 , 	63 , 	17 , 	5 , 	36 , 	-   ," 	1,967 ",,,,,,,,,,,
MA, 	63 , 	86 , 	41 , 	37 , 	133 , 	53 , 	14 , 	50 , 	75 , 	35 , 	80 , 	93 , 	40 , 	35 , 	29 , 	23 , 	10 , 	27 , 	34 , 	23 , 	40 , 	20 , 	13 , 	42 , 	34 , 	319 , 	206 , 	392 , 	285 , 	185 , 	123 , 	37 , 	21 , 	20 , 	7 , 	9 , 	17 , 	6 , 	58 , 	5 , 	10 , 	124 , 	18 , 	6 , 	43 , 	-   ," 	3,019 ",,,,,,,,,,,
19, 	28 , 	57 , 	56 , 	43 , 	159 , 	78 , 	42 , 	16 , 	12 , 	17 , 	57 , 	77 , 	34 , 	34 , 	32 , 	24 , 	4 , 	20 , 	23 , 	23 , 	36 , 	21 , 	15 , 	49 , 	37 , 	298 , 	177 , 	350 , 	261 , 	167 , 	134 , 	44 , 	22 , 	25 , 	4 , 	7 , 	14 , 	5 , 	27 , 	5 , 	5 , 	105 , 	19 , 	5 , 	32 , 	-   ," 	2,701 ",,,,,,,,,,,
12, 	40 , 	69 , 	55 , 	38 , 	149 , 	61 , 	59 , 	11 , 	17 , 	14 , 	64 , 	95 , 	43 , 	52 , 	36 , 	38 , 	15 , 	31 , 	41 , 	28 , 	28 , 	19 , 	17 , 	46 , 	46 , 	307 , 	211 , 	458 , 	240 , 	131 , 	92 , 	43 , 	33 , 	24 , 	14 , 	10 , 	15 , 	7 , 	43 , 	10 , 	14 , 	109 , 	26 , 	4 , 	34 , 	-   ," 	2,935 ",,,,,,,,,,,
LM, 	21 , 	37 , 	35 , 	29 , 	80 , 	44 , 	34 , 	17 , 	15 , 	10 , 	124 , 	132 , 	103 , 	99 , 	45 , 	40 , 	15 , 	36 , 	10 , 	7 , 	9 , 	4 , 	7 , 	11 , 	26 , 	288 , 	194 , 	445 , 	239 , 	153 , 	122 , 	36 , 	37 , 	34 , 	3 , 	49 , 	68 , 	3 , 	12 , 	5 , 	3 , 	33 , 	10 , 	28 , 	27 , 	-   ," 	2,777 ",,,,,,,,,,,
