Exit stations,Entry stations->,,SATURDAY,,,Jul 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,
BF, 	15 , 	36 , 	12 , 	14 , 	77 , 	26 , 	52 , 	66 , 	102 , 	131 , 	205 , 	237 , 	118 , 	12 , 	104 , 	87 , 	36 , 	73 , 	15 , 	5 , 	8 , 	3 , 	3 , 	11 , 	33 , 	241 , 	179 , 	411 , 	142 , 	60 , 	63 , 	22 , 	27 , 	19 , 	8 , 	51 , 	85 , 	4 , 	18 , 	6 , 	10 , 	25 , 	7 , 	95 , 	7 , 	-   ," 	2,963 ",,,,,,,,,,
HY, 	20 , 	36 , 	10 , 	17 , 	53 , 	16 , 	42 , 	41 , 	61 , 	49 , 	115 , 	168 , 	83 , 	103 , 	11 , 	102 , 	40 , 	78 , 	15 , 	7 , 	9 , 	4 , 	3 , 	12 , 	16 , 	171 , 	90 , 	227 , 	86 , 	38 , 	32 , 	13 , 	14 , 	14 , 	5 , 	20 , 	34 , 	3 , 	23 , 	3 , 	9 , 	14 , 	7 , 	27 , 	11 , 	-   ," 	1,953 ",,,,,,,,,,
SH, 	18 , 	37 , 	16 , 	19 , 	117 , 	21 , 	36 , 	51 , 	57 , 	57 , 	95 , 	161 , 	59 , 	99 , 	104 , 	18 , 	20 , 	43 , 	15 , 	10 , 	15 , 	4 , 	3 , 	13 , 	18 , 	248 , 	132 , 	343 , 	124 , 	53 , 	40 , 	16 , 	25 , 	24 , 	6 , 	18 , 	50 , 	3 , 	20 , 	6 , 	7 , 	25 , 	5 , 	26 , 	11 , 	-   ," 	2,288 ",,,,,,,,,,
UC, 	9 , 	11 , 	8 , 	6 , 	29 , 	11 , 	12 , 	21 , 	24 , 	22 , 	22 , 	43 , 	20 , 	34 , 	38 , 	18 , 	8 , 	47 , 	6 , 	2 , 	2 , 	1 , 	0 , 	5 , 	5 , 	137 , 	65 , 	149 , 	52 , 	16 , 	13 , 	7 , 	5 , 	8 , 	2 , 	6 , 	16 , 	1 , 	6 , 	2 , 	3 , 	8 , 	1 , 	6 , 	5 , 	-   , 	911 ,,,,,,,,,,
FM, 	10 , 	27 , 	21 , 	19 , 	163 , 	20 , 	30 , 	33 , 	45 , 	41 , 	56 , 	120 , 	36 , 	68 , 	81 , 	44 , 	55 , 	21 , 	15 , 	10 , 	13 , 	11 , 	3 , 	13 , 	9 , 	292 , 	142 , 	322 , 	119 , 	46 , 	29 , 	18 , 	11 , 	16 , 	3 , 	14 , 	45 , 	3 , 	15 , 	4 , 	3 , 	22 , 	5 , 	21 , 	12 , 	-   ," 	2,108 ",,,,,,,,,,
CN, 	16 , 	28 , 	11 , 	11 , 	52 , 	13 , 	44 , 	38 , 	60 , 	11 , 	25 , 	66 , 	14 , 	12 , 	13 , 	11 , 	5 , 	11 , 	20 , 	64 , 	140 , 	46 , 	22 , 	45 , 	10 , 	264 , 	143 , 	307 , 	131 , 	53 , 	41 , 	27 , 	20 , 	25 , 	8 , 	5 , 	8 , 	25 , 	204 , 	8 , 	12 , 	74 , 	12 , 	3 , 	15 , 	-   ," 	2,174 ",,,,,,,,,,
PH, 	3 , 	12 , 	8 , 	7 , 	51 , 	12 , 	36 , 	39 , 	49 , 	6 , 	15 , 	70 , 	9 , 	5 , 	8 , 	7 , 	3 , 	11 , 	65 , 	17 , 	83 , 	26 , 	13 , 	54 , 	9 , 	373 , 	200 , 	346 , 	145 , 	60 , 	41 , 	18 , 	10 , 	19 , 	8 , 	3 , 	3 , 	12 , 	65 , 	7 , 	9 , 	129 , 	12 , 	1 , 	25 , 	-   ," 	2,102 ",,,,,,,,,,
WC, 	14 , 	17 , 	13 , 	18 , 	81 , 	17 , 	50 , 	58 , 	63 , 	12 , 	30 , 	92 , 	14 , 	10 , 	7 , 	16 , 	4 , 	11 , 	172 , 	93 , 	21 , 	43 , 	22 , 	85 , 	13 , 	487 , 	267 , 	415 , 	227 , 	86 , 	59 , 	30 , 	13 , 	18 , 	7 , 	3 , 	4 , 	20 , 	124 , 	6 , 	8 , 	130 , 	15 , 	1 , 	26 , 	-   ," 	2,922 ",,,,,,,,,,
LF, 	6 , 	10 , 	9 , 	8 , 	49 , 	9 , 	30 , 	43 , 	36 , 	6 , 	13 , 	54 , 	2 , 	3 , 	5 , 	3 , 	2 , 	9 , 	60 , 	27 , 	36 , 	17 , 	8 , 	49 , 	6 , 	332 , 	171 , 	254 , 	133 , 	53 , 	33 , 	18 , 	6 , 	10 , 	2 , 	2 , 	3 , 	8 , 	18 , 	2 , 	3 , 	96 , 	9 , 	1 , 	16 , 	-   ," 	1,671 ",,,,,,,,,,
OR, 	6 , 	9 , 	8 , 	7 , 	35 , 	5 , 	20 , 	25 , 	32 , 	5 , 	11 , 	37 , 	5 , 	5 , 	2 , 	2 , 	1 , 	2 , 	19 , 	13 , 	23 , 	8 , 	7 , 	53 , 	5 , 	249 , 	132 , 	203 , 	106 , 	42 , 	34 , 	12 , 	3 , 	6 , 	2 , 	1 , 	2 , 	3 , 	8 , 	2 , 	1 , 	56 , 	6 , 	1 , 	10 , 	-   ," 	1,224 ",,,,,,,,,,
RR, 	16 , 	26 , 	23 , 	15 , 	43 , 	12 , 	40 , 	64 , 	62 , 	16 , 	33 , 	76 , 	15 , 	10 , 	12 , 	10 , 	5 , 	10 , 	44 , 	55 , 	89 , 	52 , 	48 , 	23 , 	17 , 	500 , 	316 , 	510 , 	300 , 	188 , 	118 , 	39 , 	11 , 	17 , 	5 , 	6 , 	7 , 	7 , 	33 , 	4 , 	7 , 	111 , 	27 , 	4 , 	15 , 	-   ," 	3,042 ",,,,,,,,,,
OW, 	13 , 	27 , 	10 , 	9 , 	62 , 	27 , 	36 , 	42 , 	71 , 	20 , 	77 , 	77 , 	27 , 	30 , 	18 , 	14 , 	4 , 	8 , 	11 , 	9 , 	11 , 	6 , 	4 , 	15 , 	19 , 	645 , 	482 , 	921 , 	418 , 	284 , 	209 , 	45 , 	32 , 	22 , 	6 , 	10 , 	18 , 	3 , 	26 , 	7 , 	14 , 	64 , 	11 , 	6 , 	5 , 	-   ," 	3,875 ",,,,,,,,,,
EM, 	191 , 	498 , 	314 , 	446 ," 	1,065 ", 	353 , 	567 , 	524 , 	506 , 	414 , 	430 , 	438 , 	315 , 	297 , 	206 , 	278 , 	156 , 	340 , 	329 , 	470 , 	602 , 	363 , 	296 , 	621 , 	795 , 	100 , 	47 , 	347 , 	191 , 	520 , 	686 , 	428 , 	458 , 	377 , 	125 , 	204 ," 	1,090 ", 	145 , 	324 , 	126 , 	138 , 	440 , 	343 , 	322 , 	96 , 	-   ," 	17,322 ",,,,,,,,,,
MT, 	167 , 	369 , 	227 , 	295 , 	716 , 	269 , 	401 , 	397 , 	391 , 	315 , 	376 , 	248 , 	236 , 	213 , 	113 , 	160 , 	76 , 	183 , 	187 , 	224 , 	272 , 	166 , 	138 , 	370 , 	619 , 	56 , 	48 , 	72 , 	101 , 	444 , 	545 , 	439 , 	761 , 	374 , 	119 , 	138 , 	360 , 	89 , 	180 , 	108 , 	89 , 	309 , 	223 , 	131 , 	52 , 	-   ," 	11,766 ",,,,,,,,,,
PL, 	249 , 	562 , 	271 , 	270 , 	892 , 	280 , 	491 , 	441 , 	471 , 	470 , 	585 , 	488 , 	385 , 	384 , 	201 , 	297 , 	131 , 	271 , 	268 , 	325 , 	383 , 	218 , 	181 , 	427 , 	885 , 	393 , 	63 , 	134 , 	190 ," 	1,249 "," 	1,438 ", 	981 ," 	1,294 ", 	990 , 	301 , 	189 , 	611 , 	130 , 	331 , 	249 , 	276 ," 	1,454 ", 	590 , 	238 , 	89 , 	-   ," 	21,017 ",,,,,,,,,,
CC, 	105 , 	194 , 	131 , 	193 , 	431 , 	200 , 	346 , 	368 , 	274 , 	242 , 	347 , 	228 , 	132 , 	134 , 	76 , 	110 , 	41 , 	114 , 	127 , 	122 , 	198 , 	111 , 	89 , 	282 , 	451 , 	159 , 	88 , 	174 , 	59 , 	446 , 	536 , 	307 , 	384 , 	297 , 	127 , 	77 , 	248 , 	50 , 	110 , 	101 , 	135 , 	406 , 	284 , 	95 , 	41 , 	-   ," 	9,167 ",,,,,,,,,,
16, 	88 , 	122 , 	62 , 	135 , 	340 , 	185 , 	279 , 	276 , 	168 , 	169 , 	215 , 	163 , 	78 , 	55 , 	43 , 	61 , 	20 , 	54 , 	54 , 	72 , 	87 , 	50 , 	46 , 	176 , 	313 , 	499 , 	405 ," 	1,354 ", 	482 , 	52 , 	196 , 	287 , 	341 , 	249 , 	87 , 	32 , 	98 , 	20 , 	43 , 	65 , 	93 , 	166 , 	239 , 	43 , 	13 , 	-   ," 	8,074 ",,,,,,,,,,
24, 	105 , 	119 , 	52 , 	102 , 	228 , 	104 , 	192 , 	213 , 	139 , 	127 , 	186 , 	138 , 	58 , 	60 , 	35 , 	38 , 	13 , 	35 , 	37 , 	45 , 	55 , 	35 , 	30 , 	120 , 	239 , 	601 , 	459 ," 	1,678 ", 	634 , 	208 , 	72 , 	248 , 	299 , 	200 , 	88 , 	20 , 	66 , 	14 , 	60 , 	67 , 	102 , 	135 , 	169 , 	26 , 	14 , 	-   ," 	7,661 ",,,,,,,,,,
GP, 	21 , 	38 , 	23 , 	32 , 	93 , 	32 , 	54 , 	57 , 	50 , 	40 , 	35 , 	56 , 	21 , 	18 , 	9 , 	13 , 	7 , 	14 , 	23 , 	20 , 	27 , 	13 , 	11 , 	36 , 	50 , 	340 , 	304 ," 	1,059 ", 	267 , 	258 , 	222 , 	35 , 	46 , 	43 , 	27 , 	8 , 	29 , 	5 , 	28 , 	19 , 	52 , 	72 , 	58 , 	8 , 	9 , 	-   ," 	3,683 ",,,,,,,,,,
BP, 	23 , 	30 , 	9 , 	12 , 	50 , 	16 , 	26 , 	31 , 	47 , 	27 , 	39 , 	32 , 	24 , 	22 , 	12 , 	13 , 	3 , 	6 , 	15 , 	14 , 	12 , 	5 , 	4 , 	12 , 	28 , 	369 , 	368 ," 	1,490 ", 	326 , 	301 , 	236 , 	38 , 	32 , 	41 , 	35 , 	8 , 	24 , 	4 , 	23 , 	21 , 	72 , 	78 , 	59 , 	4 , 	5 , 	-   ," 	4,045 ",,,,,,,,,,
DC, 	21 , 	34 , 	13 , 	12 , 	63 , 	15 , 	25 , 	38 , 	35 , 	24 , 	32 , 	64 , 	22 , 	23 , 	13 , 	24 , 	5 , 	11 , 	20 , 	14 , 	22 , 	9 , 	7 , 	18 , 	25 , 	304 , 	286 ," 	1,089 ", 	284 , 	227 , 	196 , 	37 , 	53 , 	26 , 	31 , 	12 , 	31 , 	6 , 	24 , 	38 , 	109 , 	176 , 	114 , 	12 , 	7 , 	-   ," 	3,649 ",,,,,,,,,,
CM, 	8 , 	18 , 	4 , 	5 , 	10 , 	3 , 	6 , 	6 , 	14 , 	3 , 	4 , 	7 , 	6 , 	6 , 	4 , 	3 , 	2 , 	2 , 	7 , 	8 , 	9 , 	2 , 	1 , 	3 , 	6 , 	101 , 	97 , 	321 , 	114 , 	73 , 	85 , 	30 , 	44 , 	32 , 	13 , 	2 , 	4 , 	3 , 	17 , 	8 , 	48 , 	109 , 	37 , 	1 , 	2 , 	-   ," 	1,287 ",,,,,,,,,,
CV, 	4 , 	8 , 	5 , 	4 , 	21 , 	6 , 	13 , 	15 , 	15 , 	52 , 	56 , 	112 , 	33 , 	55 , 	18 , 	17 , 	5 , 	15 , 	3 , 	3 , 	3 , 	1 , 	1 , 	4 , 	8 , 	176 , 	115 , 	220 , 	85 , 	24 , 	24 , 	9 , 	10 , 	11 , 	2 , 	6 , 	60 , 	2 , 	4 , 	1 , 	1 , 	17 , 	4 , 	82 , 	7 , 	-   ," 	1,336 ",,,,,,,,,,
ED, 	9 , 	17 , 	8 , 	18 , 	131 , 	13 , 	24 , 	31 , 	29 , 	65 , 	92 , 	312 , 	47 , 	109 , 	36 , 	51 , 	15 , 	48 , 	8 , 	4 , 	4 , 	2 , 	3 , 	6 , 	21 , 	938 , 	328 , 	663 , 	255 , 	87 , 	66 , 	34 , 	28 , 	37 , 	7 , 	60 , 	35 , 	1 , 	8 , 	5 , 	11 , 	112 , 	13 , 	43 , 	53 , 	-   ," 	3,886 ",,,,,,,,,,
NC, 	3 , 	5 , 	2 , 	1 , 	13 , 	3 , 	13 , 	10 , 	15 , 	2 , 	4 , 	44 , 	4 , 	3 , 	2 , 	3 , 	0 , 	2 , 	24 , 	12 , 	22 , 	8 , 	2 , 	9 , 	3 , 	133 , 	69 , 	132 , 	50 , 	20 , 	15 , 	6 , 	5 , 	8 , 	4 , 	2 , 	1 , 	7 , 	23 , 	1 , 	3 , 	39 , 	4 , 	1 , 	4 , 	-   , 	735 ,,,,,,,,,,
WP, 	32 , 	31 , 	8 , 	10 , 	44 , 	16 , 	89 , 	42 , 	60 , 	13 , 	46 , 	85 , 	20 , 	21 , 	29 , 	23 , 	7 , 	14 , 	197 , 	71 , 	128 , 	19 , 	12 , 	36 , 	29 , 	286 , 	151 , 	394 , 	142 , 	53 , 	68 , 	38 , 	30 , 	30 , 	19 , 	4 , 	11 , 	26 , 	27 , 	18 , 	24 , 	121 , 	17 , 	5 , 	22 , 	-   ," 	2,568 ",,,,,,,,,,
SS, 	5 , 	11 , 	3 , 	6 , 	16 , 	3 , 	9 , 	10 , 	16 , 	4 , 	8 , 	10 , 	4 , 	3 , 	1 , 	4 , 	1 , 	3 , 	7 , 	7 , 	7 , 	3 , 	2 , 	4 , 	8 , 	101 , 	85 , 	268 , 	97 , 	62 , 	60 , 	17 , 	23 , 	40 , 	7 , 	1 , 	5 , 	1 , 	12 , 	15 , 	31 , 	35 , 	18 , 	3 , 	1 , 	-   ," 	1,037 ",,,,,,,,,,
SB, 	14 , 	16 , 	5 , 	4 , 	21 , 	6 , 	14 , 	12 , 	23 , 	7 , 	14 , 	13 , 	6 , 	9 , 	7 , 	9 , 	2 , 	4 , 	8 , 	9 , 	7 , 	2 , 	2 , 	5 , 	14 , 	118 , 	80 , 	301 , 	135 , 	90 , 	114 , 	52 , 	71 , 	107 , 	46 , 	1 , 	6 , 	3 , 	21 , 	28 , 	19 , 	57 , 	26 , 	2 , 	2 , 	-   ," 	1,511 ",,,,,,,,,,
SO, 	35 , 	69 , 	48 , 	63 , 	143 , 	51 , 	72 , 	50 , 	53 , 	24 , 	39 , 	34 , 	25 , 	26 , 	16 , 	21 , 	5 , 	11 , 	62 , 	94 , 	107 , 	63 , 	48 , 	87 , 	74 , 	295 , 	217 , 	973 , 	298 , 	138 , 	110 , 	72 , 	68 , 	172 , 	96 , 	13 , 	88 , 	25 , 	106 , 	29 , 	43 , 	69 , 	252 , 	23 , 	19 , 	-   ," 	4,426 ",,,,,,,,,,
MB, 	14 , 	22 , 	11 , 	15 , 	122 , 	15 , 	27 , 	34 , 	33 , 	11 , 	15 , 	31 , 	6 , 	8 , 	6 , 	4 , 	3 , 	2 , 	14 , 	9 , 	13 , 	8 , 	6 , 	26 , 	12 , 	276 , 	178 , 	595 , 	257 , 	188 , 	149 , 	58 , 	72 , 	135 , 	40 , 	2 , 	11 , 	4 , 	15 , 	19 , 	20 , 	265 , 	42 , 	4 , 	4 , 	-   ," 	2,800 ",,,,,,,,,,
WD, 	6 , 	10 , 	5 , 	7 , 	41 , 	8 , 	8 , 	12 , 	10 , 	42 , 	55 , 	131 , 	38 , 	103 , 	34 , 	29 , 	10 , 	22 , 	3 , 	1 , 	2 , 	1 , 	1 , 	2 , 	8 , 	305 , 	141 , 	269 , 	102 , 	43 , 	21 , 	9 , 	7 , 	14 , 	2 , 	83 , 	24 , 	-   , 	4 , 	2 , 	4 , 	34 , 	6 , 	9 , 	22 , 	-   ," 	1,688 ",,,,,,,,,,
OA, 	7 , 	20 , 	17 , 	25 , 	63 , 	20 , 	24 , 	19 , 	16 , 	15 , 	9 , 	38 , 	7 , 	8 , 	12 , 	13 , 	4 , 	11 , 	14 , 	14 , 	20 , 	13 , 	9 , 	15 , 	3 , 	64 , 	43 , 	99 , 	40 , 	13 , 	17 , 	13 , 	4 , 	4 , 	2 , 	5 , 	41 , 	5 , 	15 , 	1 , 	1 , 	25 , 	3 , 	15 , 	3 , 	-   , 	828 ,,,,,,,,,,
WS, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
Entries," 	2,081 "," 	3,869 "," 	2,416 "," 	2,494 "," 	7,858 "," 	2,775 "," 	4,194 "," 	4,242 "," 	4,283 "," 	3,105 "," 	4,594 "," 	5,622 "," 	2,744 "," 	3,025 "," 	2,023 "," 	2,202 ", 	920 ," 	2,082 "," 	2,254 "," 	2,188 "," 	2,911 "," 	1,590 "," 	1,231 "," 	3,056 "," 	4,285 "," 	14,494 "," 	9,186 "," 	22,996 "," 	9,745 "," 	7,652 "," 	7,321 "," 	3,997 "," 	4,638 "," 	3,820 "," 	1,341 "," 	1,335 "," 	3,869 ", 	745 ," 	2,389 "," 	1,076 "," 	1,504 "," 	5,674 "," 	2,965 "," 	1,607 ", 	906 , 	-   ," 	185,306 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
