Exit stations,Entry stations->,,SATURDAY,,,May 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	7 , 	79 , 	73 , 	55 , 	233 , 	90 , 	86 , 	51 , 	72 , 	16 , 	82 , 	80 , 	28 , 	30 , 	32 , 	17 , 	13 , 	26 , 	22 , 	7 , 	13 , 	5 , 	5 , 	17 , 	22 , 	126 , 	95 , 	278 , 	110 , 	89 , 	103 , 	24 , 	42 , 	23 , 	9 , 	6 , 	10 , 	4 , 	32 , 	12 , 	8 , 	23 , 	18 , 	3 ," 	2,173 ",,,Eastbay," 	43,532 ",,SF CBD," 	111,373 ",58.7%,,,
EN, 	87 , 	11 , 	80 , 	69 , 	424 , 	124 , 	143 , 	99 , 	146 , 	39 , 	108 , 	175 , 	40 , 	46 , 	45 , 	13 , 	18 , 	48 , 	29 , 	15 , 	26 , 	8 , 	10 , 	21 , 	31 , 	285 , 	204 , 	659 , 	214 , 	113 , 	124 , 	42 , 	59 , 	57 , 	22 , 	8 , 	16 , 	4 , 	39 , 	11 , 	21 , 	51 , 	22 , 	8 ," 	3,807 ",,,Westbay," 	60,010 ",,non-CBD," 	72,179 ",38.1%,,,
EP, 	88 , 	70 , 	7 , 	45 , 	370 , 	85 , 	73 , 	77 , 	93 , 	29 , 	53 , 	78 , 	18 , 	19 , 	16 , 	8 , 	5 , 	23 , 	11 , 	8 , 	20 , 	12 , 	5 , 	29 , 	14 , 	178 , 	116 , 	361 , 	156 , 	68 , 	64 , 	22 , 	16 , 	22 , 	7 , 	8 , 	13 , 	2 , 	8 , 	5 , 	5 , 	45 , 	16 , 	5 ," 	2,366 ",,,Transbay," 	88,580 ",,,,,,,
NB, 	60 , 	68 , 	48 , 	9 , 	133 , 	50 , 	55 , 	75 , 	104 , 	21 , 	57 , 	74 , 	25 , 	21 , 	18 , 	5 , 	13 , 	28 , 	17 , 	13 , 	19 , 	9 , 	7 , 	16 , 	11 , 	252 , 	199 , 	396 , 	229 , 	139 , 	110 , 	27 , 	19 , 	16 , 	4 , 	5 , 	12 , 	3 , 	10 , 	5 , 	5 , 	51 , 	24 , 	3 ," 	2,463 ",,,,,,,,,,,
BK, 	240 , 	418 , 	391 , 	161 , 	29 , 	284 , 	298 , 	285 , 	273 , 	124 , 	214 , 	210 , 	100 , 	100 , 	86 , 	39 , 	71 , 	215 , 	63 , 	67 , 	101 , 	57 , 	42 , 	47 , 	64 , 	500 , 	361 ," 	1,093 ", 	532 , 	322 , 	211 , 	74 , 	69 , 	97 , 	16 , 	30 , 	69 , 	16 , 	44 , 	17 , 	18 , 	189 , 	105 , 	24 ," 	7,763 ",,,,,,,,,,,
AS, 	103 , 	117 , 	72 , 	53 , 	224 , 	11 , 	111 , 	125 , 	117 , 	43 , 	92 , 	96 , 	35 , 	42 , 	30 , 	10 , 	14 , 	32 , 	21 , 	11 , 	17 , 	8 , 	6 , 	16 , 	37 , 	224 , 	153 , 	376 , 	239 , 	192 , 	133 , 	22 , 	24 , 	22 , 	6 , 	6 , 	10 , 	1 , 	24 , 	4 , 	7 , 	35 , 	23 , 	6 ," 	2,946 ",,,,,,,,,,,
MA, 	93 , 	129 , 	69 , 	61 , 	282 , 	100 , 	24 , 	88 , 	116 , 	32 , 	129 , 	150 , 	51 , 	73 , 	61 , 	21 , 	21 , 	45 , 	51 , 	33 , 	56 , 	26 , 	22 , 	40 , 	55 , 	362 , 	278 , 	661 , 	400 , 	306 , 	193 , 	45 , 	45 , 	33 , 	12 , 	9 , 	20 , 	9 , 	91 , 	7 , 	11 , 	75 , 	27 , 	9 ," 	4,412 ",,,,,,,,,,,
19, 	58 , 	93 , 	67 , 	76 , 	253 , 	138 , 	80 , 	13 , 	24 , 	15 , 	75 , 	116 , 	57 , 	70 , 	51 , 	27 , 	22 , 	54 , 	42 , 	34 , 	57 , 	27 , 	24 , 	81 , 	49 , 	257 , 	233 , 	503 , 	344 , 	246 , 	166 , 	49 , 	34 , 	39 , 	8 , 	10 , 	22 , 	14 , 	51 , 	9 , 	10 , 	37 , 	31 , 	8 ," 	3,669 ",,,,,,,,,,,
12, 	77 , 	131 , 	99 , 	92 , 	235 , 	119 , 	108 , 	19 , 	16 , 	14 , 	98 , 	176 , 	86 , 	117 , 	68 , 	42 , 	42 , 	77 , 	75 , 	50 , 	71 , 	35 , 	22 , 	69 , 	74 , 	343 , 	265 , 	698 , 	308 , 	172 , 	119 , 	42 , 	63 , 	63 , 	20 , 	10 , 	24 , 	13 , 	63 , 	12 , 	19 , 	87 , 	43 , 	9 ," 	4,381 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	19 , 	38 , 	26 , 	24 , 	120 , 	40 , 	38 , 	9 , 	17 , 	13 , 	92 , 	137 , 	129 , 	149 , 	66 , 	33 , 	51 , 	81 , 	14 , 	9 , 	15 , 	9 , 	12 , 	19 , 	23 , 	236 , 	220 , 	538 , 	236 , 	156 , 	112 , 	31 , 	43 , 	36 , 	4 , 	60 , 	71 , 	3 , 	13 , 	5 , 	6 , 	23 , 	11 , 	44 ," 	3,027 ",,,Dtwn SF," 	2,294 "," 	8,233 "," 	17,480 "," 	7,533 "," 	7,176 "," 	9,586 "," 	5,651 "," 	57,953 "
FV, 	77 , 	96 , 	56 , 	62 , 	209 , 	101 , 	135 , 	86 , 	109 , 	75 , 	16 , 	217 , 	152 , 	249 , 	157 , 	74 , 	56 , 	104 , 	36 , 	20 , 	41 , 	22 , 	19 , 	35 , 	89 , 	311 , 	239 , 	657 , 	318 , 	227 , 	169 , 	45 , 	58 , 	55 , 	9 , 	55 , 	93 , 	6 , 	59 , 	13 , 	13 , 	37 , 	20 , 	47 ," 	4,720 ",,,OAK," 	7,855 "," 	1,023 "," 	2,514 "," 	2,611 "," 	1,217 "," 	2,974 ", 	481 ," 	18,674 "
CL, 	79 , 	170 , 	86 , 	81 , 	284 , 	105 , 	158 , 	122 , 	187 , 	124 , 	200 , 	14 , 	131 , 	200 , 	163 , 	85 , 	98 , 	236 , 	88 , 	87 , 	89 , 	52 , 	32 , 	74 , 	86 , 	307 , 	180 , 	488 , 	238 , 	116 , 	103 , 	48 , 	52 , 	69 , 	12 , 	75 , 	408 , 	33 , 	104 , 	15 , 	19 , 	37 , 	36 , 	102 ," 	5,469 ",,,CM line," 	16,805 "," 	2,578 "," 	6,943 "," 	2,468 "," 	1,584 "," 	2,290 "," 	2,468 "," 	35,136 "
SL, 	26 , 	38 , 	17 , 	20 , 	91 , 	33 , 	61 , 	66 , 	98 , 	119 , 	161 , 	141 , 	10 , 	99 , 	92 , 	46 , 	41 , 	53 , 	16 , 	11 , 	14 , 	4 , 	5 , 	14 , 	29 , 	198 , 	141 , 	408 , 	144 , 	73 , 	48 , 	17 , 	29 , 	33 , 	8 , 	30 , 	40 , 	3 , 	23 , 	6 , 	10 , 	30 , 	12 , 	23 ," 	2,575 ",,,RM line," 	7,333 "," 	2,732 "," 	2,407 "," 	4,463 ", 	985 ," 	2,835 ", 	715 ," 	21,468 "
BF, 	24 , 	47 , 	21 , 	18 , 	96 , 	42 , 	77 , 	72 , 	141 , 	129 , 	259 , 	199 , 	97 , 	11 , 	140 , 	90 , 	92 , 	142 , 	20 , 	9 , 	9 , 	7 , 	2 , 	10 , 	35 , 	172 , 	136 , 	396 , 	116 , 	61 , 	51 , 	22 , 	38 , 	34 , 	12 , 	60 , 	110 , 	4 , 	24 , 	6 , 	7 , 	15 , 	6 , 	79 ," 	3,133 ",,,WP line," 	7,031 "," 	1,326 "," 	1,633 "," 	1,052 "," 	3,296 "," 	1,370 ", 	861 ," 	16,567 "
