Exit stations,Entry stations->,,SUNDAY,,,Feb 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	8 , 	63 , 	50 , 	32 , 	178 , 	50 , 	55 , 	32 , 	42 , 	25 , 	58 , 	44 , 	15 , 	16 , 	10 , 	10 , 	6 , 	13 , 	12 , 	4 , 	8 , 	4 , 	4 , 	15 , 	13 , 	124 , 	80 , 	219 , 	88 , 	72 , 	65 , 	17 , 	25 , 	16 , 	7 , 	2 , 	6 , 	1 , 	26 , 	9 , 	8 , 	31 , 	14 , 	2 , 	8 , 	-   ," 	1,581 ",,,,,,,,,,,
EN, 	66 , 	16 , 	50 , 	47 , 	333 , 	77 , 	86 , 	69 , 	94 , 	41 , 	71 , 	71 , 	30 , 	25 , 	26 , 	14 , 	14 , 	34 , 	21 , 	9 , 	16 , 	10 , 	9 , 	19 , 	21 , 	256 , 	164 , 	499 , 	144 , 	76 , 	68 , 	31 , 	39 , 	30 , 	13 , 	6 , 	14 , 	1 , 	23 , 	11 , 	14 , 	74 , 	16 , 	6 , 	26 , 	-   ," 	2,777 ",,,,,,,,,,,
EP, 	60 , 	47 , 	13 , 	45 , 	306 , 	58 , 	46 , 	60 , 	67 , 	32 , 	33 , 	27 , 	13 , 	11 , 	8 , 	5 , 	9 , 	29 , 	8 , 	4 , 	12 , 	6 , 	9 , 	24 , 	9 , 	128 , 	86 , 	221 , 	114 , 	52 , 	35 , 	17 , 	12 , 	13 , 	4 , 	3 , 	10 , 	2 , 	9 , 	4 , 	8 , 	54 , 	12 , 	4 , 	27 , 	-   ," 	1,749 ",,,,,,,,,,,
NB, 	37 , 	41 , 	45 , 	11 , 	96 , 	41 , 	45 , 	68 , 	66 , 	36 , 	40 , 	25 , 	16 , 	14 , 	13 , 	5 , 	6 , 	25 , 	11 , 	6 , 	14 , 	9 , 	5 , 	14 , 	8 , 	178 , 	121 , 	239 , 	192 , 	108 , 	80 , 	26 , 	18 , 	13 , 	6 , 	4 , 	9 , 	3 , 	7 , 	5 , 	5 , 	81 , 	12 , 	6 , 	35 , 	-   ," 	1,837 ",,,,,,,,,,,
BK, 	196 , 	339 , 	299 , 	105 , 	37 , 	173 , 	175 , 	202 , 	217 , 	103 , 	136 , 	62 , 	53 , 	64 , 	51 , 	24 , 	64 , 	229 , 	34 , 	48 , 	67 , 	29 , 	24 , 	28 , 	54 , 	476 , 	282 , 	754 , 	369 , 	254 , 	159 , 	68 , 	49 , 	61 , 	16 , 	24 , 	67 , 	7 , 	31 , 	12 , 	14 , 	183 , 	87 , 	24 , 	96 , 	-   ," 	5,840 ",,,,,,,,,,,
AS, 	54 , 	82 , 	50 , 	34 , 	153 , 	14 , 	64 , 	100 , 	86 , 	42 , 	66 , 	44 , 	23 , 	15 , 	15 , 	7 , 	9 , 	34 , 	14 , 	11 , 	12 , 	9 , 	3 , 	10 , 	22 , 	178 , 	103 , 	248 , 	163 , 	143 , 	96 , 	26 , 	15 , 	17 , 	4 , 	4 , 	12 , 	2 , 	9 , 	5 , 	3 , 	59 , 	19 , 	5 , 	31 , 	-   ," 	2,112 ",,,,,,,,,,,
MA, 	62 , 	93 , 	45 , 	44 , 	169 , 	59 , 	22 , 	68 , 	67 , 	35 , 	84 , 	76 , 	30 , 	40 , 	28 , 	14 , 	18 , 	39 , 	36 , 	25 , 	38 , 	15 , 	16 , 	44 , 	32 , 	279 , 	178 , 	393 , 	304 , 	218 , 	144 , 	38 , 	25 , 	24 , 	8 , 	10 , 	13 , 	10 , 	59 , 	5 , 	8 , 	113 , 	20 , 	9 , 	39 , 	-   ," 	3,090 ",,,,,,,,,,,
19, 	32 , 	63 , 	61 , 	67 , 	181 , 	88 , 	60 , 	21 , 	14 , 	12 , 	63 , 	44 , 	42 , 	43 , 	34 , 	17 , 	17 , 	45 , 	34 , 	24 , 	37 , 	20 , 	25 , 	66 , 	45 , 	269 , 	194 , 	410 , 	308 , 	209 , 	149 , 	50 , 	37 , 	38 , 	10 , 	10 , 	19 , 	9 , 	29 , 	7 , 	12 , 	95 , 	26 , 	10 , 	28 , 	-   ," 	3,068 ",,,,,,,,,,,
12, 	43 , 	83 , 	60 , 	56 , 	216 , 	71 , 	65 , 	8 , 	17 , 	15 , 	68 , 	83 , 	54 , 	60 , 	46 , 	26 , 	27 , 	55 , 	44 , 	34 , 	36 , 	22 , 	18 , 	52 , 	51 , 	291 , 	209 , 	487 , 	269 , 	136 , 	104 , 	48 , 	48 , 	35 , 	16 , 	6 , 	14 , 	10 , 	41 , 	9 , 	13 , 	102 , 	24 , 	6 , 	31 , 	-   ," 	3,201 ",,,,,,,,,,,
LM, 	29 , 	40 , 	34 , 	38 , 	101 , 	42 , 	33 , 	14 , 	15 , 	17 , 	151 , 	81 , 	99 , 	99 , 	48 , 	27 , 	35 , 	54 , 	10 , 	10 , 	12 , 	4 , 	7 , 	15 , 	29 , 	242 , 	196 , 	450 , 	277 , 	174 , 	131 , 	41 , 	44 , 	35 , 	7 , 	48 , 	68 , 	2 , 	14 , 	3 , 	7 , 	38 , 	9 , 	35 , 	26 , 	-   ," 	2,889 ",,,,,,,,,,,
FV, 	60 , 	78 , 	30 , 	47 , 	136 , 	64 , 	79 , 	81 , 	73 , 	125 , 	15 , 	117 , 	95 , 	136 , 	87 , 	41 , 	38 , 	68 , 	23 , 	12 , 	19 , 	9 , 	9 , 	31 , 	63 , 	283 , 	207 , 	513 , 	303 , 	154 , 	137 , 	28 , 	43 , 	48 , 	6 , 	33 , 	55 , 	5 , 	30 , 	7 , 	14 , 	53 , 	16 , 	39 , 	14 , 	-   ," 	3,518 ",,,,,,,,,,,
CL, 	47 , 	82 , 	27 , 	25 , 	57 , 	39 , 	72 , 	53 , 	91 , 	69 , 	124 , 	12 , 	88 , 	133 , 	99 , 	45 , 	52 , 	73 , 	25 , 	19 , 	20 , 	11 , 	15 , 	22 , 	58 , 	165 , 	85 , 	248 , 	118 , 	55 , 	67 , 	29 , 	36 , 	46 , 	8 , 	47 , 	81 , 	13 , 	61 , 	9 , 	10 , 	23 , 	8 , 	43 , 	25 , 	-   ," 	2,527 ",,,,,,,,,,,
SL, 	14 , 	27 , 	13 , 	18 , 	61 , 	19 , 	36 , 	47 , 	63 , 	109 , 	93 , 	90 , 	9 , 	76 , 	67 , 	27 , 	26 , 	46 , 	15 , 	5 , 	8 , 	2 , 	2 , 	14 , 	25 , 	173 , 	114 , 	306 , 	121 , 	54 , 	46 , 	16 , 	20 , 	24 , 	4 , 	24 , 	26 , 	3 , 	16 , 	4 , 	6 , 	29 , 	6 , 	33 , 	10 , 	-   ," 	1,940 ",,,,,,,,,,,
BF, 	13 , 	28 , 	12 , 	14 , 	55 , 	22 , 	38 , 	45 , 	64 , 	101 , 	144 , 	135 , 	64 , 	10 , 	87 , 	44 , 	58 , 	121 , 	10 , 	7 , 	6 , 	5 , 	0 , 	8 , 	24 , 	189 , 	111 , 	333 , 	103 , 	41 , 	34 , 	19 , 	24 , 	27 , 	6 , 	44 , 	75 , 	3 , 	16 , 	5 , 	10 , 	22 , 	5 , 	71 , 	7 , 	-   ," 	2,256 ",,,,,,,,,,,
HY, 	15 , 	26 , 	8 , 	15 , 	57 , 	18 , 	31 , 	36 , 	46 , 	44 , 	89 , 	96 , 	56 , 	97 , 	8 , 	47 , 	63 , 	126 , 	7 , 	6 , 	10 , 	5 , 	2 , 	11 , 	15 , 	122 , 	55 , 	171 , 	55 , 	33 , 	19 , 	9 , 	14 , 	15 , 	2 , 	17 , 	31 , 	3 , 	21 , 	3 , 	6 , 	15 , 	6 , 	35 , 	16 , 	-   ," 	1,577 ",,,,,,,,,,,
SH, 	12 , 	18 , 	5 , 	4 , 	27 , 	6 , 	16 , 	20 , 	23 , 	24 , 	41 , 	45 , 	27 , 	43 , 	45 , 	4 , 	32 , 	63 , 	8 , 	4 , 	4 , 	2 , 	3 , 	5 , 	7 , 	73 , 	31 , 	124 , 	37 , 	22 , 	15 , 	4 , 	10 , 	15 , 	4 , 	8 , 	18 , 	2 , 	12 , 	2 , 	4 , 	11 , 	4 , 	12 , 	7 , 	-   , 	896 ,,,,,,,,,,,
UC, 	8 , 	17 , 	7 , 	6 , 	50 , 	12 , 	20 , 	20 , 	26 , 	35 , 	43 , 	59 , 	30 , 	54 , 	56 , 	31 , 	9 , 	69 , 	7 , 	4 , 	4 , 	1 , 	1 , 	6 , 	7 , 	138 , 	68 , 	172 , 	64 , 	21 , 	14 , 	9 , 	13 , 	16 , 	3 , 	11 , 	23 , 	0 , 	10 , 	3 , 	5 , 	22 , 	4 , 	18 , 	16 , 	-   ," 	1,210 ",,,,,,,,,,,
FM, 	19 , 	45 , 	28 , 	27 , 	187 , 	32 , 	41 , 	50 , 	64 , 	57 , 	76 , 	74 , 	57 , 	116 , 	115 , 	57 , 	77 , 	21 , 	18 , 	22 , 	18 , 	8 , 	6 , 	18 , 	13 , 	292 , 	138 , 	383 , 	154 , 	58 , 	32 , 	13 , 	25 , 	31 , 	7 , 	18 , 	69 , 	5 , 	25 , 	3 , 	11 , 	40 , 	6 , 	31 , 	35 , 	-   ," 	2,616 ",,,,,,,,,,,
CN, 	11 , 	20 , 	4 , 	10 , 	35 , 	13 , 	35 , 	37 , 	53 , 	10 , 	23 , 	20 , 	15 , 	12 , 	9 , 	5 , 	6 , 	20 , 	13 , 	57 , 	136 , 	40 , 	17 , 	40 , 	10 , 	164 , 	92 , 	236 , 	86 , 	36 , 	28 , 	14 , 	12 , 	19 , 	8 , 	5 , 	7 , 	18 , 	156 , 	8 , 	11 , 	77 , 	12 , 	3 , 	18 , 	-   ," 	1,651 ",,,,,,,,,,,
PH, 	6 , 	5 , 	7 , 	6 , 	54 , 	8 , 	33 , 	26 , 	36 , 	9 , 	9 , 	16 , 	6 , 	5 , 	5 , 	2 , 	5 , 	22 , 	50 , 	13 , 	81 , 	22 , 	8 , 	46 , 	5 , 	220 , 	121 , 	237 , 	119 , 	44 , 	26 , 	20 , 	15 , 	16 , 	4 , 	3 , 	8 , 	8 , 	51 , 	3 , 	7 , 	118 , 	14 , 	6 , 	38 , 	-   ," 	1,557 ",,,,,,,,,,,
WC, 	9 , 	17 , 	14 , 	17 , 	76 , 	14 , 	42 , 	38 , 	43 , 	10 , 	17 , 	22 , 	10 , 	8 , 	8 , 	2 , 	5 , 	16 , 	148 , 	77 , 	13 , 	39 , 	18 , 	72 , 	10 , 	261 , 	158 , 	291 , 	173 , 	63 , 	38 , 	22 , 	13 , 	22 , 	8 , 	2 , 	4 , 	16 , 	91 , 	7 , 	5 , 	138 , 	17 , 	3 , 	31 , 	-   ," 	2,104 ",,,,,,,,,,,
LF, 	4 , 	7 , 	6 , 	7 , 	29 , 	9 , 	17 , 	21 , 	18 , 	5 , 	7 , 	12 , 	2 , 	3 , 	5 , 	2 , 	1 , 	9 , 	46 , 	27 , 	28 , 	10 , 	10 , 	42 , 	4 , 	146 , 	88 , 	174 , 	111 , 	27 , 	24 , 	13 , 	7 , 	10 , 	3 , 	1 , 	3 , 	1 , 	19 , 	2 , 	3 , 	72 , 	6 , 	2 , 	20 , 	-   ," 	1,054 ",,,,,,,,,,,
OR, 	4 , 	7 , 	8 , 	6 , 	26 , 	5 , 	19 , 	25 , 	21 , 	4 , 	5 , 	13 , 	2 , 	3 , 	3 , 	3 , 	2 , 	4 , 	21 , 	11 , 	23 , 	13 , 	6 , 	36 , 	2 , 	131 , 	68 , 	155 , 	86 , 	32 , 	20 , 	5 , 	4 , 	9 , 	3 , 	2 , 	1 , 	1 , 	8 , 	2 , 	2 , 	59 , 	6 , 	2 , 	16 , 	-   , 	877 ,,,,,,,,,,,
RR, 	16 , 	17 , 	26 , 	15 , 	38 , 	8 , 	39 , 	66 , 	58 , 	17 , 	31 , 	23 , 	13 , 	5 , 	9 , 	3 , 	6 , 	20 , 	34 , 	50 , 	74 , 	45 , 	42 , 	13 , 	18 , 	318 , 	174 , 	367 , 	273 , 	145 , 	102 , 	40 , 	16 , 	22 , 	5 , 	2 , 	9 , 	7 , 	25 , 	3 , 	7 , 	124 , 	23 , 	2 , 	23 , 	-   ," 	2,367 ",,,,,,,,,,,
