Exit stations,Entry stations->,,SATURDAY,,,Feb 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,
CL, 	115 , 	220 , 	90 , 	77 , 	271 , 	99 , 	169 , 	153 , 	202 , 	171 , 	327 , 	32 , 	379 , 	427 , 	319 , 	227 , 	279 , 	567 , 	92 , 	97 , 	97 , 	68 , 	65 , 	93 , 	102 , 	492 , 	394 , 	677 , 	384 , 	161 , 	161 , 	137 , 	130 , 	257 , 	45 , 	189 , 	389 , 	56 , 	140 , 	57 , 	54 , 	26 , 	71 , 	180 , 	27 , 	-   ," 	8,760 ",,,,,,,,,,
SL, 	29 , 	45 , 	15 , 	18 , 	121 , 	36 , 	50 , 	71 , 	105 , 	141 , 	147 , 	375 , 	23 , 	102 , 	88 , 	36 , 	33 , 	60 , 	14 , 	8 , 	15 , 	4 , 	6 , 	21 , 	29 , 	505 , 	394 , 	608 , 	188 , 	89 , 	69 , 	15 , 	37 , 	35 , 	9 , 	29 , 	43 , 	2 , 	21 , 	5 , 	5 , 	23 , 	7 , 	41 , 	8 , 	-   ," 	3,717 ",,,,,,,,,,
BF, 	16 , 	34 , 	15 , 	21 , 	86 , 	25 , 	61 , 	78 , 	112 , 	152 , 	219 , 	417 , 	106 , 	23 , 	128 , 	53 , 	84 , 	158 , 	13 , 	9 , 	12 , 	3 , 	3 , 	9 , 	35 , 	503 , 	400 , 	578 , 	165 , 	69 , 	59 , 	21 , 	36 , 	35 , 	10 , 	55 , 	111 , 	3 , 	26 , 	5 , 	11 , 	17 , 	7 , 	99 , 	3 , 	-   ," 	4,082 ",,,,,,,,,,
HY, 	15 , 	44 , 	13 , 	15 , 	80 , 	31 , 	45 , 	57 , 	78 , 	64 , 	127 , 	296 , 	87 , 	131 , 	16 , 	74 , 	90 , 	155 , 	20 , 	9 , 	12 , 	6 , 	3 , 	11 , 	15 , 	339 , 	272 , 	360 , 	101 , 	50 , 	36 , 	10 , 	21 , 	30 , 	4 , 	24 , 	43 , 	5 , 	38 , 	4 , 	5 , 	17 , 	7 , 	39 , 	8 , 	-   ," 	2,903 ",,,,,,,,,,
SH, 	11 , 	17 , 	4 , 	6 , 	52 , 	10 , 	16 , 	24 , 	39 , 	23 , 	60 , 	183 , 	30 , 	58 , 	70 , 	9 , 	46 , 	91 , 	6 , 	3 , 	7 , 	1 , 	2 , 	5 , 	8 , 	243 , 	170 , 	257 , 	67 , 	23 , 	28 , 	9 , 	13 , 	13 , 	4 , 	14 , 	18 , 	1 , 	10 , 	3 , 	4 , 	11 , 	3 , 	17 , 	5 , 	-   ," 	1,686 ",,,,,,,,,,
UC, 	12 , 	23 , 	10 , 	6 , 	84 , 	15 , 	19 , 	34 , 	56 , 	40 , 	50 , 	270 , 	41 , 	87 , 	80 , 	48 , 	22 , 	113 , 	8 , 	4 , 	5 , 	2 , 	2 , 	8 , 	8 , 	457 , 	345 , 	419 , 	115 , 	43 , 	30 , 	8 , 	14 , 	23 , 	4 , 	17 , 	28 , 	1 , 	12 , 	4 , 	5 , 	18 , 	4 , 	18 , 	12 , 	-   ," 	2,622 ",,,,,,,,,,
FM, 	19 , 	41 , 	33 , 	28 , 	327 , 	45 , 	55 , 	98 , 	102 , 	73 , 	113 , 	524 , 	68 , 	131 , 	168 , 	87 , 	123 , 	61 , 	25 , 	17 , 	21 , 	11 , 	5 , 	27 , 	16 ," 	1,132 ", 	750 , 	893 , 	247 , 	88 , 	62 , 	19 , 	31 , 	43 , 	6 , 	28 , 	71 , 	5 , 	28 , 	5 , 	9 , 	31 , 	7 , 	35 , 	29 , 	-   ," 	5,736 ",,,,,,,,,,
CN, 	19 , 	23 , 	10 , 	11 , 	51 , 	15 , 	52 , 	55 , 	70 , 	15 , 	29 , 	84 , 	11 , 	9 , 	15 , 	7 , 	8 , 	22 , 	23 , 	71 , 	179 , 	53 , 	26 , 	52 , 	10 , 	469 , 	327 , 	461 , 	162 , 	54 , 	52 , 	24 , 	29 , 	25 , 	10 , 	6 , 	8 , 	27 , 	224 , 	9 , 	9 , 	59 , 	14 , 	7 , 	14 , 	-   ," 	2,906 ",,,,,,,,,,
PH, 	7 , 	11 , 	12 , 	7 , 	79 , 	13 , 	34 , 	59 , 	57 , 	8 , 	17 , 	84 , 	11 , 	10 , 	7 , 	1 , 	6 , 	16 , 	68 , 	23 , 	99 , 	34 , 	17 , 	66 , 	7 , 	538 , 	417 , 	507 , 	202 , 	66 , 	49 , 	23 , 	21 , 	20 , 	8 , 	2 , 	6 , 	13 , 	62 , 	5 , 	9 , 	79 , 	11 , 	2 , 	21 , 	-   ," 	2,810 ",,,,,,,,,,
WC, 	13 , 	17 , 	18 , 	16 , 	108 , 	18 , 	49 , 	69 , 	79 , 	11 , 	28 , 	96 , 	11 , 	11 , 	11 , 	8 , 	5 , 	21 , 	207 , 	110 , 	27 , 	47 , 	30 , 	108 , 	12 , 	657 , 	532 , 	624 , 	311 , 	86 , 	62 , 	23 , 	15 , 	34 , 	9 , 	2 , 	3 , 	22 , 	135 , 	11 , 	12 , 	103 , 	15 , 	2 , 	22 , 	-   ," 	3,808 ",,,,,,,,,,
LF, 	7 , 	8 , 	7 , 	5 , 	75 , 	8 , 	22 , 	37 , 	40 , 	5 , 	13 , 	60 , 	4 , 	5 , 	6 , 	2 , 	3 , 	11 , 	75 , 	40 , 	40 , 	16 , 	12 , 	51 , 	6 , 	373 , 	287 , 	348 , 	170 , 	48 , 	29 , 	14 , 	9 , 	9 , 	3 , 	1 , 	2 , 	5 , 	20 , 	2 , 	5 , 	51 , 	7 , 	2 , 	13 , 	-   ," 	1,954 ",,,,,,,,,,
OR, 	6 , 	7 , 	7 , 	4 , 	61 , 	9 , 	17 , 	29 , 	42 , 	6 , 	10 , 	61 , 	6 , 	4 , 	6 , 	1 , 	2 , 	5 , 	27 , 	23 , 	27 , 	10 , 	11 , 	56 , 	4 , 	351 , 	287 , 	312 , 	175 , 	52 , 	37 , 	8 , 	6 , 	16 , 	4 , 	0 , 	2 , 	2 , 	11 , 	2 , 	2 , 	46 , 	9 , 	2 , 	9 , 	-   ," 	1,768 ",,,,,,,,,,
RR, 	19 , 	32 , 	27 , 	18 , 	49 , 	13 , 	53 , 	114 , 	87 , 	17 , 	37 , 	82 , 	22 , 	11 , 	13 , 	6 , 	8 , 	20 , 	53 , 	55 , 	103 , 	62 , 	55 , 	28 , 	20 , 	496 , 	432 , 	654 , 	462 , 	212 , 	139 , 	48 , 	28 , 	27 , 	7 , 	6 , 	6 , 	13 , 	39 , 	8 , 	9 , 	89 , 	31 , 	6 , 	17 , 	-   ," 	3,729 ",,,,,,,,,,
OW, 	23 , 	33 , 	14 , 	17 , 	69 , 	40 , 	47 , 	59 , 	83 , 	24 , 	96 , 	90 , 	26 , 	29 , 	19 , 	10 , 	8 , 	13 , 	11 , 	9 , 	13 , 	4 , 	5 , 	22 , 	25 ," 	1,014 ", 	841 ," 	1,259 ", 	555 , 	308 , 	211 , 	46 , 	46 , 	34 , 	8 , 	10 , 	15 , 	3 , 	32 , 	7 , 	16 , 	62 , 	17 , 	9 , 	5 , 	-   ," 	5,283 ",,,,,,,,,,
EM, 	393 ," 	1,259 ", 	446 , 	510 ," 	1,057 ", 	470 , 	739 , 	652 , 	671 , 	636 , 	861 , 	627 , 	697 , 	702 , 	498 , 	366 , 	671 ," 	1,560 ", 	702 , 	821 ," 	1,029 ", 	529 , 	517 , 	732 ," 	1,392 ", 	159 , 	88 , 	676 , 	333 , 	754 , 	922 , 	696 , 	878 ," 	1,229 ", 	361 , 	514 ," 	2,253 ", 	450 , 	919 , 	400 , 	426 , 	456 ," 	1,456 ", 	693 , 	94 , 	-   ," 	32,286 ",,,,,,,,,,
MT, 	235 , 	740 , 	307 , 	367 , 	780 , 	335 , 	531 , 	528 , 	498 , 	473 , 	564 , 	396 , 	369 , 	400 , 	294 , 	205 , 	340 , 	777 , 	281 , 	389 , 	456 , 	291 , 	254 , 	471 , 	908 , 	88 , 	85 , 	133 , 	200 , 	696 , 	813 , 	697 ," 	1,359 ", 	966 , 	291 , 	235 , 	775 , 	161 , 	346 , 	295 , 	292 , 	296 , 	710 , 	233 , 	48 , 	-   ," 	19,900 ",,,,,,,,,,
PL, 	342 , 	880 , 	387 , 	362 ," 	1,093 ", 	390 , 	642 , 	658 , 	628 , 	609 , 	771 , 	595 , 	481 , 	511 , 	304 , 	215 , 	332 , 	778 , 	414 , 	460 , 	584 , 	304 , 	286 , 	566 ," 	1,206 ", 	658 , 	200 , 	151 , 	300 ," 	1,622 "," 	1,794 "," 	1,187 "," 	2,035 "," 	1,696 ", 	526 , 	286 , 	890 , 	223 , 	501 , 	446 , 	456 ," 	1,246 "," 	1,135 ", 	321 , 	99 , 	-   ," 	29,569 ",,,,,,,,,,
CC, 	123 , 	246 , 	202 , 	313 , 	615 , 	281 , 	499 , 	506 , 	367 , 	322 , 	415 , 	320 , 	178 , 	149 , 	100 , 	72 , 	118 , 	232 , 	141 , 	192 , 	275 , 	180 , 	162 , 	437 , 	585 , 	261 , 	190 , 	287 , 	61 , 	551 , 	717 , 	400 , 	628 , 	530 , 	180 , 	118 , 	321 , 	67 , 	147 , 	155 , 	211 , 	406 , 	466 , 	129 , 	43 , 	-   ," 	12,895 ",,,,,,,,,,
16, 	95 , 	115 , 	80 , 	153 , 	426 , 	227 , 	338 , 	392 , 	204 , 	197 , 	231 , 	165 , 	74 , 	71 , 	50 , 	26 , 	41 , 	91 , 	55 , 	70 , 	85 , 	49 , 	54 , 	221 , 	337 , 	695 , 	711 ," 	1,785 ", 	630 , 	52 , 	269 , 	325 , 	556 , 	351 , 	121 , 	46 , 	101 , 	19 , 	61 , 	98 , 	116 , 	188 , 	277 , 	43 , 	17 , 	-   ," 	10,301 ",,,,,,,,,,
24, 	107 , 	119 , 	68 , 	124 , 	273 , 	147 , 	236 , 	257 , 	167 , 	150 , 	197 , 	166 , 	57 , 	63 , 	36 , 	28 , 	33 , 	52 , 	50 , 	55 , 	51 , 	38 , 	39 , 	151 , 	245 , 	725 , 	811 ," 	2,043 ", 	772 , 	253 , 	41 , 	261 , 	455 , 	325 , 	113 , 	27 , 	54 , 	15 , 	76 , 	100 , 	140 , 	152 , 	232 , 	24 , 	16 , 	-   ," 	9,540 ",,,,,,,,,,
GP, 	21 , 	32 , 	24 , 	38 , 	114 , 	35 , 	51 , 	83 , 	62 , 	35 , 	46 , 	119 , 	17 , 	20 , 	10 , 	7 , 	9 , 	21 , 	21 , 	21 , 	21 , 	15 , 	12 , 	45 , 	44 , 	462 , 	554 ," 	1,352 ", 	347 , 	300 , 	247 , 	26 , 	65 , 	54 , 	32 , 	6 , 	26 , 	5 , 	20 , 	29 , 	66 , 	73 , 	66 , 	8 , 	12 , 	-   ," 	4,668 ",,,,,,,,,,
BP, 	34 , 	45 , 	14 , 	23 , 	86 , 	31 , 	35 , 	61 , 	58 , 	34 , 	45 , 	107 , 	30 , 	30 , 	16 , 	12 , 	10 , 	21 , 	19 , 	16 , 	14 , 	8 , 	7 , 	27 , 	48 , 	599 , 	799 ," 	2,489 ", 	518 , 	458 , 	411 , 	66 , 	67 , 	78 , 	55 , 	14 , 	27 , 	7 , 	32 , 	38 , 	101 , 	92 , 	93 , 	8 , 	5 , 	-   ," 	6,783 ",,,,,,,,,,
DC, 	27 , 	52 , 	22 , 	21 , 	129 , 	23 , 	34 , 	60 , 	59 , 	34 , 	53 , 	230 , 	30 , 	29 , 	25 , 	16 , 	18 , 	36 , 	29 , 	20 , 	30 , 	14 , 	11 , 	26 , 	34 , 	842 , 	915 ," 	1,957 ", 	472 , 	348 , 	310 , 	50 , 	94 , 	40 , 	33 , 	14 , 	45 , 	9 , 	41 , 	37 , 	108 , 	175 , 	118 , 	14 , 	10 , 	-   ," 	6,688 ",,,,,,,,,,
CM, 	11 , 	24 , 	6 , 	6 , 	20 , 	7 , 	9 , 	18 , 	13 , 	5 , 	8 , 	33 , 	7 , 	8 , 	3 , 	2 , 	2 , 	5 , 	9 , 	9 , 	11 , 	3 , 	5 , 	6 , 	9 , 	273 , 	253 , 	569 , 	167 , 	98 , 	112 , 	37 , 	61 , 	30 , 	18 , 	1 , 	5 , 	3 , 	20 , 	11 , 	49 , 	108 , 	46 , 	1 , 	1 , 	-   ," 	2,099 ",,,,,,,,,,
CV, 	4 , 	9 , 	4 , 	3 , 	29 , 	6 , 	10 , 	16 , 	17 , 	60 , 	51 , 	176 , 	34 , 	69 , 	20 , 	15 , 	14 , 	28 , 	4 , 	1 , 	4 , 	1 , 	-   , 	4 , 	11 , 	339 , 	267 , 	347 , 	123 , 	44 , 	24 , 	6 , 	11 , 	15 , 	2 , 	10 , 	69 , 	0 , 	6 , 	3 , 	5 , 	15 , 	5 , 	101 , 	6 , 	-   ," 	1,982 ",,,,,,,,,,
ED, 	6 , 	17 , 	11 , 	13 , 	94 , 	12 , 	22 , 	36 , 	29 , 	77 , 	80 , 	356 , 	40 , 	125 , 	44 , 	23 , 	29 , 	74 , 	10 , 	9 , 	5 , 	2 , 	2 , 	7 , 	18 ," 	1,510 ", 	877 ," 	1,023 ", 	318 , 	101 , 	52 , 	26 , 	29 , 	50 , 	8 , 	71 , 	36 , 	1 , 	11 , 	6 , 	11 , 	81 , 	15 , 	34 , 	45 , 	-   ," 	5,443 ",,,,,,,,,,
NC, 	2 , 	4 , 	1 , 	4 , 	18 , 	2 , 	11 , 	14 , 	13 , 	2 , 	6 , 	52 , 	4 , 	3 , 	5 , 	2 , 	3 , 	4 , 	27 , 	12 , 	18 , 	4 , 	3 , 	15 , 	3 , 	286 , 	210 , 	243 , 	76 , 	22 , 	16 , 	5 , 	8 , 	12 , 	3 , 	0 , 	1 , 	8 , 	23 , 	3 , 	3 , 	37 , 	8 , 	1 , 	7 , 	-   ," 	1,198 ",,,,,,,,,,
WP, 	32 , 	38 , 	9 , 	10 , 	59 , 	13 , 	88 , 	58 , 	80 , 	11 , 	43 , 	143 , 	28 , 	33 , 	35 , 	15 , 	11 , 	23 , 	227 , 	71 , 	133 , 	24 , 	13 , 	43 , 	34 , 	619 , 	392 , 	629 , 	171 , 	70 , 	86 , 	33 , 	48 , 	42 , 	25 , 	6 , 	11 , 	30 , 	32 , 	20 , 	21 , 	78 , 	17 , 	4 , 	26 , 	-   ," 	3,624 ",,,,,,,,,,
SS, 	8 , 	12 , 	4 , 	4 , 	19 , 	4 , 	7 , 	12 , 	17 , 	6 , 	8 , 	45 , 	5 , 	3 , 	4 , 	4 , 	3 , 	5 , 	9 , 	6 , 	13 , 	2 , 	3 , 	7 , 	8 , 	267 , 	264 , 	487 , 	146 , 	79 , 	79 , 	28 , 	41 , 	44 , 	8 , 	3 , 	9 , 	4 , 	17 , 	17 , 	23 , 	32 , 	24 , 	4 , 	1 , 	-   ," 	1,788 ",,,,,,,,,,
SB, 	15 , 	25 , 	7 , 	5 , 	23 , 	6 , 	14 , 	22 , 	20 , 	11 , 	18 , 	49 , 	7 , 	12 , 	7 , 	4 , 	4 , 	12 , 	9 , 	8 , 	8 , 	3 , 	2 , 	7 , 	18 , 	321 , 	251 , 	534 , 	205 , 	99 , 	156 , 	64 , 	119 , 	113 , 	51 , 	4 , 	10 , 	3 , 	23 , 	26 , 	30 , 	49 , 	36 , 	3 , 	3 , 	-   ," 	2,411 ",,,,,,,,,,
SO, 	28 , 	64 , 	42 , 	54 , 	126 , 	41 , 	64 , 	51 , 	53 , 	21 , 	34 , 	21 , 	22 , 	19 , 	13 , 	4 , 	14 , 	24 , 	52 , 	71 , 	80 , 	53 , 	35 , 	76 , 	72 , 	263 , 	202 , 	913 , 	296 , 	137 , 	121 , 	71 , 	87 , 	153 , 	88 , 	10 , 	63 , 	27 , 	79 , 	24 , 	47 , 	23 , 	244 , 	19 , 	17 , 	-   ," 	4,009 ",,,,,,,,,,
MB, 	12 , 	20 , 	16 , 	19 , 	123 , 	19 , 	24 , 	41 , 	39 , 	12 , 	24 , 	55 , 	11 , 	8 , 	7 , 	6 , 	5 , 	4 , 	17 , 	19 , 	17 , 	11 , 	9 , 	31 , 	20 , 	938 , 	754 ," 	1,181 ", 	461 , 	265 , 	197 , 	73 , 	105 , 	138 , 	44 , 	5 , 	9 , 	3 , 	21 , 	22 , 	27 , 	282 , 	49 , 	2 , 	4 , 	-   ," 	5,142 ",,,,,,,,,,
WD, 	4 , 	6 , 	5 , 	4 , 	40 , 	9 , 	11 , 	19 , 	15 , 	43 , 	56 , 	187 , 	44 , 	117 , 	50 , 	17 , 	23 , 	38 , 	5 , 	4 , 	1 , 	2 , 	2 , 	6 , 	8 , 	532 , 	317 , 	399 , 	124 , 	49 , 	22 , 	13 , 	8 , 	22 , 	1 , 	105 , 	23 , 	1 , 	4 , 	3 , 	3 , 	29 , 	4 , 	19 , 	14 , 	-   ," 	2,404 ",,,,,,,,,,
OA, 	5 , 	17 , 	16 , 	26 , 	63 , 	19 , 	19 , 	23 , 	24 , 	12 , 	9 , 	30 , 	8 , 	5 , 	8 , 	3 , 	10 , 	16 , 	11 , 	18 , 	23 , 	8 , 	6 , 	17 , 	6 , 	55 , 	41 , 	72 , 	36 , 	11 , 	15 , 	6 , 	5 , 	7 , 	1 , 	5 , 	31 , 	5 , 	11 , 	1 , 	2 , 	16 , 	3 , 	14 , 	5 , 	-   , 	738 ,,,,,,,,,,
WS, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
Entries," 	2,681 "," 	5,734 "," 	3,094 "," 	3,073 "," 	9,762 "," 	3,602 "," 	5,142 "," 	5,637 "," 	5,424 "," 	3,971 "," 	5,850 "," 	8,298 "," 	3,682 "," 	4,231 "," 	3,032 "," 	1,880 "," 	2,727 "," 	5,937 "," 	3,061 "," 	3,061 "," 	3,908 "," 	2,078 "," 	1,853 "," 	3,901 "," 	5,801 "," 	22,858 "," 	18,638 "," 	33,035 "," 	13,180 "," 	9,705 "," 	9,205 "," 	4,998 "," 	7,598 "," 	7,014 "," 	2,209 "," 	2,071 "," 	5,881 "," 	1,263 "," 	3,588 "," 	1,950 "," 	2,444 "," 	5,134 "," 	5,543 "," 	2,328 ", 	927 , 	-   ," 	266,985 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
