Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Nov 06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	7 , 	72 , 	78 , 	29 , 	129 , 	52 , 	49 , 	23 , 	57 , 	15 , 	78 , 	74 , 	16 , 	20 , 	18 , 	9 , 	10 , 	15 , 	15 , 	3 , 	9 , 	7 , 	4 , 	5 , 	13 , 	56 , 	58 , 	156 , 	77 , 	49 , 	74 , 	14 , 	33 , 	19 , 	8 , 	2 , 	11 , 	2 , 	25 , 	7 , 	4 , 	19 , 	12 ," 	1,427 ",,,Eastbay," 	31,293 ",,SF CBD," 	68,664 ",61.0%,,,
EN, 	74 , 	11 , 	63 , 	37 , 	219 , 	85 , 	69 , 	35 , 	83 , 	23 , 	99 , 	240 , 	21 , 	28 , 	24 , 	12 , 	16 , 	41 , 	14 , 	11 , 	12 , 	7 , 	5 , 	12 , 	16 , 	108 , 	117 , 	435 , 	142 , 	53 , 	73 , 	21 , 	48 , 	40 , 	12 , 	5 , 	15 , 	1 , 	26 , 	8 , 	6 , 	43 , 	14 ," 	2,416 ",,,Westbay," 	37,414 ",,non-CBD," 	46,799 ",41.6%,,,
EP, 	73 , 	48 , 	5 , 	29 , 	218 , 	50 , 	35 , 	31 , 	55 , 	28 , 	47 , 	103 , 	12 , 	11 , 	10 , 	5 , 	7 , 	26 , 	7 , 	5 , 	11 , 	7 , 	2 , 	10 , 	6 , 	58 , 	59 , 	243 , 	111 , 	34 , 	18 , 	8 , 	18 , 	10 , 	2 , 	2 , 	9 , 	2 , 	7 , 	1 , 	2 , 	36 , 	12 ," 	1,468 ",,,Transbay," 	50,880 ",,,,,,,
NB, 	31 , 	40 , 	36 , 	4 , 	59 , 	39 , 	37 , 	29 , 	48 , 	18 , 	65 , 	94 , 	11 , 	11 , 	7 , 	4 , 	7 , 	21 , 	8 , 	7 , 	6 , 	3 , 	4 , 	6 , 	6 , 	88 , 	73 , 	269 , 	156 , 	48 , 	41 , 	16 , 	8 , 	9 , 	2 , 	3 , 	8 , 	-   , 	5 , 	2 , 	2 , 	45 , 	8 ," 	1,379 ",,,,,,,,,,,
BK, 	182 , 	198 , 	201 , 	65 , 	15 , 	136 , 	132 , 	111 , 	154 , 	69 , 	143 , 	705 , 	46 , 	44 , 	52 , 	18 , 	59 , 	276 , 	25 , 	23 , 	44 , 	28 , 	22 , 	18 , 	25 , 	205 , 	167 , 	663 , 	285 , 	113 , 	91 , 	55 , 	39 , 	59 , 	8 , 	15 , 	58 , 	10 , 	32 , 	5 , 	10 , 	209 , 	63 ," 	4,870 ",,,,,,,,,,,
AS, 	53 , 	69 , 	52 , 	35 , 	114 , 	5 , 	56 , 	49 , 	77 , 	45 , 	91 , 	120 , 	17 , 	26 , 	16 , 	7 , 	14 , 	25 , 	10 , 	6 , 	11 , 	4 , 	2 , 	10 , 	25 , 	95 , 	70 , 	219 , 	164 , 	77 , 	62 , 	12 , 	9 , 	12 , 	5 , 	4 , 	15 , 	-   , 	10 , 	3 , 	2 , 	40 , 	9 ," 	1,740 ",,,,,,,,,,,
MA, 	44 , 	72 , 	40 , 	32 , 	108 , 	55 , 	8 , 	33 , 	52 , 	18 , 	117 , 	142 , 	23 , 	40 , 	24 , 	16 , 	14 , 	26 , 	27 , 	18 , 	23 , 	11 , 	8 , 	19 , 	28 , 	118 , 	108 , 	401 , 	202 , 	108 , 	73 , 	24 , 	25 , 	18 , 	5 , 	5 , 	14 , 	5 , 	49 , 	3 , 	3 , 	50 , 	15 ," 	2,217 ",,,,,,,,,,,
19, 	28 , 	36 , 	30 , 	28 , 	99 , 	50 , 	26 , 	6 , 	16 , 	11 , 	55 , 	62 , 	20 , 	26 , 	20 , 	6 , 	14 , 	21 , 	17 , 	11 , 	20 , 	7 , 	8 , 	24 , 	14 , 	80 , 	74 , 	221 , 	141 , 	56 , 	37 , 	16 , 	15 , 	15 , 	3 , 	5 , 	6 , 	3 , 	16 , 	1 , 	4 , 	23 , 	8 ," 	1,375 ",,,,,,,,,,,
12, 	44 , 	71 , 	51 , 	41 , 	141 , 	79 , 	55 , 	10 , 	9 , 	12 , 	98 , 	151 , 	61 , 	73 , 	47 , 	24 , 	41 , 	66 , 	33 , 	32 , 	48 , 	18 , 	18 , 	31 , 	35 , 	146 , 	170 , 	477 , 	199 , 	75 , 	59 , 	22 , 	40 , 	40 , 	10 , 	7 , 	16 , 	10 , 	40 , 	4 , 	4 , 	36 , 	13 ," 	2,652 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	14 , 	21 , 	30 , 	21 , 	63 , 	42 , 	20 , 	7 , 	17 , 	7 , 	131 , 	130 , 	69 , 	72 , 	33 , 	23 , 	33 , 	47 , 	5 , 	3 , 	7 , 	4 , 	3 , 	10 , 	21 , 	107 , 	122 , 	386 , 	163 , 	67 , 	81 , 	25 , 	43 , 	20 , 	8 , 	37 , 	46 , 	2 , 	10 , 	7 , 	8 , 	42 , 	18 ," 	2,020 ",,,Dtwn SF," 	1,512 "," 	4,257 "," 	11,425 "," 	3,963 "," 	4,245 "," 	6,657 "," 	2,883 "," 	32,058 "
