Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Nov 06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	4 , 	95 , 	82 , 	38 , 	226 , 	62 , 	67 , 	35 , 	59 , 	11 , 	72 , 	47 , 	17 , 	17 , 	20 , 	11 , 	8 , 	15 , 	15 , 	7 , 	11 , 	7 , 	4 , 	10 , 	16 , 	68 , 	76 , 	217 , 	99 , 	69 , 	99 , 	15 , 	31 , 	21 , 	7 , 	3 , 	11 , 	2 , 	26 , 	5 , 	4 , 	13 , 	7 ," 	1,725 ",,,Eastbay," 	37,866 ",,SF CBD," 	108,678 ",66.4%,,,
EN, 	96 , 	10 , 	87 , 	54 , 	574 , 	115 , 	117 , 	61 , 	134 , 	26 , 	102 , 	114 , 	37 , 	35 , 	42 , 	16 , 	26 , 	38 , 	23 , 	15 , 	24 , 	7 , 	7 , 	13 , 	26 , 	170 , 	207 , 	787 , 	209 , 	81 , 	120 , 	34 , 	53 , 	56 , 	21 , 	6 , 	19 , 	3 , 	37 , 	12 , 	9 , 	38 , 	15 ," 	3,670 ",,,Westbay," 	54,790 ",,non-CBD," 	58,755 ",35.9%,,,
EP, 	99 , 	75 , 	3 , 	41 , 	478 , 	68 , 	50 , 	47 , 	93 , 	30 , 	42 , 	59 , 	14 , 	16 , 	14 , 	5 , 	8 , 	24 , 	12 , 	8 , 	10 , 	5 , 	4 , 	21 , 	10 , 	115 , 	123 , 	473 , 	161 , 	47 , 	40 , 	12 , 	15 , 	16 , 	3 , 	2 , 	10 , 	2 , 	9 , 	2 , 	2 , 	26 , 	9 ," 	2,296 ",,,Transbay," 	78,871 ",,,,,,,
NB, 	44 , 	55 , 	44 , 	5 , 	202 , 	44 , 	36 , 	38 , 	76 , 	23 , 	56 , 	51 , 	14 , 	16 , 	11 , 	3 , 	9 , 	27 , 	9 , 	13 , 	15 , 	8 , 	4 , 	14 , 	8 , 	161 , 	158 , 	429 , 	240 , 	74 , 	68 , 	13 , 	15 , 	15 , 	2 , 	4 , 	10 , 	1 , 	8 , 	2 , 	3 , 	45 , 	6 ," 	2,076 ",,,,,,,,,,,
BK, 	225 , 	575 , 	500 , 	212 , 	20 , 	328 , 	308 , 	170 , 	261 , 	125 , 	205 , 	268 , 	120 , 	118 , 	96 , 	40 , 	116 , 	345 , 	58 , 	106 , 	158 , 	126 , 	108 , 	57 , 	56 , 	617 , 	401 ," 	1,346 ", 	633 , 	220 , 	193 , 	113 , 	59 , 	149 , 	19 , 	45 , 	176 , 	20 , 	44 , 	12 , 	19 , 	94 , 	108 ," 	8,962 ",,,,,,,,,,,
AS, 	75 , 	112 , 	60 , 	40 , 	251 , 	7 , 	75 , 	73 , 	108 , 	31 , 	74 , 	82 , 	30 , 	30 , 	24 , 	9 , 	15 , 	27 , 	11 , 	12 , 	23 , 	4 , 	3 , 	12 , 	25 , 	129 , 	141 , 	380 , 	221 , 	108 , 	84 , 	19 , 	21 , 	17 , 	5 , 	2 , 	13 , 	1 , 	13 , 	3 , 	2 , 	31 , 	7 ," 	2,406 ",,,,,,,,,,,
MA, 	68 , 	113 , 	56 , 	40 , 	279 , 	80 , 	9 , 	47 , 	87 , 	25 , 	97 , 	126 , 	43 , 	69 , 	46 , 	24 , 	21 , 	29 , 	44 , 	22 , 	40 , 	14 , 	11 , 	26 , 	53 , 	195 , 	227 , 	731 , 	322 , 	150 , 	111 , 	29 , 	28 , 	30 , 	6 , 	7 , 	16 , 	6 , 	57 , 	5 , 	4 , 	37 , 	10 ," 	3,433 ",,,,,,,,,,,
19, 	44 , 	67 , 	49 , 	42 , 	162 , 	79 , 	54 , 	8 , 	22 , 	12 , 	61 , 	56 , 	41 , 	51 , 	31 , 	19 , 	22 , 	45 , 	33 , 	32 , 	41 , 	13 , 	15 , 	29 , 	32 , 	130 , 	128 , 	332 , 	178 , 	84 , 	61 , 	32 , 	20 , 	31 , 	5 , 	11 , 	27 , 	9 , 	34 , 	3 , 	5 , 	16 , 	10 ," 	2,171 ",,,,,,,,,,,
12, 	64 , 	121 , 	80 , 	68 , 	250 , 	113 , 	88 , 	19 , 	9 , 	14 , 	101 , 	124 , 	103 , 	118 , 	69 , 	41 , 	57 , 	91 , 	54 , 	51 , 	66 , 	30 , 	31 , 	54 , 	59 , 	214 , 	220 , 	657 , 	287 , 	112 , 	84 , 	36 , 	54 , 	61 , 	14 , 	9 , 	32 , 	10 , 	45 , 	5 , 	11 , 	29 , 	25 ," 	3,778 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	16 , 	28 , 	27 , 	24 , 	113 , 	37 , 	23 , 	13 , 	10 , 	6 , 	64 , 	91 , 	97 , 	105 , 	42 , 	26 , 	46 , 	57 , 	7 , 	5 , 	9 , 	3 , 	6 , 	14 , 	25 , 	140 , 	176 , 	586 , 	211 , 	79 , 	53 , 	26 , 	37 , 	21 , 	10 , 	44 , 	66 , 	1 , 	7 , 	5 , 	8 , 	34 , 	18 ," 	2,414 ",,,Dtwn SF," 	2,513 "," 	6,738 "," 	17,960 "," 	7,651 "," 	7,579 "," 	10,158 "," 	3,836 "," 	52,599 "
