Exit stations,Entry stations->,,SATURDAY,,,Jan 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	11 , 	62 , 	77 , 	43 , 	203 , 	75 , 	76 , 	42 , 	66 , 	13 , 	78 , 	56 , 	17 , 	26 , 	27 , 	15 , 	12 , 	19 , 	20 , 	9 , 	10 , 	9 , 	5 , 	14 , 	18 , 	99 , 	66 , 	220 , 	101 , 	66 , 	82 , 	19 , 	33 , 	24 , 	8 , 	5 , 	10 , 	4 , 	35 , 	6 , 	8 , 	15 , 	14 ," 	1,815 ",,,Eastbay," 	38,490 ",,SF CBD," 	94,780 ",59.0%,,,
EN, 	73 , 	10 , 	72 , 	55 , 	372 , 	104 , 	121 , 	73 , 	148 , 	31 , 	102 , 	139 , 	34 , 	38 , 	36 , 	22 , 	20 , 	40 , 	27 , 	16 , 	22 , 	8 , 	9 , 	20 , 	27 , 	200 , 	178 , 	598 , 	178 , 	79 , 	96 , 	34 , 	55 , 	43 , 	22 , 	7 , 	18 , 	2 , 	40 , 	11 , 	15 , 	43 , 	18 ," 	3,250 ",,,Westbay," 	49,591 ",,non-CBD," 	61,240 ",38.1%,,,
EP, 	87 , 	75 , 	4 , 	44 , 	366 , 	81 , 	75 , 	58 , 	111 , 	30 , 	49 , 	58 , 	12 , 	17 , 	10 , 	7 , 	9 , 	23 , 	14 , 	8 , 	14 , 	8 , 	5 , 	28 , 	7 , 	141 , 	102 , 	325 , 	122 , 	56 , 	49 , 	9 , 	17 , 	16 , 	2 , 	8 , 	10 , 	3 , 	11 , 	5 , 	5 , 	32 , 	14 ," 	2,123 ",,,Transbay," 	72,667 ",,,,,,,
NB, 	44 , 	49 , 	41 , 	6 , 	114 , 	54 , 	44 , 	56 , 	92 , 	30 , 	58 , 	52 , 	19 , 	20 , 	16 , 	6 , 	9 , 	20 , 	13 , 	9 , 	14 , 	8 , 	2 , 	19 , 	14 , 	187 , 	177 , 	411 , 	199 , 	116 , 	92 , 	19 , 	21 , 	14 , 	4 , 	6 , 	12 , 	2 , 	10 , 	5 , 	4 , 	48 , 	14 ," 	2,146 ",,,,,,,,,,,
BK, 	223 , 	377 , 	377 , 	130 , 	18 , 	215 , 	243 , 	229 , 	259 , 	96 , 	174 , 	263 , 	103 , 	104 , 	71 , 	59 , 	72 , 	150 , 	56 , 	67 , 	97 , 	51 , 	41 , 	48 , 	60 , 	459 , 	310 ," 	1,093 ", 	473 , 	271 , 	205 , 	84 , 	55 , 	71 , 	11 , 	27 , 	82 , 	11 , 	43 , 	14 , 	16 , 	238 , 	71 ," 	7,113 ",,,,,,,,,,,
AS, 	66 , 	93 , 	78 , 	51 , 	176 , 	8 , 	82 , 	91 , 	98 , 	29 , 	86 , 	85 , 	34 , 	30 , 	29 , 	15 , 	11 , 	22 , 	15 , 	9 , 	18 , 	9 , 	7 , 	11 , 	27 , 	158 , 	137 , 	327 , 	218 , 	154 , 	101 , 	20 , 	23 , 	12 , 	4 , 	8 , 	13 , 	4 , 	22 , 	3 , 	3 , 	30 , 	16 ," 	2,428 ",,,,,,,,,,,
MA, 	89 , 	103 , 	70 , 	44 , 	234 , 	75 , 	12 , 	72 , 	97 , 	34 , 	115 , 	116 , 	45 , 	76 , 	52 , 	27 , 	22 , 	46 , 	47 , 	33 , 	45 , 	17 , 	16 , 	41 , 	42 , 	290 , 	230 , 	601 , 	375 , 	228 , 	181 , 	29 , 	38 , 	32 , 	10 , 	11 , 	25 , 	9 , 	75 , 	6 , 	9 , 	50 , 	19 ," 	3,787 ",,,,,,,,,,,
19, 	55 , 	78 , 	59 , 	57 , 	202 , 	105 , 	67 , 	9 , 	15 , 	12 , 	66 , 	66 , 	51 , 	63 , 	49 , 	21 , 	22 , 	44 , 	29 , 	41 , 	63 , 	29 , 	23 , 	74 , 	31 , 	177 , 	154 , 	395 , 	262 , 	155 , 	115 , 	26 , 	30 , 	37 , 	9 , 	9 , 	33 , 	7 , 	40 , 	9 , 	12 , 	27 , 	27 ," 	2,850 ",,,,,,,,,,,
12, 	69 , 	119 , 	100 , 	70 , 	238 , 	84 , 	83 , 	16 , 	7 , 	14 , 	82 , 	109 , 	82 , 	114 , 	61 , 	37 , 	53 , 	70 , 	57 , 	47 , 	70 , 	32 , 	37 , 	56 , 	59 , 	213 , 	206 , 	588 , 	242 , 	120 , 	91 , 	44 , 	65 , 	52 , 	20 , 	13 , 	31 , 	11 , 	60 , 	13 , 	17 , 	51 , 	36 ," 	3,635 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	14 , 	26 , 	31 , 	32 , 	96 , 	35 , 	29 , 	9 , 	17 , 	10 , 	68 , 	96 , 	113 , 	128 , 	54 , 	28 , 	44 , 	67 , 	10 , 	8 , 	13 , 	7 , 	10 , 	18 , 	22 , 	176 , 	186 , 	501 , 	197 , 	117 , 	89 , 	30 , 	36 , 	38 , 	6 , 	48 , 	85 , 	2 , 	16 , 	3 , 	8 , 	15 , 	9 ," 	2,541 ",,,Dtwn SF," 	1,883 "," 	6,717 "," 	15,206 "," 	6,615 "," 	6,296 "," 	8,247 "," 	4,195 "," 	49,160 "
