Exit stations,Entry stations->,,TOTAL,,,Mar 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	410 ," 	1,731 "," 	1,633 "," 	1,009 "," 	6,248 "," 	1,352 "," 	2,004 "," 	1,526 "," 	1,890 ", 	593 ," 	1,302 ", 	952 , 	558 , 	201 , 	469 , 	253 , 	167 , 	229 , 	283 , 	218 , 	323 , 	142 , 	132 , 	416 , 	436 ," 	4,793 "," 	3,758 "," 	6,584 "," 	3,486 "," 	2,642 "," 	2,652 ", 	771 , 	676 , 	869 , 	250 , 	111 , 	121 , 	73 , 	170 , 	190 , 	318 , 	858 , 	302 , 	80 , 	177 , 	294 , 	157 , 	173 , 	177 , 	234 ," 	54,393 ",,,,,,,,,,,,,
EN," 	1,932 ", 	538 ," 	1,495 "," 	1,102 "," 	9,458 "," 	1,705 "," 	2,659 "," 	3,596 "," 	4,530 "," 	1,029 "," 	1,916 "," 	1,324 ", 	773 , 	532 , 	694 , 	176 , 	407 , 	534 , 	344 , 	298 , 	356 , 	167 , 	217 , 	412 , 	505 ," 	9,516 "," 	8,470 "," 	11,734 "," 	7,518 "," 	3,376 "," 	2,804 ", 	837 ," 	1,017 "," 	1,750 ", 	300 , 	125 , 	273 , 	95 , 	282 , 	312 , 	469 ," 	1,495 ", 	617 , 	128 , 	589 , 	524 , 	290 , 	452 , 	73 , 	168 ," 	89,913 ",,,,,,,,,,,,,
EP," 	1,611 "," 	1,351 ", 	281 , 	765 ," 	7,429 "," 	1,074 "," 	1,720 "," 	2,322 "," 	2,560 ", 	723 , 	675 , 	553 , 	461 , 	241 , 	248 , 	121 , 	222 , 	181 , 	291 , 	240 , 	228 , 	171 , 	133 , 	379 , 	123 ," 	5,426 "," 	4,860 "," 	4,415 "," 	3,760 "," 	1,342 "," 	1,040 ", 	427 , 	332 , 	620 , 	71 , 	100 , 	109 , 	47 , 	89 , 	108 , 	117 , 	954 , 	272 , 	85 , 	440 , 	127 , 	161 , 	218 , 	32 , 	67 ," 	49,322 ",,,,,,,,,,,,,
NB," 	1,105 ", 	961 , 	747 , 	308 ," 	2,115 ", 	888 ," 	1,169 "," 	1,828 "," 	1,830 ", 	490 , 	935 , 	504 , 	362 , 	187 , 	214 , 	167 , 	165 , 	211 , 	194 , 	210 , 	230 , 	85 , 	96 , 	154 , 	176 ," 	6,246 "," 	4,921 "," 	4,015 "," 	4,447 "," 	1,875 "," 	1,105 ", 	404 , 	405 , 	314 , 	92 , 	67 , 	153 , 	38 , 	90 , 	90 , 	64 ," 	1,351 ", 	280 , 	49 , 	446 , 	231 , 	172 , 	210 , 	87 , 	68 ," 	42,551 ",,,,,,,,,,,,,
BK," 	6,853 "," 	9,966 "," 	7,803 "," 	2,421 "," 	1,124 "," 	4,006 "," 	4,102 "," 	5,237 "," 	5,653 "," 	2,065 "," 	3,132 "," 	1,599 "," 	2,133 "," 	1,250 "," 	1,495 "," 	1,054 "," 	1,543 "," 	1,409 "," 	1,052 ", 	792 ," 	1,106 ", 	577 , 	545 , 	390 , 	967 ," 	9,333 "," 	7,200 "," 	9,288 "," 	6,917 "," 	3,787 "," 	2,919 "," 	1,775 "," 	1,116 "," 	1,272 ", 	369 , 	456 ," 	1,150 ", 	163 , 	610 , 	364 , 	403 ," 	2,679 "," 	1,426 ", 	363 ," 	1,331 ", 	757 ," 	1,217 "," 	1,660 ", 	213 , 	575 ," 	125,617 ",,,,,,,,,,,,,
AS," 	1,352 "," 	1,596 "," 	1,051 ", 	917 ," 	3,753 ", 	372 ," 	1,088 "," 	2,088 "," 	2,058 ", 	640 ," 	1,379 ", 	735 , 	491 , 	292 , 	293 , 	222 , 	266 , 	226 , 	149 , 	197 , 	188 , 	79 , 	60 , 	138 , 	399 ," 	5,499 "," 	4,546 "," 	4,128 "," 	4,430 "," 	2,205 "," 	1,281 ", 	391 , 	473 , 	316 , 	92 , 	49 , 	171 , 	38 , 	162 , 	75 , 	175 , 	924 , 	298 , 	81 , 	323 , 	242 , 	250 , 	364 , 	22 , 	148 ," 	46,712 ",,,,,,,,,,,,,
MA," 	2,316 "," 	2,670 "," 	1,535 "," 	1,085 "," 	3,927 "," 	1,093 ", 	510 ," 	2,118 "," 	2,312 ", 	710 ," 	2,489 "," 	1,739 "," 	1,488 ", 	888 , 	959 , 	641 , 	684 , 	697 ," 	1,420 "," 	1,253 "," 	1,515 ", 	578 , 	492 ," 	1,054 ", 	711 ," 	10,016 "," 	8,268 "," 	8,520 "," 	8,016 "," 	4,654 "," 	2,678 ", 	818 , 	854 , 	861 , 	214 , 	151 , 	655 , 	256 ," 	1,119 ", 	269 , 	278 ," 	1,618 ", 	467 , 	185 , 	419 , 	395 , 	466 , 	599 , 	459 ," 	1,255 "," 	88,374 ",,,,,,,,,,,,,
19," 	1,608 "," 	3,576 "," 	2,319 "," 	1,955 "," 	4,927 "," 	2,094 "," 	2,195 ", 	747 , 	557 , 	451 ," 	1,765 "," 	1,497 "," 	2,021 "," 	1,453 "," 	1,580 "," 	1,032 "," 	1,009 "," 	1,174 "," 	1,720 "," 	1,804 "," 	2,115 "," 	1,210 ", 	761 ," 	2,022 ", 	820 ," 	12,674 "," 	10,130 "," 	9,863 "," 	9,028 "," 	4,924 "," 	3,704 "," 	1,513 "," 	1,214 "," 	1,355 ", 	447 , 	383 ," 	1,164 ", 	435 ," 	1,074 ", 	503 , 	479 ," 	1,386 ", 	849 , 	514 , 	416 , 	822 , 	778 ," 	1,034 ", 	258 ," 	1,195 "," 	108,554 ",,,,,,,,,,,,,
12," 	1,944 "," 	4,497 "," 	2,474 "," 	1,897 "," 	5,239 "," 	1,954 "," 	2,343 ", 	547 , 	767 , 	395 ," 	1,604 "," 	1,666 "," 	2,587 "," 	2,286 "," 	2,033 "," 	1,300 "," 	1,853 "," 	1,621 "," 	2,062 "," 	2,659 "," 	2,431 ", 	971 , 	848 ," 	1,651 "," 	1,044 "," 	11,499 "," 	8,387 "," 	10,809 "," 	8,310 "," 	4,017 "," 	3,247 "," 	1,716 "," 	1,601 "," 	1,723 ", 	800 , 	354 ," 	1,515 ", 	543 ," 	1,718 ", 	777 , 	780 ," 	1,783 "," 	1,007 ", 	555 , 	443 , 	715 , 	817 ," 	1,005 ", 	519 ," 	1,703 "," 	115,016 ",,,,,,,,,,,,,
LM, 	546 , 	974 , 	689 , 	460 ," 	2,290 ", 	659 , 	706 , 	409 , 	386 , 	391 ," 	2,295 "," 	2,535 "," 	4,067 "," 	2,858 "," 	1,783 "," 	1,200 "," 	1,114 "," 	1,156 ", 	291 , 	186 , 	297 , 	65 , 	60 , 	272 , 	426 ," 	8,958 "," 	7,173 "," 	8,047 "," 	6,390 "," 	3,212 "," 	1,941 ", 	871 , 	788 , 	848 , 	113 ," 	1,536 "," 	2,002 ", 	97 , 	249 , 	174 , 	128 , 	320 , 	151 ," 	1,050 ", 	391 , 	963 , 	533 , 	768 , 	128 , 	376 ," 	73,322 ",,,,,,,,,,,,,
