Exit stations,Entry stations->,,SUNDAY,,,Mar 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
RM, 	10 , 	29 , 	35 , 	19 , 	102 , 	19 , 	29 , 	22 , 	18 , 	12 , 	19 , 	20 , 	9 , 	5 , 	8 , 	3 , 	3 , 	5 , 	9 , 	5 , 	4 , 	2 , 	1 , 	9 , 	7 , 	59 , 	35 , 	106 , 	49 , 	33 , 	31 , 	11 , 	7 , 	11 , 	5 , 	2 , 	3 , 	1 , 	2 , 	4 , 	4 , 	20 , 	6 , 	1 , 	4 , 	4 , 	6 , 	8 , 	3 , 	3 , 	817 ,,,,,,,,,,,
CL, 	20 , 	26 , 	15 , 	11 , 	18 , 	12 , 	32 , 	28 , 	21 , 	37 , 	54 , 	9 , 	39 , 	45 , 	35 , 	20 , 	16 , 	24 , 	14 , 	8 , 	15 , 	5 , 	3 , 	9 , 	20 , 	45 , 	36 , 	98 , 	50 , 	27 , 	30 , 	9 , 	7 , 	9 , 	2 , 	18 , 	64 , 	5 , 	12 , 	4 , 	2 , 	9 , 	3 , 	20 , 	22 , 	12 , 	14 , 	25 , 	2 , 	11 ," 	1,064 ",,,,,,,,,,,
SL, 	11 , 	10 , 	5 , 	4 , 	19 , 	6 , 	15 , 	24 , 	25 , 	44 , 	43 , 	41 , 	5 , 	36 , 	34 , 	16 , 	12 , 	11 , 	4 , 	1 , 	5 , 	1 , 	1 , 	3 , 	7 , 	65 , 	49 , 	134 , 	60 , 	24 , 	23 , 	9 , 	11 , 	11 , 	0 , 	12 , 	20 , 	0 , 	3 , 	1 , 	4 , 	13 , 	2 , 	12 , 	6 , 	12 , 	8 , 	13 , 	2 , 	3 , 	876 ,,,,,,,,,,,
BF, 	8 , 	10 , 	4 , 	6 , 	22 , 	6 , 	13 , 	21 , 	25 , 	40 , 	65 , 	49 , 	33 , 	9 , 	29 , 	14 , 	16 , 	20 , 	8 , 	1 , 	4 , 	1 , 	1 , 	2 , 	10 , 	53 , 	51 , 	158 , 	51 , 	24 , 	17 , 	6 , 	10 , 	4 , 	2 , 	10 , 	35 , 	0 , 	3 , 	2 , 	4 , 	5 , 	1 , 	18 , 	4 , 	15 , 	9 , 	13 , 	2 , 	4 , 	912 ,,,,,,,,,,,
HY, 	9 , 	9 , 	2 , 	4 , 	22 , 	3 , 	16 , 	10 , 	19 , 	22 , 	46 , 	33 , 	32 , 	27 , 	7 , 	15 , 	26 , 	38 , 	2 , 	3 , 	2 , 	1 , 	1 , 	2 , 	6 , 	31 , 	17 , 	59 , 	29 , 	9 , 	9 , 	3 , 	3 , 	6 , 	1 , 	6 , 	12 , 	1 , 	2 , 	1 , 	4 , 	4 , 	1 , 	5 , 	4 , 	21 , 	23 , 	24 , 	1 , 	2 , 	630 ,,,,,,,,,,,
SH, 	1 , 	4 , 	3 , 	5 , 	9 , 	1 , 	7 , 	9 , 	10 , 	11 , 	18 , 	19 , 	17 , 	13 , 	16 , 	5 , 	11 , 	24 , 	1 , 	2 , 	2 , 	1 , 	1 , 	1 , 	3 , 	14 , 	14 , 	36 , 	19 , 	6 , 	8 , 	2 , 	3 , 	4 , 	1 , 	4 , 	4 , 	-   , 	4 , 	1 , 	2 , 	2 , 	1 , 	4 , 	5 , 	14 , 	11 , 	21 , 	1 , 	2 , 	368 ,,,,,,,,,,,
UC, 	2 , 	7 , 	3 , 	3 , 	23 , 	5 , 	7 , 	12 , 	10 , 	12 , 	14 , 	16 , 	12 , 	16 , 	27 , 	12 , 	6 , 	15 , 	2 , 	1 , 	1 , 	1 , 	0 , 	1 , 	3 , 	40 , 	17 , 	52 , 	28 , 	8 , 	6 , 	4 , 	3 , 	5 , 	1 , 	5 , 	12 , 	1 , 	1 , 	1 , 	1 , 	5 , 	1 , 	5 , 	5 , 	20 , 	23 , 	19 , 	-   , 	2 , 	470 ,,,,,,,,,,,
FM, 	6 , 	7 , 	6 , 	3 , 	34 , 	6 , 	9 , 	10 , 	9 , 	13 , 	15 , 	21 , 	12 , 	18 , 	35 , 	23 , 	17 , 	13 , 	3 , 	1 , 	1 , 	1 , 	-   , 	2 , 	2 , 	43 , 	33 , 	62 , 	35 , 	9 , 	8 , 	4 , 	3 , 	3 , 	2 , 	5 , 	10 , 	0 , 	2 , 	2 , 	1 , 	10 , 	0 , 	2 , 	7 , 	20 , 	34 , 	34 , 	0 , 	3 , 	591 ,,,,,,,,,,,
CN, 	8 , 	6 , 	4 , 	2 , 	9 , 	4 , 	17 , 	12 , 	15 , 	3 , 	9 , 	13 , 	4 , 	7 , 	2 , 	1 , 	2 , 	2 , 	13 , 	19 , 	92 , 	55 , 	9 , 	17 , 	4 , 	47 , 	34 , 	77 , 	38 , 	20 , 	13 , 	5 , 	7 , 	6 , 	2 , 	0 , 	1 , 	4 , 	38 , 	5 , 	6 , 	33 , 	3 , 	2 , 	10 , 	1 , 	3 , 	4 , 	19 , 	20 , 	718 ,,,,,,,,,,,
PH, 	4 , 	2 , 	4 , 	2 , 	8 , 	3 , 	10 , 	12 , 	14 , 	2 , 	6 , 	7 , 	1 , 	2 , 	3 , 	1 , 	0 , 	1 , 	19 , 	5 , 	28 , 	9 , 	5 , 	25 , 	4 , 	59 , 	37 , 	101 , 	48 , 	14 , 	12 , 	6 , 	3 , 	8 , 	2 , 	0 , 	1 , 	3 , 	11 , 	3 , 	5 , 	48 , 	1 , 	0 , 	18 , 	2 , 	2 , 	7 , 	9 , 	15 , 	589 ,,,,,,,,,,,
WC, 	6 , 	5 , 	6 , 	8 , 	23 , 	3 , 	19 , 	18 , 	14 , 	2 , 	5 , 	12 , 	5 , 	4 , 	2 , 	2 , 	1 , 	1 , 	98 , 	34 , 	13 , 	16 , 	12 , 	33 , 	4 , 	65 , 	43 , 	116 , 	70 , 	20 , 	17 , 	6 , 	8 , 	6 , 	3 , 	1 , 	1 , 	6 , 	28 , 	3 , 	4 , 	48 , 	4 , 	0 , 	13 , 	1 , 	3 , 	4 , 	10 , 	24 , 	844 ,,,,,,,,,,,
LF, 	2 , 	2 , 	3 , 	3 , 	12 , 	1 , 	12 , 	9 , 	5 , 	1 , 	4 , 	3 , 	1 , 	0 , 	1 , 	-   , 	-   , 	1 , 	53 , 	12 , 	19 , 	4 , 	6 , 	22 , 	1 , 	43 , 	29 , 	68 , 	54 , 	11 , 	8 , 	3 , 	3 , 	3 , 	1 , 	-   , 	0 , 	2 , 	8 , 	1 , 	2 , 	33 , 	3 , 	-   , 	8 , 	0 , 	1 , 	2 , 	4 , 	5 , 	464 ,,,,,,,,,,,
OR, 	2 , 	4 , 	4 , 	3 , 	7 , 	1 , 	7 , 	7 , 	9 , 	1 , 	3 , 	3 , 	0 , 	1 , 	1 , 	1 , 	1 , 	1 , 	8 , 	4 , 	9 , 	8 , 	9 , 	14 , 	1 , 	29 , 	17 , 	49 , 	32 , 	17 , 	6 , 	4 , 	3 , 	3 , 	0 , 	0 , 	-   , 	-   , 	3 , 	1 , 	4 , 	22 , 	1 , 	-   , 	4 , 	-   , 	1 , 	1 , 	1 , 	1 , 	302 ,,,,,,,,,,,
RR, 	7 , 	5 , 	4 , 	4 , 	6 , 	2 , 	19 , 	46 , 	24 , 	3 , 	8 , 	8 , 	2 , 	1 , 	2 , 	1 , 	1 , 	1 , 	15 , 	22 , 	35 , 	20 , 	16 , 	19 , 	10 , 	93 , 	67 , 	126 , 	93 , 	53 , 	40 , 	13 , 	6 , 	12 , 	1 , 	1 , 	1 , 	2 , 	7 , 	2 , 	5 , 	43 , 	2 , 	-   , 	5 , 	0 , 	1 , 	2 , 	2 , 	5 , 	859 ,,,,,,,,,,,
OW, 	6 , 	5 , 	3 , 	3 , 	13 , 	4 , 	11 , 	18 , 	23 , 	11 , 	35 , 	17 , 	6 , 	8 , 	7 , 	3 , 	3 , 	3 , 	2 , 	2 , 	4 , 	2 , 	3 , 	11 , 	13 , 	147 , 	122 , 	306 , 	168 , 	104 , 	60 , 	12 , 	14 , 	13 , 	5 , 	2 , 	8 , 	0 , 	3 , 	2 , 	6 , 	41 , 	9 , 	2 , 	4 , 	3 , 	2 , 	6 , 	1 , 	8 ," 	1,258 ",,,,,,,,,,,
EM, 	64 , 	82 , 	48 , 	69 , 	198 , 	69 , 	113 , 	146 , 	99 , 	78 , 	81 , 	50 , 	66 , 	65 , 	31 , 	14 , 	35 , 	52 , 	56 , 	70 , 	83 , 	47 , 	40 , 	99 , 	178 , 	56 , 	7 , 	64 , 	42 , 	127 , 	148 , 	70 , 	91 , 	78 , 	28 , 	36 , 	120 , 	11 , 	45 , 	23 , 	24 , 	142 , 	82 , 	37 , 	43 , 	21 , 	38 , 	52 , 	9 , 	28 ," 	3,352 ",,,,,,,,,,,
MT, 	47 , 	76 , 	41 , 	53 , 	168 , 	58 , 	98 , 	111 , 	113 , 	72 , 	75 , 	45 , 	61 , 	70 , 	28 , 	17 , 	27 , 	34 , 	31 , 	44 , 	46 , 	31 , 	19 , 	79 , 	154 , 	7 , 	34 , 	20 , 	31 , 	114 , 	114 , 	65 , 	138 , 	89 , 	35 , 	26 , 	74 , 	9 , 	36 , 	21 , 	26 , 	137 , 	57 , 	21 , 	26 , 	12 , 	34 , 	50 , 	6 , 	17 ," 	2,788 ",,,,,,,,,,,
PL, 	90 , 	152 , 	72 , 	76 , 	218 , 	68 , 	131 , 	148 , 	157 , 	122 , 	142 , 	86 , 	113 , 	119 , 	52 , 	30 , 	44 , 	51 , 	75 , 	70 , 	91 , 	58 , 	47 , 	102 , 	289 , 	70 , 	14 , 	68 , 	55 , 	355 , 	413 , 	201 , 	319 , 	272 , 	85 , 	45 , 	142 , 	27 , 	62 , 	63 , 	78 , 	452 , 	137 , 	38 , 	35 , 	22 , 	41 , 	63 , 	12 , 	60 ," 	5,724 ",,,,,,,,,,,
CC, 	44 , 	62 , 	40 , 	78 , 	135 , 	71 , 	125 , 	121 , 	95 , 	75 , 	136 , 	53 , 	56 , 	43 , 	25 , 	15 , 	24 , 	33 , 	31 , 	47 , 	59 , 	54 , 	26 , 	93 , 	164 , 	41 , 	27 , 	55 , 	43 , 	145 , 	190 , 	98 , 	112 , 	133 , 	51 , 	25 , 	77 , 	13 , 	26 , 	36 , 	52 , 	158 , 	125 , 	29 , 	17 , 	11 , 	33 , 	45 , 	5 , 	14 ," 	3,261 ",,,,,,,,,,,
16, 	37 , 	38 , 	18 , 	35 , 	83 , 	42 , 	78 , 	82 , 	61 , 	53 , 	45 , 	24 , 	22 , 	23 , 	11 , 	6 , 	9 , 	12 , 	19 , 	14 , 	24 , 	10 , 	14 , 	42 , 	106 , 	118 , 	93 , 	377 , 	151 , 	17 , 	54 , 	71 , 	82 , 	98 , 	38 , 	9 , 	31 , 	5 , 	12 , 	25 , 	33 , 	112 , 	74 , 	10 , 	13 , 	5 , 	12 , 	20 , 	2 , 	7 ," 	2,368 ",,,,,,,,,,,
24, 	34 , 	32 , 	14 , 	23 , 	64 , 	32 , 	61 , 	65 , 	43 , 	45 , 	45 , 	26 , 	22 , 	20 , 	10 , 	8 , 	9 , 	7 , 	18 , 	12 , 	16 , 	8 , 	7 , 	39 , 	75 , 	171 , 	108 , 	464 , 	229 , 	49 , 	18 , 	70 , 	68 , 	93 , 	38 , 	7 , 	15 , 	4 , 	20 , 	33 , 	40 , 	81 , 	56 , 	8 , 	11 , 	6 , 	8 , 	10 , 	4 , 	7 ," 	2,351 ",,,,,,,,,,,
GP, 	10 , 	11 , 	6 , 	10 , 	37 , 	9 , 	11 , 	15 , 	16 , 	14 , 	11 , 	10 , 	4 , 	3 , 	2 , 	4 , 	4 , 	2 , 	6 , 	4 , 	8 , 	4 , 	4 , 	10 , 	16 , 	68 , 	54 , 	239 , 	105 , 	72 , 	64 , 	8 , 	12 , 	19 , 	13 , 	2 , 	9 , 	3 , 	7 , 	11 , 	18 , 	55 , 	25 , 	4 , 	6 , 	2 , 	3 , 	7 , 	1 , 	7 ," 	1,038 ",,,,,,,,,,,
BP, 	11 , 	14 , 	5 , 	5 , 	17 , 	6 , 	10 , 	12 , 	11 , 	12 , 	8 , 	12 , 	7 , 	12 , 	4 , 	3 , 	1 , 	4 , 	8 , 	6 , 	7 , 	2 , 	2 , 	6 , 	12 , 	77 , 	82 , 	390 , 	98 , 	73 , 	79 , 	12 , 	10 , 	12 , 	20 , 	2 , 	8 , 	2 , 	11 , 	10 , 	23 , 	52 , 	21 , 	3 , 	3 , 	2 , 	3 , 	6 , 	1 , 	4 ," 	1,193 ",,,,,,,,,,,
DC, 	9 , 	10 , 	4 , 	2 , 	22 , 	3 , 	9 , 	16 , 	7 , 	11 , 	15 , 	8 , 	12 , 	7 , 	5 , 	4 , 	5 , 	4 , 	6 , 	9 , 	8 , 	2 , 	3 , 	7 , 	13 , 	81 , 	67 , 	372 , 	145 , 	102 , 	92 , 	19 , 	17 , 	12 , 	14 , 	3 , 	22 , 	1 , 	8 , 	12 , 	23 , 	102 , 	38 , 	5 , 	6 , 	3 , 	6 , 	7 , 	1 , 	5 ," 	1,355 ",,,,,,,,,,,
CM, 	4 , 	7 , 	4 , 	1 , 	5 , 	2 , 	3 , 	5 , 	10 , 	3 , 	1 , 	1 , 	1 , 	3 , 	1 , 	1 , 	1 , 	3 , 	1 , 	2 , 	2 , 	1 , 	1 , 	2 , 	7 , 	19 , 	23 , 	104 , 	61 , 	40 , 	28 , 	12 , 	25 , 	11 , 	6 , 	-   , 	2 , 	1 , 	4 , 	3 , 	15 , 	51 , 	15 , 	1 , 	0 , 	1 , 	2 , 	0 , 	1 , 	6 , 	496 ,,,,,,,,,,,
CV, 	1 , 	2 , 	1 , 	2 , 	3 , 	1 , 	2 , 	1 , 	2 , 	17 , 	11 , 	13 , 	14 , 	10 , 	4 , 	4 , 	2 , 	3 , 	0 , 	2 , 	1 , 	-   , 	-   , 	-   , 	2 , 	23 , 	21 , 	59 , 	25 , 	10 , 	7 , 	2 , 	2 , 	3 , 	0 , 	5 , 	22 , 	-   , 	0 , 	1 , 	0 , 	5 , 	0 , 	24 , 	3 , 	1 , 	2 , 	1 , 	-   , 	1 , 	311 ,,,,,,,,,,,
ED, 	2 , 	6 , 	1 , 	3 , 	29 , 	4 , 	8 , 	5 , 	4 , 	32 , 	25 , 	60 , 	22 , 	25 , 	14 , 	4 , 	10 , 	11 , 	3 , 	1 , 	1 , 	1 , 	0 , 	1 , 	7 , 	110 , 	67 , 	188 , 	72 , 	31 , 	12 , 	7 , 	6 , 	17 , 	0 , 	19 , 	22 , 	1 , 	2 , 	-   , 	1 , 	45 , 	3 , 	15 , 	25 , 	3 , 	15 , 	12 , 	1 , 	1 , 	950 ,,,,,,,,,,,
NC, 	-   , 	2 , 	-   , 	-   , 	4 , 	0 , 	3 , 	3 , 	3 , 	0 , 	1 , 	5 , 	1 , 	1 , 	1 , 	-   , 	1 , 	0 , 	6 , 	4 , 	7 , 	2 , 	0 , 	2 , 	0 , 	7 , 	8 , 	24 , 	14 , 	6 , 	3 , 	2 , 	2 , 	1 , 	1 , 	-   , 	0 , 	3 , 	8 , 	1 , 	1 , 	9 , 	-   , 	-   , 	4 , 	1 , 	2 , 	1 , 	4 , 	5 , 	149 ,,,,,,,,,,,
WP, 	5 , 	4 , 	1 , 	1 , 	3 , 	1 , 	11 , 	7 , 	6 , 	3 , 	4 , 	8 , 	3 , 	3 , 	2 , 	3 , 	1 , 	1 , 	43 , 	13 , 	33 , 	6 , 	3 , 	9 , 	4 , 	33 , 	29 , 	84 , 	27 , 	15 , 	12 , 	4 , 	8 , 	5 , 	3 , 	1 , 	1 , 	7 , 	10 , 	4 , 	2 , 	34 , 	1 , 	-   , 	6 , 	1 , 	2 , 	3 , 	6 , 	6 , 	479 ,,,,,,,,,,,
SS, 	6 , 	4 , 	2 , 	1 , 	7 , 	1 , 	4 , 	4 , 	5 , 	3 , 	4 , 	3 , 	2 , 	2 , 	2 , 	2 , 	1 , 	1 , 	5 , 	3 , 	3 , 	1 , 	0 , 	2 , 	3 , 	21 , 	16 , 	80 , 	44 , 	32 , 	27 , 	11 , 	13 , 	13 , 	4 , 	1 , 	1 , 	0 , 	4 , 	3 , 	12 , 	26 , 	6 , 	1 , 	1 , 	0 , 	1 , 	0 , 	-   , 	2 , 	381 ,,,,,,,,,,,
SB, 	6 , 	5 , 	2 , 	2 , 	7 , 	2 , 	4 , 	8 , 	9 , 	4 , 	2 , 	3 , 	3 , 	4 , 	2 , 	1 , 	1 , 	1 , 	6 , 	3 , 	4 , 	2 , 	2 , 	3 , 	4 , 	23 , 	22 , 	105 , 	64 , 	33 , 	41 , 	15 , 	31 , 	27 , 	18 , 	0 , 	2 , 	0 , 	4 , 	12 , 	6 , 	47 , 	9 , 	1 , 	1 , 	1 , 	2 , 	1 , 	1 , 	4 , 	552 ,,,,,,,,,,,
SO, 	22 , 	25 , 	20 , 	30 , 	76 , 	19 , 	34 , 	27 , 	31 , 	7 , 	12 , 	7 , 	7 , 	5 , 	3 , 	2 , 	2 , 	7 , 	30 , 	31 , 	39 , 	31 , 	21 , 	44 , 	31 , 	104 , 	105 , 	446 , 	128 , 	73 , 	47 , 	33 , 	30 , 	74 , 	33 , 	2 , 	26 , 	11 , 	24 , 	12 , 	21 , 	49 , 	94 , 	6 , 	9 , 	3 , 	4 , 	3 , 	3 , 	21 ," 	1,920 ",,,,,,,,,,,
MB, 	10 , 	7 , 	4 , 	6 , 	40 , 	6 , 	10 , 	8 , 	14 , 	3 , 	4 , 	3 , 	1 , 	2 , 	0 , 	-   , 	1 , 	1 , 	3 , 	2 , 	6 , 	2 , 	2 , 	4 , 	9 , 	62 , 	43 , 	151 , 	129 , 	74 , 	54 , 	19 , 	24 , 	41 , 	10 , 	0 , 	2 , 	3 , 	1 , 	5 , 	8 , 	160 , 	31 , 	0 , 	2 , 	1 , 	1 , 	-   , 	1 , 	3 , 	965 ,,,,,,,,,,,
WD, 	1 , 	2 , 	1 , 	2 , 	11 , 	2 , 	4 , 	3 , 	2 , 	14 , 	17 , 	22 , 	14 , 	18 , 	7 , 	5 , 	6 , 	1 , 	1 , 	1 , 	1 , 	-   , 	-   , 	-   , 	2 , 	37 , 	24 , 	55 , 	35 , 	12 , 	5 , 	4 , 	4 , 	4 , 	1 , 	20 , 	9 , 	-   , 	1 , 	1 , 	2 , 	12 , 	1 , 	9 , 	7 , 	2 , 	3 , 	5 , 	-   , 	0 , 	384 ,,,,,,,,,,,
OA, 	3 , 	6 , 	7 , 	8 , 	64 , 	3 , 	7 , 	7 , 	12 , 	7 , 	2 , 	9 , 	2 , 	3 , 	2 , 	1 , 	2 , 	3 , 	5 , 	7 , 	6 , 	4 , 	2 , 	2 , 	2 , 	22 , 	13 , 	50 , 	17 , 	7 , 	8 , 	6 , 	3 , 	4 , 	1 , 	1 , 	14 , 	1 , 	3 , 	0 , 	1 , 	12 , 	2 , 	6 , 	5 , 	1 , 	5 , 	6 , 	1 , 	6 , 	365 ,,,,,,,,,,,
WS, 	8 , 	8 , 	4 , 	4 , 	20 , 	3 , 	4 , 	6 , 	5 , 	12 , 	13 , 	14 , 	10 , 	11 , 	20 , 	12 , 	16 , 	15 , 	2 , 	1 , 	0 , 	0 , 	0 , 	2 , 	3 , 	17 , 	10 , 	30 , 	16 , 	8 , 	5 , 	2 , 	2 , 	2 , 	1 , 	2 , 	3 , 	-   , 	1 , 	0 , 	1 , 	5 , 	1 , 	2 , 	1 , 	6 , 	20 , 	15 , 	1 , 	1 , 	341 ,,,,,,,,,,,
ML, 	6 , 	5 , 	3 , 	6 , 	27 , 	5 , 	7 , 	8 , 	8 , 	15 , 	9 , 	15 , 	11 , 	10 , 	17 , 	16 , 	23 , 	33 , 	2 , 	1 , 	2 , 	1 , 	0 , 	1 , 	1 , 	41 , 	27 , 	55 , 	32 , 	11 , 	5 , 	6 , 	3 , 	6 , 	-   , 	4 , 	10 , 	1 , 	2 , 	-   , 	1 , 	5 , 	0 , 	4 , 	5 , 	25 , 	18 , 	13 , 	0 , 	1 , 	500 ,,,,,,,,,,,
BE, 	8 , 	11 , 	5 , 	7 , 	67 , 	11 , 	18 , 	19 , 	14 , 	23 , 	19 , 	25 , 	13 , 	16 , 	26 , 	20 , 	26 , 	30 , 	7 , 	4 , 	5 , 	2 , 	2 , 	2 , 	6 , 	53 , 	33 , 	78 , 	44 , 	28 , 	13 , 	6 , 	6 , 	9 , 	1 , 	1 , 	16 , 	0 , 	1 , 	1 , 	1 , 	6 , 	1 , 	5 , 	9 , 	21 , 	11 , 	19 , 	1 , 	4 , 	749 ,,,,,,,,,,,
