Exit stations,Entry stations->,,SATURDAY,,,Mar 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
RM, 	19 , 	39 , 	39 , 	21 , 	148 , 	31 , 	44 , 	28 , 	33 , 	10 , 	28 , 	21 , 	9 , 	8 , 	7 , 	6 , 	3 , 	4 , 	7 , 	8 , 	8 , 	3 , 	5 , 	13 , 	10 , 	73 , 	51 , 	146 , 	59 , 	51 , 	56 , 	13 , 	15 , 	16 , 	7 , 	3 , 	3 , 	1 , 	6 , 	6 , 	8 , 	24 , 	9 , 	1 , 	4 , 	6 , 	7 , 	6 , 	3 , 	5 ," 	1,126 ",,,,,,,,,,
SO, 	24 , 	26 , 	27 , 	38 , 	147 , 	24 , 	35 , 	32 , 	40 , 	7 , 	12 , 	6 , 	9 , 	8 , 	3 , 	5 , 	4 , 	7 , 	33 , 	42 , 	43 , 	29 , 	18 , 	64 , 	41 , 	114 , 	134 , 	494 , 	163 , 	104 , 	65 , 	40 , 	47 , 	90 , 	43 , 	3 , 	24 , 	10 , 	34 , 	17 , 	27 , 	51 , 	127 , 	8 , 	12 , 	6 , 	3 , 	3 , 	4 , 	28 ," 	2,368 ",,,,,,,,,,
MB, 	8 , 	10 , 	4 , 	8 , 	61 , 	7 , 	11 , 	19 , 	17 , 	3 , 	5 , 	4 , 	3 , 	3 , 	2 , 	2 , 	2 , 	0 , 	7 , 	3 , 	3 , 	2 , 	2 , 	5 , 	9 , 	96 , 	66 , 	256 , 	171 , 	100 , 	72 , 	25 , 	32 , 	54 , 	12 , 	2 , 	2 , 	0 , 	3 , 	8 , 	12 , 	139 , 	58 , 	2 , 	2 , 	0 , 	1 , 	1 , 	0 , 	3 ," 	1,311 ",,,,,,,,,,
WD, 	3 , 	1 , 	4 , 	2 , 	12 , 	2 , 	5 , 	6 , 	4 , 	18 , 	26 , 	21 , 	20 , 	30 , 	13 , 	11 , 	10 , 	7 , 	3 , 	2 , 	-   , 	-   , 	0 , 	2 , 	4 , 	49 , 	40 , 	83 , 	41 , 	12 , 	8 , 	5 , 	3 , 	5 , 	0 , 	34 , 	16 , 	-   , 	0 , 	1 , 	2 , 	16 , 	1 , 	9 , 	6 , 	3 , 	7 , 	9 , 	0 , 	0 , 	554 ,,,,,,,,,,
OA, 	2 , 	8 , 	6 , 	6 , 	74 , 	7 , 	7 , 	7 , 	6 , 	6 , 	3 , 	8 , 	0 , 	3 , 	3 , 	1 , 	3 , 	4 , 	6 , 	6 , 	8 , 	4 , 	1 , 	7 , 	2 , 	22 , 	9 , 	35 , 	12 , 	8 , 	9 , 	4 , 	3 , 	4 , 	-   , 	3 , 	8 , 	2 , 	2 , 	0 , 	0 , 	8 , 	1 , 	2 , 	4 , 	1 , 	4 , 	4 , 	1 , 	4 , 	335 ,,,,,,,,,,
WS, 	6 , 	11 , 	2 , 	4 , 	29 , 	4 , 	9 , 	16 , 	6 , 	16 , 	19 , 	13 , 	14 , 	10 , 	16 , 	22 , 	22 , 	22 , 	3 , 	3 , 	1 , 	-   , 	1 , 	1 , 	5 , 	34 , 	21 , 	43 , 	14 , 	10 , 	7 , 	5 , 	3 , 	4 , 	-   , 	3 , 	3 , 	0 , 	2 , 	1 , 	3 , 	5 , 	2 , 	2 , 	2 , 	12 , 	31 , 	24 , 	1 , 	1 , 	483 ,,,,,,,,,,
ML, 	8 , 	9 , 	5 , 	7 , 	56 , 	8 , 	10 , 	18 , 	13 , 	14 , 	13 , 	10 , 	10 , 	11 , 	20 , 	15 , 	30 , 	42 , 	6 , 	3 , 	5 , 	1 , 	2 , 	1 , 	3 , 	62 , 	47 , 	85 , 	49 , 	13 , 	8 , 	8 , 	6 , 	8 , 	1 , 	2 , 	10 , 	1 , 	2 , 	1 , 	1 , 	4 , 	1 , 	5 , 	2 , 	33 , 	21 , 	23 , 	1 , 	2 , 	709 ,,,,,,,,,,
BE, 	8 , 	16 , 	6 , 	11 , 	99 , 	15 , 	23 , 	29 , 	17 , 	23 , 	31 , 	28 , 	22 , 	23 , 	39 , 	19 , 	36 , 	36 , 	6 , 	5 , 	6 , 	1 , 	1 , 	4 , 	5 , 	91 , 	58 , 	118 , 	60 , 	33 , 	23 , 	9 , 	10 , 	15 , 	1 , 	2 , 	18 , 	2 , 	5 , 	1 , 	1 , 	3 , 	1 , 	7 , 	4 , 	31 , 	13 , 	25 , 	1 , 	5 ," 	1,038 ",,,,,,,,,,
PC, 	4 , 	2 , 	1 , 	1 , 	2 , 	1 , 	9 , 	6 , 	6 , 	1 , 	2 , 	5 , 	2 , 	2 , 	2 , 	0 , 	0 , 	1 , 	28 , 	10 , 	11 , 	3 , 	1 , 	3 , 	3 , 	8 , 	8 , 	19 , 	10 , 	5 , 	4 , 	2 , 	3 , 	3 , 	2 , 	1 , 	1 , 	5 , 	5 , 	3 , 	1 , 	1 , 	0 , 	1 , 	1 , 	1 , 	1 , 	2 , 	2 , 	9 , 	196 ,,,,,,,,,,
AN, 	7 , 	5 , 	2 , 	2 , 	6 , 	5 , 	18 , 	10 , 	12 , 	2 , 	8 , 	10 , 	6 , 	4 , 	5 , 	2 , 	2 , 	2 , 	31 , 	21 , 	37 , 	5 , 	1 , 	10 , 	8 , 	45 , 	31 , 	75 , 	27 , 	12 , 	15 , 	9 , 	13 , 	10 , 	5 , 	1 , 	1 , 	2 , 	9 , 	3 , 	2 , 	35 , 	3 , 	1 , 	7 , 	1 , 	2 , 	4 , 	13 , 	9 , 	548 ,,,,,,,,,,
Entries," 	1,188 "," 	1,588 ", 	996 , 	992 ," 	3,550 "," 	1,063 "," 	1,937 "," 	2,242 "," 	2,000 "," 	1,272 "," 	2,017 "," 	1,294 "," 	1,290 "," 	1,229 ", 	947 , 	584 , 	707 , 	825 ," 	1,085 ", 	894 ," 	1,248 ", 	671 , 	477 ," 	1,395 "," 	2,069 "," 	4,733 "," 	3,566 "," 	10,350 "," 	4,957 "," 	3,641 "," 	3,548 "," 	1,665 "," 	2,083 "," 	2,027 ", 	700 , 	489 ," 	1,267 ", 	200 , 	683 , 	556 , 	740 ," 	2,660 "," 	1,426 ", 	504 , 	359 , 	563 , 	704 , 	971 , 	199 , 	485 ," 	82,633 ",,,,,,,,,,
