Exit stations,Entry stations->,,WEEKDAY,,,Jan 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	9 , 	50 , 	42 , 	27 , 	141 , 	38 , 	56 , 	41 , 	44 , 	12 , 	41 , 	25 , 	16 , 	8 , 	14 , 	7 , 	6 , 	6 , 	10 , 	3 , 	10 , 	5 , 	3 , 	9 , 	14 , 	128 , 	98 , 	174 , 	102 , 	91 , 	87 , 	21 , 	26 , 	18 , 	10 , 	3 , 	5 , 	2 , 	5 , 	5 , 	9 , 	16 , 	8 , 	2 , 	4 , 	7 , 	3 , 	4 , 	5 , 	7 ," 	1,475 ",,,,,,,,,,,,,
EN, 	58 , 	13 , 	41 , 	31 , 	227 , 	41 , 	82 , 	83 , 	112 , 	25 , 	48 , 	34 , 	20 , 	16 , 	20 , 	10 , 	14 , 	13 , 	11 , 	5 , 	13 , 	3 , 	5 , 	12 , 	19 , 	254 , 	197 , 	287 , 	218 , 	96 , 	85 , 	27 , 	32 , 	25 , 	10 , 	3 , 	8 , 	4 , 	5 , 	7 , 	13 , 	44 , 	19 , 	2 , 	14 , 	10 , 	5 , 	6 , 	3 , 	5 ," 	2,333 ",,,,,,,,,,,,,
EP, 	45 , 	34 , 	7 , 	23 , 	170 , 	24 , 	43 , 	45 , 	56 , 	15 , 	25 , 	10 , 	15 , 	7 , 	7 , 	5 , 	5 , 	6 , 	6 , 	2 , 	6 , 	3 , 	2 , 	12 , 	4 , 	96 , 	95 , 	89 , 	86 , 	31 , 	30 , 	10 , 	8 , 	7 , 	1 , 	2 , 	3 , 	1 , 	4 , 	4 , 	2 , 	20 , 	5 , 	2 , 	6 , 	5 , 	3 , 	5 , 	2 , 	2 ," 	1,096 ",,,,,,,,,,,,,
NB, 	29 , 	26 , 	24 , 	5 , 	65 , 	17 , 	27 , 	36 , 	33 , 	11 , 	33 , 	12 , 	11 , 	7 , 	6 , 	2 , 	4 , 	5 , 	5 , 	6 , 	5 , 	2 , 	3 , 	4 , 	5 , 	70 , 	73 , 	72 , 	81 , 	34 , 	23 , 	7 , 	12 , 	6 , 	3 , 	3 , 	4 , 	1 , 	4 , 	3 , 	2 , 	27 , 	4 , 	1 , 	8 , 	4 , 	2 , 	3 , 	1 , 	3 , 	833 ,,,,,,,,,,,,,
BK, 	153 , 	238 , 	183 , 	68 , 	20 , 	86 , 	96 , 	105 , 	111 , 	41 , 	93 , 	45 , 	50 , 	30 , 	29 , 	18 , 	25 , 	22 , 	23 , 	22 , 	24 , 	13 , 	10 , 	10 , 	28 , 	140 , 	106 , 	153 , 	131 , 	70 , 	64 , 	27 , 	22 , 	18 , 	4 , 	9 , 	17 , 	7 , 	16 , 	5 , 	8 , 	73 , 	23 , 	5 , 	35 , 	13 , 	14 , 	22 , 	5 , 	15 ," 	2,547 ",,,,,,,,,,,,,
AS, 	38 , 	39 , 	21 , 	16 , 	79 , 	7 , 	27 , 	44 , 	41 , 	14 , 	43 , 	21 , 	16 , 	11 , 	10 , 	6 , 	8 , 	7 , 	7 , 	6 , 	7 , 	3 , 	1 , 	3 , 	11 , 	82 , 	70 , 	86 , 	88 , 	38 , 	25 , 	11 , 	13 , 	6 , 	3 , 	1 , 	6 , 	1 , 	3 , 	3 , 	5 , 	22 , 	5 , 	2 , 	6 , 	7 , 	5 , 	7 , 	1 , 	3 , 	983 ,,,,,,,,,,,,,
MA, 	65 , 	79 , 	42 , 	25 , 	92 , 	31 , 	13 , 	37 , 	53 , 	18 , 	73 , 	46 , 	40 , 	26 , 	23 , 	15 , 	18 , 	22 , 	31 , 	35 , 	33 , 	11 , 	9 , 	21 , 	22 , 	174 , 	149 , 	178 , 	161 , 	97 , 	71 , 	19 , 	26 , 	12 , 	10 , 	5 , 	13 , 	10 , 	33 , 	8 , 	4 , 	32 , 	9 , 	5 , 	9 , 	5 , 	6 , 	10 , 	17 , 	42 ," 	1,985 ",,,,,,,,,,,,,
19, 	41 , 	77 , 	41 , 	36 , 	97 , 	43 , 	37 , 	12 , 	11 , 	8 , 	42 , 	37 , 	36 , 	36 , 	35 , 	21 , 	17 , 	18 , 	38 , 	37 , 	44 , 	18 , 	13 , 	32 , 	21 , 	197 , 	157 , 	194 , 	164 , 	96 , 	63 , 	21 , 	26 , 	22 , 	9 , 	8 , 	12 , 	8 , 	23 , 	8 , 	7 , 	34 , 	10 , 	5 , 	8 , 	14 , 	9 , 	11 , 	9 , 	26 ," 	1,988 ",,,,,,,,,,,,,
12, 	52 , 	107 , 	59 , 	33 , 	96 , 	37 , 	57 , 	10 , 	15 , 	9 , 	40 , 	53 , 	66 , 	55 , 	48 , 	24 , 	33 , 	28 , 	46 , 	49 , 	44 , 	17 , 	17 , 	34 , 	31 , 	197 , 	149 , 	223 , 	165 , 	79 , 	62 , 	27 , 	37 , 	36 , 	14 , 	5 , 	19 , 	11 , 	40 , 	14 , 	14 , 	35 , 	17 , 	5 , 	7 , 	15 , 	11 , 	13 , 	13 , 	44 ," 	2,312 ",,,,,,,,,,,,,
LM, 	12 , 	22 , 	13 , 	8 , 	61 , 	14 , 	18 , 	9 , 	9 , 	7 , 	62 , 	60 , 	103 , 	80 , 	42 , 	37 , 	34 , 	29 , 	9 , 	4 , 	8 , 	2 , 	1 , 	5 , 	11 , 	170 , 	139 , 	173 , 	143 , 	68 , 	45 , 	21 , 	28 , 	14 , 	3 , 	39 , 	52 , 	2 , 	4 , 	3 , 	3 , 	8 , 	3 , 	20 , 	9 , 	16 , 	10 , 	11 , 	4 , 	10 ," 	1,661 ",,,,,,,,,,,,,
FV, 	37 , 	46 , 	26 , 	32 , 	94 , 	41 , 	71 , 	44 , 	50 , 	61 , 	17 , 	102 , 	113 , 	110 , 	88 , 	54 , 	42 , 	42 , 	11 , 	6 , 	16 , 	9 , 	13 , 	16 , 	47 , 	204 , 	159 , 	288 , 	231 , 	104 , 	97 , 	25 , 	34 , 	24 , 	6 , 	28 , 	67 , 	3 , 	8 , 	4 , 	11 , 	18 , 	5 , 	30 , 	5 , 	28 , 	12 , 	16 , 	6 , 	16 ," 	2,618 ",,,,,,,,,,,,,
CL, 	25 , 	33 , 	10 , 	12 , 	38 , 	21 , 	59 , 	39 , 	62 , 	49 , 	97 , 	11 , 	51 , 	56 , 	51 , 	27 , 	18 , 	19 , 	15 , 	8 , 	5 , 	3 , 	2 , 	11 , 	36 , 	124 , 	81 , 	136 , 	99 , 	50 , 	44 , 	17 , 	25 , 	15 , 	4 , 	13 , 	37 , 	2 , 	6 , 	3 , 	5 , 	11 , 	4 , 	13 , 	10 , 	19 , 	8 , 	9 , 	5 , 	15 ," 	1,512 ",,,,,,,,,,,,,
SL, 	18 , 	20 , 	13 , 	14 , 	53 , 	16 , 	45 , 	38 , 	70 , 	109 , 	117 , 	53 , 	11 , 	52 , 	61 , 	43 , 	38 , 	30 , 	9 , 	5 , 	7 , 	2 , 	1 , 	9 , 	23 , 	159 , 	166 , 	209 , 	146 , 	54 , 	49 , 	14 , 	24 , 	16 , 	3 , 	23 , 	43 , 	1 , 	5 , 	4 , 	4 , 	16 , 	2 , 	21 , 	4 , 	25 , 	10 , 	13 , 	4 , 	11 ," 	1,887 ",,,,,,,,,,,,,
BF, 	9 , 	14 , 	5 , 	8 , 	28 , 	12 , 	30 , 	40 , 	61 , 	77 , 	106 , 	60 , 	58 , 	8 , 	41 , 	34 , 	32 , 	42 , 	10 , 	5 , 	5 , 	1 , 	2 , 	7 , 	17 , 	142 , 	132 , 	179 , 	121 , 	46 , 	27 , 	12 , 	16 , 	10 , 	6 , 	18 , 	43 , 	2 , 	4 , 	4 , 	6 , 	10 , 	4 , 	26 , 	3 , 	32 , 	10 , 	11 , 	2 , 	3 ," 	1,580 ",,,,,,,,,,,,,
HY, 	12 , 	21 , 	7 , 	6 , 	28 , 	12 , 	24 , 	37 , 	53 , 	38 , 	87 , 	49 , 	67 , 	42 , 	8 , 	39 , 	70 , 	65 , 	7 , 	6 , 	5 , 	2 , 	2 , 	5 , 	16 , 	85 , 	63 , 	82 , 	61 , 	26 , 	22 , 	10 , 	9 , 	12 , 	2 , 	9 , 	27 , 	1 , 	5 , 	3 , 	7 , 	8 , 	3 , 	11 , 	3 , 	39 , 	20 , 	18 , 	2 , 	7 ," 	1,240 ",,,,,,,,,,,,,
SH, 	9 , 	7 , 	5 , 	2 , 	16 , 	7 , 	14 , 	19 , 	26 , 	32 , 	47 , 	21 , 	43 , 	32 , 	34 , 	4 , 	28 , 	33 , 	4 , 	3 , 	4 , 	1 , 	1 , 	2 , 	8 , 	62 , 	54 , 	62 , 	55 , 	15 , 	19 , 	7 , 	7 , 	5 , 	3 , 	8 , 	9 , 	1 , 	3 , 	3 , 	1 , 	7 , 	4 , 	9 , 	2 , 	39 , 	11 , 	11 , 	0 , 	4 , 	803 ,,,,,,,,,,,,,
UC, 	6 , 	15 , 	6 , 	4 , 	25 , 	7 , 	20 , 	19 , 	35 , 	32 , 	45 , 	21 , 	40 , 	39 , 	68 , 	22 , 	8 , 	37 , 	6 , 	3 , 	6 , 	1 , 	0 , 	4 , 	11 , 	68 , 	58 , 	58 , 	51 , 	21 , 	11 , 	3 , 	6 , 	4 , 	3 , 	7 , 	17 , 	0 , 	2 , 	1 , 	1 , 	7 , 	0 , 	8 , 	4 , 	33 , 	22 , 	18 , 	2 , 	3 , 	885 ,,,,,,,,,,,,,
FM, 	5 , 	15 , 	6 , 	6 , 	20 , 	8 , 	22 , 	19 , 	31 , 	26 , 	42 , 	21 , 	33 , 	39 , 	60 , 	35 , 	35 , 	7 , 	5 , 	3 , 	2 , 	0 , 	2 , 	3 , 	4 , 	58 , 	54 , 	58 , 	50 , 	16 , 	11 , 	4 , 	6 , 	7 , 	2 , 	7 , 	14 , 	1 , 	4 , 	1 , 	1 , 	8 , 	1 , 	5 , 	6 , 	31 , 	32 , 	27 , 	1 , 	4 , 	859 ,,,,,,,,,,,,,
CN, 	9 , 	11 , 	8 , 	5 , 	23 , 	5 , 	34 , 	36 , 	47 , 	10 , 	12 , 	14 , 	9 , 	8 , 	11 , 	3 , 	5 , 	6 , 	15 , 	29 , 	94 , 	35 , 	12 , 	29 , 	8 , 	126 , 	115 , 	143 , 	124 , 	42 , 	31 , 	17 , 	14 , 	11 , 	6 , 	1 , 	4 , 	18 , 	68 , 	5 , 	10 , 	43 , 	6 , 	2 , 	10 , 	3 , 	4 , 	4 , 	40 , 	43 ," 	1,367 ",,,,,,,,,,,,,
PH, 	5 , 	4 , 	2 , 	6 , 	22 , 	6 , 	33 , 	38 , 	48 , 	5 , 	7 , 	8 , 	5 , 	4 , 	4 , 	3 , 	2 , 	3 , 	27 , 	8 , 	38 , 	16 , 	10 , 	23 , 	5 , 	149 , 	146 , 	120 , 	98 , 	32 , 	22 , 	16 , 	10 , 	9 , 	2 , 	1 , 	3 , 	11 , 	29 , 	5 , 	5 , 	42 , 	6 , 	1 , 	11 , 	2 , 	2 , 	2 , 	14 , 	19 ," 	1,088 ",,,,,,,,,,,,,
