Exit stations,Entry stations->,,SUNDAY,,,Jan 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
RM, 	9 , 	22 , 	19 , 	10 , 	55 , 	13 , 	15 , 	15 , 	14 , 	11 , 	20 , 	15 , 	9 , 	3 , 	7 , 	2 , 	2 , 	2 , 	4 , 	2 , 	3 , 	2 , 	2 , 	3 , 	7 , 	31 , 	15 , 	72 , 	25 , 	29 , 	28 , 	8 , 	8 , 	8 , 	3 , 	1 , 	2 , 	0 , 	1 , 	2 , 	5 , 	13 , 	3 , 	0 , 	4 , 	4 , 	3 , 	6 , 	2 , 	3 , 	544 ,,,,,,,,,,,
CN, 	4 , 	5 , 	3 , 	2 , 	8 , 	3 , 	15 , 	9 , 	9 , 	1 , 	9 , 	7 , 	4 , 	4 , 	2 , 	2 , 	1 , 	2 , 	7 , 	15 , 	56 , 	21 , 	6 , 	16 , 	3 , 	40 , 	18 , 	58 , 	20 , 	14 , 	11 , 	4 , 	5 , 	3 , 	2 , 	1 , 	0 , 	3 , 	29 , 	2 , 	2 , 	28 , 	3 , 	1 , 	6 , 	3 , 	2 , 	4 , 	19 , 	19 , 	510 ,,,,,,,,,,,
PH, 	2 , 	3 , 	2 , 	1 , 	7 , 	3 , 	10 , 	5 , 	7 , 	3 , 	3 , 	5 , 	1 , 	3 , 	2 , 	2 , 	1 , 	2 , 	18 , 	7 , 	23 , 	9 , 	3 , 	12 , 	1 , 	43 , 	18 , 	50 , 	25 , 	12 , 	6 , 	3 , 	3 , 	4 , 	1 , 	0 , 	1 , 	3 , 	11 , 	2 , 	4 , 	30 , 	3 , 	1 , 	10 , 	1 , 	1 , 	2 , 	4 , 	8 , 	376 ,,,,,,,,,,,
WC, 	2 , 	6 , 	3 , 	1 , 	11 , 	2 , 	14 , 	15 , 	12 , 	2 , 	6 , 	2 , 	5 , 	4 , 	1 , 	2 , 	1 , 	1 , 	67 , 	27 , 	5 , 	15 , 	5 , 	20 , 	4 , 	52 , 	21 , 	62 , 	32 , 	17 , 	9 , 	5 , 	2 , 	5 , 	2 , 	-   , 	1 , 	4 , 	20 , 	2 , 	2 , 	34 , 	1 , 	0 , 	8 , 	0 , 	2 , 	2 , 	6 , 	12 , 	539 ,,,,,,,,,,,
LF, 	3 , 	3 , 	4 , 	1 , 	5 , 	-   , 	8 , 	6 , 	7 , 	0 , 	3 , 	2 , 	1 , 	1 , 	2 , 	1 , 	0 , 	0 , 	29 , 	10 , 	11 , 	5 , 	3 , 	14 , 	0 , 	26 , 	14 , 	37 , 	14 , 	8 , 	6 , 	4 , 	1 , 	2 , 	-   , 	0 , 	0 , 	3 , 	7 , 	0 , 	-   , 	16 , 	3 , 	-   , 	5 , 	0 , 	1 , 	2 , 	4 , 	2 , 	274 ,,,,,,,,,,,
OR, 	2 , 	2 , 	1 , 	1 , 	5 , 	0 , 	4 , 	7 , 	4 , 	-   , 	4 , 	2 , 	1 , 	2 , 	1 , 	-   , 	0 , 	1 , 	7 , 	4 , 	4 , 	4 , 	1 , 	9 , 	0 , 	27 , 	10 , 	26 , 	15 , 	12 , 	4 , 	1 , 	2 , 	3 , 	0 , 	-   , 	0 , 	1 , 	1 , 	1 , 	0 , 	9 , 	1 , 	-   , 	2 , 	-   , 	-   , 	1 , 	1 , 	0 , 	184 ,,,,,,,,,,,
RR, 	6 , 	4 , 	6 , 	3 , 	3 , 	2 , 	14 , 	17 , 	15 , 	2 , 	9 , 	3 , 	5 , 	3 , 	1 , 	0 , 	2 , 	2 , 	13 , 	14 , 	22 , 	12 , 	11 , 	9 , 	7 , 	75 , 	39 , 	94 , 	49 , 	39 , 	27 , 	10 , 	5 , 	7 , 	1 , 	1 , 	2 , 	2 , 	4 , 	3 , 	1 , 	41 , 	5 , 	1 , 	6 , 	1 , 	3 , 	2 , 	1 , 	6 , 	609 ,,,,,,,,,,,
OW, 	4 , 	3 , 	2 , 	2 , 	11 , 	4 , 	11 , 	8 , 	11 , 	9 , 	20 , 	11 , 	5 , 	8 , 	4 , 	1 , 	1 , 	3 , 	2 , 	1 , 	3 , 	1 , 	0 , 	6 , 	10 , 	129 , 	63 , 	177 , 	87 , 	60 , 	37 , 	9 , 	7 , 	10 , 	5 , 	2 , 	6 , 	-   , 	4 , 	3 , 	4 , 	23 , 	3 , 	2 , 	2 , 	1 , 	1 , 	2 , 	1 , 	5 , 	786 ,,,,,,,,,,,
EM, 	47 , 	59 , 	40 , 	58 , 	147 , 	45 , 	93 , 	94 , 	81 , 	66 , 	78 , 	39 , 	58 , 	56 , 	28 , 	20 , 	25 , 	40 , 	45 , 	44 , 	59 , 	29 , 	29 , 	79 , 	163 , 	46 , 	5 , 	21 , 	16 , 	60 , 	99 , 	48 , 	65 , 	44 , 	18 , 	28 , 	98 , 	14 , 	39 , 	15 , 	17 , 	73 , 	25 , 	26 , 	26 , 	11 , 	26 , 	30 , 	11 , 	30 ," 	2,412 ",,,,,,,,,,,
MT, 	28 , 	39 , 	22 , 	24 , 	83 , 	26 , 	59 , 	67 , 	64 , 	57 , 	48 , 	23 , 	45 , 	46 , 	13 , 	10 , 	16 , 	19 , 	28 , 	28 , 	30 , 	15 , 	11 , 	52 , 	82 , 	8 , 	28 , 	7 , 	8 , 	58 , 	70 , 	42 , 	97 , 	51 , 	21 , 	20 , 	50 , 	10 , 	24 , 	14 , 	14 , 	60 , 	14 , 	18 , 	12 , 	8 , 	13 , 	15 , 	3 , 	14 ," 	1,618 ",,,,,,,,,,,
PL, 	66 , 	85 , 	46 , 	36 , 	119 , 	42 , 	86 , 	89 , 	108 , 	82 , 	131 , 	64 , 	76 , 	58 , 	30 , 	18 , 	21 , 	28 , 	47 , 	46 , 	52 , 	30 , 	24 , 	68 , 	172 , 	25 , 	4 , 	81 , 	19 , 	194 , 	255 , 	129 , 	205 , 	177 , 	72 , 	29 , 	82 , 	20 , 	46 , 	38 , 	56 , 	161 , 	44 , 	25 , 	15 , 	13 , 	24 , 	28 , 	12 , 	26 ," 	3,403 ",,,,,,,,,,,
CC, 	24 , 	30 , 	17 , 	25 , 	85 , 	33 , 	72 , 	74 , 	61 , 	53 , 	101 , 	27 , 	35 , 	25 , 	11 , 	7 , 	11 , 	13 , 	23 , 	25 , 	34 , 	17 , 	16 , 	45 , 	89 , 	19 , 	11 , 	22 , 	42 , 	70 , 	95 , 	60 , 	79 , 	70 , 	45 , 	15 , 	26 , 	4 , 	19 , 	21 , 	34 , 	101 , 	34 , 	15 , 	11 , 	7 , 	11 , 	17 , 	4 , 	14 ," 	1,798 ",,,,,,,,,,,
16, 	28 , 	29 , 	9 , 	21 , 	54 , 	24 , 	48 , 	58 , 	41 , 	41 , 	44 , 	19 , 	19 , 	14 , 	4 , 	6 , 	6 , 	8 , 	16 , 	10 , 	16 , 	11 , 	12 , 	36 , 	71 , 	59 , 	54 , 	204 , 	73 , 	42 , 	23 , 	38 , 	56 , 	62 , 	36 , 	8 , 	17 , 	2 , 	8 , 	20 , 	31 , 	65 , 	29 , 	6 , 	3 , 	2 , 	6 , 	7 , 	4 , 	7 ," 	1,508 ",,,,,,,,,,,
24, 	29 , 	20 , 	11 , 	10 , 	32 , 	18 , 	37 , 	34 , 	31 , 	41 , 	46 , 	20 , 	10 , 	12 , 	9 , 	6 , 	4 , 	7 , 	12 , 	7 , 	10 , 	8 , 	4 , 	24 , 	45 , 	82 , 	71 , 	309 , 	118 , 	25 , 	55 , 	46 , 	55 , 	59 , 	34 , 	5 , 	14 , 	4 , 	12 , 	22 , 	34 , 	53 , 	23 , 	6 , 	5 , 	2 , 	5 , 	11 , 	2 , 	3 ," 	1,542 ",,,,,,,,,,,
GP, 	8 , 	11 , 	2 , 	4 , 	14 , 	6 , 	11 , 	10 , 	8 , 	8 , 	10 , 	5 , 	2 , 	4 , 	1 , 	0 , 	1 , 	2 , 	4 , 	3 , 	6 , 	3 , 	3 , 	11 , 	9 , 	42 , 	32 , 	156 , 	55 , 	40 , 	49 , 	21 , 	8 , 	12 , 	8 , 	3 , 	4 , 	1 , 	4 , 	5 , 	14 , 	34 , 	9 , 	1 , 	3 , 	1 , 	3 , 	2 , 	1 , 	4 , 	656 ,,,,,,,,,,,
BP, 	10 , 	7 , 	3 , 	3 , 	12 , 	6 , 	7 , 	7 , 	11 , 	7 , 	6 , 	6 , 	8 , 	7 , 	2 , 	1 , 	2 , 	3 , 	5 , 	4 , 	4 , 	2 , 	2 , 	4 , 	12 , 	66 , 	48 , 	279 , 	73 , 	55 , 	64 , 	11 , 	20 , 	8 , 	16 , 	2 , 	4 , 	2 , 	7 , 	7 , 	24 , 	40 , 	15 , 	2 , 	1 , 	1 , 	2 , 	5 , 	2 , 	2 , 	895 ,,,,,,,,,,,
DC, 	8 , 	6 , 	2 , 	4 , 	12 , 	5 , 	5 , 	9 , 	8 , 	6 , 	13 , 	8 , 	5 , 	4 , 	2 , 	2 , 	3 , 	2 , 	5 , 	4 , 	4 , 	2 , 	2 , 	6 , 	10 , 	55 , 	35 , 	222 , 	77 , 	67 , 	63 , 	14 , 	12 , 	17 , 	9 , 	1 , 	7 , 	1 , 	5 , 	9 , 	24 , 	71 , 	22 , 	2 , 	4 , 	3 , 	4 , 	3 , 	2 , 	3 , 	870 ,,,,,,,,,,,
CM, 	1 , 	4 , 	1 , 	1 , 	2 , 	1 , 	3 , 	3 , 	5 , 	1 , 	2 , 	2 , 	0 , 	3 , 	1 , 	1 , 	0 , 	2 , 	2 , 	1 , 	3 , 	-   , 	0 , 	3 , 	4 , 	13 , 	16 , 	84 , 	40 , 	33 , 	31 , 	11 , 	14 , 	5 , 	7 , 	0 , 	1 , 	1 , 	2 , 	3 , 	10 , 	59 , 	10 , 	-   , 	0 , 	-   , 	2 , 	1 , 	1 , 	4 , 	395 ,,,,,,,,,,,
CV, 	2 , 	0 , 	-   , 	1 , 	4 , 	1 , 	1 , 	1 , 	3 , 	17 , 	13 , 	7 , 	13 , 	15 , 	5 , 	4 , 	2 , 	3 , 	0 , 	0 , 	-   , 	-   , 	0 , 	1 , 	3 , 	28 , 	15 , 	39 , 	14 , 	5 , 	5 , 	3 , 	3 , 	2 , 	-   , 	4 , 	13 , 	-   , 	-   , 	0 , 	1 , 	5 , 	-   , 	18 , 	2 , 	1 , 	1 , 	2 , 	-   , 	0 , 	258 ,,,,,,,,,,,
ED, 	1 , 	3 , 	1 , 	1 , 	8 , 	4 , 	5 , 	3 , 	3 , 	22 , 	24 , 	18 , 	18 , 	21 , 	6 , 	6 , 	6 , 	6 , 	1 , 	1 , 	1 , 	-   , 	0 , 	1 , 	6 , 	84 , 	36 , 	93 , 	32 , 	22 , 	11 , 	4 , 	6 , 	8 , 	1 , 	15 , 	11 , 	-   , 	1 , 	1 , 	1 , 	32 , 	2 , 	7 , 	21 , 	3 , 	10 , 	6 , 	0 , 	0 , 	574 ,,,,,,,,,,,
NC, 	0 , 	1 , 	-   , 	0 , 	1 , 	1 , 	2 , 	1 , 	2 , 	-   , 	1 , 	1 , 	0 , 	-   , 	0 , 	0 , 	-   , 	0 , 	3 , 	3 , 	5 , 	2 , 	1 , 	2 , 	1 , 	8 , 	7 , 	22 , 	3 , 	2 , 	3 , 	2 , 	2 , 	2 , 	-   , 	0 , 	0 , 	1 , 	6 , 	1 , 	-   , 	11 , 	1 , 	-   , 	3 , 	-   , 	1 , 	0 , 	3 , 	1 , 	106 ,,,,,,,,,,,
WP, 	1 , 	4 , 	1 , 	0 , 	4 , 	0 , 	7 , 	5 , 	6 , 	3 , 	4 , 	5 , 	1 , 	1 , 	1 , 	1 , 	1 , 	2 , 	34 , 	14 , 	22 , 	7 , 	1 , 	5 , 	3 , 	37 , 	23 , 	49 , 	18 , 	7 , 	11 , 	2 , 	7 , 	5 , 	2 , 	0 , 	-   , 	5 , 	7 , 	2 , 	4 , 	22 , 	2 , 	0 , 	6 , 	2 , 	2 , 	1 , 	5 , 	6 , 	363 ,,,,,,,,,,,
SS, 	2 , 	3 , 	1 , 	0 , 	2 , 	2 , 	1 , 	2 , 	4 , 	3 , 	3 , 	0 , 	1 , 	1 , 	0 , 	1 , 	0 , 	1 , 	2 , 	3 , 	3 , 	-   , 	0 , 	2 , 	2 , 	17 , 	8 , 	53 , 	21 , 	22 , 	19 , 	9 , 	5 , 	10 , 	2 , 	-   , 	0 , 	0 , 	2 , 	4 , 	9 , 	21 , 	3 , 	0 , 	1 , 	-   , 	1 , 	0 , 	1 , 	3 , 	251 ,,,,,,,,,,,
SB, 	7 , 	6 , 	2 , 	1 , 	4 , 	0 , 	3 , 	5 , 	4 , 	2 , 	3 , 	3 , 	2 , 	2 , 	2 , 	1 , 	0 , 	1 , 	3 , 	3 , 	3 , 	1 , 	1 , 	3 , 	3 , 	14 , 	12 , 	69 , 	33 , 	30 , 	37 , 	17 , 	29 , 	23 , 	11 , 	1 , 	1 , 	0 , 	4 , 	11 , 	7 , 	24 , 	4 , 	0 , 	1 , 	-   , 	0 , 	1 , 	-   , 	2 , 	395 ,,,,,,,,,,,
SO, 	9 , 	19 , 	8 , 	11 , 	23 , 	8 , 	14 , 	12 , 	17 , 	4 , 	6 , 	3 , 	5 , 	6 , 	2 , 	5 , 	2 , 	3 , 	18 , 	16 , 	20 , 	9 , 	10 , 	12 , 	18 , 	50 , 	48 , 	223 , 	56 , 	34 , 	24 , 	20 , 	26 , 	47 , 	41 , 	2 , 	13 , 	8 , 	22 , 	13 , 	10 , 	34 , 	44 , 	4 , 	6 , 	1 , 	2 , 	1 , 	3 , 	10 , 	997 ,,,,,,,,,,,
MB, 	3 , 	7 , 	2 , 	3 , 	12 , 	2 , 	6 , 	5 , 	6 , 	1 , 	2 , 	1 , 	1 , 	3 , 	1 , 	2 , 	2 , 	1 , 	3 , 	3 , 	2 , 	2 , 	0 , 	5 , 	4 , 	20 , 	12 , 	56 , 	32 , 	27 , 	20 , 	12 , 	13 , 	26 , 	7 , 	1 , 	2 , 	2 , 	1 , 	5 , 	4 , 	138 , 	17 , 	1 , 	4 , 	0 , 	-   , 	0 , 	0 , 	2 , 	479 ,,,,,,,,,,,
WD, 	1 , 	2 , 	3 , 	-   , 	3 , 	1 , 	2 , 	0 , 	2 , 	7 , 	14 , 	14 , 	13 , 	16 , 	8 , 	5 , 	5 , 	2 , 	0 , 	1 , 	1 , 	0 , 	-   , 	1 , 	2 , 	27 , 	14 , 	35 , 	12 , 	10 , 	3 , 	1 , 	2 , 	2 , 	0 , 	17 , 	9 , 	0 , 	0 , 	-   , 	1 , 	6 , 	1 , 	3 , 	6 , 	1 , 	1 , 	2 , 	0 , 	0 , 	257 ,,,,,,,,,,,
OA, 	2 , 	3 , 	3 , 	4 , 	11 , 	2 , 	3 , 	3 , 	5 , 	3 , 	4 , 	4 , 	3 , 	1 , 	1 , 	0 , 	2 , 	1 , 	2 , 	3 , 	2 , 	2 , 	1 , 	1 , 	1 , 	16 , 	12 , 	23 , 	9 , 	5 , 	2 , 	1 , 	1 , 	1 , 	-   , 	0 , 	8 , 	2 , 	2 , 	0 , 	0 , 	8 , 	0 , 	3 , 	3 , 	1 , 	2 , 	4 , 	0 , 	5 , 	177 ,,,,,,,,,,,
WS, 	4 , 	5 , 	2 , 	2 , 	8 , 	1 , 	1 , 	4 , 	5 , 	5 , 	10 , 	11 , 	9 , 	5 , 	14 , 	11 , 	9 , 	6 , 	2 , 	2 , 	0 , 	0 , 	-   , 	1 , 	2 , 	12 , 	6 , 	14 , 	7 , 	2 , 	3 , 	0 , 	2 , 	1 , 	-   , 	1 , 	2 , 	0 , 	1 , 	1 , 	-   , 	3 , 	-   , 	1 , 	1 , 	3 , 	10 , 	9 , 	-   , 	1 , 	203 ,,,,,,,,,,,
ML, 	4 , 	5 , 	2 , 	4 , 	19 , 	4 , 	5 , 	5 , 	5 , 	5 , 	6 , 	5 , 	6 , 	8 , 	8 , 	10 , 	11 , 	23 , 	3 , 	1 , 	1 , 	1 , 	-   , 	1 , 	1 , 	25 , 	8 , 	32 , 	12 , 	6 , 	5 , 	3 , 	1 , 	3 , 	1 , 	1 , 	10 , 	1 , 	2 , 	1 , 	0 , 	5 , 	0 , 	2 , 	2 , 	12 , 	9 , 	12 , 	1 , 	1 , 	302 ,,,,,,,,,,,
BE, 	6 , 	7 , 	2 , 	5 , 	23 , 	8 , 	9 , 	9 , 	9 , 	11 , 	20 , 	11 , 	10 , 	7 , 	20 , 	12 , 	17 , 	22 , 	5 , 	2 , 	2 , 	1 , 	1 , 	1 , 	2 , 	29 , 	10 , 	33 , 	14 , 	12 , 	11 , 	3 , 	3 , 	4 , 	1 , 	2 , 	6 , 	1 , 	3 , 	0 , 	0 , 	3 , 	0 , 	2 , 	3 , 	17 , 	6 , 	8 , 	1 , 	3 , 	400 ,,,,,,,,,,,
