Exit stations,Entry stations->,,SUNDAY,,,Dec 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	6 , 	50 , 	64 , 	43 , 	138 , 	57 , 	63 , 	40 , 	45 , 	24 , 	47 , 	88 , 	14 , 	20 , 	16 , 	10 , 	7 , 	15 , 	14 , 	3 , 	7 , 	3 , 	4 , 	9 , 	17 , 	87 , 	71 , 	263 , 	89 , 	64 , 	76 , 	22 , 	25 , 	17 , 	12 , 	3 , 	5 , 	2 , 	18 , 	6 , 	11 , 	31 , 	14 , 	2 , 	5 , 	-   ," 	1,619 ",,,Eastbay," 	38,160 ",,SF CBD," 	90,397 ",58.9%,,,
EN, 	51 , 	9 , 	57 , 	49 , 	259 , 	72 , 	76 , 	65 , 	92 , 	37 , 	71 , 	301 , 	21 , 	24 , 	22 , 	10 , 	13 , 	35 , 	18 , 	8 , 	17 , 	8 , 	4 , 	14 , 	19 , 	193 , 	140 , 	620 , 	153 , 	66 , 	64 , 	32 , 	28 , 	28 , 	17 , 	4 , 	10 , 	2 , 	21 , 	10 , 	14 , 	67 , 	17 , 	4 , 	30 , 	-   ," 	2,867 ",,,Westbay," 	46,656 ",,non-CBD," 	57,073 ",37.2%,,,
EP, 	66 , 	57 , 	8 , 	45 , 	261 , 	52 , 	59 , 	60 , 	55 , 	26 , 	34 , 	117 , 	15 , 	17 , 	9 , 	4 , 	7 , 	22 , 	5 , 	6 , 	15 , 	7 , 	5 , 	18 , 	11 , 	126 , 	85 , 	325 , 	119 , 	45 , 	41 , 	21 , 	11 , 	10 , 	3 , 	2 , 	7 , 	2 , 	9 , 	2 , 	3 , 	47 , 	13 , 	3 , 	34 , 	-   ," 	1,882 ",,,Transbay," 	71,775 ",,,,,,,
NB, 	39 , 	47 , 	43 , 	11 , 	73 , 	43 , 	48 , 	64 , 	56 , 	24 , 	43 , 	82 , 	14 , 	14 , 	14 , 	5 , 	10 , 	27 , 	7 , 	7 , 	18 , 	9 , 	3 , 	13 , 	12 , 	184 , 	121 , 	352 , 	192 , 	77 , 	66 , 	28 , 	17 , 	14 , 	5 , 	5 , 	8 , 	3 , 	8 , 	2 , 	4 , 	89 , 	16 , 	3 , 	38 , 	-   ," 	1,951 ",,,,,,,,,,,
BK, 	160 , 	269 , 	258 , 	75 , 	27 , 	142 , 	159 , 	167 , 	179 , 	79 , 	125 , 	109 , 	51 , 	53 , 	41 , 	19 , 	47 , 	126 , 	29 , 	34 , 	48 , 	31 , 	26 , 	27 , 	44 , 	316 , 	186 , 	787 , 	306 , 	146 , 	119 , 	62 , 	37 , 	48 , 	8 , 	17 , 	43 , 	6 , 	22 , 	6 , 	9 , 	152 , 	59 , 	14 , 	72 , 	-   ," 	4,731 ",,,,,,,,,,,
AS, 	59 , 	71 , 	53 , 	41 , 	124 , 	11 , 	64 , 	89 , 	78 , 	44 , 	82 , 	96 , 	25 , 	26 , 	19 , 	9 , 	12 , 	34 , 	12 , 	9 , 	15 , 	5 , 	5 , 	9 , 	28 , 	158 , 	99 , 	318 , 	177 , 	121 , 	90 , 	33 , 	18 , 	22 , 	5 , 	5 , 	8 , 	2 , 	14 , 	4 , 	6 , 	68 , 	15 , 	7 , 	41 , 	-   ," 	2,227 ",,,,,,,,,,,
MA, 	77 , 	68 , 	50 , 	47 , 	158 , 	67 , 	13 , 	57 , 	74 , 	36 , 	99 , 	192 , 	32 , 	47 , 	32 , 	16 , 	16 , 	38 , 	29 , 	24 , 	36 , 	17 , 	15 , 	38 , 	48 , 	258 , 	168 , 	487 , 	290 , 	193 , 	128 , 	35 , 	34 , 	22 , 	7 , 	10 , 	13 , 	8 , 	61 , 	4 , 	12 , 	116 , 	22 , 	6 , 	47 , 	-   ," 	3,241 ",,,,,,,,,,,
19, 	38 , 	55 , 	59 , 	57 , 	158 , 	91 , 	52 , 	16 , 	13 , 	16 , 	54 , 	108 , 	38 , 	38 , 	32 , 	32 , 	21 , 	38 , 	24 , 	25 , 	44 , 	23 , 	22 , 	67 , 	31 , 	211 , 	168 , 	425 , 	269 , 	174 , 	99 , 	32 , 	22 , 	25 , 	6 , 	6 , 	13 , 	13 , 	32 , 	6 , 	11 , 	82 , 	18 , 	6 , 	37 , 	-   ," 	2,802 ",,,,,,,,,,,
12, 	47 , 	78 , 	47 , 	47 , 	137 , 	70 , 	68 , 	14 , 	15 , 	13 , 	76 , 	185 , 	50 , 	73 , 	47 , 	22 , 	27 , 	40 , 	42 , 	30 , 	39 , 	18 , 	15 , 	43 , 	56 , 	235 , 	201 , 	576 , 	222 , 	120 , 	82 , 	31 , 	45 , 	38 , 	14 , 	6 , 	12 , 	7 , 	49 , 	10 , 	13 , 	103 , 	36 , 	6 , 	36 , 	-   ," 	3,138 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	34 , 	42 , 	26 , 	28 , 	77 , 	44 , 	39 , 	14 , 	14 , 	10 , 	107 , 	222 , 	81 , 	101 , 	46 , 	24 , 	24 , 	53 , 	12 , 	9 , 	10 , 	6 , 	5 , 	18 , 	35 , 	195 , 	172 , 	579 , 	211 , 	132 , 	91 , 	36 , 	52 , 	34 , 	5 , 	39 , 	55 , 	2 , 	13 , 	6 , 	8 , 	45 , 	7 , 	28 , 	32 , 	-   ," 	2,818 ",,,Dtwn SF," 	1,927 "," 	6,651 "," 	12,480 "," 	5,418 "," 	6,016 "," 	8,121 "," 	5,726 "," 	46,338 "
