Exit stations,Entry stations->,,WEEKDAY,,,Dec 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	16 , 	130 , 	105 , 	104 , 	406 , 	110 , 	146 , 	157 , 	206 , 	48 , 	92 , 	83 , 	41 , 	39 , 	36 , 	22 , 	22 , 	38 , 	28 , 	12 , 	19 , 	9 , 	9 , 	20 , 	28 , 	322 , 	368 , 	495 , 	329 , 	164 , 	162 , 	39 , 	59 , 	78 , 	18 , 	6 , 	14 , 	8 , 	44 , 	12 , 	30 , 	45 , 	29 , 	7 , 	10 , 	-   ," 	4,168 ",,,Eastbay," 	81,077 ",,SF CBD," 	259,789 ",66.6%,,,
EN, 	140 , 	22 , 	113 , 	115 , 	838 , 	153 , 	278 , 	458 , 	577 , 	114 , 	135 , 	147 , 	66 , 	55 , 	69 , 	37 , 	38 , 	80 , 	37 , 	22 , 	49 , 	12 , 	10 , 	39 , 	47 , 	893 ," 	1,007 "," 	1,110 ", 	740 , 	221 , 	187 , 	75 , 	104 , 	142 , 	39 , 	8 , 	33 , 	9 , 	41 , 	27 , 	47 , 	97 , 	59 , 	15 , 	33 , 	-   ," 	8,537 ",,,Westbay," 	109,122 ",,non-CBD," 	120,652 ",30.9%,,,
EP, 	112 , 	94 , 	15 , 	72 , 	643 , 	79 , 	131 , 	267 , 	293 , 	71 , 	55 , 	56 , 	30 , 	19 , 	24 , 	8 , 	14 , 	43 , 	17 , 	15 , 	22 , 	10 , 	11 , 	35 , 	20 , 	532 , 	621 , 	508 , 	387 , 	100 , 	56 , 	30 , 	27 , 	54 , 	6 , 	6 , 	21 , 	5 , 	18 , 	9 , 	18 , 	65 , 	28 , 	10 , 	29 , 	-   ," 	4,685 ",,,Transbay," 	209,871 ",,,,,,,
NB, 	102 , 	105 , 	74 , 	22 , 	179 , 	70 , 	99 , 	218 , 	240 , 	65 , 	68 , 	68 , 	27 , 	23 , 	23 , 	12 , 	18 , 	36 , 	19 , 	22 , 	24 , 	11 , 	9 , 	24 , 	18 , 	674 , 	738 , 	547 , 	471 , 	152 , 	93 , 	39 , 	33 , 	45 , 	8 , 	9 , 	17 , 	6 , 	18 , 	7 , 	14 , 	96 , 	39 , 	8 , 	35 , 	-   ," 	4,627 ",,,,,,,,,,,
BK, 	444 , 	875 , 	661 , 	194 , 	39 , 	376 , 	424 , 	490 , 	491 , 	214 , 	293 , 	182 , 	152 , 	126 , 	142 , 	79 , 	119 , 	243 , 	136 , 	140 , 	132 , 	77 , 	55 , 	52 , 	100 , 	827 , 	836 , 	964 , 	671 , 	289 , 	249 , 	124 , 	95 , 	120 , 	31 , 	47 , 	108 , 	46 , 	107 , 	28 , 	34 , 	186 , 	143 , 	56 , 	94 , 	-   ," 	11,295 ",,,,,,,,,,,
AS, 	101 , 	125 , 	76 , 	69 , 	340 , 	23 , 	102 , 	237 , 	260 , 	61 , 	115 , 	91 , 	39 , 	36 , 	43 , 	27 , 	39 , 	62 , 	29 , 	23 , 	24 , 	8 , 	7 , 	18 , 	34 , 	646 , 	709 , 	562 , 	503 , 	229 , 	127 , 	34 , 	37 , 	50 , 	9 , 	15 , 	27 , 	7 , 	25 , 	11 , 	17 , 	66 , 	42 , 	12 , 	32 , 	-   ," 	5,147 ",,,,,,,,,,,
MA, 	167 , 	277 , 	121 , 	90 , 	387 , 	106 , 	30 , 	189 , 	255 , 	81 , 	180 , 	178 , 	112 , 	117 , 	125 , 	61 , 	81 , 	126 , 	134 , 	134 , 	116 , 	52 , 	38 , 	71 , 	77 , 	942 ," 	1,080 ", 	967 , 	833 , 	358 , 	227 , 	79 , 	97 , 	102 , 	28 , 	28 , 	70 , 	51 , 	229 , 	21 , 	35 , 	117 , 	67 , 	29 , 	38 , 	-   ," 	8,702 ",,,,,,,,,,,
19, 	174 , 	464 , 	264 , 	223 , 	465 , 	243 , 	179 , 	37 , 	56 , 	40 , 	170 , 	178 , 	204 , 	172 , 	189 , 	157 , 	199 , 	321 , 	295 , 	309 , 	254 , 	135 , 	92 , 	159 , 	75 ," 	1,062 "," 	1,170 ", 	938 , 	849 , 	376 , 	256 , 	142 , 	117 , 	139 , 	59 , 	80 , 	189 , 	152 , 	261 , 	64 , 	52 , 	80 , 	120 , 	90 , 	36 , 	-   ," 	11,289 ",,,,,,,,,,,
12, 	218 , 	576 , 	282 , 	241 , 	437 , 	262 , 	243 , 	53 , 	41 , 	54 , 	232 , 	331 , 	315 , 	339 , 	287 , 	177 , 	237 , 	342 , 	330 , 	313 , 	252 , 	142 , 	106 , 	170 , 	109 ," 	1,084 "," 	1,108 "," 	1,006 ", 	884 , 	318 , 	284 , 	171 , 	147 , 	177 , 	112 , 	112 , 	223 , 	164 , 	357 , 	83 , 	87 , 	117 , 	148 , 	121 , 	46 , 	-   ," 	12,839 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	48 , 	107 , 	70 , 	64 , 	194 , 	62 , 	77 , 	38 , 	51 , 	18 , 	161 , 	238 , 	248 , 	240 , 	161 , 	101 , 	113 , 	166 , 	37 , 	26 , 	29 , 	12 , 	8 , 	35 , 	44 , 	759 , 	849 , 	784 , 	562 , 	220 , 	129 , 	62 , 	79 , 	114 , 	10 , 	98 , 	159 , 	17 , 	54 , 	10 , 	15 , 	36 , 	23 , 	86 , 	26 , 	-   ," 	6,439 ",,,Dtwn SF,"6,613","19,972","33,109","14,847","22,564","26,113","11,007","134,225"
