Exit stations,Entry stations->,,SUNDAY,,,Oct 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
CN, 	7 , 	13 , 	7 , 	6 , 	21 , 	9 , 	20 , 	21 , 	30 , 	9 , 	19 , 	54 , 	6 , 	11 , 	11 , 	5 , 	3 , 	6 , 	13 , 	39 , 	117 , 	46 , 	12 , 	26 , 	16 , 	153 , 	84 , 	163 , 	94 , 	31 , 	24 , 	18 , 	16 , 	20 , 	11 , 	1 , 	3 , 	16 , 	61 , 	6 , 	9 , 	95 , 	12 , 	2 , 	32 , 	9 , 	-   , 	-   , 	28 , 	32 ," 	1,441 ",,,,,,,,,,,
PH, 	3 , 	6 , 	6 , 	10 , 	31 , 	9 , 	30 , 	19 , 	30 , 	7 , 	11 , 	48 , 	6 , 	3 , 	3 , 	2 , 	4 , 	9 , 	35 , 	13 , 	58 , 	18 , 	9 , 	42 , 	15 , 	207 , 	116 , 	202 , 	132 , 	33 , 	29 , 	12 , 	15 , 	19 , 	7 , 	1 , 	4 , 	8 , 	26 , 	3 , 	7 , 	146 , 	12 , 	1 , 	45 , 	10 , 	-   , 	-   , 	12 , 	17 ," 	1,483 ",,,,,,,,,,,
WC, 	9 , 	13 , 	13 , 	14 , 	45 , 	13 , 	34 , 	32 , 	32 , 	9 , 	11 , 	58 , 	9 , 	5 , 	7 , 	5 , 	7 , 	5 , 	114 , 	65 , 	14 , 	25 , 	16 , 	59 , 	20 , 	265 , 	133 , 	244 , 	171 , 	45 , 	32 , 	23 , 	12 , 	23 , 	8 , 	2 , 	3 , 	14 , 	46 , 	5 , 	9 , 	160 , 	15 , 	1 , 	34 , 	11 , 	-   , 	-   , 	17 , 	34 ," 	1,934 ",,,,,,,,,,,
LF, 	2 , 	4 , 	6 , 	5 , 	19 , 	4 , 	15 , 	17 , 	18 , 	6 , 	10 , 	37 , 	4 , 	3 , 	4 , 	1 , 	2 , 	3 , 	42 , 	16 , 	28 , 	9 , 	5 , 	30 , 	12 , 	162 , 	84 , 	139 , 	122 , 	28 , 	18 , 	10 , 	3 , 	12 , 	3 , 	1 , 	2 , 	3 , 	9 , 	2 , 	3 , 	107 , 	5 , 	-   , 	17 , 	6 , 	-   , 	-   , 	8 , 	8 ," 	1,043 ",,,,,,,,,,,
OR, 	5 , 	4 , 	4 , 	3 , 	17 , 	2 , 	15 , 	11 , 	13 , 	3 , 	4 , 	43 , 	3 , 	4 , 	2 , 	1 , 	1 , 	3 , 	8 , 	8 , 	21 , 	6 , 	7 , 	22 , 	10 , 	158 , 	77 , 	130 , 	116 , 	30 , 	21 , 	8 , 	4 , 	9 , 	3 , 	1 , 	1 , 	2 , 	5 , 	2 , 	1 , 	92 , 	5 , 	1 , 	16 , 	5 , 	-   , 	-   , 	5 , 	3 , 	912 ,,,,,,,,,,,
RR, 	10 , 	11 , 	16 , 	6 , 	23 , 	5 , 	27 , 	47 , 	41 , 	13 , 	23 , 	31 , 	7 , 	6 , 	7 , 	3 , 	4 , 	7 , 	23 , 	39 , 	59 , 	28 , 	22 , 	14 , 	40 , 	263 , 	197 , 	310 , 	291 , 	105 , 	79 , 	31 , 	22 , 	18 , 	4 , 	4 , 	5 , 	10 , 	13 , 	5 , 	5 , 	160 , 	17 , 	3 , 	15 , 	12 , 	-   , 	-   , 	6 , 	15 ," 	2,095 ",,,,,,,,,,,
OW, 	11 , 	21 , 	12 , 	20 , 	54 , 	28 , 	29 , 	44 , 	39 , 	25 , 	57 , 	50 , 	18 , 	22 , 	14 , 	9 , 	14 , 	14 , 	12 , 	14 , 	20 , 	13 , 	9 , 	29 , 	22 , 	532 , 	348 , 	697 , 	478 , 	276 , 	208 , 	68 , 	56 , 	57 , 	7 , 	8 , 	25 , 	3 , 	12 , 	7 , 	13 , 	125 , 	34 , 	9 , 	10 , 	18 , 	-   , 	-   , 	4 , 	9 ," 	3,598 ",,,,,,,,,,,
EM, 	143 , 	241 , 	174 , 	204 , 	415 , 	188 , 	292 , 	292 , 	303 , 	276 , 	302 , 	287 , 	206 , 	209 , 	122 , 	89 , 	152 , 	231 , 	173 , 	246 , 	278 , 	182 , 	177 , 	295 , 	706 , 	71 , 	22 , 	140 , 	96 , 	268 , 	363 , 	206 , 	283 , 	342 , 	102 , 	157 , 	519 , 	67 , 	124 , 	95 , 	106 , 	306 , 	376 , 	195 , 	108 , 	207 , 	-   , 	-   , 	15 , 	66 ," 	10,413 ",,,,,,,,,,,
MT, 	86 , 	158 , 	107 , 	144 , 	301 , 	115 , 	215 , 	205 , 	225 , 	202 , 	205 , 	168 , 	135 , 	137 , 	60 , 	37 , 	64 , 	105 , 	88 , 	133 , 	142 , 	87 , 	93 , 	221 , 	422 , 	25 , 	45 , 	35 , 	55 , 	231 , 	287 , 	207 , 	513 , 	244 , 	79 , 	65 , 	199 , 	30 , 	61 , 	53 , 	71 , 	281 , 	169 , 	75 , 	68 , 	92 , 	-   , 	-   , 	12 , 	40 ," 	6,785 ",,,,,,,,,,,
PL, 	148 , 	272 , 	153 , 	162 , 	378 , 	151 , 	285 , 	266 , 	302 , 	284 , 	385 , 	354 , 	222 , 	217 , 	98 , 	93 , 	103 , 	138 , 	141 , 	174 , 	222 , 	118 , 	115 , 	250 , 	722 , 	161 , 	39 , 	105 , 	113 , 	758 , 	905 , 	546 , 	907 , 	704 , 	202 , 	125 , 	357 , 	64 , 	143 , 	144 , 	195 , 	898 , 	432 , 	111 , 	81 , 	136 , 	-   , 	-   , 	28 , 	86 ," 	12,989 ",,,,,,,,,,,
CC, 	83 , 	131 , 	116 , 	161 , 	286 , 	133 , 	236 , 	228 , 	186 , 	171 , 	234 , 	128 , 	96 , 	80 , 	51 , 	38 , 	63 , 	78 , 	91 , 	106 , 	165 , 	109 , 	99 , 	254 , 	499 , 	85 , 	52 , 	132 , 	56 , 	273 , 	358 , 	203 , 	376 , 	280 , 	95 , 	73 , 	184 , 	28 , 	57 , 	72 , 	115 , 	386 , 	346 , 	70 , 	59 , 	70 , 	-   , 	-   , 	10 , 	42 ," 	7,242 ",,,,,,,,,,,
16, 	49 , 	61 , 	48 , 	83 , 	142 , 	87 , 	155 , 	165 , 	110 , 	125 , 	125 , 	55 , 	41 , 	33 , 	23 , 	15 , 	20 , 	26 , 	31 , 	30 , 	45 , 	27 , 	26 , 	103 , 	291 , 	261 , 	214 , 	807 , 	287 , 	36 , 	103 , 	139 , 	229 , 	157 , 	62 , 	20 , 	56 , 	9 , 	24 , 	44 , 	58 , 	201 , 	175 , 	17 , 	28 , 	24 , 	-   , 	-   , 	8 , 	12 ," 	4,883 ",,,,,,,,,,,
24, 	68 , 	58 , 	44 , 	60 , 	116 , 	68 , 	123 , 	111 , 	72 , 	86 , 	105 , 	74 , 	36 , 	33 , 	19 , 	14 , 	16 , 	22 , 	26 , 	28 , 	39 , 	21 , 	26 , 	74 , 	231 , 	372 , 	257 ," 	1,076 ", 	437 , 	110 , 	51 , 	134 , 	217 , 	147 , 	56 , 	19 , 	65 , 	8 , 	30 , 	38 , 	72 , 	204 , 	135 , 	22 , 	40 , 	19 , 	-   , 	-   , 	8 , 	16 ," 	5,098 ",,,,,,,,,,,
GP, 	18 , 	18 , 	13 , 	19 , 	55 , 	23 , 	24 , 	34 , 	31 , 	22 , 	25 , 	27 , 	14 , 	13 , 	3 , 	4 , 	5 , 	8 , 	14 , 	14 , 	18 , 	12 , 	7 , 	27 , 	60 , 	182 , 	152 , 	614 , 	195 , 	132 , 	124 , 	43 , 	39 , 	32 , 	20 , 	4 , 	21 , 	5 , 	16 , 	12 , 	37 , 	111 , 	49 , 	3 , 	17 , 	8 , 	-   , 	-   , 	2 , 	7 ," 	2,329 ",,,,,,,,,,,
BP, 	27 , 	27 , 	10 , 	12 , 	36 , 	14 , 	26 , 	21 , 	31 , 	27 , 	33 , 	31 , 	16 , 	18 , 	8 , 	7 , 	6 , 	8 , 	16 , 	11 , 	14 , 	3 , 	3 , 	16 , 	50 , 	280 , 	267 ," 	1,225 ", 	321 , 	209 , 	198 , 	35 , 	48 , 	28 , 	37 , 	5 , 	22 , 	5 , 	18 , 	22 , 	82 , 	108 , 	60 , 	7 , 	12 , 	12 , 	-   , 	-   , 	3 , 	11 ," 	3,477 ",,,,,,,,,,,
DC, 	22 , 	30 , 	10 , 	13 , 	54 , 	13 , 	19 , 	22 , 	30 , 	19 , 	34 , 	55 , 	21 , 	21 , 	11 , 	9 , 	13 , 	13 , 	25 , 	15 , 	23 , 	10 , 	8 , 	12 , 	62 , 	308 , 	205 , 	831 , 	273 , 	164 , 	151 , 	29 , 	33 , 	45 , 	19 , 	10 , 	42 , 	10 , 	19 , 	17 , 	78 , 	189 , 	96 , 	15 , 	20 , 	19 , 	-   , 	-   , 	5 , 	15 ," 	3,150 ",,,,,,,,,,,
CM, 	4 , 	14 , 	3 , 	4 , 	10 , 	2 , 	7 , 	7 , 	14 , 	6 , 	3 , 	13 , 	3 , 	5 , 	4 , 	1 , 	2 , 	2 , 	10 , 	6 , 	6 , 	4 , 	1 , 	6 , 	10 , 	88 , 	69 , 	262 , 	92 , 	52 , 	50 , 	18 , 	36 , 	23 , 	10 , 	1 , 	5 , 	2 , 	9 , 	7 , 	26 , 	114 , 	29 , 	2 , 	3 , 	2 , 	-   , 	-   , 	1 , 	8 ," 	1,052 ",,,,,,,,,,,
CV, 	3 , 	2 , 	2 , 	3 , 	19 , 	6 , 	3 , 	5 , 	9 , 	48 , 	32 , 	111 , 	17 , 	36 , 	10 , 	6 , 	9 , 	4 , 	2 , 	2 , 	2 , 	0 , 	1 , 	3 , 	12 , 	137 , 	66 , 	137 , 	79 , 	22 , 	14 , 	8 , 	10 , 	8 , 	1 , 	7 , 	37 , 	1 , 	2 , 	2 , 	3 , 	26 , 	3 , 	46 , 	8 , 	6 , 	-   , 	-   , 	1 , 	1 , 	968 ,,,,,,,,,,,
ED, 	7 , 	7 , 	7 , 	6 , 	48 , 	5 , 	18 , 	19 , 	13 , 	58 , 	52 , 	470 , 	32 , 	42 , 	16 , 	10 , 	17 , 	22 , 	3 , 	3 , 	3 , 	2 , 	2 , 	4 , 	21 , 	434 , 	169 , 	381 , 	200 , 	62 , 	44 , 	19 , 	24 , 	31 , 	2 , 	38 , 	21 , 	1 , 	4 , 	3 , 	3 , 	102 , 	9 , 	28 , 	60 , 	26 , 	-   , 	-   , 	1 , 	2 ," 	2,543 ",,,,,,,,,,,
NC, 	0 , 	2 , 	1 , 	1 , 	8 , 	2 , 	8 , 	5 , 	5 , 	1 , 	4 , 	29 , 	3 , 	2 , 	2 , 	2 , 	1 , 	2 , 	11 , 	9 , 	17 , 	2 , 	3 , 	10 , 	4 , 	59 , 	27 , 	64 , 	33 , 	9 , 	9 , 	3 , 	5 , 	4 , 	2 , 	2 , 	1 , 	3 , 	10 , 	2 , 	4 , 	38 , 	4 , 	1 , 	10 , 	7 , 	-   , 	-   , 	6 , 	4 , 	435 ,,,,,,,,,,,
WP, 	8 , 	10 , 	3 , 	2 , 	13 , 	2 , 	21 , 	11 , 	20 , 	4 , 	15 , 	46 , 	6 , 	8 , 	6 , 	4 , 	2 , 	4 , 	67 , 	37 , 	46 , 	10 , 	3 , 	15 , 	13 , 	109 , 	42 , 	147 , 	56 , 	24 , 	27 , 	10 , 	16 , 	15 , 	9 , 	2 , 	2 , 	7 , 	8 , 	6 , 	8 , 	65 , 	7 , 	1 , 	19 , 	6 , 	-   , 	-   , 	9 , 	11 , 	977 ,,,,,,,,,,,
SS, 	10 , 	12 , 	2 , 	2 , 	12 , 	2 , 	5 , 	5 , 	8 , 	5 , 	6 , 	15 , 	2 , 	3 , 	4 , 	3 , 	1 , 	1 , 	10 , 	5 , 	6 , 	2 , 	1 , 	5 , 	8 , 	80 , 	53 , 	177 , 	68 , 	40 , 	34 , 	14 , 	20 , 	20 , 	6 , 	2 , 	4 , 	2 , 	8 , 	7 , 	19 , 	57 , 	16 , 	1 , 	4 , 	2 , 	-   , 	-   , 	1 , 	6 , 	767 ,,,,,,,,,,,
SB, 	9 , 	12 , 	4 , 	4 , 	15 , 	3 , 	13 , 	7 , 	14 , 	4 , 	10 , 	19 , 	6 , 	8 , 	3 , 	4 , 	2 , 	2 , 	7 , 	8 , 	9 , 	5 , 	3 , 	4 , 	17 , 	109 , 	68 , 	226 , 	116 , 	60 , 	79 , 	37 , 	79 , 	70 , 	26 , 	1 , 	5 , 	3 , 	7 , 	20 , 	14 , 	62 , 	18 , 	2 , 	5 , 	2 , 	-   , 	-   , 	3 , 	5 ," 	1,202 ",,,,,,,,,,,
SO, 	34 , 	53 , 	36 , 	55 , 	107 , 	25 , 	71 , 	41 , 	69 , 	22 , 	33 , 	29 , 	21 , 	8 , 	9 , 	6 , 	10 , 	11 , 	57 , 	92 , 	106 , 	68 , 	50 , 	80 , 	82 , 	263 , 	223 , 	893 , 	267 , 	117 , 	105 , 	51 , 	64 , 	102 , 	69 , 	11 , 	64 , 	24 , 	69 , 	29 , 	32 , 	76 , 	121 , 	15 , 	13 , 	11 , 	-   , 	-   , 	6 , 	39 ," 	3,837 ",,,,,,,,,,,
MB, 	11 , 	17 , 	13 , 	13 , 	63 , 	16 , 	20 , 	18 , 	27 , 	9 , 	13 , 	18 , 	4 , 	7 , 	3 , 	2 , 	1 , 	2 , 	12 , 	11 , 	14 , 	7 , 	2 , 	16 , 	30 , 	313 , 	156 , 	468 , 	322 , 	156 , 	116 , 	42 , 	53 , 	83 , 	20 , 	2 , 	9 , 	4 , 	9 , 	16 , 	16 , 	270 , 	33 , 	3 , 	9 , 	-   , 	-   , 	-   , 	2 , 	6 ," 	2,452 ",,,,,,,,,,,
WD, 	2 , 	7 , 	5 , 	2 , 	15 , 	4 , 	4 , 	6 , 	6 , 	36 , 	39 , 	149 , 	30 , 	52 , 	17 , 	9 , 	12 , 	13 , 	1 , 	2 , 	2 , 	0 , 	1 , 	2 , 	11 , 	176 , 	74 , 	138 , 	87 , 	16 , 	19 , 	5 , 	6 , 	9 , 	2 , 	42 , 	19 , 	1 , 	1 , 	1 , 	4 , 	51 , 	3 , 	7 , 	41 , 	10 , 	-   , 	-   , 	1 , 	1 ," 	1,135 ",,,,,,,,,,,
OA, 	5 , 	12 , 	15 , 	20 , 	54 , 	10 , 	11 , 	8 , 	18 , 	6 , 	8 , 	104 , 	2 , 	3 , 	4 , 	2 , 	3 , 	13 , 	13 , 	19 , 	17 , 	7 , 	8 , 	9 , 	6 , 	73 , 	53 , 	103 , 	47 , 	18 , 	17 , 	9 , 	3 , 	8 , 	2 , 	4 , 	32 , 	4 , 	8 , 	1 , 	2 , 	24 , 	5 , 	10 , 	7 , 	10 , 	-   , 	-   , 	1 , 	8 , 	820 ,,,,,,,,,,,
WS, 	7 , 	29 , 	17 , 	21 , 	101 , 	24 , 	22 , 	20 , 	22 , 	37 , 	34 , 	188 , 	24 , 	28 , 	34 , 	19 , 	33 , 	51 , 	13 , 	10 , 	10 , 	4 , 	4 , 	10 , 	22 , 	174 , 	75 , 	167 , 	82 , 	23 , 	23 , 	8 , 	10 , 	12 , 	1 , 	6 , 	21 , 	5 , 	9 , 	2 , 	1 , 	14 , 	0 , 	9 , 	20 , 	11 , 	-   , 	-   , 	2 , 	8 ," 	1,465 ",,,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
PC, 	4 , 	3 , 	1 , 	1 , 	3 , 	4 , 	12 , 	6 , 	6 , 	3 , 	5 , 	8 , 	2 , 	3 , 	2 , 	1 , 	3 , 	1 , 	39 , 	15 , 	17 , 	8 , 	5 , 	5 , 	3 , 	16 , 	13 , 	40 , 	12 , 	12 , 	8 , 	5 , 	4 , 	5 , 	3 , 	1 , 	1 , 	7 , 	7 , 	1 , 	4 , 	11 , 	1 , 	1 , 	4 , 	2 , 	-   , 	-   , 	2 , 	13 , 	325 ,,,,,,,,,,,
