Exit stations,Entry stations->,,WEEKDAY,,,Oct 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	16 , 	115 , 	94 , 	80 , 	438 , 	105 , 	143 , 	174 , 	202 , 	45 , 	84 , 	65 , 	31 , 	25 , 	40 , 	17 , 	15 , 	25 , 	15 , 	18 , 	24 , 	6 , 	8 , 	24 , 	26 , 	419 , 	443 , 	443 , 	375 , 	176 , 	188 , 	45 , 	77 , 	117 , 	17 , 	5 , 	14 , 	5 , 	18 , 	12 , 	20 , 	55 , 	26 , 	5 , 	14 , 	14 , 	-   , 	-   , 	9 , 	12 ," 	4,344 ",,,,,,,,,,,,,
EN, 	122 , 	21 , 	88 , 	95 , 	896 , 	143 , 	260 , 	463 , 	590 , 	115 , 	110 , 	128 , 	60 , 	44 , 	87 , 	22 , 	36 , 	47 , 	29 , 	18 , 	32 , 	9 , 	14 , 	30 , 	41 , 	962 ," 	1,040 ", 	902 , 	774 , 	284 , 	215 , 	92 , 	133 , 	199 , 	27 , 	8 , 	27 , 	7 , 	14 , 	35 , 	39 , 	123 , 	65 , 	17 , 	39 , 	43 , 	-   , 	-   , 	6 , 	9 ," 	8,557 ",,,,,,,,,,,,,
EP, 	93 , 	78 , 	12 , 	53 , 	719 , 	78 , 	139 , 	309 , 	347 , 	87 , 	48 , 	44 , 	34 , 	20 , 	29 , 	10 , 	17 , 	31 , 	21 , 	18 , 	26 , 	10 , 	6 , 	31 , 	14 , 	618 , 	684 , 	430 , 	453 , 	135 , 	73 , 	31 , 	44 , 	71 , 	7 , 	4 , 	11 , 	4 , 	12 , 	9 , 	11 , 	72 , 	31 , 	7 , 	35 , 	21 , 	-   , 	-   , 	5 , 	4 ," 	5,042 ",,,,,,,,,,,,,
NB, 	79 , 	83 , 	50 , 	17 , 	212 , 	61 , 	86 , 	274 , 	254 , 	64 , 	66 , 	40 , 	30 , 	19 , 	30 , 	9 , 	21 , 	25 , 	22 , 	23 , 	22 , 	8 , 	10 , 	18 , 	12 , 	661 , 	741 , 	388 , 	483 , 	166 , 	105 , 	29 , 	43 , 	45 , 	7 , 	7 , 	16 , 	5 , 	10 , 	6 , 	9 , 	96 , 	42 , 	7 , 	42 , 	24 , 	-   , 	-   , 	5 , 	6 ," 	4,475 ",,,,,,,,,,,,,
BK, 	480 , 	954 , 	738 , 	226 , 	39 , 	352 , 	366 , 	589 , 	543 , 	281 , 	310 , 	194 , 	196 , 	148 , 	164 , 	99 , 	165 , 	174 , 	109 , 	162 , 	125 , 	74 , 	49 , 	45 , 	80 , 	993 , 	992 , 	693 , 	744 , 	328 , 	255 , 	140 , 	130 , 	138 , 	37 , 	58 , 	116 , 	39 , 	72 , 	36 , 	42 , 	156 , 	150 , 	50 , 	73 , 	127 , 	-   , 	-   , 	29 , 	54 ," 	12,110 ",,,,,,,,,,,,,
AS, 	111 , 	132 , 	83 , 	62 , 	307 , 	20 , 	81 , 	262 , 	268 , 	67 , 	100 , 	68 , 	50 , 	32 , 	36 , 	17 , 	36 , 	33 , 	24 , 	26 , 	25 , 	11 , 	7 , 	12 , 	24 , 	744 , 	815 , 	449 , 	525 , 	236 , 	121 , 	32 , 	48 , 	54 , 	11 , 	9 , 	21 , 	8 , 	16 , 	8 , 	12 , 	60 , 	37 , 	14 , 	28 , 	30 , 	-   , 	-   , 	5 , 	11 ," 	5,185 ",,,,,,,,,,,,,
MA, 	155 , 	258 , 	116 , 	82 , 	347 , 	82 , 	39 , 	204 , 	233 , 	66 , 	176 , 	139 , 	121 , 	101 , 	97 , 	60 , 	72 , 	96 , 	162 , 	192 , 	144 , 	56 , 	46 , 	56 , 	51 ," 	1,146 "," 	1,225 ", 	836 , 	848 , 	393 , 	230 , 	83 , 	100 , 	99 , 	23 , 	25 , 	77 , 	53 , 	139 , 	32 , 	37 , 	122 , 	66 , 	28 , 	33 , 	60 , 	-   , 	-   , 	52 , 	138 ," 	8,996 ",,,,,,,,,,,,,
19, 	197 , 	475 , 	313 , 	282 , 	519 , 	262 , 	193 , 	42 , 	51 , 	48 , 	192 , 	161 , 	242 , 	233 , 	220 , 	154 , 	220 , 	294 , 	318 , 	426 , 	333 , 	180 , 	128 , 	162 , 	67 ," 	1,465 "," 	1,615 ", 	946 ," 	1,045 ", 	463 , 	335 , 	175 , 	155 , 	151 , 	73 , 	75 , 	241 , 	144 , 	181 , 	72 , 	72 , 	97 , 	142 , 	122 , 	41 , 	179 , 	-   , 	-   , 	62 , 	138 ," 	13,699 ",,,,,,,,,,,,,
12, 	229 , 	600 , 	344 , 	265 , 	454 , 	260 , 	223 , 	48 , 	43 , 	37 , 	210 , 	268 , 	377 , 	349 , 	313 , 	184 , 	256 , 	295 , 	331 , 	463 , 	314 , 	141 , 	127 , 	162 , 	96 ," 	1,370 "," 	1,365 ", 	936 , 	965 , 	364 , 	328 , 	205 , 	209 , 	239 , 	133 , 	126 , 	271 , 	147 , 	238 , 	90 , 	95 , 	148 , 	165 , 	135 , 	53 , 	177 , 	-   , 	-   , 	64 , 	188 ," 	14,399 ",,,,,,,,,,,,,
LM, 	43 , 	103 , 	82 , 	65 , 	270 , 	73 , 	70 , 	47 , 	49 , 	19 , 	166 , 	244 , 	352 , 	272 , 	175 , 	85 , 	136 , 	122 , 	41 , 	29 , 	28 , 	8 , 	10 , 	29 , 	40 , 	984 ," 	1,085 ", 	742 , 	676 , 	284 , 	156 , 	69 , 	106 , 	140 , 	8 , 	125 , 	209 , 	9 , 	29 , 	16 , 	17 , 	40 , 	17 , 	94 , 	26 , 	108 , 	-   , 	-   , 	11 , 	25 ," 	7,528 ",,,,,,,,,,,,,
FV, 	81 , 	110 , 	48 , 	68 , 	311 , 	100 , 	182 , 	195 , 	232 , 	167 , 	28 , 	231 , 	231 , 	209 , 	225 , 	101 , 	85 , 	108 , 	53 , 	28 , 	33 , 	16 , 	24 , 	49 , 	103 , 	995 ," 	1,061 ", 	929 , 	863 , 	353 , 	228 , 	74 , 	120 , 	174 , 	10 , 	59 , 	128 , 	10 , 	29 , 	14 , 	28 , 	78 , 	34 , 	62 , 	16 , 	85 , 	-   , 	-   , 	13 , 	24 ," 	8,403 ",,,,,,,,,,,,,
