Exit stations,Entry stations->,,TOTAL,,,Oct 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	465 ," 	2,966 "," 	2,531 "," 	2,053 "," 	11,319 "," 	2,756 "," 	3,615 "," 	4,250 "," 	4,918 "," 	1,191 "," 	2,313 "," 	1,824 ", 	837 , 	659 ," 	1,039 ", 	440 , 	393 , 	663 , 	424 , 	425 , 	618 , 	153 , 	218 , 	639 , 	697 ," 	10,585 "," 	10,831 "," 	11,849 "," 	9,334 "," 	4,529 "," 	4,901 "," 	1,152 "," 	2,007 "," 	2,872 ", 	437 , 	129 , 	385 , 	129 , 	476 , 	336 , 	537 ," 	1,560 ", 	661 , 	134 , 	392 , 	394 , 	-   , 	-   , 	238 , 	344 ," 	111,618 ",,,,,,,,,,,,,
EN," 	3,134 ", 	623 ," 	2,372 "," 	2,448 "," 	23,358 "," 	3,806 "," 	6,567 "," 	11,104 "," 	14,090 "," 	2,919 "," 	3,007 "," 	3,810 "," 	1,526 "," 	1,197 "," 	2,197 ", 	625 , 	940 ," 	1,260 ", 	780 , 	495 , 	836 , 	233 , 	358 , 	820 ," 	1,146 "," 	24,083 "," 	25,177 "," 	24,111 "," 	18,927 "," 	7,209 "," 	5,557 "," 	2,307 "," 	3,364 "," 	4,916 ", 	731 , 	211 , 	697 , 	176 , 	395 , 	904 ," 	1,014 "," 	3,567 "," 	1,632 ", 	436 ," 	1,134 "," 	1,205 ", 	-   , 	-   , 	161 , 	268 ," 	217,833 ",,,,,,,,,,,,,
EP," 	2,515 "," 	2,123 ", 	353 ," 	1,516 "," 	19,341 "," 	2,150 "," 	3,576 "," 	7,594 "," 	8,469 "," 	2,207 "," 	1,379 "," 	1,372 ", 	892 , 	533 , 	735 , 	273 , 	441 , 	820 , 	553 , 	481 , 	708 , 	283 , 	180 , 	844 , 	422 ," 	15,591 "," 	16,553 "," 	11,773 "," 	11,337 "," 	3,557 "," 	2,061 ", 	827 ," 	1,094 "," 	1,763 ", 	200 , 	108 , 	331 , 	100 , 	293 , 	214 , 	283 ," 	2,201 ", 	794 , 	177 ," 	1,071 ", 	639 , 	-   , 	-   , 	122 , 	121 ," 	130,970 ",,,,,,,,,,,,,
NB," 	2,063 "," 	2,202 "," 	1,485 ", 	511 ," 	5,829 "," 	1,604 "," 	2,257 "," 	6,708 "," 	6,224 "," 	1,646 "," 	1,776 "," 	1,191 ", 	817 , 	524 , 	767 , 	253 , 	566 , 	670 , 	569 , 	583 , 	640 , 	237 , 	251 , 	486 , 	399 ," 	16,786 "," 	18,038 "," 	10,682 "," 	12,477 "," 	4,592 "," 	2,963 ", 	835 ," 	1,100 "," 	1,179 ", 	200 , 	192 , 	445 , 	118 , 	240 , 	160 , 	248 ," 	2,922 "," 	1,061 ", 	168 ," 	1,239 ", 	685 , 	-   , 	-   , 	118 , 	173 ," 	116,879 ",,,,,,,,,,,,,
BK," 	12,488 "," 	24,751 "," 	19,754 "," 	6,280 "," 	1,323 "," 	9,398 "," 	9,753 "," 	15,119 "," 	14,055 "," 	7,334 "," 	8,421 "," 	5,228 "," 	5,095 "," 	4,052 "," 	4,249 "," 	2,597 "," 	4,448 "," 	5,054 "," 	2,883 "," 	4,248 "," 	3,574 "," 	2,223 "," 	1,512 "," 	1,272 "," 	2,378 "," 	27,290 "," 	25,782 "," 	21,401 "," 	20,854 "," 	9,452 "," 	7,372 "," 	4,013 "," 	3,488 "," 	4,055 ", 	999 ," 	1,571 "," 	3,312 "," 	1,006 "," 	1,831 "," 	1,015 "," 	1,153 "," 	4,806 "," 	4,336 "," 	1,404 "," 	2,256 "," 	4,474 ", 	-   , 	-   , 	687 ," 	1,387 "," 	331,433 ",,,,,,,,,,,,,
AS," 	2,928 "," 	3,563 "," 	2,250 "," 	1,652 "," 	8,245 ", 	583 ," 	2,201 "," 	6,641 "," 	6,721 "," 	1,787 "," 	2,727 "," 	1,911 "," 	1,271 ", 	881 , 	955 , 	450 , 	924 , 	862 , 	636 , 	670 , 	681 , 	298 , 	184 , 	339 , 	806 ," 	18,454 "," 	19,602 "," 	11,983 "," 	13,432 "," 	6,342 "," 	3,471 ", 	946 ," 	1,195 "," 	1,377 ", 	285 , 	225 , 	536 , 	208 , 	396 , 	217 , 	287 ," 	1,829 ", 	963 , 	352 , 	854 , 	872 , 	-   , 	-   , 	147 , 	270 ," 	134,409 ",,,,,,,,,,,,,
MA," 	3,992 "," 	6,562 "," 	3,036 "," 	2,177 "," 	9,198 "," 	2,295 "," 	1,091 "," 	5,071 "," 	5,833 "," 	1,750 "," 	4,675 "," 	3,852 "," 	3,059 "," 	2,607 "," 	2,429 "," 	1,498 "," 	1,782 "," 	2,379 "," 	3,938 "," 	4,613 "," 	3,616 "," 	1,427 "," 	1,178 "," 	1,516 "," 	1,533 "," 	28,689 "," 	29,680 "," 	22,345 "," 	21,756 "," 	10,541 "," 	6,293 "," 	2,176 "," 	2,511 "," 	2,475 ", 	552 , 	611 ," 	1,865 "," 	1,300 "," 	3,400 ", 	794 , 	925 ," 	3,678 "," 	1,701 ", 	672 , 	963 ," 	1,545 ", 	-   , 	-   ," 	1,260 "," 	3,349 "," 	230,188 ",,,,,,,,,,,,,
19," 	4,816 "," 	11,357 "," 	7,681 "," 	6,893 "," 	13,510 "," 	6,655 "," 	4,788 "," 	1,109 "," 	1,242 "," 	1,217 "," 	4,925 "," 	4,209 "," 	5,912 "," 	5,694 "," 	5,308 "," 	3,644 "," 	5,225 "," 	6,956 "," 	7,561 "," 	10,041 "," 	7,987 "," 	4,354 "," 	3,113 "," 	4,107 "," 	1,979 "," 	35,720 "," 	38,729 "," 	24,794 "," 	26,249 "," 	12,294 "," 	8,967 "," 	4,395 "," 	3,841 "," 	3,735 "," 	1,729 "," 	1,760 "," 	5,708 "," 	3,367 "," 	4,279 "," 	1,699 "," 	1,745 "," 	2,969 "," 	3,474 "," 	2,867 "," 	1,130 "," 	4,353 ", 	-   , 	-   ," 	1,469 "," 	3,323 "," 	338,879 ",,,,,,,,,,,,,
12," 	5,540 "," 	14,327 "," 	8,383 "," 	6,499 "," 	11,800 "," 	6,541 "," 	5,604 "," 	1,174 "," 	1,155 ", 	936 ," 	5,318 "," 	6,924 "," 	9,051 "," 	8,469 "," 	7,483 "," 	4,437 "," 	6,123 "," 	7,001 "," 	7,858 "," 	10,889 "," 	7,516 "," 	3,440 "," 	3,054 "," 	4,050 "," 	2,626 "," 	33,605 "," 	32,967 "," 	25,084 "," 	24,185 "," 	9,446 "," 	8,454 "," 	5,045 "," 	5,174 "," 	5,923 "," 	3,162 "," 	2,959 "," 	6,338 "," 	3,396 "," 	5,617 "," 	2,186 "," 	2,329 "," 	4,374 "," 	4,125 "," 	3,141 "," 	1,468 "," 	4,366 ", 	-   , 	-   ," 	1,489 "," 	4,449 "," 	355,480 ",,,,,,,,,,,,,
LM," 	1,137 "," 	2,631 "," 	2,107 "," 	1,646 "," 	6,998 "," 	1,902 "," 	1,847 "," 	1,163 "," 	1,209 ", 	520 ," 	4,489 "," 	6,671 "," 	9,024 "," 	7,140 "," 	4,361 "," 	2,168 "," 	3,416 "," 	3,159 "," 	1,019 ", 	721 , 	712 , 	213 , 	269 , 	780 ," 	1,186 "," 	24,810 "," 	26,580 "," 	20,251 "," 	17,314 "," 	7,798 "," 	4,422 "," 	1,841 "," 	2,726 "," 	3,479 ", 	215 ," 	3,312 "," 	5,399 ", 	215 , 	714 , 	384 , 	443 ," 	1,181 ", 	434 ," 	2,435 ", 	808 ," 	2,788 ", 	-   , 	-   , 	250 , 	609 ," 	194,896 ",,,,,,,,,,,,,
