Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Oct 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
RM, 	7 , 	130 , 	99 , 	69 , 	359 , 	107 , 	95 , 	53 , 	98 , 	40 , 	124 , 	99 , 	26 , 	30 , 	30 , 	11 , 	10 , 	29 , 	24 , 	6 , 	15 , 	8 , 	7 , 	21 , 	31 , 	88 , 	100 , 	268 , 	115 , 	112 , 	180 , 	24 , 	48 , 	30 , 	30 , 	3 , 	14 , 	6 , 	21 ," 	2,567 ",,,Eastbay," 	40,370 ",,SF CBD," 	80,935 ",58.2%,,
EN, 	122 , 	23 , 	76 , 	97 , 	542 , 	122 , 	110 , 	99 , 	176 , 	51 , 	87 , 	186 , 	32 , 	32 , 	24 , 	20 , 	22 , 	39 , 	23 , 	11 , 	15 , 	8 , 	9 , 	12 , 	24 , 	154 , 	155 , 	436 , 	162 , 	65 , 	104 , 	35 , 	52 , 	47 , 	33 , 	4 , 	12 , 	5 , 	20 ," 	3,239 ",,,Westbay," 	38,487 ",,non-CBD," 	58,129 ",41.8%,,
EP, 	100 , 	58 , 	8 , 	24 , 	399 , 	55 , 	38 , 	31 , 	82 , 	34 , 	39 , 	106 , 	14 , 	10 , 	12 , 	3 , 	10 , 	21 , 	8 , 	8 , 	12 , 	5 , 	5 , 	15 , 	3 , 	110 , 	113 , 	249 , 	108 , 	33 , 	27 , 	17 , 	13 , 	17 , 	13 , 	3 , 	7 , 	3 , 	7 ," 	1,815 ",,,Transbay," 	60,208 ",,,,,,
NB, 	69 , 	64 , 	25 , 	6 , 	142 , 	41 , 	37 , 	42 , 	80 , 	30 , 	51 , 	141 , 	13 , 	12 , 	15 , 	4 , 	10 , 	20 , 	9 , 	7 , 	18 , 	5 , 	8 , 	11 , 	9 , 	127 , 	138 , 	303 , 	201 , 	79 , 	52 , 	12 , 	10 , 	14 , 	10 , 	5 , 	8 , 	2 , 	9 ," 	1,835 ",,,,,,,,,,
BK, 	305 , 	545 , 	414 , 	150 , 	19 , 	313 , 	217 , 	218 , 	338 , 	127 , 	242 , 	247 , 	91 , 	90 , 	77 , 	57 , 	87 , 	178 , 	49 , 	72 , 	101 , 	45 , 	53 , 	40 , 	46 , 	512 , 	399 ," 	1,122 ", 	592 , 	194 , 	156 , 	87 , 	49 , 	106 , 	62 , 	26 , 	98 , 	15 , 	39 ," 	7,572 ",,,Extensions," 	15,052 ",,,,,,
AS, 	93 , 	104 , 	52 , 	47 , 	267 , 	4 , 	72 , 	79 , 	121 , 	56 , 	83 , 	137 , 	30 , 	27 , 	23 , 	11 , 	15 , 	24 , 	16 , 	9 , 	13 , 	4 , 	6 , 	12 , 	30 , 	121 , 	130 , 	296 , 	207 , 	104 , 	75 , 	13 , 	18 , 	16 , 	12 , 	7 , 	8 , 	3 , 	9 ," 	2,351 ",,,,,,,,,,
MA, 	70 , 	101 , 	42 , 	33 , 	199 , 	76 , 	8 , 	40 , 	84 , 	29 , 	77 , 	194 , 	37 , 	50 , 	32 , 	16 , 	19 , 	37 , 	51 , 	22 , 	32 , 	13 , 	8 , 	23 , 	43 , 	186 , 	193 , 	465 , 	275 , 	127 , 	85 , 	24 , 	30 , 	19 , 	17 , 	5 , 	17 , 	6 , 	39 ," 	2,818 ",,,,,,,,,,
19, 	50 , 	84 , 	27 , 	39 , 	176 , 	79 , 	39 , 	7 , 	23 , 	15 , 	59 , 	99 , 	39 , 	44 , 	37 , 	18 , 	27 , 	38 , 	32 , 	20 , 	25 , 	23 , 	12 , 	34 , 	18 , 	110 , 	111 , 	271 , 	163 , 	64 , 	52 , 	23 , 	21 , 	25 , 	20 , 	4 , 	19 , 	6 , 	31 ," 	1,981 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,Exits
12, 	87 , 	169 , 	95 , 	102 , 	310 , 	118 , 	75 , 	24 , 	13 , 	27 , 	146 , 	204 , 	106 , 	97 , 	82 , 	40 , 	52 , 	91 , 	66 , 	43 , 	55 , 	29 , 	27 , 	64 , 	49 , 	184 , 	221 , 	560 , 	233 , 	84 , 	79 , 	35 , 	52 , 	58 , 	49 , 	9 , 	25 , 	11 , 	47 ," 	3,813 ",,,Dtwn SF," 	2,642 "," 	5,484 "," 	15,825 "," 	6,604 "," 	5,007 "," 	7,351 "," 	42,912 "
LM, 	34 , 	46 , 	29 , 	35 , 	119 , 	49 , 	36 , 	17 , 	31 , 	9 , 	122 , 	191 , 	116 , 	105 , 	47 , 	24 , 	50 , 	73 , 	13 , 	5 , 	17 , 	6 , 	3 , 	19 , 	23 , 	142 , 	155 , 	405 , 	168 , 	67 , 	67 , 	17 , 	36 , 	23 , 	14 , 	33 , 	46 , 	3 , 	8 ," 	2,398 ",,,OAK," 	4,918 ", 	735 ," 	1,278 "," 	2,326 ", 	829 ," 	2,763 "," 	12,848 "
FV, 	100 , 	103 , 	46 , 	60 , 	224 , 	91 , 	86 , 	71 , 	149 , 	98 , 	25 , 	332 , 	166 , 	221 , 	181 , 	65 , 	63 , 	88 , 	39 , 	19 , 	32 , 	18 , 	27 , 	30 , 	86 , 	247 , 	239 , 	578 , 	241 , 	138 , 	195 , 	29 , 	67 , 	46 , 	25 , 	44 , 	101 , 	5 , 	30 ," 	4,403 ",,,CM line," 	14,638 "," 	1,408 "," 	5,382 "," 	1,861 "," 	1,080 "," 	1,921 "," 	26,291 "
CL, 	425 , 	125 , 	90 , 	86 , 	193 , 	82 , 	138 , 	73 , 	209 , 	113 , 	781 , 	4 , 	211 , 	157 , 	140 , 	69 , 	116 , 	116 , 	52 , 	76 , 	68 , 	53 , 	52 , 	97 , 	40 , 	812 , 	102 , 	301 , 	161 , 	89 , 	95 , 	51 , 	24 , 	65 , 	20 , 	104 , 	166 , 	24 , 	49 ," 	5,628 ",,,RM line," 	6,205 "," 	2,463 "," 	1,946 "," 	5,056 ", 	821 ," 	2,889 "," 	19,378 "
SL, 	23 , 	38 , 	12 , 	13 , 	88 , 	32 , 	38 , 	40 , 	113 , 	116 , 	148 , 	266 , 	10 , 	111 , 	91 , 	39 , 	35 , 	57 , 	12 , 	8 , 	10 , 	6 , 	3 , 	11 , 	18 , 	102 , 	117 , 	297 , 	103 , 	29 , 	52 , 	14 , 	31 , 	24 , 	16 , 	29 , 	41 , 	3 , 	15 ," 	2,207 ",,,WP line," 	5,052 ", 	879 ," 	1,091 ", 	937 ," 	3,078 "," 	1,300 "," 	12,337 "
BF, 	37 , 	29 , 	10 , 	11 , 	93 , 	23 , 	56 , 	50 , 	113 , 	96 , 	229 , 	274 , 	101 , 	9 , 	125 , 	90 , 	88 , 	119 , 	15 , 	8 , 	10 , 	4 , 	2 , 	10 , 	30 , 	103 , 	110 , 	256 , 	91 , 	27 , 	41 , 	15 , 	24 , 	25 , 	13 , 	42 , 	111 , 	2 , 	14 ," 	2,503 ",,,FT/ED line," 	7,211 "," 	2,638 "," 	1,792 "," 	3,111 "," 	1,100 "," 	9,448 "," 	25,299 "
HY, 	50 , 	45 , 	13 , 	14 , 	84 , 	21 , 	43 , 	39 , 	65 , 	30 , 	176 , 	121 , 	106 , 	131 , 	6 , 	104 , 	104 , 	172 , 	11 , 	12 , 	7 , 	5 , 	5 , 	4 , 	11 , 	81 , 	54 , 	170 , 	71 , 	28 , 	37 , 	8 , 	17 , 	13 , 	6 , 	19 , 	53 , 	3 , 	16 ," 	1,958 ",,,Entries," 	40,665 "," 	13,607 "," 	27,313 "," 	19,894 "," 	11,914 "," 	25,672 "," 	139,065 "
SH, 	11 , 	20 , 	4 , 	4 , 	54 , 	10 , 	19 , 	22 , 	47 , 	29 , 	67 , 	109 , 	45 , 	85 , 	95 , 	6 , 	55 , 	90 , 	8 , 	4 , 	3 , 	1 , 	3 , 	4 , 	8 , 	45 , 	38 , 	126 , 	33 , 	15 , 	26 , 	11 , 	17 , 	14 , 	9 , 	9 , 	23 , 	1 , 	10 ," 	1,176 ",,,,,,,,,,
UC, 	13 , 	28 , 	7 , 	8 , 	94 , 	15 , 	18 , 	22 , 	69 , 	45 , 	74 , 	148 , 	40 , 	97 , 	115 , 	71 , 	9 , 	120 , 	14 , 	6 , 	8 , 	2 , 	2 , 	7 , 	8 , 	87 , 	79 , 	226 , 	60 , 	18 , 	22 , 	9 , 	14 , 	19 , 	9 , 	10 , 	23 , 	1 , 	9 ," 	1,622 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,
FM, 	18 , 	49 , 	22 , 	22 , 	243 , 	26 , 	46 , 	39 , 	97 , 	61 , 	85 , 	172 , 	61 , 	124 , 	164 , 	91 , 	111 , 	19 , 	22 , 	19 , 	16 , 	3 , 	5 , 	14 , 	9 , 	181 , 	147 , 	406 , 	112 , 	31 , 	26 , 	16 , 	21 , 	35 , 	15 , 	13 , 	37 , 	5 , 	25 ," 	2,604 ",,,Dtwn SF," 	2,642 ",,,,,,
CN, 	47 , 	17 , 	7 , 	5 , 	92 , 	11 , 	33 , 	21 , 	87 , 	7 , 	87 , 	59 , 	11 , 	11 , 	36 , 	4 , 	15 , 	14 , 	17 , 	273 , 	154 , 	30 , 	19 , 	47 , 	5 , 	301 , 	98 , 	202 , 	74 , 	79 , 	61 , 	19 , 	26 , 	28 , 	25 , 	1 , 	6 , 	24 , 	99 ," 	2,152 ",,,OAK," 	10,402 ", 	735 ,,,,,
PH, 	5 , 	14 , 	7 , 	9 , 	74 , 	9 , 	26 , 	26 , 	47 , 	7 , 	16 , 	101 , 	7 , 	5 , 	7 , 	5 , 	8 , 	12 , 	80 , 	8 , 	80 , 	26 , 	18 , 	42 , 	3 , 	194 , 	128 , 	312 , 	109 , 	19 , 	25 , 	16 , 	14 , 	24 , 	24 , 	1 , 	3 , 	13 , 	51 ," 	1,569 ",,,CM line," 	30,463 "," 	2,686 "," 	5,382 ",,,,
WC, 	15 , 	16 , 	16 , 	14 , 	105 , 	12 , 	37 , 	30 , 	59 , 	13 , 	25 , 	109 , 	14 , 	6 , 	9 , 	5 , 	3 , 	11 , 	431 , 	102 , 	12 , 	46 , 	25 , 	70 , 	4 , 	188 , 	152 , 	348 , 	125 , 	29 , 	32 , 	22 , 	14 , 	23 , 	24 , 	5 , 	6 , 	36 , 	102 ," 	2,289 ",,,RM line," 	12,808 "," 	4,788 "," 	3,807 "," 	5,056 ",,,
