Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Oct 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,
FV, 	88 , 	63 , 	41 , 	62 , 	128 , 	99 , 	67 , 	56 , 	108 , 	73 , 	18 , 	376 , 	127 , 	190 , 	127 , 	49 , 	55 , 	66 , 	31 , 	11 , 	17 , 	7 , 	15 , 	29 , 	66 , 	129 , 	136 , 	364 , 	181 , 	106 , 	146 , 	24 , 	48 , 	37 , 	18 , 	31 , 	76 , 	6 , 	26 ," 	3,299 ",,,CM line," 	9,948 ", 	959 ," 	3,726 "," 	1,073 ", 	830 ," 	1,654 "," 	18,191 "
CL, 	463 , 	120 , 	115 , 	75 , 	148 , 	83 , 	140 , 	72 , 	214 , 	136 , 	818 , 	7 , 	314 , 	256 , 	178 , 	104 , 	173 , 	156 , 	81 , 	116 , 	104 , 	105 , 	74 , 	86 , 	51 , 	734 , 	123 , 	353 , 	193 , 	91 , 	85 , 	65 , 	29 , 	102 , 	28 , 	176 , 	244 , 	42 , 	90 ," 	6,540 ",,,RM line," 	3,383 "," 	1,554 "," 	1,234 "," 	2,845 ", 	451 ," 	2,304 "," 	11,771 "
SL, 	14 , 	21 , 	6 , 	10 , 	39 , 	21 , 	26 , 	26 , 	71 , 	72 , 	107 , 	357 , 	7 , 	70 , 	66 , 	31 , 	27 , 	40 , 	7 , 	5 , 	9 , 	1 , 	2 , 	6 , 	15 , 	70 , 	54 , 	173 , 	67 , 	26 , 	38 , 	12 , 	21 , 	17 , 	13 , 	27 , 	40 , 	1 , 	13 ," 	1,627 ",,,WP line," 	3,214 ", 	577 , 	835 , 	520 ," 	1,926 "," 	1,461 "," 	8,533 "
BF, 	20 , 	18 , 	4 , 	6 , 	34 , 	19 , 	28 , 	27 , 	63 , 	57 , 	170 , 	367 , 	70 , 	6 , 	77 , 	60 , 	59 , 	69 , 	16 , 	5 , 	6 , 	2 , 	1 , 	8 , 	17 , 	56 , 	49 , 	143 , 	68 , 	22 , 	21 , 	11 , 	11 , 	12 , 	6 , 	30 , 	67 , 	2 , 	10 ," 	1,712 ",,,FT/ED line," 	4,898 "," 	1,918 "," 	1,431 "," 	2,272 "," 	1,131 "," 	8,711 "," 	20,361 "
HY, 	29 , 	20 , 	5 , 	10 , 	37 , 	19 , 	25 , 	29 , 	42 , 	20 , 	109 , 	213 , 	63 , 	81 , 	10 , 	63 , 	61 , 	109 , 	12 , 	5 , 	3 , 	2 , 	1 , 	2 , 	6 , 	54 , 	37 , 	94 , 	38 , 	20 , 	25 , 	4 , 	11 , 	7 , 	5 , 	11 , 	31 , 	-   , 	11 ," 	1,320 ",,,Entries," 	26,204 "," 	8,950 "," 	18,209 "," 	11,676 "," 	7,924 "," 	21,122 "," 	94,087 "
SH, 	9 , 	11 , 	4 , 	1 , 	22 , 	10 , 	12 , 	8 , 	18 , 	15 , 	46 , 	125 , 	22 , 	59 , 	58 , 	4 , 	38 , 	60 , 	6 , 	3 , 	1 , 	1 , 	1 , 	2 , 	5 , 	25 , 	24 , 	64 , 	23 , 	11 , 	16 , 	3 , 	6 , 	8 , 	5 , 	8 , 	21 , 	2 , 	12 , 	767 ,,,,,,,,,,
UC, 	9 , 	12 , 	9 , 	6 , 	35 , 	6 , 	13 , 	10 , 	34 , 	37 , 	50 , 	211 , 	27 , 	63 , 	74 , 	38 , 	7 , 	77 , 	7 , 	5 , 	3 , 	1 , 	2 , 	3 , 	4 , 	55 , 	34 , 	109 , 	39 , 	12 , 	11 , 	7 , 	13 , 	13 , 	7 , 	4 , 	16 , 	1 , 	8 ," 	1,066 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,
FM, 	17 , 	43 , 	24 , 	25 , 	100 , 	20 , 	23 , 	19 , 	59 , 	47 , 	65 , 	215 , 	48 , 	77 , 	106 , 	56 , 	67 , 	14 , 	16 , 	9 , 	7 , 	6 , 	5 , 	7 , 	5 , 	103 , 	84 , 	209 , 	77 , 	23 , 	15 , 	11 , 	19 , 	29 , 	15 , 	7 , 	30 , 	3 , 	23 ," 	1,730 ",,,Dtwn SF," 	1,660 ",,,,,,
CN, 	35 , 	7 , 	8 , 	4 , 	43 , 	5 , 	19 , 	16 , 	52 , 	5 , 	74 , 	109 , 	9 , 	11 , 	19 , 	6 , 	7 , 	14 , 	11 , 	150 , 	108 , 	20 , 	12 , 	29 , 	4 , 	165 , 	48 , 	112 , 	62 , 	51 , 	32 , 	14 , 	17 , 	26 , 	28 , 	2 , 	4 , 	9 , 	62 ," 	1,406 ",,,OAK," 	6,572 ", 	471 ,,,,,
PH, 	5 , 	11 , 	7 , 	5 , 	32 , 	6 , 	13 , 	16 , 	26 , 	5 , 	16 , 	155 , 	5 , 	4 , 	3 , 	3 , 	3 , 	14 , 	51 , 	6 , 	57 , 	16 , 	11 , 	33 , 	4 , 	131 , 	90 , 	179 , 	74 , 	11 , 	19 , 	12 , 	12 , 	21 , 	24 , 	3 , 	3 , 	7 , 	32 ," 	1,119 ",,,CM line," 	20,007 "," 	1,883 "," 	3,726 ",,,,
WC, 	10 , 	10 , 	7 , 	5 , 	46 , 	5 , 	17 , 	18 , 	43 , 	6 , 	15 , 	146 , 	8 , 	4 , 	5 , 	1 , 	4 , 	12 , 	289 , 	55 , 	11 , 	30 , 	16 , 	50 , 	2 , 	129 , 	93 , 	196 , 	101 , 	14 , 	26 , 	16 , 	13 , 	20 , 	21 , 	2 , 	2 , 	19 , 	57 ," 	1,521 ",,,RM line," 	6,942 "," 	2,961 "," 	2,307 "," 	2,845 ",,,
LF, 	7 , 	6 , 	3 , 	3 , 	22 , 	5 , 	14 , 	12 , 	24 , 	2 , 	9 , 	120 , 	2 , 	3 , 	2 , 	-   , 	1 , 	5 , 	55 , 	16 , 	29 , 	3 , 	9 , 	24 , 	-   , 	72 , 	46 , 	95 , 	55 , 	8 , 	9 , 	5 , 	5 , 	10 , 	12 , 	1 , 	1 , 	7 , 	11 , 	710 ,,,WP line," 	6,282 "," 	1,096 "," 	1,665 ", 	971 ," 	1,926 ",,
OR, 	4 , 	4 , 	3 , 	7 , 	13 , 	4 , 	5 , 	10 , 	15 , 	-   , 	13 , 	115 , 	1 , 	1 , 	2 , 	2 , 	1 , 	4 , 	27 , 	11 , 	15 , 	7 , 	5 , 	22 , 	2 , 	60 , 	48 , 	103 , 	46 , 	8 , 	9 , 	6 , 	4 , 	4 , 	5 , 	0 , 	1 , 	3 , 	4 , 	590 ,,,FT/ED line," 	9,870 "," 	3,938 "," 	3,086 "," 	4,576 "," 	2,592 "," 	8,711 "," 	94,087 "
RR, 	19 , 	15 , 	16 , 	19 , 	18 , 	6 , 	10 , 	20 , 	57 , 	6 , 	34 , 	138 , 	8 , 	11 , 	4 , 	2 , 	4 , 	4 , 	40 , 	19 , 	30 , 	13 , 	9 , 	10 , 	7 , 	176 , 	157 , 	305 , 	194 , 	37 , 	38 , 	11 , 	9 , 	16 , 	17 , 	1 , 	4 , 	5 , 	17 ," 	1,501 ",,,,,,,,,,
OW, 	22 , 	19 , 	3 , 	9 , 	33 , 	24 , 	31 , 	11 , 	32 , 	9 , 	68 , 	73 , 	11 , 	15 , 	5 , 	6 , 	3 , 	4 , 	6 , 	2 , 	3 , 	0 , 	1 , 	4 , 	3 , 	136 , 	103 , 	272 , 	114 , 	47 , 	52 , 	10 , 	13 , 	7 , 	8 , 	3 , 	8 , 	1 , 	7 ," 	1,174 ",,,,,,,,,,
EM, 	49 , 	118 , 	75 , 	101 , 	272 , 	86 , 	131 , 	109 , 	196 , 	95 , 	149 , 	421 , 	84 , 	70 , 	57 , 	31 , 	66 , 	123 , 	92 , 	130 , 	146 , 	80 , 	64 , 	174 , 	146 , 	111 , 	55 , 	130 , 	76 , 	225 , 	258 , 	123 , 	180 , 	107 , 	62 , 	56 , 	224 , 	32 , 	88 ," 	4,790 ",,,,,,,,,,
MT, 	127 , 	141 , 	83 , 	100 , 	190 , 	70 , 	96 , 	81 , 	183 , 	83 , 	128 , 	191 , 	87 , 	82 , 	29 , 	24 , 	40 , 	87 , 	58 , 	84 , 	92 , 	41 , 	44 , 	108 , 	101 , 	104 , 	89 , 	118 , 	270 , 	201 , 	274 , 	212 , 	608 , 	111 , 	111 , 	39 , 	123 , 	22 , 	71 ," 	4,699 ",,,,,,,,,,
PL, 	132 , 	283 , 	119 , 	185 , 	570 , 	200 , 	325 , 	205 , 	451 , 	253 , 	357 , 	412 , 	183 , 	165 , 	95 , 	75 , 	113 , 	211 , 	129 , 	190 , 	199 , 	102 , 	99 , 	308 , 	343 , 	103 , 	35 , 	136 , 	129 , 	883 ," 	1,273 ", 	682 ," 	1,188 ", 	514 , 	449 , 	101 , 	309 , 	44 , 	152 ," 	11,703 ",,,,,,,,,,
CC, 	61 , 	92 , 	60 , 	103 , 	233 , 	111 , 	155 , 	126 , 	170 , 	109 , 	162 , 	238 , 	65 , 	64 , 	32 , 	23 , 	36 , 	66 , 	59 , 	67 , 	91 , 	47 , 	41 , 	146 , 	113 , 	41 , 	36 , 	144 , 	82 , 	530 , 	753 , 	250 , 	603 , 	235 , 	230 , 	41 , 	115 , 	12 , 	55 ," 	5,597 ",,,,,,,,,,
16, 	47 , 	37 , 	26 , 	46 , 	96 , 	67 , 	86 , 	46 , 	70 , 	51 , 	95 , 	105 , 	23 , 	20 , 	18 , 	12 , 	14 , 	23 , 	25 , 	14 , 	20 , 	8 , 	8 , 	58 , 	46 , 	168 , 	195 , 	865 , 	451 , 	40 , 	190 , 	115 , 	261 , 	131 , 	97 , 	6 , 	28 , 	5 , 	24 ," 	3,635 ",,,,,,,,,,
24, 	75 , 	64 , 	20 , 	36 , 	79 , 	52 , 	68 , 	41 , 	65 , 	50 , 	142 , 	144 , 	33 , 	29 , 	24 , 	15 , 	13 , 	15 , 	36 , 	20 , 	22 , 	10 , 	10 , 	43 , 	48 , 	235 , 	273 ," 	1,197 ", 	692 , 	156 , 	76 , 	124 , 	297 , 	149 , 	131 , 	7 , 	32 , 	9 , 	51 ," 	4,577 ",,,,,,,,,,
GP, 	17 , 	25 , 	11 , 	10 , 	31 , 	15 , 	21 , 	15 , 	25 , 	19 , 	22 , 	91 , 	13 , 	9 , 	6 , 	3 , 	9 , 	10 , 	13 , 	15 , 	13 , 	6 , 	9 , 	21 , 	14 , 	117 , 	156 , 	825 , 	224 , 	112 , 	101 , 	22 , 	40 , 	27 , 	51 , 	7 , 	18 , 	4 , 	21 ," 	2,161 ",,,,,,,,,,
BP, 	27 , 	28 , 	7 , 	7 , 	21 , 	11 , 	25 , 	13 , 	40 , 	21 , 	53 , 	55 , 	16 , 	18 , 	11 , 	6 , 	11 , 	15 , 	20 , 	16 , 	12 , 	4 , 	3 , 	13 , 	19 , 	181 , 	254 ," 	1,867 ", 	486 , 	334 , 	310 , 	42 , 	42 , 	31 , 	67 , 	6 , 	21 , 	9 , 	29 ," 	4,144 ",,,,,,,,,,
DC, 	20 , 	21 , 	9 , 	10 , 	45 , 	12 , 	17 , 	14 , 	35 , 	18 , 	34 , 	163 , 	14 , 	15 , 	9 , 	11 , 	12 , 	23 , 	21 , 	18 , 	19 , 	7 , 	8 , 	15 , 	10 , 	115 , 	104 , 	540 , 	213 , 	127 , 	166 , 	27 , 	39 , 	9 , 	36 , 	11 , 	45 , 	4 , 	25 ," 	2,038 ",,,,,,,,,,
CM, 	18 , 	25 , 	7 , 	9 , 	40 , 	9 , 	13 , 	15 , 	38 , 	10 , 	17 , 	46 , 	9 , 	9 , 	7 , 	7 , 	5 , 	9 , 	28 , 	15 , 	21 , 	8 , 	6 , 	14 , 	10 , 	90 , 	94 , 	412 , 	196 , 	78 , 	129 , 	45 , 	84 , 	34 , 	13 , 	6 , 	13 , 	6 , 	46 ," 	1,637 ",,,,,,,,,,
CV, 	4 , 	1 , 	1 , 	4 , 	12 , 	5 , 	1 , 	3 , 	7 , 	18 , 	17 , 	212 , 	19 , 	29 , 	7 , 	3 , 	4 , 	7 , 	2 , 	1 , 	1 , 	0 , 	1 , 	1 , 	2 , 	50 , 	29 , 	74 , 	41 , 	6 , 	7 , 	5 , 	4 , 	8 , 	7 , 	4 , 	28 , 	0 , 	3 , 	628 ,,,,,,,,,,
ED, 	6 , 	7 , 	6 , 	5 , 	37 , 	7 , 	6 , 	7 , 	17 , 	35 , 	55 , 	350 , 	45 , 	69 , 	26 , 	14 , 	15 , 	31 , 	4 , 	3 , 	3 , 	1 , 	0 , 	3 , 	7 , 	242 , 	119 , 	282 , 	100 , 	19 , 	17 , 	12 , 	16 , 	31 , 	20 , 	35 , 	11 , 	1 , 	6 ," 	1,673 ",,,,,,,,,,
NC, 	1 , 	3 , 	1 , 	1 , 	7 , 	2 , 	4 , 	5 , 	12 , 	2 , 	5 , 	59 , 	1 , 	2 , 	1 , 	1 , 	1 , 	4 , 	20 , 	8 , 	18 , 	5 , 	2 , 	3 , 	2 , 	27 , 	22 , 	43 , 	15 , 	5 , 	6 , 	4 , 	5 , 	6 , 	8 , 	1 , 	1 , 	6 , 	24 , 	338 ,,,,,,,,,,
WP, 	22 , 	23 , 	5 , 	6 , 	20 , 	9 , 	45 , 	22 , 	44 , 	7 , 	28 , 	114 , 	13 , 	10 , 	14 , 	10 , 	13 , 	28 , 	159 , 	33 , 	53 , 	10 , 	3 , 	20 , 	8 , 	92 , 	67 , 	154 , 	62 , 	31 , 	47 , 	22 , 	35 , 	32 , 	46 , 	1 , 	8 , 	24 , 	13 ," 	1,350 ",,,,,,,,,,
Entries," 	1,951 "," 	1,961 "," 	1,158 "," 	1,242 "," 	3,763 "," 	1,600 "," 	1,860 "," 	1,408 "," 	2,928 "," 	1,506 "," 	3,624 "," 	6,974 "," 	1,621 "," 	1,704 "," 	1,285 ", 	773 ," 	1,055 "," 	1,729 "," 	1,487 "," 	1,138 "," 	1,284 ", 	629 , 	523 ," 	1,400 "," 	1,248 "," 	4,768 "," 	3,586 "," 	12,061 "," 	5,789 "," 	3,842 "," 	4,725 "," 	2,069 "," 	3,835 "," 	1,961 "," 	1,778 ", 	686 ," 	1,672 ", 	311 ," 	1,152 "," 	94,087 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
