Exit stations,Entry stations->,,ADJUSTED SATURDAY,,,Jun 08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	7 , 	103 , 	81 , 	50 , 	197 , 	81 , 	78 , 	33 , 	63 , 	16 , 	81 , 	80 , 	22 , 	25 , 	29 , 	14 , 	13 , 	19 , 	20 , 	7 , 	9 , 	6 , 	7 , 	14 , 	24 , 	103 , 	71 , 	251 , 	127 , 	89 , 	95 , 	17 , 	43 , 	21 , 	9 , 	6 , 	13 , 	4 , 	30 , 	7 , 	11 , 	24 , 	11 ," 	2,009 ",,,Eastbay," 	47,920 ",,SF CBD," 	117,262 ",59.5%,,,
EN, 	109 , 	13 , 	84 , 	70 , 	377 , 	146 , 	139 , 	75 , 	156 , 	31 , 	114 , 	295 , 	31 , 	45 , 	37 , 	20 , 	24 , 	49 , 	32 , 	14 , 	23 , 	9 , 	8 , 	23 , 	33 , 	291 , 	207 , 	697 , 	236 , 	105 , 	117 , 	32 , 	69 , 	56 , 	26 , 	7 , 	20 , 	6 , 	35 , 	16 , 	15 , 	46 , 	20 ," 	3,952 ",,,Westbay," 	62,209 ",,non-CBD," 	74,501 ",37.8%,,,
EP, 	87 , 	83 , 	8 , 	49 , 	326 , 	78 , 	58 , 	50 , 	108 , 	22 , 	48 , 	190 , 	15 , 	15 , 	11 , 	8 , 	14 , 	23 , 	11 , 	14 , 	15 , 	6 , 	4 , 	22 , 	13 , 	174 , 	111 , 	355 , 	141 , 	62 , 	47 , 	19 , 	13 , 	15 , 	2 , 	8 , 	11 , 	3 , 	12 , 	2 , 	3 , 	34 , 	15 ," 	2,303 ",,,Transbay," 	86,988 ",,,,,,,
NB, 	60 , 	55 , 	49 , 	9 , 	129 , 	50 , 	71 , 	49 , 	90 , 	25 , 	65 , 	177 , 	18 , 	30 , 	17 , 	11 , 	8 , 	33 , 	9 , 	11 , 	19 , 	11 , 	5 , 	11 , 	9 , 	230 , 	181 , 	366 , 	260 , 	123 , 	100 , 	26 , 	21 , 	15 , 	4 , 	7 , 	16 , 	2 , 	17 , 	5 , 	6 , 	51 , 	16 ," 	2,461 ",,,,,,,,,,,
BK, 	217 , 	378 , 	333 , 	120 , 	21 , 	249 , 	237 , 	200 , 	256 , 	98 , 	190 , 	256 , 	78 , 	84 , 	67 , 	39 , 	64 , 	216 , 	56 , 	68 , 	93 , 	44 , 	40 , 	41 , 	52 , 	581 , 	334 ," 	1,174 ", 	549 , 	257 , 	201 , 	82 , 	53 , 	85 , 	14 , 	39 , 	112 , 	18 , 	39 , 	11 , 	16 , 	139 , 	89 ," 	7,282 ",,,,,,,,,,,
AS, 	84 , 	122 , 	63 , 	47 , 	189 , 	9 , 	85 , 	86 , 	123 , 	37 , 	96 , 	150 , 	24 , 	44 , 	29 , 	13 , 	17 , 	31 , 	15 , 	7 , 	20 , 	8 , 	5 , 	19 , 	42 , 	190 , 	133 , 	351 , 	243 , 	189 , 	97 , 	23 , 	20 , 	17 , 	3 , 	8 , 	22 , 	3 , 	20 , 	2 , 	3 , 	41 , 	15 ," 	2,739 ",,,,,,,,,,,
MA, 	89 , 	145 , 	65 , 	59 , 	221 , 	99 , 	13 , 	57 , 	92 , 	32 , 	132 , 	212 , 	55 , 	84 , 	48 , 	30 , 	23 , 	48 , 	58 , 	34 , 	44 , 	22 , 	18 , 	38 , 	50 , 	332 , 	263 , 	704 , 	393 , 	282 , 	150 , 	41 , 	34 , 	28 , 	8 , 	8 , 	32 , 	7 , 	73 , 	8 , 	9 , 	51 , 	21 ," 	4,207 ",,,,,,,,,,,
19, 	38 , 	76 , 	54 , 	48 , 	169 , 	85 , 	54 , 	6 , 	19 , 	15 , 	56 , 	84 , 	39 , 	61 , 	37 , 	17 , 	19 , 	47 , 	39 , 	24 , 	45 , 	18 , 	16 , 	42 , 	33 , 	145 , 	133 , 	337 , 	189 , 	109 , 	81 , 	27 , 	22 , 	25 , 	9 , 	7 , 	25 , 	5 , 	40 , 	5 , 	7 , 	16 , 	11 ," 	2,326 ",,,,,,,,,,,
12, 	65 , 	146 , 	100 , 	91 , 	230 , 	106 , 	93 , 	19 , 	10 , 	15 , 	113 , 	182 , 	98 , 	135 , 	72 , 	33 , 	46 , 	89 , 	67 , 	54 , 	73 , 	33 , 	31 , 	56 , 	61 , 	264 , 	235 , 	660 , 	276 , 	106 , 	97 , 	47 , 	53 , 	52 , 	20 , 	11 , 	42 , 	12 , 	68 , 	13 , 	10 , 	49 , 	26 ," 	4,056 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	20 , 	29 , 	19 , 	26 , 	101 , 	41 , 	34 , 	13 , 	15 , 	7 , 	70 , 	197 , 	100 , 	136 , 	51 , 	36 , 	51 , 	92 , 	9 , 	10 , 	13 , 	5 , 	6 , 	9 , 	22 , 	233 , 	196 , 	585 , 	238 , 	118 , 	90 , 	29 , 	34 , 	31 , 	7 , 	65 , 	83 , 	3 , 	11 , 	8 , 	8 , 	21 , 	19 ," 	2,883 ",,,Dtwn SF," 	2,771 "," 	7,388 "," 	19,132 "," 	7,683 "," 	7,794 "," 	11,183 "," 	5,407 "," 	61,357 "
FV, 	81 , 	109 , 	55 , 	57 , 	179 , 	101 , 	136 , 	59 , 	117 , 	54 , 	13 , 	267 , 	170 , 	257 , 	160 , 	62 , 	54 , 	95 , 	37 , 	17 , 	31 , 	18 , 	22 , 	34 , 	94 , 	285 , 	217 , 	648 , 	337 , 	166 , 	169 , 	48 , 	59 , 	48 , 	17 , 	47 , 	122 , 	8 , 	60 , 	12 , 	19 , 	32 , 	30 ," 	4,594 ",,,OAK," 	6,913 ", 	831 ," 	1,870 "," 	2,275 "," 	1,057 "," 	3,079 ", 	325 ," 	16,350 "
CL, 	79 , 	302 , 	196 , 	191 , 	324 , 	153 , 	231 , 	97 , 	209 , 	178 , 	258 , 	9 , 	291 , 	334 , 	236 , 	139 , 	235 , 	717 , 	151 , 	228 , 	240 , 	157 , 	106 , 	154 , 	93 , 	405 , 	243 , 	691 , 	338 , 	141 , 	155 , 	95 , 	57 , 	126 , 	26 , 	238 ," 	1,122 ", 	99 , 	219 , 	33 , 	32 , 	50 , 	80 ," 	9,451 ",,,CM line," 	18,782 "," 	1,965 "," 	6,542 "," 	2,194 "," 	1,451 "," 	2,235 "," 	2,033 "," 	35,202 "
SL, 	22 , 	40 , 	17 , 	17 , 	83 , 	24 , 	57 , 	47 , 	102 , 	93 , 	177 , 	279 , 	8 , 	113 , 	91 , 	44 , 	33 , 	51 , 	15 , 	13 , 	18 , 	7 , 	5 , 	14 , 	27 , 	206 , 	128 , 	411 , 	165 , 	51 , 	45 , 	15 , 	28 , 	30 , 	14 , 	29 , 	61 , 	1 , 	29 , 	6 , 	11 , 	31 , 	12 ," 	2,663 ",,,RM line," 	7,355 "," 	2,357 "," 	2,165 "," 	4,128 ", 	908 ," 	3,239 ", 	594 ," 	20,745 "
