Exit stations,Entry stations->,,SATURDAY,,,Feb 09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	9 , 	62 , 	78 , 	43 , 	204 , 	61 , 	78 , 	39 , 	70 , 	17 , 	69 , 	61 , 	21 , 	22 , 	19 , 	9 , 	8 , 	25 , 	23 , 	8 , 	6 , 	5 , 	7 , 	12 , 	17 , 	85 , 	79 , 	246 , 	94 , 	63 , 	100 , 	20 , 	34 , 	25 , 	8 , 	6 , 	12 , 	2 , 	25 , 	7 , 	8 , 	16 , 	10 ," 	1,811 ",,,Eastbay," 	38,776 ",,SF CBD," 	116,375 ",63.6%,,,
EN, 	84 , 	13 , 	86 , 	52 , 	408 , 	108 , 	112 , 	69 , 	147 , 	28 , 	104 , 	115 , 	28 , 	46 , 	43 , 	23 , 	20 , 	39 , 	26 , 	16 , 	21 , 	5 , 	8 , 	17 , 	24 , 	230 , 	276 , 	686 , 	221 , 	74 , 	105 , 	29 , 	59 , 	47 , 	19 , 	7 , 	18 , 	3 , 	39 , 	10 , 	14 , 	41 , 	20 ," 	3,534 ",,,Westbay," 	61,430 ",,non-CBD," 	62,158 ",34.0%,,,
EP, 	88 , 	71 , 	8 , 	49 , 	419 , 	75 , 	71 , 	63 , 	91 , 	32 , 	46 , 	45 , 	10 , 	17 , 	11 , 	9 , 	9 , 	33 , 	13 , 	10 , 	13 , 	6 , 	7 , 	25 , 	9 , 	138 , 	186 , 	394 , 	149 , 	40 , 	42 , 	10 , 	16 , 	17 , 	4 , 	7 , 	12 , 	2 , 	7 , 	3 , 	4 , 	35 , 	11 ," 	2,301 ",,,Transbay," 	82,794 ",,,,,,,
NB, 	47 , 	62 , 	58 , 	5 , 	149 , 	44 , 	65 , 	58 , 	83 , 	26 , 	58 , 	41 , 	14 , 	19 , 	17 , 	7 , 	13 , 	19 , 	12 , 	14 , 	9 , 	8 , 	4 , 	15 , 	8 , 	227 , 	243 , 	456 , 	238 , 	84 , 	79 , 	23 , 	21 , 	17 , 	4 , 	6 , 	10 , 	2 , 	9 , 	5 , 	2 , 	49 , 	11 ," 	2,336 ",,,,,,,,,,,
BK, 	214 , 	388 , 	408 , 	146 , 	24 , 	241 , 	273 , 	224 , 	315 , 	119 , 	194 , 	145 , 	90 , 	107 , 	78 , 	43 , 	80 , 	225 , 	51 , 	63 , 	110 , 	66 , 	64 , 	46 , 	57 , 	651 , 	451 ," 	1,454 ", 	521 , 	227 , 	191 , 	80 , 	71 , 	92 , 	19 , 	26 , 	99 , 	13 , 	44 , 	12 , 	20 , 	96 , 	90 ," 	7,920 ",,,,,,,,,,,
AS, 	67 , 	111 , 	68 , 	42 , 	191 , 	7 , 	100 , 	90 , 	115 , 	37 , 	103 , 	75 , 	30 , 	32 , 	32 , 	7 , 	15 , 	30 , 	10 , 	9 , 	12 , 	7 , 	7 , 	20 , 	43 , 	155 , 	173 , 	394 , 	245 , 	139 , 	101 , 	21 , 	18 , 	20 , 	5 , 	6 , 	15 , 	2 , 	23 , 	1 , 	2 , 	25 , 	14 ," 	2,614 ",,,,,,,,,,,
MA, 	82 , 	120 , 	69 , 	60 , 	254 , 	102 , 	12 , 	76 , 	104 , 	34 , 	123 , 	126 , 	46 , 	76 , 	57 , 	24 , 	21 , 	46 , 	43 , 	28 , 	41 , 	18 , 	15 , 	38 , 	64 , 	321 , 	318 , 	707 , 	344 , 	226 , 	131 , 	39 , 	28 , 	39 , 	11 , 	8 , 	25 , 	12 , 	68 , 	6 , 	10 , 	48 , 	14 ," 	4,027 ",,,,,,,,,,,
19, 	44 , 	65 , 	53 , 	63 , 	229 , 	91 , 	71 , 	7 , 	27 , 	15 , 	66 , 	63 , 	45 , 	60 , 	46 , 	25 , 	30 , 	60 , 	33 , 	39 , 	52 , 	31 , 	18 , 	73 , 	33 , 	183 , 	150 , 	381 , 	248 , 	124 , 	99 , 	30 , 	32 , 	37 , 	7 , 	13 , 	44 , 	10 , 	32 , 	11 , 	10 , 	18 , 	19 ," 	2,777 ",,,,,,,,,,,
12, 	67 , 	135 , 	91 , 	74 , 	297 , 	108 , 	89 , 	22 , 	7 , 	17 , 	109 , 	138 , 	100 , 	120 , 	78 , 	26 , 	54 , 	94 , 	56 , 	46 , 	70 , 	22 , 	30 , 	49 , 	75 , 	258 , 	239 , 	649 , 	271 , 	98 , 	88 , 	45 , 	59 , 	38 , 	20 , 	9 , 	40 , 	9 , 	66 , 	13 , 	18 , 	47 , 	18 ," 	3,954 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	17 , 	31 , 	31 , 	29 , 	126 , 	34 , 	39 , 	18 , 	11 , 	6 , 	67 , 	104 , 	102 , 	128 , 	49 , 	25 , 	47 , 	61 , 	13 , 	6 , 	11 , 	8 , 	7 , 	19 , 	24 , 	215 , 	283 , 	641 , 	224 , 	90 , 	69 , 	20 , 	34 , 	26 , 	8 , 	47 , 	71 , 	2 , 	8 , 	4 , 	6 , 	19 , 	16 ," 	2,792 ",,,Dtwn SF," 	3,037 "," 	7,640 "," 	19,021 "," 	8,477 "," 	7,663 "," 	9,908 "," 	5,024 "," 	60,768 "
FV, 	68 , 	93 , 	48 , 	61 , 	203 , 	100 , 	110 , 	76 , 	122 , 	67 , 	9 , 	182 , 	140 , 	246 , 	149 , 	67 , 	52 , 	85 , 	28 , 	17 , 	30 , 	12 , 	14 , 	36 , 	93 , 	239 , 	263 , 	710 , 	289 , 	125 , 	132 , 	30 , 	49 , 	43 , 	13 , 	39 , 	73 , 	5 , 	48 , 	10 , 	14 , 	32 , 	19 ," 	4,238 ",,,OAK," 	7,337 ", 	947 ," 	1,697 "," 	2,425 "," 	1,039 "," 	2,770 ", 	314 ," 	16,528 "
CL, 	65 , 	121 , 	46 , 	41 , 	158 , 	78 , 	138 , 	74 , 	155 , 	79 , 	191 , 	7 , 	123 , 	210 , 	149 , 	81 , 	101 , 	189 , 	48 , 	57 , 	44 , 	40 , 	34 , 	41 , 	77 , 	154 , 	120 , 	348 , 	177 , 	69 , 	80 , 	38 , 	42 , 	57 , 	21 , 	90 , 	266 , 	29 , 	98 , 	24 , 	25 , 	26 , 	33 ," 	4,038 ",,,CM line," 	18,966 "," 	1,778 "," 	6,648 "," 	1,941 "," 	1,139 "," 	1,656 "," 	1,828 "," 	33,955 "
SL, 	20 , 	31 , 	12 , 	15 , 	98 , 	31 , 	49 , 	52 , 	109 , 	105 , 	154 , 	120 , 	5 , 	97 , 	95 , 	38 , 	30 , 	53 , 	13 , 	8 , 	14 , 	4 , 	6 , 	9 , 	18 , 	139 , 	173 , 	439 , 	117 , 	38 , 	46 , 	18 , 	22 , 	30 , 	5 , 	31 , 	46 , 	1 , 	24 , 	6 , 	8 , 	19 , 	12 ," 	2,356 ",,,RM line," 	7,987 "," 	2,475 "," 	1,919 "," 	4,187 ", 	922 ," 	2,523 ", 	504 ," 	20,517 "
