Exit stations,Entry stations->,,SUNDAY,,,Nov 09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,,
RM, 	6 , 	47 , 	60 , 	33 , 	128 , 	52 , 	59 , 	25 , 	46 , 	21 , 	77 , 	66 , 	12 , 	18 , 	18 , 	7 , 	8 , 	17 , 	15 , 	4 , 	5 , 	4 , 	4 , 	8 , 	17 , 	79 , 	50 , 	170 , 	84 , 	63 , 	75 , 	15 , 	41 , 	29 , 	8 , 	2 , 	11 , 	1 , 	23 , 	7 , 	6 , 	23 , 	16 ," 	1,460 ",,,Eastbay," 	31,878 ",,SF CBD," 	74,761 ",56.0%,,,
EN, 	49 , 	8 , 	54 , 	39 , 	209 , 	78 , 	85 , 	36 , 	85 , 	34 , 	96 , 	227 , 	21 , 	26 , 	28 , 	14 , 	17 , 	34 , 	13 , 	11 , 	14 , 	4 , 	3 , 	12 , 	19 , 	170 , 	125 , 	453 , 	162 , 	62 , 	90 , 	39 , 	62 , 	50 , 	20 , 	6 , 	16 , 	3 , 	29 , 	10 , 	15 , 	76 , 	25 ," 	2,633 ",,,Westbay," 	39,013 ",,non-CBD," 	52,910 ",39.6%,,,
EP, 	62 , 	43 , 	5 , 	34 , 	253 , 	55 , 	47 , 	40 , 	48 , 	24 , 	43 , 	88 , 	12 , 	12 , 	7 , 	4 , 	5 , 	22 , 	10 , 	8 , 	9 , 	5 , 	4 , 	20 , 	11 , 	101 , 	81 , 	233 , 	138 , 	34 , 	35 , 	21 , 	19 , 	17 , 	3 , 	4 , 	11 , 	3 , 	8 , 	4 , 	3 , 	60 , 	14 ," 	1,662 ",,,Transbay," 	62,601 ",,,,,,,
NB, 	38 , 	38 , 	34 , 	6 , 	53 , 	35 , 	45 , 	42 , 	65 , 	26 , 	63 , 	81 , 	16 , 	16 , 	11 , 	4 , 	8 , 	28 , 	10 , 	7 , 	12 , 	6 , 	4 , 	9 , 	5 , 	164 , 	130 , 	323 , 	244 , 	92 , 	91 , 	35 , 	18 , 	17 , 	4 , 	4 , 	8 , 	1 , 	8 , 	3 , 	4 , 	92 , 	12 ," 	1,912 ",,,,,,,,,,,
BK, 	169 , 	194 , 	247 , 	60 , 	18 , 	112 , 	146 , 	142 , 	156 , 	71 , 	128 , 	586 , 	51 , 	42 , 	50 , 	23 , 	61 , 	288 , 	33 , 	35 , 	50 , 	30 , 	22 , 	21 , 	38 , 	336 , 	216 , 	803 , 	429 , 	192 , 	176 , 	83 , 	58 , 	102 , 	13 , 	16 , 	67 , 	10 , 	25 , 	18 , 	19 , 	439 , 	110 ," 	5,881 ",,,,,,,,,,,
AS, 	56 , 	69 , 	58 , 	32 , 	95 , 	5 , 	62 , 	65 , 	68 , 	33 , 	90 , 	106 , 	23 , 	26 , 	22 , 	8 , 	12 , 	22 , 	9 , 	9 , 	15 , 	1 , 	4 , 	9 , 	33 , 	130 , 	96 , 	231 , 	207 , 	123 , 	97 , 	21 , 	24 , 	21 , 	4 , 	2 , 	12 , 	3 , 	17 , 	3 , 	3 , 	77 , 	15 ," 	2,020 ",,,,,,,,,,,
MA, 	60 , 	78 , 	48 , 	41 , 	129 , 	55 , 	12 , 	34 , 	65 , 	26 , 	110 , 	150 , 	39 , 	43 , 	32 , 	16 , 	15 , 	38 , 	28 , 	19 , 	34 , 	18 , 	13 , 	32 , 	30 , 	280 , 	204 , 	602 , 	383 , 	222 , 	202 , 	62 , 	37 , 	32 , 	7 , 	10 , 	18 , 	5 , 	48 , 	8 , 	5 , 	118 , 	19 ," 	3,429 ",,,,,,,,,,,
19, 	24 , 	31 , 	33 , 	33 , 	117 , 	60 , 	41 , 	8 , 	13 , 	13 , 	57 , 	66 , 	25 , 	29 , 	27 , 	11 , 	10 , 	26 , 	23 , 	18 , 	21 , 	9 , 	6 , 	34 , 	16 , 	155 , 	103 , 	297 , 	232 , 	118 , 	96 , 	29 , 	26 , 	27 , 	4 , 	6 , 	11 , 	4 , 	22 , 	4 , 	6 , 	60 , 	17 ," 	1,967 ",,,,,,,,,,,
12, 	43 , 	63 , 	38 , 	52 , 	110 , 	57 , 	53 , 	9 , 	9 , 	17 , 	66 , 	119 , 	56 , 	66 , 	38 , 	22 , 	25 , 	48 , 	37 , 	19 , 	34 , 	16 , 	18 , 	33 , 	38 , 	227 , 	164 , 	516 , 	237 , 	87 , 	98 , 	43 , 	51 , 	38 , 	15 , 	8 , 	20 , 	8 , 	54 , 	9 , 	8 , 	95 , 	26 ," 	2,794 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	23 , 	33 , 	26 , 	25 , 	68 , 	37 , 	24 , 	11 , 	19 , 	6 , 	127 , 	135 , 	71 , 	75 , 	40 , 	25 , 	24 , 	47 , 	11 , 	5 , 	9 , 	3 , 	7 , 	17 , 	23 , 	155 , 	150 , 	428 , 	232 , 	115 , 	115 , 	40 , 	40 , 	32 , 	5 , 	31 , 	51 , 	2 , 	10 , 	5 , 	5 , 	33 , 	5 ," 	2,346 ",,,Dtwn SF," 	1,474 "," 	5,556 "," 	10,903 "," 	4,695 "," 	4,741 "," 	6,137 "," 	3,476 "," 	36,982 "
FV, 	82 , 	100 , 	49 , 	66 , 	122 , 	89 , 	123 , 	72 , 	71 , 	120 , 	11 , 	254 , 	152 , 	223 , 	159 , 	97 , 	52 , 	87 , 	36 , 	26 , 	17 , 	21 , 	13 , 	36 , 	70 , 	210 , 	122 , 	482 , 	291 , 	151 , 	155 , 	45 , 	64 , 	57 , 	15 , 	45 , 	68 , 	12 , 	53 , 	6 , 	7 , 	47 , 	14 ," 	3,991 ",,,OAK," 	5,773 ", 	578 ," 	1,885 "," 	1,402 ", 	666 ," 	2,064 ", 	481 ," 	12,848 "
CL, 	65 , 	221 , 	71 , 	51 , 	166 , 	67 , 	128 , 	66 , 	122 , 	121 , 	244 , 	9 , 	287 , 	270 , 	174 , 	119 , 	127 , 	387 , 	78 , 	73 , 	89 , 	57 , 	45 , 	55 , 	58 , 	295 , 	150 , 	560 , 	233 , 	94 , 	84 , 	52 , 	51 , 	73 , 	11 , 	136 , 	703 , 	47 , 	119 , 	19 , 	22 , 	49 , 	35 ," 	5,879 ",,,CM line," 	11,471 "," 	1,856 "," 	4,195 "," 	1,689 "," 	1,247 "," 	1,782 "," 	1,983 "," 	24,224 "
SL, 	14 , 	21 , 	13 , 	17 , 	59 , 	20 , 	43 , 	35 , 	65 , 	74 , 	155 , 	290 , 	4 , 	70 , 	55 , 	31 , 	24 , 	36 , 	8 , 	5 , 	8 , 	2 , 	1 , 	7 , 	17 , 	91 , 	82 , 	281 , 	114 , 	24 , 	37 , 	16 , 	25 , 	21 , 	3 , 	23 , 	31 , 	4 , 	17 , 	4 , 	7 , 	24 , 	6 ," 	1,887 ",,,RM line," 	5,155 "," 	1,595 "," 	1,853 "," 	2,535 ", 	570 ," 	2,806 "," 	1,055 "," 	15,568 "
BF, 	19 , 	28 , 	10 , 	18 , 	49 , 	23 , 	54 , 	35 , 	76 , 	75 , 	221 , 	275 , 	71 , 	7 , 	103 , 	60 , 	68 , 	98 , 	14 , 	6 , 	9 , 	3 , 	1 , 	8 , 	22 , 	97 , 	83 , 	281 , 	93 , 	28 , 	35 , 	16 , 	20 , 	22 , 	5 , 	46 , 	98 , 	2 , 	22 , 	4 , 	6 , 	17 , 	6 ," 	2,234 ",,,WP line," 	5,291 ", 	737 ," 	1,333 ", 	595 ," 	2,054 "," 	1,266 ", 	974 ," 	12,251 "
HY, 	18 , 	27 , 	9 , 	12 , 	48 , 	21 , 	33 , 	32 , 	40 , 	38 , 	151 , 	182 , 	56 , 	95 , 	6 , 	45 , 	62 , 	116 , 	13 , 	5 , 	5 , 	3 , 	3 , 	4 , 	14 , 	50 , 	30 , 	125 , 	52 , 	15 , 	19 , 	7 , 	13 , 	16 , 	3 , 	10 , 	29 , 	2 , 	22 , 	4 , 	5 , 	15 , 	4 ," 	1,461 ",,,FT/ED line," 	6,678 "," 	2,143 "," 	1,751 "," 	2,147 "," 	1,184 "," 	9,536 ", 	608 ," 	24,048 "
SH, 	6 , 	11 , 	6 , 	3 , 	19 , 	7 , 	17 , 	15 , 	25 , 	18 , 	97 , 	119 , 	30 , 	65 , 	43 , 	2 , 	31 , 	52 , 	6 , 	4 , 	5 , 	1 , 	1 , 	4 , 	5 , 	33 , 	20 , 	102 , 	37 , 	17 , 	14 , 	7 , 	8 , 	15 , 	4 , 	12 , 	21 , 	2 , 	12 , 	2 , 	2 , 	7 , 	4 , 	909 ,,,SFIA," 	3,411 ", 	363 ," 	1,379 ", 	545 , 	721 , 	431 , 	721 ," 	7,570 "
UC, 	7 , 	13 , 	7 , 	11 , 	42 , 	13 , 	16 , 	11 , 	30 , 	23 , 	52 , 	140 , 	26 , 	68 , 	56 , 	27 , 	9 , 	63 , 	4 , 	4 , 	6 , 	2 , 	1 , 	5 , 	9 , 	60 , 	36 , 	148 , 	49 , 	10 , 	9 , 	10 , 	12 , 	15 , 	7 , 	7 , 	28 , 	3 , 	11 , 	3 , 	6 , 	19 , 	4 ," 	1,078 ",,,Entries," 	39,253 "," 	12,828 "," 	23,300 "," 	13,608 "," 	11,183 "," 	24,022 "," 	9,298 "," 	133,493 "
FM, 	20 , 	37 , 	21 , 	26 , 	148 , 	23 , 	41 , 	28 , 	56 , 	54 , 	95 , 	387 , 	35 , 	114 , 	122 , 	58 , 	62 , 	12 , 	18 , 	13 , 	12 , 	6 , 	5 , 	13 , 	9 , 	119 , 	77 , 	318 , 	117 , 	25 , 	21 , 	15 , 	29 , 	26 , 	3 , 	12 , 	48 , 	5 , 	33 , 	6 , 	5 , 	49 , 	5 ," 	2,330 ",,,,,,,,,,,
