Exit stations,Entry stations->,,SUNDAY,,,Apr 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	10 , 	57 , 	58 , 	40 , 	145 , 	71 , 	66 , 	36 , 	50 , 	25 , 	71 , 	55 , 	16 , 	19 , 	18 , 	13 , 	8 , 	17 , 	19 , 	5 , 	9 , 	4 , 	3 , 	13 , 	16 , 	83 , 	49 , 	174 , 	80 , 	62 , 	63 , 	18 , 	29 , 	25 , 	7 , 	3 , 	8 , 	2 , 	29 , 	5 , 	8 , 	18 , 	13 , 	3 ," 	1,521 ",,,Eastbay," 	29,243 ",,SF CBD," 	71,725 ",57.1%,,,
EN, 	66 , 	9 , 	57 , 	47 , 	221 , 	88 , 	96 , 	59 , 	94 , 	35 , 	75 , 	105 , 	32 , 	40 , 	28 , 	13 , 	17 , 	35 , 	26 , 	9 , 	16 , 	8 , 	6 , 	15 , 	21 , 	189 , 	122 , 	412 , 	141 , 	66 , 	61 , 	28 , 	43 , 	35 , 	15 , 	9 , 	17 , 	3 , 	35 , 	10 , 	13 , 	56 , 	17 , 	3 ," 	2,495 ",,,Westbay," 	39,502 ",,non-CBD," 	48,243 ",38.4%,,,
EP, 	59 , 	48 , 	7 , 	38 , 	246 , 	50 , 	43 , 	43 , 	54 , 	29 , 	32 , 	49 , 	10 , 	9 , 	11 , 	5 , 	8 , 	22 , 	9 , 	8 , 	12 , 	5 , 	3 , 	17 , 	12 , 	118 , 	68 , 	196 , 	113 , 	35 , 	41 , 	15 , 	11 , 	12 , 	4 , 	6 , 	6 , 	1 , 	7 , 	2 , 	5 , 	44 , 	12 , 	2 ," 	1,526 ",,,Transbay," 	58,419 ",,,,,,,
NB, 	51 , 	44 , 	36 , 	10 , 	65 , 	49 , 	50 , 	61 , 	63 , 	28 , 	40 , 	55 , 	17 , 	18 , 	11 , 	3 , 	8 , 	32 , 	11 , 	9 , 	18 , 	6 , 	6 , 	12 , 	9 , 	173 , 	124 , 	284 , 	205 , 	100 , 	77 , 	26 , 	19 , 	12 , 	4 , 	5 , 	10 , 	3 , 	11 , 	4 , 	4 , 	93 , 	14 , 	1 ," 	1,881 ",,,,,,,,,,,
BK, 	177 , 	207 , 	250 , 	73 , 	26 , 	149 , 	164 , 	182 , 	177 , 	83 , 	122 , 	347 , 	52 , 	61 , 	49 , 	25 , 	50 , 	220 , 	34 , 	29 , 	52 , 	34 , 	21 , 	25 , 	40 , 	357 , 	230 , 	753 , 	382 , 	191 , 	132 , 	52 , 	40 , 	59 , 	16 , 	16 , 	47 , 	8 , 	22 , 	9 , 	11 , 	378 , 	83 , 	14 ," 	5,445 ",,,,,,,,,,,
AS, 	83 , 	83 , 	52 , 	43 , 	126 , 	7 , 	82 , 	93 , 	93 , 	49 , 	65 , 	80 , 	31 , 	28 , 	25 , 	12 , 	16 , 	30 , 	15 , 	9 , 	19 , 	6 , 	5 , 	10 , 	31 , 	143 , 	101 , 	266 , 	196 , 	141 , 	97 , 	22 , 	15 , 	17 , 	3 , 	7 , 	13 , 	3 , 	20 , 	4 , 	3 , 	65 , 	15 , 	4 ," 	2,225 ",,,,,,,,,,,
MA, 	69 , 	84 , 	48 , 	41 , 	150 , 	81 , 	12 , 	58 , 	71 , 	33 , 	90 , 	109 , 	29 , 	43 , 	33 , 	18 , 	17 , 	41 , 	36 , 	24 , 	32 , 	15 , 	17 , 	36 , 	35 , 	241 , 	157 , 	427 , 	313 , 	214 , 	137 , 	34 , 	35 , 	28 , 	7 , 	10 , 	13 , 	10 , 	54 , 	3 , 	9 , 	98 , 	19 , 	6 ," 	3,037 ",,,,,,,,,,,
19, 	35 , 	44 , 	38 , 	59 , 	156 , 	93 , 	53 , 	10 , 	16 , 	9 , 	53 , 	72 , 	32 , 	45 , 	33 , 	17 , 	18 , 	33 , 	29 , 	26 , 	37 , 	21 , 	13 , 	67 , 	29 , 	169 , 	139 , 	336 , 	249 , 	158 , 	103 , 	31 , 	23 , 	24 , 	7 , 	8 , 	13 , 	8 , 	39 , 	4 , 	9 , 	58 , 	19 , 	6 ," 	2,442 ",,,,,,,,,,,
12, 	48 , 	71 , 	47 , 	50 , 	144 , 	94 , 	59 , 	14 , 	12 , 	14 , 	68 , 	108 , 	46 , 	68 , 	51 , 	25 , 	27 , 	43 , 	39 , 	22 , 	42 , 	15 , 	18 , 	45 , 	53 , 	207 , 	164 , 	458 , 	233 , 	111 , 	78 , 	32 , 	44 , 	28 , 	12 , 	9 , 	15 , 	7 , 	44 , 	7 , 	15 , 	104 , 	29 , 	3 ," 	2,825 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	27 , 	37 , 	28 , 	25 , 	77 , 	47 , 	39 , 	14 , 	14 , 	8 , 	97 , 	103 , 	80 , 	94 , 	46 , 	26 , 	37 , 	55 , 	9 , 	5 , 	10 , 	6 , 	7 , 	19 , 	24 , 	155 , 	157 , 	405 , 	218 , 	144 , 	89 , 	27 , 	40 , 	29 , 	6 , 	38 , 	55 , 	2 , 	10 , 	4 , 	5 , 	24 , 	10 , 	18 ," 	2,369 ",,,Dtwn SF," 	1,325 "," 	5,276 "," 	10,537 "," 	4,721 "," 	4,391 "," 	5,831 "," 	3,958 "," 	36,038 "
