Exit stations,Entry stations->,,SUNDAY,,,Aug 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,Exits,,,,,,,,,,,
RM, 	6 , 	52 , 	55 , 	40 , 	136 , 	65 , 	61 , 	33 , 	46 , 	34 , 	52 , 	74 , 	18 , 	19 , 	19 , 	8 , 	10 , 	20 , 	12 , 	6 , 	5 , 	5 , 	2 , 	11 , 	12 , 	79 , 	58 , 	178 , 	72 , 	53 , 	57 , 	14 , 	28 , 	21 , 	8 , 	2 , 	7 , 	2 , 	28 , 	8 , 	10 , 	27 , 	9 , 	2 ," 	1,460 ",,,Eastbay," 	33,705 ",,SF CBD," 	78,386 ",57.7%,,,
EN, 	57 , 	9 , 	51 , 	41 , 	201 , 	88 , 	79 , 	53 , 	149 , 	36 , 	64 , 	226 , 	27 , 	36 , 	27 , 	12 , 	19 , 	47 , 	22 , 	10 , 	14 , 	9 , 	5 , 	20 , 	25 , 	193 , 	118 , 	387 , 	134 , 	65 , 	57 , 	27 , 	43 , 	33 , 	14 , 	9 , 	15 , 	2 , 	28 , 	11 , 	14 , 	57 , 	15 , 	2 ," 	2,545 ",,,Westbay," 	41,623 ",,non-CBD," 	51,894 ",38.2%,,,
EP, 	62 , 	49 , 	7 , 	31 , 	236 , 	58 , 	43 , 	45 , 	79 , 	33 , 	33 , 	96 , 	10 , 	8 , 	7 , 	5 , 	9 , 	25 , 	7 , 	7 , 	15 , 	7 , 	3 , 	20 , 	6 , 	125 , 	92 , 	227 , 	101 , 	41 , 	36 , 	14 , 	13 , 	11 , 	3 , 	4 , 	5 , 	2 , 	9 , 	4 , 	4 , 	60 , 	10 , 	4 ," 	1,657 ",,,Transbay," 	62,124 ",,,,,,,
NB, 	41 , 	38 , 	33 , 	10 , 	65 , 	43 , 	54 , 	39 , 	82 , 	26 , 	37 , 	98 , 	17 , 	14 , 	14 , 	3 , 	9 , 	34 , 	11 , 	9 , 	21 , 	6 , 	7 , 	13 , 	8 , 	196 , 	142 , 	288 , 	204 , 	94 , 	67 , 	23 , 	16 , 	19 , 	5 , 	3 , 	10 , 	2 , 	9 , 	3 , 	7 , 	85 , 	16 , 	4 ," 	1,922 ",,,,,,,,,,,
BK, 	143 , 	185 , 	232 , 	78 , 	28 , 	148 , 	163 , 	161 , 	196 , 	81 , 	110 , 	209 , 	48 , 	47 , 	42 , 	21 , 	49 , 	216 , 	35 , 	36 , 	58 , 	31 , 	19 , 	31 , 	30 , 	432 , 	241 , 	957 , 	474 , 	216 , 	149 , 	59 , 	47 , 	53 , 	16 , 	15 , 	61 , 	7 , 	27 , 	11 , 	16 , 	201 , 	95 , 	14 ," 	5,481 ",,,,,,,,,,,
AS, 	68 , 	76 , 	58 , 	42 , 	130 , 	11 , 	69 , 	76 , 	114 , 	46 , 	73 , 	105 , 	29 , 	24 , 	32 , 	6 , 	11 , 	33 , 	18 , 	9 , 	22 , 	6 , 	4 , 	13 , 	30 , 	160 , 	108 , 	259 , 	233 , 	131 , 	78 , 	20 , 	14 , 	17 , 	2 , 	7 , 	14 , 	2 , 	26 , 	3 , 	6 , 	49 , 	19 , 	3 ," 	2,251 ",,,,,,,,,,,
MA, 	77 , 	73 , 	52 , 	51 , 	163 , 	73 , 	9 , 	47 , 	137 , 	34 , 	85 , 	177 , 	41 , 	50 , 	33 , 	18 , 	21 , 	47 , 	45 , 	24 , 	32 , 	14 , 	12 , 	40 , 	33 , 	249 , 	179 , 	479 , 	337 , 	179 , 	136 , 	29 , 	38 , 	35 , 	6 , 	9 , 	13 , 	7 , 	54 , 	5 , 	8 , 	92 , 	15 , 	5 ," 	3,257 ",,,,,,,,,,,
19, 	40 , 	45 , 	29 , 	51 , 	131 , 	77 , 	43 , 	7 , 	16 , 	16 , 	51 , 	99 , 	33 , 	46 , 	31 , 	14 , 	13 , 	31 , 	26 , 	19 , 	22 , 	12 , 	7 , 	36 , 	25 , 	158 , 	112 , 	290 , 	210 , 	113 , 	96 , 	21 , 	19 , 	16 , 	4 , 	7 , 	9 , 	4 , 	37 , 	4 , 	7 , 	54 , 	12 , 	4 ," 	2,093 ",,,,,,,,,,,
12, 	53 , 	119 , 	81 , 	67 , 	152 , 	106 , 	125 , 	17 , 	10 , 	19 , 	108 , 	174 , 	101 , 	103 , 	66 , 	37 , 	43 , 	78 , 	47 , 	45 , 	64 , 	32 , 	36 , 	97 , 	50 , 	247 , 	204 , 	520 , 	240 , 	114 , 	94 , 	41 , 	52 , 	43 , 	19 , 	15 , 	33 , 	16 , 	52 , 	9 , 	16 , 	72 , 	32 , 	7 ," 	3,648 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	43 , 	37 , 	35 , 	26 , 	87 , 	40 , 	31 , 	11 , 	25 , 	9 , 	117 , 	145 , 	100 , 	107 , 	48 , 	27 , 	31 , 	56 , 	11 , 	6 , 	10 , 	4 , 	7 , 	15 , 	19 , 	150 , 	145 , 	429 , 	209 , 	123 , 	94 , 	28 , 	47 , 	25 , 	4 , 	39 , 	42 , 	5 , 	9 , 	5 , 	4 , 	28 , 	8 , 	20 ," 	2,455 ",,,Dtwn SF," 	1,578 "," 	5,446 "," 	10,938 "," 	5,276 "," 	5,010 "," 	6,663 "," 	4,648 "," 	39,558 "
