Exit stations,Entry stations->,,SATURDAY,,,May 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
SB, 	10 , 	19 , 	6 , 	8 , 	27 , 	4 , 	15 , 	14 , 	22 , 	9 , 	14 , 	22 , 	8 , 	11 , 	5 , 	5 , 	4 , 	4 , 	8 , 	10 , 	10 , 	2 , 	4 , 	6 , 	17 , 	99 , 	65 , 	273 , 	114 , 	101 , 	117 , 	47 , 	89 , 	96 , 	36 , 	4 , 	7 , 	3 , 	13 , 	23 , 	10 , 	55 , 	23 , 	2 , 	4 , 	1 , 	-   , 	-   , 	0 , 	1 ," 	1,441 ",,,,,,,,,,
SO, 	33 , 	82 , 	55 , 	69 , 	216 , 	47 , 	89 , 	64 , 	76 , 	21 , 	41 , 	29 , 	27 , 	17 , 	14 , 	10 , 	13 , 	25 , 	54 , 	111 , 	115 , 	57 , 	52 , 	98 , 	86 , 	239 , 	167 , 	803 , 	289 , 	117 , 	103 , 	77 , 	88 , 	146 , 	91 , 	12 , 	80 , 	27 , 	110 , 	35 , 	41 , 	59 , 	214 , 	22 , 	21 , 	10 , 	-   , 	-   , 	-   , 	5 ," 	4,252 ",,,,,,,,,,
MB, 	14 , 	20 , 	16 , 	15 , 	95 , 	16 , 	26 , 	33 , 	37 , 	14 , 	19 , 	27 , 	7 , 	8 , 	7 , 	4 , 	3 , 	5 , 	13 , 	15 , 	19 , 	12 , 	10 , 	26 , 	34 , 	186 , 	147 , 	455 , 	269 , 	187 , 	154 , 	69 , 	52 , 	99 , 	23 , 	1 , 	16 , 	5 , 	17 , 	22 , 	18 , 	231 , 	37 , 	5 , 	6 , 	0 , 	-   , 	-   , 	0 , 	1 ," 	2,485 ",,,,,,,,,,
WD, 	5 , 	8 , 	4 , 	3 , 	31 , 	5 , 	9 , 	10 , 	9 , 	44 , 	64 , 	145 , 	31 , 	72 , 	29 , 	14 , 	12 , 	19 , 	1 , 	2 , 	1 , 	0 , 	1 , 	4 , 	17 , 	193 , 	98 , 	178 , 	111 , 	36 , 	31 , 	11 , 	12 , 	14 , 	2 , 	66 , 	43 , 	0 , 	5 , 	2 , 	2 , 	32 , 	7 , 	10 , 	21 , 	5 , 	-   , 	-   , 	0 , 	0 ," 	1,414 ",,,,,,,,,,
OA, 	8 , 	20 , 	18 , 	25 , 	84 , 	16 , 	17 , 	14 , 	16 , 	17 , 	5 , 	38 , 	5 , 	4 , 	7 , 	5 , 	10 , 	16 , 	9 , 	23 , 	25 , 	13 , 	7 , 	12 , 	6 , 	73 , 	39 , 	86 , 	48 , 	21 , 	20 , 	9 , 	7 , 	12 , 	2 , 	5 , 	37 , 	6 , 	14 , 	2 , 	3 , 	21 , 	4 , 	18 , 	4 , 	7 , 	-   , 	-   , 	-   , 	1 , 	854 ,,,,,,,,,,
WS, 	8 , 	17 , 	14 , 	17 , 	132 , 	21 , 	20 , 	32 , 	34 , 	34 , 	35 , 	181 , 	15 , 	24 , 	28 , 	13 , 	15 , 	18 , 	4 , 	7 , 	9 , 	3 , 	4 , 	14 , 	32 , 	111 , 	70 , 	116 , 	74 , 	31 , 	21 , 	9 , 	10 , 	10 , 	2 , 	9 , 	17 , 	2 , 	11 , 	1 , 	2 , 	12 , 	1 , 	5 , 	10 , 	14 , 	-   , 	-   , 	-   , 	2 ," 	1,266 ",,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
PC, 	1 , 	0 , 	-   , 	0 , 	0 , 	-   , 	2 , 	1 , 	2 , 	-   , 	1 , 	1 , 	1 , 	1 , 	0 , 	0 , 	1 , 	0 , 	6 , 	1 , 	1 , 	1 , 	1 , 	1 , 	0 , 	4 , 	3 , 	4 , 	1 , 	1 , 	1 , 	1 , 	-   , 	1 , 	1 , 	-   , 	1 , 	0 , 	1 , 	0 , 	-   , 	1 , 	-   , 	-   , 	1 , 	-   , 	-   , 	-   , 	2 , 	5 , 	47 ,,,,,,,,,,
AN, 	3 , 	2 , 	1 , 	1 , 	3 , 	1 , 	6 , 	4 , 	6 , 	2 , 	3 , 	10 , 	2 , 	2 , 	4 , 	1 , 	1 , 	1 , 	15 , 	1 , 	6 , 	1 , 	1 , 	1 , 	2 , 	16 , 	9 , 	23 , 	7 , 	5 , 	6 , 	3 , 	5 , 	3 , 	2 , 	-   , 	0 , 	3 , 	10 , 	2 , 	1 , 	7 , 	2 , 	0 , 	3 , 	3 , 	-   , 	-   , 	3 , 	28 , 	215 ,,,,,,,,,,
Entries," 	1,883 "," 	3,430 "," 	2,177 "," 	2,229 "," 	6,475 "," 	2,432 "," 	3,657 "," 	4,086 "," 	4,085 "," 	3,072 "," 	4,250 "," 	5,458 "," 	2,563 "," 	2,570 "," 	1,768 "," 	1,053 "," 	1,491 "," 	2,383 "," 	1,589 "," 	2,161 "," 	2,647 "," 	1,281 "," 	1,147 "," 	2,636 "," 	4,771 "," 	10,803 "," 	7,676 "," 	20,072 "," 	9,664 "," 	7,162 "," 	7,394 "," 	3,516 "," 	5,151 "," 	4,287 "," 	1,312 "," 	1,185 "," 	3,187 ", 	586 ," 	2,121 "," 	1,010 "," 	1,408 "," 	5,357 "," 	2,691 "," 	1,342 "," 	1,065 "," 	1,236 ", 	-   , 	-   , 	37 , 	170 ," 	169,717 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
