Exit stations,Entry stations->,,WEEKDAY,,,May 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	15 , 	115 , 	90 , 	80 , 	374 , 	103 , 	149 , 	162 , 	189 , 	44 , 	88 , 	79 , 	34 , 	23 , 	35 , 	19 , 	17 , 	33 , 	22 , 	17 , 	25 , 	7 , 	5 , 	23 , 	21 , 	417 , 	393 , 	427 , 	337 , 	185 , 	187 , 	48 , 	64 , 	81 , 	16 , 	8 , 	17 , 	5 , 	34 , 	12 , 	19 , 	58 , 	30 , 	6 , 	14 , 	14 , 	-   , 	-   , 	1 , 	1 ," 	4,140 ",,,,,,,,,,,,,
EN, 	123 , 	22 , 	95 , 	104 , 	810 , 	136 , 	270 , 	491 , 	570 , 	121 , 	113 , 	162 , 	62 , 	47 , 	74 , 	25 , 	37 , 	60 , 	35 , 	18 , 	33 , 	9 , 	11 , 	34 , 	39 ," 	1,011 "," 	1,028 ", 	909 , 	813 , 	283 , 	225 , 	82 , 	109 , 	139 , 	28 , 	7 , 	26 , 	9 , 	30 , 	33 , 	44 , 	125 , 	68 , 	12 , 	42 , 	26 , 	-   , 	-   , 	0 , 	1 ," 	8,556 ",,,,,,,,,,,,,
EP, 	94 , 	90 , 	13 , 	51 , 	642 , 	84 , 	137 , 	326 , 	352 , 	82 , 	63 , 	70 , 	29 , 	18 , 	27 , 	9 , 	17 , 	38 , 	17 , 	18 , 	23 , 	10 , 	8 , 	36 , 	15 , 	598 , 	698 , 	418 , 	454 , 	132 , 	71 , 	30 , 	34 , 	47 , 	6 , 	4 , 	15 , 	5 , 	15 , 	8 , 	14 , 	74 , 	34 , 	11 , 	31 , 	12 , 	-   , 	-   , 	0 , 	1 ," 	4,978 ",,,,,,,,,,,,,
NB, 	74 , 	94 , 	54 , 	18 , 	180 , 	65 , 	84 , 	283 , 	258 , 	66 , 	67 , 	69 , 	29 , 	22 , 	29 , 	11 , 	18 , 	36 , 	19 , 	26 , 	26 , 	8 , 	10 , 	16 , 	14 , 	662 , 	745 , 	399 , 	483 , 	172 , 	97 , 	29 , 	33 , 	42 , 	5 , 	8 , 	15 , 	4 , 	17 , 	10 , 	11 , 	102 , 	42 , 	8 , 	42 , 	16 , 	-   , 	-   , 	0 , 	1 ," 	4,517 ",,,,,,,,,,,,,
BK, 	407 , 	875 , 	641 , 	196 , 	42 , 	345 , 	359 , 	559 , 	544 , 	250 , 	286 , 	186 , 	187 , 	145 , 	119 , 	76 , 	137 , 	205 , 	109 , 	163 , 	112 , 	69 , 	47 , 	46 , 	71 ," 	1,005 ", 	983 , 	761 , 	744 , 	323 , 	242 , 	141 , 	107 , 	113 , 	28 , 	50 , 	120 , 	47 , 	98 , 	35 , 	39 , 	197 , 	152 , 	52 , 	82 , 	93 , 	-   , 	-   , 	3 , 	4 ," 	11,594 ",,,,,,,,,,,,,
AS, 	107 , 	124 , 	83 , 	59 , 	310 , 	17 , 	89 , 	276 , 	258 , 	70 , 	103 , 	93 , 	55 , 	36 , 	37 , 	21 , 	37 , 	41 , 	24 , 	30 , 	24 , 	7 , 	6 , 	14 , 	27 , 	753 , 	806 , 	459 , 	543 , 	232 , 	126 , 	36 , 	44 , 	47 , 	9 , 	8 , 	21 , 	6 , 	31 , 	10 , 	12 , 	67 , 	43 , 	14 , 	31 , 	20 , 	-   , 	-   , 	1 , 	2 ," 	5,272 ",,,,,,,,,,,,,
MA, 	151 , 	274 , 	123 , 	82 , 	333 , 	89 , 	46 , 	204 , 	231 , 	61 , 	171 , 	189 , 	127 , 	93 , 	100 , 	61 , 	83 , 	115 , 	167 , 	189 , 	160 , 	49 , 	42 , 	62 , 	50 ," 	1,106 "," 	1,217 ", 	801 , 	890 , 	401 , 	224 , 	81 , 	85 , 	82 , 	27 , 	20 , 	68 , 	59 , 	238 , 	34 , 	33 , 	122 , 	72 , 	28 , 	34 , 	36 , 	-   , 	-   , 	4 , 	17 ," 	8,933 ",,,,,,,,,,,,,
19, 	174 , 	499 , 	325 , 	295 , 	496 , 	267 , 	199 , 	37 , 	54 , 	44 , 	177 , 	200 , 	233 , 	224 , 	219 , 	156 , 	230 , 	328 , 	325 , 	406 , 	327 , 	169 , 	122 , 	171 , 	66 ," 	1,451 "," 	1,591 ", 	954 ," 	1,050 ", 	464 , 	341 , 	173 , 	132 , 	152 , 	73 , 	69 , 	235 , 	171 , 	260 , 	70 , 	67 , 	98 , 	142 , 	112 , 	39 , 	105 , 	-   , 	-   , 	3 , 	18 ," 	13,513 ",,,,,,,,,,,,,
12, 	207 , 	587 , 	336 , 	265 , 	461 , 	253 , 	228 , 	53 , 	36 , 	45 , 	217 , 	289 , 	346 , 	343 , 	293 , 	185 , 	237 , 	348 , 	354 , 	439 , 	295 , 	139 , 	125 , 	177 , 	93 ," 	1,316 "," 	1,319 ", 	928 , 	986 , 	346 , 	315 , 	193 , 	207 , 	215 , 	132 , 	114 , 	274 , 	183 , 	355 , 	97 , 	90 , 	150 , 	163 , 	133 , 	55 , 	93 , 	-   , 	-   , 	5 , 	24 ," 	14,043 ",,,,,,,,,,,,,
LM, 	40 , 	106 , 	81 , 	65 , 	232 , 	70 , 	64 , 	42 , 	43 , 	19 , 	179 , 	305 , 	328 , 	268 , 	171 , 	97 , 	141 , 	137 , 	39 , 	23 , 	31 , 	12 , 	8 , 	32 , 	40 , 	941 ," 	1,043 ", 	733 , 	664 , 	278 , 	161 , 	67 , 	97 , 	105 , 	8 , 	117 , 	195 , 	12 , 	53 , 	15 , 	16 , 	42 , 	20 , 	90 , 	27 , 	109 , 	-   , 	-   , 	1 , 	3 ," 	7,370 ",,,,,,,,,,,,,
