Exit stations,Entry stations->,,SUNDAY,,,May 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
MB, 	11 , 	17 , 	17 , 	14 , 	56 , 	15 , 	24 , 	23 , 	27 , 	9 , 	13 , 	22 , 	4 , 	7 , 	3 , 	2 , 	2 , 	2 , 	10 , 	12 , 	16 , 	9 , 	6 , 	21 , 	21 , 	179 , 	120 , 	381 , 	280 , 	166 , 	156 , 	50 , 	45 , 	76 , 	15 , 	3 , 	11 , 	2 , 	12 , 	12 , 	16 , 	330 , 	27 , 	7 , 	6 , 	-   , 	-   , 	-   , 	-   , 	0 ," 	2,253 ",,,,,,,,,,,
WD, 	3 , 	5 , 	6 , 	4 , 	22 , 	2 , 	6 , 	5 , 	6 , 	26 , 	35 , 	87 , 	24 , 	49 , 	21 , 	5 , 	9 , 	13 , 	2 , 	1 , 	1 , 	-   , 	0 , 	3 , 	12 , 	158 , 	79 , 	133 , 	80 , 	29 , 	18 , 	7 , 	4 , 	15 , 	1 , 	51 , 	22 , 	-   , 	3 , 	1 , 	2 , 	46 , 	4 , 	8 , 	35 , 	5 , 	-   , 	-   , 	0 , 	-   ," 	1,044 ",,,,,,,,,,,
OA, 	2 , 	12 , 	15 , 	20 , 	41 , 	16 , 	11 , 	11 , 	23 , 	7 , 	5 , 	39 , 	4 , 	3 , 	6 , 	2 , 	5 , 	14 , 	10 , 	26 , 	19 , 	12 , 	7 , 	7 , 	4 , 	72 , 	49 , 	122 , 	39 , 	12 , 	17 , 	12 , 	7 , 	7 , 	1 , 	2 , 	36 , 	4 , 	16 , 	1 , 	2 , 	27 , 	4 , 	13 , 	4 , 	3 , 	-   , 	-   , 	-   , 	-   , 	765 ,,,,,,,,,,,
WS, 	10 , 	13 , 	9 , 	14 , 	76 , 	13 , 	19 , 	18 , 	21 , 	25 , 	23 , 	119 , 	11 , 	19 , 	18 , 	10 , 	12 , 	11 , 	5 , 	5 , 	6 , 	1 , 	1 , 	10 , 	17 , 	115 , 	64 , 	116 , 	73 , 	35 , 	18 , 	8 , 	8 , 	8 , 	2 , 	7 , 	13 , 	2 , 	9 , 	1 , 	1 , 	19 , 	1 , 	5 , 	14 , 	11 , 	-   , 	-   , 	1 , 	1 ," 	1,012 ",,,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
PC, 	1 , 	1 , 	1 , 	-   , 	1 , 	0 , 	3 , 	1 , 	2 , 	-   , 	1 , 	2 , 	0 , 	0 , 	-   , 	-   , 	-   , 	0 , 	6 , 	1 , 	2 , 	1 , 	1 , 	1 , 	0 , 	2 , 	2 , 	4 , 	2 , 	2 , 	4 , 	1 , 	1 , 	1 , 	0 , 	-   , 	-   , 	1 , 	1 , 	-   , 	-   , 	2 , 	-   , 	0 , 	1 , 	-   , 	-   , 	-   , 	1 , 	4 , 	51 ,,,,,,,,,,,
AN, 	2 , 	2 , 	1 , 	1 , 	2 , 	-   , 	4 , 	2 , 	5 , 	1 , 	1 , 	3 , 	2 , 	1 , 	1 , 	0 , 	1 , 	1 , 	11 , 	1 , 	3 , 	1 , 	0 , 	4 , 	2 , 	15 , 	6 , 	18 , 	5 , 	5 , 	7 , 	1 , 	2 , 	2 , 	1 , 	-   , 	1 , 	3 , 	5 , 	1 , 	2 , 	8 , 	2 , 	0 , 	2 , 	1 , 	-   , 	-   , 	4 , 	14 , 	149 ,,,,,,,,,,,
Entries," 	1,369 "," 	2,370 "," 	1,559 "," 	1,655 "," 	4,102 "," 	1,711 "," 	2,792 "," 	2,571 "," 	2,717 "," 	2,446 "," 	2,971 "," 	3,726 "," 	1,827 "," 	1,920 "," 	1,223 ", 	731 ," 	1,104 "," 	1,695 "," 	1,313 "," 	1,641 "," 	2,074 "," 	1,049 ", 	882 ," 	1,934 "," 	3,514 "," 	8,715 "," 	6,004 "," 	15,351 "," 	8,120 "," 	6,256 "," 	6,119 "," 	2,689 "," 	3,648 "," 	3,296 ", 	999 , 	901 ," 	2,562 ", 	464 ," 	1,609 ", 	740 ," 	1,128 "," 	5,707 "," 	2,251 ", 	952 ," 	1,307 ", 	993 , 	-   , 	-   , 	34 , 	120 ," 	130,856 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
