Exit stations,Entry stations->,,TOTAL,,,May 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	431 ," 	2,968 "," 	2,431 "," 	2,017 "," 	9,531 "," 	2,654 "," 	3,769 "," 	3,865 "," 	4,533 "," 	1,105 "," 	2,409 "," 	2,184 ", 	898 , 	608 , 	887 , 	492 , 	413 , 	865 , 	562 , 	427 , 	626 , 	179 , 	148 , 	603 , 	584 ," 	10,193 "," 	9,368 "," 	11,394 "," 	8,206 "," 	4,732 "," 	4,890 "," 	1,224 "," 	1,666 "," 	1,981 ", 	407 , 	200 , 	446 , 	127 , 	867 , 	309 , 	502 ," 	1,672 ", 	760 , 	146 , 	414 , 	357 , 	-   , 	-   , 	16 , 	29 ," 	105,095 ",,,,,,,,,,,,,
EN," 	3,129 ", 	624 ," 	2,546 "," 	2,644 "," 	20,438 "," 	3,631 "," 	6,702 "," 	11,500 "," 	13,343 "," 	2,968 "," 	3,069 "," 	4,510 "," 	1,571 "," 	1,246 "," 	1,850 ", 	662 , 	956 ," 	1,587 ", 	893 , 	481 , 	844 , 	242 , 	300 , 	927 ," 	1,094 "," 	24,393 "," 	24,189 "," 	24,089 "," 	19,581 "," 	7,110 "," 	5,894 "," 	2,087 "," 	2,768 "," 	3,443 ", 	754 , 	203 , 	647 , 	216 , 	807 , 	837 ," 	1,128 "," 	3,643 "," 	1,675 ", 	314 ," 	1,209 ", 	709 , 	-   , 	-   , 	15 , 	31 ," 	213,499 ",,,,,,,,,,,,,
EP," 	2,540 "," 	2,402 ", 	368 ," 	1,399 "," 	16,473 "," 	2,210 "," 	3,461 "," 	7,674 "," 	8,352 "," 	2,007 "," 	1,636 "," 	2,020 ", 	760 , 	483 , 	656 , 	240 , 	440 ," 	1,019 ", 	440 , 	474 , 	615 , 	260 , 	218 , 	920 , 	413 ," 	14,541 "," 	16,321 "," 	11,335 "," 	11,107 "," 	3,579 "," 	1,991 ", 	837 , 	868 ," 	1,165 ", 	164 , 	122 , 	398 , 	106 , 	384 , 	188 , 	323 ," 	2,179 ", 	897 , 	268 , 	916 , 	370 , 	-   , 	-   , 	7 , 	21 ," 	125,567 ",,,,,,,,,,,,,
NB," 	1,969 "," 	2,430 "," 	1,445 ", 	513 ," 	4,695 "," 	1,686 "," 	2,171 "," 	6,768 "," 	6,228 "," 	1,688 "," 	1,813 "," 	2,021 ", 	797 , 	588 , 	731 , 	282 , 	496 , 	942 , 	498 , 	677 , 	711 , 	240 , 	260 , 	426 , 	399 ," 	16,319 "," 	17,483 "," 	10,783 "," 	12,283 "," 	4,616 "," 	2,897 ", 	880 , 	841 ," 	1,077 ", 	147 , 	180 , 	419 , 	108 , 	459 , 	241 , 	304 ," 	2,959 "," 	1,051 ", 	209 ," 	1,218 ", 	499 , 	-   , 	-   , 	5 , 	15 ," 	115,467 ",,,,,,,,,,,,,
BK," 	10,370 "," 	22,025 "," 	16,658 "," 	5,155 "," 	1,384 "," 	9,058 "," 	9,283 "," 	13,926 "," 	13,662 "," 	6,259 "," 	7,497 "," 	5,100 "," 	4,669 "," 	3,672 "," 	3,001 "," 	1,863 "," 	3,519 "," 	5,470 "," 	2,581 "," 	4,025 "," 	2,985 "," 	1,812 "," 	1,272 "," 	1,197 "," 	2,087 "," 	25,758 "," 	24,108 "," 	22,224 "," 	19,375 "," 	8,935 "," 	6,679 "," 	3,737 "," 	2,770 "," 	2,963 ", 	714 ," 	1,256 "," 	3,091 "," 	1,123 "," 	2,413 ", 	880 ," 	1,006 "," 	6,057 "," 	3,971 "," 	1,324 "," 	2,477 "," 	2,833 ", 	-   , 	-   , 	79 , 	111 ," 	302,414 ",,,,,,,,,,,,,
AS," 	2,765 "," 	3,267 "," 	2,174 "," 	1,569 "," 	8,073 ", 	534 ," 	2,378 "," 	6,875 "," 	6,303 "," 	1,833 "," 	2,721 "," 	2,584 "," 	1,408 ", 	956 , 	949 , 	526 , 	908 ," 	1,077 ", 	605 , 	750 , 	646 , 	198 , 	147 , 	363 , 	812 ," 	17,989 "," 	18,768 "," 	11,944 "," 	13,466 "," 	6,175 "," 	3,552 "," 	1,007 "," 	1,106 "," 	1,151 ", 	237 , 	210 , 	540 , 	139 , 	758 , 	260 , 	297 ," 	2,007 "," 	1,095 ", 	335 , 	951 , 	584 , 	-   , 	-   , 	18 , 	50 ," 	133,060 ",,,,,,,,,,,,,
MA," 	3,853 "," 	6,777 "," 	3,108 "," 	2,214 "," 	8,548 "," 	2,431 "," 	1,224 "," 	4,973 "," 	5,595 "," 	1,558 "," 	4,463 "," 	5,121 "," 	3,104 "," 	2,352 "," 	2,465 "," 	1,464 "," 	1,936 "," 	2,739 "," 	3,911 "," 	4,434 "," 	3,860 "," 	1,240 "," 	1,058 "," 	1,619 "," 	1,413 "," 	27,042 "," 	28,502 "," 	21,207 "," 	22,230 "," 	10,649 "," 	6,291 "," 	2,113 "," 	2,108 "," 	2,038 ", 	647 , 	481 ," 	1,586 "," 	1,373 "," 	5,677 ", 	802 , 	806 ," 	3,741 "," 	1,781 ", 	676 ," 	1,076 ", 	940 , 	-   , 	-   , 	83 , 	400 ," 	223,709 ",,,,,,,,,,,,,
19," 	4,151 "," 	11,666 "," 	7,669 "," 	7,072 "," 	12,430 "," 	6,616 "," 	4,885 "," 	1,028 "," 	1,325 "," 	1,088 "," 	4,432 "," 	5,369 "," 	5,539 "," 	5,285 "," 	5,148 "," 	3,602 "," 	5,298 "," 	7,546 "," 	7,400 "," 	9,323 "," 	7,615 "," 	3,959 "," 	2,879 "," 	4,229 "," 	1,869 "," 	34,441 "," 	36,794 "," 	24,465 "," 	25,920 "," 	12,008 "," 	8,845 "," 	4,281 "," 	3,241 "," 	3,681 "," 	1,685 "," 	1,574 "," 	5,359 "," 	3,845 "," 	5,983 "," 	1,610 "," 	1,580 "," 	3,001 "," 	3,386 "," 	2,512 "," 	1,056 "," 	2,493 ", 	-   , 	-   , 	72 , 	410 ," 	325,665 ",,,,,,,,,,,,,
12," 	4,920 "," 	13,651 "," 	7,974 "," 	6,300 "," 	11,595 "," 	6,147 "," 	5,498 "," 	1,266 "," 	1,009 "," 	1,109 "," 	5,358 "," 	7,427 "," 	8,192 "," 	8,140 "," 	6,782 "," 	4,294 "," 	5,481 "," 	8,018 "," 	8,117 "," 	10,052 "," 	6,951 "," 	3,257 "," 	2,937 "," 	4,289 "," 	2,498 "," 	31,459 "," 	30,894 "," 	24,548 "," 	24,115 "," 	8,922 "," 	8,003 "," 	4,595 "," 	5,006 "," 	5,088 "," 	3,054 "," 	2,567 "," 	6,139 "," 	4,097 "," 	8,188 "," 	2,231 "," 	2,151 "," 	4,352 "," 	3,873 "," 	2,984 "," 	1,459 "," 	2,302 ", 	-   , 	-   , 	117 , 	574 ," 	337,980 ",,,,,,,,,,,,,
LM," 	1,022 "," 	2,626 "," 	2,006 "," 	1,673 "," 	5,826 "," 	1,889 "," 	1,666 "," 	1,038 "," 	1,071 ", 	561 ," 	4,802 "," 	8,301 "," 	8,143 "," 	6,930 "," 	4,175 "," 	2,338 "," 	3,507 "," 	3,495 ", 	937 , 	608 , 	801 , 	329 , 	251 , 	798 ," 	1,207 "," 	23,218 "," 	24,915 "," 	20,083 "," 	16,949 "," 	7,605 "," 	4,748 "," 	1,831 "," 	2,501 "," 	2,641 ", 	220 ," 	3,030 "," 	4,958 ", 	279 ," 	1,303 ", 	348 , 	415 ," 	1,236 ", 	541 ," 	2,280 ", 	869 ," 	2,652 ", 	-   , 	-   , 	31 , 	74 ," 	188,727 ",,,,,,,,,,,,,
