Exit stations,Entry stations->,,SATURDAY,,,Jul 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
CN, 	19 , 	14 , 	10 , 	8 , 	49 , 	10 , 	42 , 	30 , 	47 , 	9 , 	24 , 	45 , 	9 , 	11 , 	11 , 	4 , 	8 , 	9 , 	27 , 	51 , 	128 , 	38 , 	16 , 	35 , 	8 , 	176 , 	100 , 	240 , 	104 , 	49 , 	34 , 	20 , 	16 , 	19 , 	11 , 	2 , 	4 , 	18 , 	81 , 	9 , 	13 , 	86 , 	12 , 	4 , 	16 , 	12 , 	-   , 	-   , 	50 , 	52 ," 	1,783 ",,,,,,,,,,
PH, 	7 , 	10 , 	12 , 	7 , 	42 , 	10 , 	33 , 	37 , 	42 , 	5 , 	14 , 	70 , 	8 , 	6 , 	11 , 	3 , 	6 , 	6 , 	53 , 	32 , 	59 , 	21 , 	14 , 	47 , 	9 , 	273 , 	160 , 	260 , 	118 , 	52 , 	36 , 	19 , 	11 , 	19 , 	6 , 	2 , 	6 , 	12 , 	33 , 	8 , 	8 , 	118 , 	10 , 	2 , 	25 , 	7 , 	-   , 	-   , 	12 , 	17 ," 	1,771 ",,,,,,,,,,
WC, 	8 , 	15 , 	13 , 	10 , 	56 , 	8 , 	51 , 	45 , 	46 , 	12 , 	18 , 	64 , 	11 , 	8 , 	7 , 	3 , 	5 , 	6 , 	144 , 	64 , 	37 , 	27 , 	18 , 	68 , 	8 , 	357 , 	175 , 	267 , 	154 , 	63 , 	33 , 	20 , 	16 , 	20 , 	10 , 	2 , 	3 , 	17 , 	59 , 	6 , 	8 , 	120 , 	15 , 	0 , 	23 , 	10 , 	-   , 	-   , 	22 , 	37 ," 	2,182 ",,,,,,,,,,
LF, 	3 , 	5 , 	7 , 	4 , 	29 , 	2 , 	20 , 	21 , 	21 , 	5 , 	7 , 	45 , 	1 , 	2 , 	2 , 	1 , 	1 , 	3 , 	48 , 	25 , 	30 , 	21 , 	14 , 	38 , 	2 , 	211 , 	102 , 	141 , 	97 , 	38 , 	24 , 	8 , 	7 , 	5 , 	4 , 	-   , 	1 , 	8 , 	16 , 	1 , 	2 , 	82 , 	9 , 	0 , 	16 , 	4 , 	-   , 	-   , 	4 , 	6 ," 	1,140 ",,,,,,,,,,
OR, 	6 , 	8 , 	6 , 	7 , 	32 , 	4 , 	26 , 	25 , 	36 , 	6 , 	11 , 	31 , 	3 , 	4 , 	3 , 	4 , 	2 , 	4 , 	17 , 	10 , 	17 , 	6 , 	15 , 	42 , 	5 , 	275 , 	138 , 	184 , 	108 , 	51 , 	37 , 	15 , 	9 , 	11 , 	4 , 	4 , 	1 , 	2 , 	4 , 	5 , 	4 , 	111 , 	10 , 	1 , 	14 , 	3 , 	-   , 	-   , 	3 , 	3 ," 	1,320 ",,,,,,,,,,
RR, 	17 , 	24 , 	17 , 	9 , 	26 , 	8 , 	33 , 	64 , 	67 , 	9 , 	33 , 	46 , 	15 , 	8 , 	4 , 	4 , 	4 , 	5 , 	38 , 	39 , 	63 , 	42 , 	33 , 	29 , 	17 , 	376 , 	235 , 	365 , 	233 , 	145 , 	110 , 	40 , 	17 , 	24 , 	3 , 	5 , 	6 , 	9 , 	13 , 	4 , 	7 , 	122 , 	25 , 	4 , 	13 , 	9 , 	-   , 	-   , 	5 , 	15 ," 	2,431 ",,,,,,,,,,
OW, 	11 , 	25 , 	13 , 	10 , 	38 , 	23 , 	26 , 	33 , 	51 , 	15 , 	47 , 	52 , 	23 , 	25 , 	13 , 	5 , 	8 , 	7 , 	11 , 	7 , 	10 , 	1 , 	6 , 	16 , 	15 , 	660 , 	440 , 	781 , 	435 , 	269 , 	183 , 	39 , 	37 , 	38 , 	9 , 	7 , 	23 , 	2 , 	10 , 	8 , 	9 , 	87 , 	21 , 	9 , 	12 , 	13 , 	-   , 	-   , 	5 , 	7 ," 	3,591 ",,,,,,,,,,
EM, 	196 , 	379 , 	247 , 	313 , 	894 , 	266 , 	468 , 	450 , 	438 , 	327 , 	371 , 	282 , 	269 , 	209 , 	130 , 	97 , 	223 , 	257 , 	224 , 	356 , 	437 , 	291 , 	221 , 	488 , 	835 , 	100 , 	37 , 	258 , 	171 , 	443 , 	581 , 	337 , 	431 , 	381 , 	127 , 	160 , 	743 , 	84 , 	150 , 	99 , 	129 , 	368 , 	270 , 	271 , 	59 , 	254 , 	-   , 	-   , 	28 , 	120 ," 	14,262 ",,,,,,,,,,
MT, 	148 , 	238 , 	177 , 	190 , 	562 , 	189 , 	321 , 	350 , 	315 , 	277 , 	283 , 	210 , 	221 , 	202 , 	96 , 	78 , 	134 , 	162 , 	138 , 	205 , 	229 , 	118 , 	117 , 	279 , 	599 , 	35 , 	65 , 	40 , 	83 , 	370 , 	429 , 	320 , 	796 , 	366 , 	113 , 	107 , 	311 , 	51 , 	106 , 	82 , 	90 , 	287 , 	192 , 	128 , 	42 , 	154 , 	-   , 	-   , 	23 , 	58 ," 	10,081 ",,,,,,,,,,
PL, 	262 , 	438 , 	223 , 	188 , 	725 , 	197 , 	395 , 	386 , 	427 , 	351 , 	470 , 	325 , 	307 , 	275 , 	160 , 	106 , 	171 , 	203 , 	193 , 	229 , 	239 , 	149 , 	137 , 	303 , 	779 , 	271 , 	51 , 	110 , 	149 ," 	1,072 "," 	1,190 ", 	711 ," 	1,235 ", 	921 , 	252 , 	151 , 	471 , 	64 , 	180 , 	208 , 	215 ," 	1,103 ", 	427 , 	156 , 	93 , 	170 , 	-   , 	-   , 	37 , 	112 ," 	16,979 ",,,,,,,,,,
CC, 	104 , 	165 , 	107 , 	158 , 	402 , 	150 , 	317 , 	274 , 	256 , 	187 , 	275 , 	150 , 	139 , 	105 , 	64 , 	48 , 	84 , 	96 , 	104 , 	120 , 	166 , 	102 , 	81 , 	219 , 	479 , 	144 , 	76 , 	148 , 	68 , 	359 , 	473 , 	231 , 	366 , 	349 , 	115 , 	66 , 	211 , 	30 , 	62 , 	84 , 	114 , 	398 , 	247 , 	72 , 	34 , 	105 , 	-   , 	-   , 	9 , 	40 ," 	8,148 ",,,,,,,,,,
16, 	86 , 	92 , 	68 , 	113 , 	274 , 	139 , 	250 , 	259 , 	159 , 	156 , 	161 , 	85 , 	59 , 	49 , 	37 , 	27 , 	34 , 	53 , 	51 , 	52 , 	63 , 	38 , 	41 , 	155 , 	318 , 	415 , 	323 ," 	1,109 ", 	413 , 	38 , 	186 , 	204 , 	318 , 	247 , 	75 , 	30 , 	78 , 	18 , 	34 , 	59 , 	89 , 	187 , 	201 , 	49 , 	16 , 	39 , 	-   , 	-   , 	7 , 	20 ," 	6,967 ",,,,,,,,,,
24, 	106 , 	100 , 	45 , 	79 , 	203 , 	91 , 	169 , 	168 , 	123 , 	102 , 	135 , 	83 , 	47 , 	34 , 	34 , 	20 , 	24 , 	28 , 	33 , 	36 , 	46 , 	30 , 	31 , 	104 , 	188 , 	497 , 	347 ," 	1,337 ", 	523 , 	162 , 	34 , 	185 , 	298 , 	232 , 	81 , 	13 , 	63 , 	12 , 	41 , 	63 , 	98 , 	154 , 	138 , 	16 , 	22 , 	31 , 	-   , 	-   , 	5 , 	15 ," 	6,420 ",,,,,,,,,,
GP, 	25 , 	27 , 	20 , 	26 , 	79 , 	26 , 	42 , 	48 , 	41 , 	30 , 	35 , 	32 , 	23 , 	15 , 	14 , 	7 , 	11 , 	10 , 	15 , 	17 , 	20 , 	10 , 	11 , 	40 , 	53 , 	273 , 	224 , 	773 , 	200 , 	177 , 	185 , 	17 , 	40 , 	42 , 	28 , 	8 , 	21 , 	6 , 	13 , 	16 , 	52 , 	109 , 	57 , 	9 , 	11 , 	14 , 	-   , 	-   , 	3 , 	7 ," 	2,957 ",,,,,,,,,,
BP, 	29 , 	30 , 	15 , 	14 , 	61 , 	19 , 	30 , 	37 , 	48 , 	30 , 	39 , 	35 , 	29 , 	25 , 	14 , 	8 , 	8 , 	12 , 	13 , 	13 , 	16 , 	7 , 	5 , 	14 , 	40 , 	332 , 	370 ," 	1,501 ", 	325 , 	272 , 	289 , 	43 , 	31 , 	45 , 	38 , 	12 , 	28 , 	3 , 	14 , 	26 , 	63 , 	123 , 	68 , 	7 , 	6 , 	11 , 	-   , 	-   , 	3 , 	13 ," 	4,208 ",,,,,,,,,,
DC, 	33 , 	42 , 	13 , 	18 , 	73 , 	17 , 	31 , 	43 , 	42 , 	33 , 	37 , 	59 , 	27 , 	20 , 	18 , 	12 , 	9 , 	13 , 	16 , 	19 , 	21 , 	5 , 	5 , 	18 , 	42 , 	332 , 	296 ," 	1,086 ", 	340 , 	268 , 	233 , 	43 , 	52 , 	23 , 	25 , 	13 , 	39 , 	7 , 	17 , 	21 , 	80 , 	202 , 	71 , 	11 , 	12 , 	11 , 	-   , 	-   , 	3 , 	13 ," 	3,855 ",,,,,,,,,,
CM, 	3 , 	14 , 	8 , 	6 , 	13 , 	2 , 	8 , 	7 , 	18 , 	4 , 	7 , 	8 , 	5 , 	6 , 	4 , 	3 , 	5 , 	3 , 	11 , 	9 , 	9 , 	2 , 	3 , 	2 , 	8 , 	82 , 	91 , 	289 , 	101 , 	63 , 	77 , 	30 , 	43 , 	23 , 	13 , 	2 , 	6 , 	3 , 	9 , 	7 , 	27 , 	125 , 	27 , 	2 , 	3 , 	3 , 	-   , 	-   , 	5 , 	7 ," 	1,201 ",,,,,,,,,,
CV, 	4 , 	3 , 	4 , 	4 , 	18 , 	7 , 	8 , 	10 , 	16 , 	54 , 	31 , 	88 , 	20 , 	30 , 	11 , 	8 , 	8 , 	6 , 	3 , 	2 , 	1 , 	1 , 	2 , 	3 , 	9 , 	130 , 	76 , 	180 , 	79 , 	24 , 	15 , 	9 , 	13 , 	12 , 	2 , 	7 , 	62 , 	1 , 	1 , 	3 , 	5 , 	19 , 	3 , 	47 , 	8 , 	8 , 	-   , 	-   , 	1 , 	2 ," 	1,048 ",,,,,,,,,,
ED, 	8 , 	16 , 	8 , 	8 , 	95 , 	15 , 	15 , 	22 , 	30 , 	82 , 	82 , 	285 , 	51 , 	66 , 	32 , 	20 , 	26 , 	27 , 	7 , 	6 , 	5 , 	4 , 	2 , 	11 , 	17 , 	615 , 	293 , 	517 , 	225 , 	70 , 	54 , 	20 , 	35 , 	39 , 	5 , 	54 , 	41 , 	1 , 	4 , 	8 , 	10 , 	106 , 	11 , 	24 , 	43 , 	38 , 	-   , 	-   , 	1 , 	1 ," 	3,147 ",,,,,,,,,,
NC, 	3 , 	3 , 	1 , 	1 , 	8 , 	1 , 	10 , 	6 , 	10 , 	1 , 	4 , 	18 , 	3 , 	2 , 	2 , 	1 , 	1 , 	1 , 	19 , 	10 , 	20 , 	6 , 	1 , 	8 , 	3 , 	66 , 	41 , 	76 , 	32 , 	14 , 	12 , 	4 , 	6 , 	6 , 	3 , 	1 , 	2 , 	7 , 	11 , 	2 , 	3 , 	38 , 	3 , 	-   , 	6 , 	2 , 	-   , 	-   , 	6 , 	5 , 	485 ,,,,,,,,,,
WP, 	13 , 	8 , 	4 , 	3 , 	15 , 	7 , 	29 , 	18 , 	28 , 	4 , 	15 , 	34 , 	6 , 	7 , 	6 , 	4 , 	6 , 	4 , 	79 , 	30 , 	50 , 	17 , 	7 , 	15 , 	7 , 	124 , 	86 , 	200 , 	60 , 	35 , 	44 , 	13 , 	21 , 	20 , 	13 , 	3 , 	3 , 	9 , 	17 , 	9 , 	12 , 	78 , 	5 , 	1 , 	14 , 	7 , 	-   , 	-   , 	10 , 	10 ," 	1,202 ",,,,,,,,,,
SS, 	8 , 	7 , 	3 , 	2 , 	13 , 	3 , 	5 , 	8 , 	13 , 	2 , 	5 , 	9 , 	6 , 	4 , 	3 , 	4 , 	2 , 	2 , 	8 , 	8 , 	8 , 	1 , 	4 , 	6 , 	8 , 	78 , 	72 , 	243 , 	80 , 	53 , 	55 , 	21 , 	25 , 	23 , 	6 , 	3 , 	5 , 	1 , 	10 , 	9 , 	23 , 	58 , 	17 , 	2 , 	2 , 	1 , 	-   , 	-   , 	4 , 	3 , 	929 ,,,,,,,,,,
SB, 	10 , 	14 , 	6 , 	3 , 	20 , 	6 , 	9 , 	10 , 	16 , 	10 , 	16 , 	9 , 	7 , 	6 , 	5 , 	6 , 	2 , 	2 , 	14 , 	7 , 	12 , 	2 , 	2 , 	5 , 	10 , 	110 , 	86 , 	249 , 	105 , 	77 , 	97 , 	42 , 	70 , 	91 , 	36 , 	3 , 	6 , 	3 , 	15 , 	19 , 	9 , 	73 , 	17 , 	2 , 	3 , 	2 , 	-   , 	-   , 	4 , 	8 ," 	1,331 ",,,,,,,,,,
SO, 	41 , 	74 , 	62 , 	65 , 	109 , 	43 , 	78 , 	53 , 	63 , 	22 , 	34 , 	25 , 	23 , 	23 , 	17 , 	14 , 	14 , 	27 , 	81 , 	97 , 	100 , 	69 , 	54 , 	88 , 	84 , 	224 , 	195 , 	848 , 	261 , 	126 , 	102 , 	93 , 	108 , 	173 , 	119 , 	13 , 	72 , 	29 , 	78 , 	49 , 	45 , 	32 , 	203 , 	14 , 	10 , 	9 , 	-   , 	-   , 	11 , 	51 ," 	4,217 ",,,,,,,,,,
MB, 	12 , 	19 , 	14 , 	16 , 	93 , 	13 , 	21 , 	26 , 	38 , 	8 , 	10 , 	18 , 	5 , 	8 , 	4 , 	2 , 	2 , 	1 , 	11 , 	9 , 	12 , 	10 , 	5 , 	25 , 	20 , 	212 , 	140 , 	426 , 	226 , 	160 , 	123 , 	52 , 	73 , 	76 , 	30 , 	3 , 	9 , 	2 , 	7 , 	19 , 	17 , 	257 , 	34 , 	3 , 	4 , 	1 , 	-   , 	-   , 	1 , 	6 ," 	2,279 ",,,,,,,,,,
WD, 	2 , 	8 , 	6 , 	5 , 	24 , 	4 , 	7 , 	16 , 	12 , 	40 , 	41 , 	135 , 	37 , 	48 , 	22 , 	12 , 	16 , 	10 , 	5 , 	2 , 	1 , 	1 , 	0 , 	5 , 	11 , 	242 , 	111 , 	198 , 	84 , 	40 , 	16 , 	8 , 	11 , 	17 , 	2 , 	50 , 	27 , 	0 , 	1 , 	0 , 	4 , 	37 , 	5 , 	10 , 	17 , 	18 , 	-   , 	-   , 	1 , 	1 ," 	1,365 ",,,,,,,,,,
OA, 	4 , 	16 , 	15 , 	22 , 	30 , 	12 , 	12 , 	10 , 	12 , 	11 , 	8 , 	18 , 	2 , 	4 , 	7 , 	2 , 	7 , 	6 , 	12 , 	19 , 	14 , 	6 , 	7 , 	9 , 	7 , 	41 , 	29 , 	66 , 	26 , 	11 , 	10 , 	10 , 	8 , 	7 , 	2 , 	2 , 	23 , 	5 , 	12 , 	3 , 	1 , 	12 , 	4 , 	8 , 	4 , 	10 , 	-   , 	-   , 	1 , 	12 , 	575 ,,,,,,,,,,
WS, 	14 , 	25 , 	15 , 	22 , 	177 , 	22 , 	31 , 	36 , 	45 , 	45 , 	52 , 	134 , 	32 , 	33 , 	47 , 	31 , 	34 , 	48 , 	11 , 	11 , 	13 , 	4 , 	4 , 	15 , 	10 , 	225 , 	124 , 	218 , 	95 , 	43 , 	24 , 	11 , 	12 , 	12 , 	3 , 	9 , 	32 , 	2 , 	9 , 	2 , 	2 , 	18 , 	0 , 	15 , 	9 , 	15 , 	-   , 	-   , 	5 , 	7 ," 	1,794 ",,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
PC, 	7 , 	7 , 	1 , 	2 , 	6 , 	3 , 	12 , 	8 , 	10 , 	1 , 	5 , 	9 , 	5 , 	1 , 	4 , 	2 , 	2 , 	0 , 	48 , 	13 , 	22 , 	6 , 	4 , 	7 , 	4 , 	21 , 	20 , 	44 , 	13 , 	8 , 	7 , 	3 , 	6 , 	4 , 	5 , 	1 , 	2 , 	5 , 	10 , 	1 , 	3 , 	13 , 	3 , 	2 , 	2 , 	4 , 	-   , 	-   , 	3 , 	15 , 	376 ,,,,,,,,,,
