Exit stations,Entry stations->,,TOTAL,,,Jul 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,,,
RM, 	753 ," 	2,663 "," 	2,354 "," 	1,668 "," 	9,697 "," 	2,562 "," 	3,361 "," 	3,838 "," 	4,252 "," 	1,219 "," 	2,221 "," 	1,862 "," 	1,126 ", 	603 , 	616 , 	490 , 	441 , 	596 , 	554 , 	419 , 	528 , 	177 , 	226 , 	568 , 	781 ," 	11,100 "," 	10,231 "," 	13,149 "," 	9,094 "," 	5,041 "," 	5,147 "," 	1,272 "," 	1,672 "," 	1,089 ", 	430 , 	135 , 	374 , 	108 , 	417 , 	376 , 	536 ," 	1,907 ", 	723 , 	156 , 	398 , 	456 , 	-   , 	-   , 	252 , 	310 ," 	107,948 ",,,,,,,,,,,,,
EN," 	2,798 ", 	554 ," 	1,963 "," 	1,983 "," 	17,836 "," 	3,386 "," 	5,751 "," 	10,122 "," 	12,717 "," 	2,163 "," 	2,557 "," 	3,448 "," 	1,476 ", 	969 ," 	1,231 ", 	576 , 	852 , 	964 , 	744 , 	454 , 	672 , 	184 , 	305 , 	753 , 	986 ," 	22,226 "," 	21,239 "," 	22,457 "," 	18,085 "," 	6,876 "," 	4,954 "," 	1,927 "," 	2,387 "," 	1,919 ", 	769 , 	183 , 	681 , 	127 , 	355 , 	767 , 	936 ," 	4,017 "," 	1,530 ", 	350 ," 	1,123 "," 	1,220 ", 	-   , 	-   , 	258 , 	290 ," 	190,120 ",,,,,,,,,,,,,
EP," 	2,357 "," 	1,986 ", 	391 ," 	1,405 "," 	16,322 "," 	1,963 "," 	3,345 "," 	6,598 "," 	7,665 "," 	1,297 "," 	1,227 "," 	1,596 ", 	842 , 	416 , 	530 , 	208 , 	409 , 	622 , 	459 , 	513 , 	559 , 	205 , 	198 , 	707 , 	411 ," 	14,264 "," 	14,658 "," 	10,895 "," 	10,184 "," 	3,560 "," 	1,817 ", 	841 , 	756 , 	708 , 	145 , 	141 , 	334 , 	76 , 	211 , 	179 , 	268 ," 	2,451 ", 	850 , 	142 , 	764 , 	633 , 	-   , 	-   , 	75 , 	146 ," 	116,329 ",,,,,,,,,,,,,
NB," 	1,753 "," 	1,895 "," 	1,285 ", 	455 ," 	3,898 "," 	1,308 "," 	2,408 "," 	5,762 "," 	5,883 "," 	1,103 "," 	1,559 "," 	1,542 ", 	700 , 	485 , 	596 , 	193 , 	473 , 	635 , 	537 , 	514 , 	603 , 	205 , 	263 , 	379 , 	393 ," 	16,634 "," 	15,624 "," 	9,377 "," 	10,981 "," 	4,544 "," 	2,620 ", 	854 , 	691 , 	663 , 	167 , 	195 , 	384 , 	140 , 	205 , 	185 , 	194 ," 	2,881 ", 	832 , 	204 , 	938 , 	630 , 	-   , 	-   , 	82 , 	122 ," 	103,974 ",,,,,,,,,,,,,
BK," 	10,809 "," 	18,742 "," 	16,221 "," 	4,342 "," 	1,637 "," 	7,764 "," 	8,887 "," 	13,476 "," 	13,422 "," 	5,104 "," 	7,186 "," 	5,086 "," 	4,679 "," 	2,986 "," 	3,013 "," 	2,018 "," 	4,378 "," 	5,147 "," 	2,544 "," 	3,465 "," 	3,225 "," 	1,968 "," 	1,484 "," 	1,094 "," 	1,924 "," 	31,966 "," 	27,746 "," 	24,060 "," 	19,663 "," 	9,269 "," 	6,614 "," 	3,710 "," 	2,905 "," 	2,456 ", 	880 ," 	1,383 "," 	4,489 ", 	734 ," 	1,652 ", 	910 ," 	1,032 "," 	4,781 "," 	4,169 "," 	1,795 "," 	1,622 "," 	6,084 ", 	-   , 	-   , 	944 ," 	1,136 "," 	310,601 ",,,,,,,,,,,,,
AS," 	2,714 "," 	3,114 "," 	2,025 "," 	1,540 "," 	7,274 ", 	538 ," 	2,421 "," 	5,982 "," 	6,063 "," 	1,412 "," 	2,528 "," 	2,166 "," 	1,265 ", 	822 , 	892 , 	473 , 	858 , 	678 , 	616 , 	522 , 	540 , 	219 , 	212 , 	291 , 	697 ," 	17,929 "," 	17,822 "," 	11,060 "," 	11,981 "," 	5,864 "," 	2,995 "," 	1,045 ", 	870 , 	579 , 	252 , 	211 , 	612 , 	136 , 	284 , 	261 , 	364 ," 	1,992 ", 	835 , 	302 , 	763 , 	953 , 	-   , 	-   , 	120 , 	223 ," 	123,315 ",,,,,,,,,,,,,
MA," 	3,735 "," 	5,641 "," 	2,949 "," 	2,220 "," 	8,662 "," 	2,698 "," 	1,254 "," 	5,089 "," 	5,710 "," 	1,441 "," 	3,731 "," 	3,885 "," 	2,875 "," 	1,999 "," 	2,005 "," 	1,076 "," 	1,685 "," 	1,814 "," 	3,322 "," 	3,909 "," 	3,559 "," 	1,382 ", 	946 ," 	1,522 "," 	1,320 "," 	28,905 "," 	29,489 "," 	20,529 "," 	21,898 "," 	10,554 "," 	5,678 "," 	2,105 "," 	1,752 "," 	1,508 ", 	619 , 	708 ," 	1,708 ", 	965 ," 	3,354 ", 	565 , 	646 ," 	3,818 "," 	1,508 ", 	566 , 	861 ," 	1,571 ", 	-   , 	-   ," 	1,178 "," 	2,671 "," 	217,585 ",,,,,,,,,,,,,
19," 	4,114 "," 	10,557 "," 	6,494 "," 	5,927 "," 	12,674 "," 	5,812 "," 	4,974 "," 	1,207 "," 	1,182 ", 	786 ," 	4,078 "," 	4,925 "," 	5,269 "," 	4,705 "," 	4,674 "," 	3,019 "," 	4,292 "," 	5,379 "," 	6,387 "," 	8,045 "," 	6,759 "," 	3,653 "," 	2,514 "," 	3,957 "," 	1,726 "," 	34,200 "," 	36,496 "," 	23,561 "," 	24,686 "," 	11,442 "," 	7,889 "," 	3,922 "," 	3,303 "," 	3,230 "," 	1,709 "," 	1,865 "," 	5,038 "," 	2,615 "," 	3,886 "," 	1,469 "," 	1,493 "," 	3,095 "," 	3,029 "," 	2,442 ", 	975 ," 	4,965 ", 	-   , 	-   ," 	1,215 "," 	2,812 "," 	308,446 ",,,,,,,,,,,,,
12," 	4,797 "," 	13,386 "," 	7,372 "," 	6,244 "," 	11,979 "," 	6,088 "," 	5,420 "," 	1,316 "," 	1,400 ", 	856 ," 	5,245 "," 	6,331 "," 	8,197 "," 	7,483 "," 	6,669 "," 	4,106 "," 	5,559 "," 	6,236 "," 	7,239 "," 	10,319 "," 	6,890 "," 	3,768 "," 	2,738 "," 	4,516 "," 	2,140 "," 	33,257 "," 	31,537 "," 	25,015 "," 	24,327 "," 	9,366 "," 	7,884 "," 	4,740 "," 	4,648 "," 	4,940 "," 	2,666 "," 	2,856 "," 	6,269 "," 	2,716 "," 	5,240 "," 	2,185 "," 	2,035 "," 	4,183 "," 	3,470 "," 	2,993 "," 	1,295 "," 	4,723 ", 	-   , 	-   ," 	1,385 "," 	3,965 "," 	337,989 ",,,,,,,,,,,,,
LM," 	1,069 "," 	2,149 "," 	1,221 "," 	1,189 "," 	4,627 "," 	1,478 "," 	1,489 ", 	747 , 	872 , 	558 ," 	3,985 "," 	6,408 "," 	7,548 "," 	6,248 "," 	3,359 "," 	1,876 "," 	2,671 "," 	2,754 ", 	788 , 	502 , 	666 , 	197 , 	212 , 	599 , 	775 ," 	22,678 "," 	24,035 "," 	17,747 "," 	15,889 "," 	6,569 "," 	3,734 "," 	1,552 "," 	1,821 "," 	1,530 ", 	131 ," 	3,296 "," 	4,903 ", 	138 , 	599 , 	329 , 	407 ," 	1,108 ", 	406 ," 	2,200 ", 	694 ," 	2,436 ", 	-   , 	-   , 	210 , 	516 ," 	166,915 ",,,,,,,,,,,,,
