Exit stations,Entry stations->,,SUNDAY,,,Jul 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
FV, 	40 , 	39 , 	27 , 	27 , 	104 , 	51 , 	62 , 	59 , 	60 , 	89 , 	23 , 	149 , 	77 , 	96 , 	65 , 	29 , 	33 , 	31 , 	17 , 	10 , 	10 , 	8 , 	5 , 	25 , 	31 , 	174 , 	114 , 	286 , 	154 , 	80 , 	60 , 	18 , 	24 , 	20 , 	4 , 	23 , 	56 , 	4 , 	15 , 	4 , 	8 , 	37 , 	5 , 	25 , 	19 , 	29 , 	-   , 	-   , 	2 , 	9 ," 	2,329 ",,,,,,,,,,,
CL, 	45 , 	104 , 	57 , 	69 , 	98 , 	53 , 	90 , 	77 , 	87 , 	108 , 	140 , 	16 , 	132 , 	137 , 	81 , 	54 , 	75 , 	92 , 	42 , 	46 , 	60 , 	44 , 	28 , 	46 , 	42 , 	164 , 	95 , 	248 , 	121 , 	53 , 	56 , 	38 , 	30 , 	58 , 	13 , 	67 , 	256 , 	21 , 	43 , 	10 , 	9 , 	26 , 	10 , 	97 , 	34 , 	146 , 	-   , 	-   , 	9 , 	29 ," 	3,447 ",,,,,,,,,,,
SL, 	14 , 	23 , 	14 , 	14 , 	44 , 	14 , 	40 , 	42 , 	69 , 	109 , 	81 , 	139 , 	9 , 	62 , 	40 , 	21 , 	23 , 	26 , 	5 , 	6 , 	10 , 	3 , 	4 , 	9 , 	14 , 	142 , 	83 , 	197 , 	98 , 	37 , 	27 , 	13 , 	18 , 	18 , 	2 , 	16 , 	26 , 	3 , 	6 , 	3 , 	5 , 	35 , 	4 , 	26 , 	12 , 	24 , 	-   , 	-   , 	3 , 	3 ," 	1,629 ",,,,,,,,,,,
BF, 	15 , 	17 , 	8 , 	7 , 	33 , 	11 , 	33 , 	34 , 	53 , 	107 , 	99 , 	124 , 	68 , 	9 , 	42 , 	28 , 	33 , 	38 , 	10 , 	3 , 	5 , 	2 , 	3 , 	6 , 	18 , 	139 , 	88 , 	205 , 	84 , 	38 , 	23 , 	10 , 	15 , 	12 , 	3 , 	20 , 	57 , 	1 , 	8 , 	2 , 	7 , 	26 , 	4 , 	35 , 	9 , 	23 , 	-   , 	-   , 	2 , 	5 ," 	1,616 ",,,,,,,,,,,
HY, 	10 , 	16 , 	8 , 	7 , 	36 , 	18 , 	24 , 	25 , 	41 , 	41 , 	73 , 	83 , 	46 , 	38 , 	7 , 	35 , 	35 , 	49 , 	10 , 	3 , 	6 , 	1 , 	0 , 	7 , 	11 , 	72 , 	42 , 	116 , 	46 , 	23 , 	21 , 	7 , 	11 , 	10 , 	4 , 	6 , 	21 , 	1 , 	9 , 	2 , 	3 , 	21 , 	3 , 	13 , 	8 , 	29 , 	-   , 	-   , 	3 , 	4 ," 	1,102 ",,,,,,,,,,,
SH, 	6 , 	6 , 	4 , 	3 , 	13 , 	7 , 	9 , 	14 , 	21 , 	23 , 	29 , 	59 , 	24 , 	31 , 	33 , 	8 , 	19 , 	22 , 	5 , 	3 , 	2 , 	1 , 	0 , 	2 , 	6 , 	54 , 	27 , 	65 , 	31 , 	16 , 	12 , 	3 , 	5 , 	9 , 	2 , 	6 , 	14 , 	1 , 	4 , 	3 , 	4 , 	11 , 	1 , 	10 , 	9 , 	28 , 	-   , 	-   , 	1 , 	1 , 	662 ,,,,,,,,,,,
UC, 	8 , 	11 , 	8 , 	8 , 	45 , 	11 , 	17 , 	11 , 	27 , 	41 , 	30 , 	74 , 	21 , 	37 , 	42 , 	19 , 	9 , 	27 , 	5 , 	5 , 	3 , 	2 , 	1 , 	5 , 	5 , 	113 , 	50 , 	119 , 	49 , 	22 , 	18 , 	9 , 	11 , 	9 , 	4 , 	6 , 	21 , 	1 , 	3 , 	2 , 	1 , 	30 , 	3 , 	14 , 	17 , 	32 , 	-   , 	-   , 	2 , 	5 ," 	1,007 ",,,,,,,,,,,
FM, 	10 , 	13 , 	13 , 	10 , 	64 , 	10 , 	12 , 	22 , 	40 , 	32 , 	30 , 	93 , 	24 , 	39 , 	49 , 	26 , 	30 , 	11 , 	5 , 	6 , 	5 , 	2 , 	1 , 	6 , 	5 , 	125 , 	73 , 	140 , 	70 , 	25 , 	18 , 	6 , 	11 , 	15 , 	3 , 	8 , 	18 , 	1 , 	3 , 	1 , 	5 , 	39 , 	1 , 	8 , 	21 , 	25 , 	-   , 	-   , 	1 , 	3 ," 	1,174 ",,,,,,,,,,,
CN, 	11 , 	16 , 	6 , 	4 , 	26 , 	6 , 	24 , 	24 , 	35 , 	11 , 	16 , 	35 , 	7 , 	8 , 	7 , 	4 , 	6 , 	7 , 	13 , 	37 , 	105 , 	35 , 	14 , 	22 , 	10 , 	144 , 	74 , 	159 , 	79 , 	41 , 	25 , 	10 , 	17 , 	18 , 	6 , 	2 , 	4 , 	14 , 	67 , 	7 , 	9 , 	92 , 	9 , 	4 , 	29 , 	9 , 	-   , 	-   , 	31 , 	30 ," 	1,362 ",,,,,,,,,,,
PH, 	6 , 	8 , 	9 , 	8 , 	32 , 	4 , 	27 , 	23 , 	25 , 	6 , 	6 , 	44 , 	4 , 	2 , 	3 , 	2 , 	2 , 	4 , 	32 , 	12 , 	40 , 	20 , 	14 , 	34 , 	5 , 	200 , 	95 , 	197 , 	89 , 	37 , 	20 , 	12 , 	8 , 	14 , 	6 , 	1 , 	2 , 	8 , 	23 , 	3 , 	6 , 	160 , 	9 , 	2 , 	41 , 	11 , 	-   , 	-   , 	7 , 	16 ," 	1,334 ",,,,,,,,,,,
WC, 	10 , 	9 , 	11 , 	12 , 	40 , 	6 , 	33 , 	31 , 	39 , 	9 , 	13 , 	58 , 	8 , 	5 , 	4 , 	2 , 	4 , 	7 , 	110 , 	46 , 	12 , 	20 , 	12 , 	51 , 	10 , 	298 , 	124 , 	196 , 	129 , 	56 , 	33 , 	20 , 	18 , 	19 , 	5 , 	1 , 	3 , 	14 , 	41 , 	4 , 	7 , 	154 , 	7 , 	1 , 	29 , 	7 , 	-   , 	-   , 	14 , 	26 ," 	1,760 ",,,,,,,,,,,
LF, 	3 , 	4 , 	4 , 	5 , 	21 , 	8 , 	14 , 	17 , 	21 , 	5 , 	9 , 	40 , 	2 , 	1 , 	1 , 	1 , 	3 , 	1 , 	38 , 	17 , 	21 , 	7 , 	8 , 	28 , 	2 , 	162 , 	79 , 	102 , 	72 , 	30 , 	19 , 	13 , 	4 , 	11 , 	2 , 	-   , 	3 , 	3 , 	13 , 	2 , 	2 , 	94 , 	5 , 	0 , 	16 , 	2 , 	-   , 	-   , 	5 , 	6 , 	921 ,,,,,,,,,,,
OR, 	2 , 	6 , 	5 , 	3 , 	17 , 	2 , 	13 , 	16 , 	17 , 	3 , 	4 , 	25 , 	2 , 	3 , 	0 , 	1 , 	2 , 	1 , 	14 , 	15 , 	16 , 	7 , 	6 , 	29 , 	3 , 	146 , 	76 , 	106 , 	73 , 	34 , 	16 , 	9 , 	4 , 	8 , 	3 , 	2 , 	3 , 	1 , 	5 , 	3 , 	2 , 	65 , 	6 , 	1 , 	11 , 	4 , 	-   , 	-   , 	4 , 	4 , 	792 ,,,,,,,,,,,
RR, 	10 , 	14 , 	14 , 	6 , 	19 , 	6 , 	27 , 	39 , 	59 , 	7 , 	19 , 	46 , 	7 , 	5 , 	5 , 	2 , 	4 , 	5 , 	22 , 	31 , 	52 , 	32 , 	32 , 	12 , 	13 , 	300 , 	168 , 	292 , 	210 , 	123 , 	88 , 	37 , 	14 , 	17 , 	3 , 	2 , 	8 , 	5 , 	7 , 	4 , 	6 , 	161 , 	17 , 	2 , 	20 , 	11 , 	-   , 	-   , 	5 , 	13 ," 	1,994 ",,,,,,,,,,,
OW, 	10 , 	15 , 	6 , 	9 , 	28 , 	12 , 	20 , 	25 , 	41 , 	12 , 	22 , 	33 , 	11 , 	9 , 	5 , 	3 , 	5 , 	4 , 	6 , 	5 , 	7 , 	2 , 	2 , 	9 , 	31 , 	478 , 	284 , 	588 , 	356 , 	207 , 	134 , 	44 , 	34 , 	30 , 	6 , 	1 , 	6 , 	1 , 	8 , 	6 , 	12 , 	122 , 	11 , 	3 , 	6 , 	4 , 	-   , 	-   , 	2 , 	9 ," 	2,675 ",,,,,,,,,,,
EM, 	184 , 	292 , 	219 , 	312 , 	725 , 	277 , 	447 , 	458 , 	533 , 	254 , 	291 , 	262 , 	214 , 	184 , 	117 , 	77 , 	164 , 	183 , 	204 , 	267 , 	372 , 	221 , 	215 , 	443 , 	889 , 	162 , 	17 , 	128 , 	89 , 	255 , 	306 , 	193 , 	257 , 	228 , 	78 , 	112 , 	565 , 	84 , 	120 , 	65 , 	85 , 	310 , 	152 , 	194 , 	122 , 	174 , 	-   , 	-   , 	31 , 	92 ," 	11,618 ",,,,,,,,,,,
MT, 	76 , 	130 , 	74 , 	90 , 	251 , 	75 , 	165 , 	159 , 	218 , 	91 , 	114 , 	94 , 	79 , 	95 , 	40 , 	27 , 	59 , 	66 , 	81 , 	100 , 	121 , 	73 , 	59 , 	149 , 	244 , 	18 , 	77 , 	27 , 	48 , 	197 , 	208 , 	162 , 	434 , 	209 , 	69 , 	36 , 	135 , 	25 , 	56 , 	43 , 	57 , 	250 , 	73 , 	33 , 	44 , 	55 , 	-   , 	-   , 	14 , 	39 ," 	5,033 ",,,,,,,,,,,
PL, 	153 , 	222 , 	111 , 	102 , 	370 , 	114 , 	230 , 	234 , 	311 , 	144 , 	218 , 	198 , 	131 , 	126 , 	72 , 	49 , 	72 , 	94 , 	109 , 	143 , 	141 , 	83 , 	66 , 	174 , 	482 , 	136 , 	18 , 	241 , 	103 , 	691 , 	771 , 	453 , 	800 , 	561 , 	182 , 	60 , 	195 , 	36 , 	112 , 	141 , 	162 , 	891 , 	223 , 	67 , 	79 , 	87 , 	-   , 	-   , 	28 , 	67 ," 	10,246 ",,,,,,,,,,,
CC, 	69 , 	111 , 	71 , 	100 , 	231 , 	104 , 	221 , 	212 , 	210 , 	102 , 	163 , 	102 , 	70 , 	62 , 	42 , 	27 , 	45 , 	56 , 	67 , 	77 , 	120 , 	82 , 	57 , 	163 , 	349 , 	84 , 	44 , 	84 , 	123 , 	251 , 	291 , 	171 , 	290 , 	224 , 	89 , 	43 , 	136 , 	16 , 	42 , 	61 , 	95 , 	409 , 	151 , 	41 , 	42 , 	65 , 	-   , 	-   , 	11 , 	40 ," 	5,708 ",,,,,,,,,,,
16, 	56 , 	66 , 	42 , 	69 , 	149 , 	84 , 	149 , 	152 , 	124 , 	65 , 	79 , 	60 , 	41 , 	34 , 	23 , 	13 , 	21 , 	26 , 	36 , 	31 , 	51 , 	28 , 	33 , 	97 , 	221 , 	257 , 	181 , 	716 , 	257 , 	118 , 	75 , 	111 , 	171 , 	144 , 	53 , 	17 , 	47 , 	8 , 	27 , 	40 , 	52 , 	204 , 	78 , 	19 , 	17 , 	26 , 	-   , 	-   , 	6 , 	15 ," 	4,380 ",,,,,,,,,,,
24, 	66 , 	59 , 	31 , 	56 , 	108 , 	57 , 	106 , 	107 , 	103 , 	52 , 	74 , 	61 , 	25 , 	19 , 	17 , 	15 , 	14 , 	16 , 	26 , 	21 , 	36 , 	15 , 	21 , 	71 , 	138 , 	313 , 	190 , 	849 , 	332 , 	82 , 	112 , 	190 , 	237 , 	184 , 	70 , 	9 , 	39 , 	10 , 	29 , 	61 , 	77 , 	240 , 	90 , 	11 , 	28 , 	17 , 	-   , 	-   , 	4 , 	12 ," 	4,493 ",,,,,,,,,,,
GP, 	21 , 	25 , 	15 , 	16 , 	55 , 	20 , 	35 , 	41 , 	39 , 	22 , 	24 , 	38 , 	11 , 	10 , 	5 , 	1 , 	8 , 	7 , 	13 , 	17 , 	22 , 	13 , 	10 , 	29 , 	46 , 	190 , 	132 , 	517 , 	162 , 	140 , 	115 , 	45 , 	29 , 	28 , 	25 , 	7 , 	23 , 	3 , 	12 , 	8 , 	34 , 	118 , 	43 , 	5 , 	14 , 	9 , 	-   , 	-   , 	1 , 	8 ," 	2,206 ",,,,,,,,,,,
BP, 	26 , 	24 , 	10 , 	13 , 	37 , 	15 , 	28 , 	29 , 	44 , 	26 , 	19 , 	32 , 	14 , 	18 , 	10 , 	6 , 	6 , 	8 , 	17 , 	11 , 	19 , 	5 , 	5 , 	12 , 	32 , 	258 , 	236 ," 	1,077 ", 	253 , 	199 , 	167 , 	30 , 	71 , 	32 , 	28 , 	8 , 	20 , 	3 , 	12 , 	15 , 	53 , 	127 , 	48 , 	7 , 	8 , 	9 , 	-   , 	-   , 	3 , 	10 ," 	3,134 ",,,,,,,,,,,
DC, 	21 , 	30 , 	11 , 	11 , 	36 , 	14 , 	24 , 	31 , 	32 , 	16 , 	21 , 	53 , 	15 , 	12 , 	10 , 	7 , 	8 , 	10 , 	16 , 	17 , 	18 , 	10 , 	9 , 	17 , 	31 , 	253 , 	169 , 	704 , 	227 , 	173 , 	146 , 	29 , 	36 , 	30 , 	20 , 	9 , 	27 , 	5 , 	15 , 	16 , 	67 , 	223 , 	64 , 	7 , 	12 , 	11 , 	-   , 	-   , 	3 , 	14 ," 	2,733 ",,,,,,,,,,,
CM, 	6 , 	15 , 	4 , 	3 , 	11 , 	1 , 	4 , 	5 , 	16 , 	5 , 	6 , 	16 , 	2 , 	3 , 	4 , 	2 , 	3 , 	3 , 	10 , 	4 , 	7 , 	3 , 	2 , 	2 , 	7 , 	77 , 	63 , 	239 , 	81 , 	53 , 	51 , 	21 , 	30 , 	18 , 	11 , 	2 , 	5 , 	4 , 	6 , 	4 , 	18 , 	116 , 	20 , 	2 , 	3 , 	2 , 	-   , 	-   , 	1 , 	6 , 	973 ,,,,,,,,,,,
CV, 	1 , 	3 , 	2 , 	3 , 	14 , 	5 , 	8 , 	12 , 	15 , 	46 , 	26 , 	69 , 	14 , 	22 , 	9 , 	7 , 	5 , 	8 , 	2 , 	1 , 	1 , 	1 , 	1 , 	1 , 	5 , 	66 , 	34 , 	83 , 	46 , 	22 , 	9 , 	5 , 	6 , 	9 , 	2 , 	4 , 	40 , 	1 , 	0 , 	2 , 	2 , 	18 , 	1 , 	41 , 	7 , 	8 , 	-   , 	-   , 	0 , 	1 , 	679 ,,,,,,,,,,,
ED, 	7 , 	8 , 	6 , 	5 , 	80 , 	11 , 	19 , 	28 , 	31 , 	56 , 	47 , 	235 , 	30 , 	41 , 	21 , 	13 , 	22 , 	23 , 	7 , 	5 , 	3 , 	3 , 	3 , 	11 , 	9 , 	414 , 	154 , 	302 , 	135 , 	58 , 	30 , 	19 , 	19 , 	27 , 	3 , 	36 , 	32 , 	1 , 	3 , 	4 , 	6 , 	109 , 	7 , 	17 , 	61 , 	26 , 	-   , 	-   , 	2 , 	4 ," 	2,185 ",,,,,,,,,,,
NC, 	2 , 	1 , 	1 , 	0 , 	5 , 	2 , 	5 , 	6 , 	8 , 	1 , 	5 , 	21 , 	2 , 	1 , 	2 , 	0 , 	1 , 	1 , 	14 , 	9 , 	11 , 	2 , 	1 , 	5 , 	3 , 	58 , 	22 , 	52 , 	21 , 	8 , 	9 , 	3 , 	5 , 	6 , 	3 , 	0 , 	2 , 	4 , 	6 , 	1 , 	4 , 	38 , 	2 , 	-   , 	9 , 	2 , 	-   , 	-   , 	6 , 	4 , 	367 ,,,,,,,,,,,
WP, 	9 , 	7 , 	2 , 	2 , 	10 , 	4 , 	27 , 	13 , 	22 , 	6 , 	16 , 	30 , 	7 , 	5 , 	5 , 	4 , 	3 , 	2 , 	61 , 	23 , 	43 , 	13 , 	3 , 	11 , 	8 , 	99 , 	51 , 	133 , 	39 , 	24 , 	20 , 	11 , 	17 , 	16 , 	9 , 	1 , 	2 , 	8 , 	11 , 	6 , 	6 , 	77 , 	5 , 	1 , 	19 , 	4 , 	-   , 	-   , 	5 , 	10 , 	905 ,,,,,,,,,,,
SS, 	6 , 	6 , 	5 , 	3 , 	11 , 	3 , 	3 , 	6 , 	9 , 	1 , 	5 , 	7 , 	2 , 	3 , 	2 , 	3 , 	2 , 	2 , 	5 , 	3 , 	5 , 	2 , 	2 , 	3 , 	6 , 	72 , 	46 , 	176 , 	63 , 	41 , 	42 , 	14 , 	15 , 	14 , 	6 , 	1 , 	5 , 	3 , 	6 , 	9 , 	16 , 	53 , 	13 , 	1 , 	2 , 	1 , 	-   , 	-   , 	3 , 	5 , 	701 ,,,,,,,,,,,
SB, 	7 , 	11 , 	6 , 	4 , 	17 , 	2 , 	8 , 	10 , 	12 , 	5 , 	11 , 	12 , 	3 , 	5 , 	4 , 	4 , 	2 , 	2 , 	10 , 	6 , 	8 , 	3 , 	3 , 	5 , 	10 , 	86 , 	45 , 	205 , 	98 , 	61 , 	76 , 	29 , 	61 , 	63 , 	16 , 	2 , 	7 , 	3 , 	7 , 	15 , 	10 , 	55 , 	11 , 	1 , 	6 , 	3 , 	-   , 	-   , 	3 , 	7 ," 	1,034 ",,,,,,,,,,,
SO, 	38 , 	62 , 	40 , 	44 , 	95 , 	30 , 	77 , 	48 , 	74 , 	18 , 	27 , 	22 , 	19 , 	12 , 	6 , 	8 , 	8 , 	11 , 	67 , 	91 , 	104 , 	67 , 	59 , 	77 , 	81 , 	226 , 	232 , 	899 , 	258 , 	105 , 	100 , 	50 , 	68 , 	125 , 	78 , 	7 , 	55 , 	30 , 	65 , 	30 , 	29 , 	38 , 	122 , 	22 , 	15 , 	5 , 	-   , 	-   , 	7 , 	44 ," 	3,789 ",,,,,,,,,,,
MB, 	9 , 	11 , 	7 , 	8 , 	56 , 	10 , 	12 , 	13 , 	26 , 	6 , 	5 , 	14 , 	5 , 	3 , 	2 , 	1 , 	2 , 	0 , 	7 , 	7 , 	11 , 	4 , 	5 , 	15 , 	15 , 	167 , 	63 , 	278 , 	132 , 	81 , 	58 , 	33 , 	45 , 	54 , 	14 , 	0 , 	7 , 	3 , 	6 , 	10 , 	12 , 	305 , 	25 , 	3 , 	7 , 	0 , 	-   , 	-   , 	2 , 	5 ," 	1,562 ",,,,,,,,,,,
WD, 	3 , 	5 , 	2 , 	4 , 	22 , 	3 , 	10 , 	10 , 	10 , 	25 , 	26 , 	100 , 	33 , 	42 , 	13 , 	10 , 	12 , 	8 , 	3 , 	1 , 	1 , 	2 , 	1 , 	3 , 	4 , 	126 , 	48 , 	112 , 	49 , 	20 , 	11 , 	3 , 	5 , 	8 , 	1 , 	45 , 	18 , 	0 , 	1 , 	1 , 	1 , 	42 , 	3 , 	7 , 	32 , 	10 , 	-   , 	-   , 	-   , 	1 , 	891 ,,,,,,,,,,,
OA, 	5 , 	12 , 	14 , 	14 , 	24 , 	8 , 	10 , 	7 , 	19 , 	5 , 	5 , 	20 , 	5 , 	3 , 	3 , 	3 , 	5 , 	9 , 	13 , 	16 , 	17 , 	8 , 	6 , 	7 , 	1 , 	52 , 	30 , 	85 , 	30 , 	10 , 	9 , 	6 , 	2 , 	5 , 	1 , 	4 , 	28 , 	4 , 	10 , 	1 , 	1 , 	14 , 	1 , 	8 , 	2 , 	5 , 	-   , 	-   , 	1 , 	10 , 	554 ,,,,,,,,,,,
WS, 	12 , 	24 , 	12 , 	18 , 	109 , 	17 , 	22 , 	26 , 	39 , 	43 , 	37 , 	152 , 	22 , 	21 , 	31 , 	23 , 	25 , 	29 , 	7 , 	9 , 	7 , 	1 , 	3 , 	10 , 	7 , 	126 , 	61 , 	116 , 	68 , 	30 , 	18 , 	9 , 	8 , 	9 , 	1 , 	6 , 	22 , 	3 , 	5 , 	2 , 	3 , 	18 , 	1 , 	10 , 	16 , 	15 , 	-   , 	-   , 	3 , 	8 ," 	1,261 ",,,,,,,,,,,
ML, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
BE, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,,
PC, 	3 , 	1 , 	2 , 	2 , 	4 , 	2 , 	12 , 	6 , 	6 , 	2 , 	4 , 	12 , 	3 , 	2 , 	3 , 	1 , 	1 , 	1 , 	36 , 	10 , 	13 , 	4 , 	4 , 	4 , 	3 , 	18 , 	10 , 	42 , 	12 , 	5 , 	7 , 	2 , 	4 , 	5 , 	4 , 	1 , 	1 , 	4 , 	8 , 	1 , 	3 , 	12 , 	2 , 	1 , 	2 , 	2 , 	-   , 	-   , 	3 , 	12 , 	295 ,,,,,,,,,,,
