Exit stations,Entry stations->,,WEEKDAY,,,Aug 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	14 , 	135 , 	98 , 	90 , 	430 , 	109 , 	169 , 	161 , 	207 , 	47 , 	102 , 	93 , 	45 , 	37 , 	36 , 	26 , 	24 , 	34 , 	28 , 	13 , 	21 , 	8 , 	8 , 	20 , 	26 , 	352 , 	418 , 	500 , 	366 , 	193 , 	173 , 	40 , 	70 , 	72 , 	19 , 	5 , 	15 , 	7 , 	40 , 	18 , 	29 , 	50 , 	30 , 	5 , 	13 , 	-   ," 	4,396 ",,,Eastbay," 	87,616 ",,SF CBD," 	278,284 ",66.4%,,,
EN, 	148 , 	23 , 	112 , 	103 , 	914 , 	174 , 	306 , 	507 , 	612 , 	120 , 	160 , 	187 , 	80 , 	62 , 	65 , 	40 , 	48 , 	89 , 	36 , 	23 , 	43 , 	12 , 	10 , 	35 , 	46 , 	965 ," 	1,107 "," 	1,048 ", 	808 , 	251 , 	216 , 	79 , 	121 , 	122 , 	35 , 	11 , 	32 , 	6 , 	47 , 	31 , 	56 , 	114 , 	69 , 	16 , 	36 , 	-   ," 	9,125 ",,,Westbay," 	112,813 ",,non-CBD," 	130,561 ",31.1%,,,
EP, 	114 , 	100 , 	14 , 	63 , 	700 , 	95 , 	141 , 	277 , 	335 , 	75 , 	56 , 	70 , 	31 , 	23 , 	22 , 	11 , 	15 , 	48 , 	21 , 	18 , 	27 , 	11 , 	9 , 	39 , 	16 , 	569 , 	640 , 	470 , 	416 , 	121 , 	71 , 	45 , 	37 , 	42 , 	8 , 	7 , 	23 , 	5 , 	16 , 	10 , 	14 , 	74 , 	34 , 	9 , 	30 , 	-   ," 	4,969 ",,,Transbay," 	229,321 ",,,,,,,
NB, 	88 , 	92 , 	64 , 	17 , 	189 , 	71 , 	96 , 	251 , 	246 , 	57 , 	68 , 	76 , 	31 , 	20 , 	26 , 	13 , 	20 , 	47 , 	21 , 	22 , 	24 , 	11 , 	11 , 	21 , 	18 , 	726 , 	794 , 	482 , 	509 , 	185 , 	108 , 	41 , 	32 , 	37 , 	8 , 	10 , 	20 , 	7 , 	20 , 	7 , 	14 , 	120 , 	39 , 	9 , 	43 , 	-   ," 	4,813 ",,,,,,,,,,,
BK, 	472 , 	960 , 	710 , 	198 , 	51 , 	408 , 	458 , 	607 , 	600 , 	246 , 	310 , 	199 , 	181 , 	151 , 	142 , 	88 , 	152 , 	319 , 	146 , 	168 , 	164 , 	93 , 	65 , 	65 , 	110 ," 	1,241 "," 	1,167 "," 	1,180 ", 	867 , 	414 , 	284 , 	143 , 	118 , 	130 , 	39 , 	60 , 	163 , 	53 , 	112 , 	36 , 	49 , 	257 , 	200 , 	70 , 	120 , 	-   ," 	13,765 ",,,,,,,,,,,
AS, 	118 , 	153 , 	88 , 	67 , 	356 , 	19 , 	102 , 	259 , 	277 , 	69 , 	120 , 	104 , 	57 , 	45 , 	40 , 	25 , 	37 , 	62 , 	25 , 	26 , 	33 , 	10 , 	9 , 	17 , 	35 , 	746 , 	817 , 	544 , 	557 , 	265 , 	147 , 	45 , 	42 , 	43 , 	14 , 	12 , 	26 , 	6 , 	32 , 	7 , 	20 , 	81 , 	45 , 	11 , 	39 , 	-   ," 	5,652 ",,,,,,,,,,,
MA, 	183 , 	299 , 	121 , 	95 , 	424 , 	109 , 	30 , 	214 , 	257 , 	79 , 	178 , 	195 , 	115 , 	117 , 	120 , 	64 , 	79 , 	153 , 	146 , 	153 , 	141 , 	58 , 	37 , 	79 , 	71 ," 	1,086 "," 	1,263 ", 	960 , 	932 , 	417 , 	244 , 	88 , 	93 , 	90 , 	29 , 	26 , 	68 , 	50 , 	238 , 	23 , 	39 , 	132 , 	62 , 	29 , 	48 , 	-   ," 	9,433 ",,,,,,,,,,,
19, 	177 , 	506 , 	280 , 	266 , 	576 , 	263 , 	205 , 	33 , 	55 , 	45 , 	184 , 	202 , 	211 , 	184 , 	191 , 	170 , 	216 , 	372 , 	320 , 	354 , 	273 , 	147 , 	99 , 	175 , 	78 ," 	1,240 "," 	1,386 ", 	962 ," 	1,032 ", 	482 , 	330 , 	176 , 	139 , 	153 , 	68 , 	75 , 	207 , 	166 , 	275 , 	74 , 	66 , 	105 , 	137 , 	72 , 	50 , 	-   ," 	12,780 ",,,,,,,,,,,
12, 	218 , 	621 , 	319 , 	256 , 	536 , 	267 , 	235 , 	52 , 	42 , 	53 , 	252 , 	344 , 	323 , 	340 , 	295 , 	165 , 	237 , 	392 , 	379 , 	347 , 	287 , 	144 , 	124 , 	173 , 	103 ," 	1,242 "," 	1,276 ", 	991 ," 	1,005 ", 	351 , 	328 , 	187 , 	184 , 	182 , 	118 , 	103 , 	224 , 	183 , 	356 , 	88 , 	95 , 	149 , 	169 , 	119 , 	70 , 	-   ," 	13,927 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	50 , 	117 , 	72 , 	58 , 	225 , 	71 , 	80 , 	42 , 	49 , 	20 , 	168 , 	278 , 	276 , 	242 , 	166 , 	89 , 	132 , 	176 , 	40 , 	28 , 	35 , 	12 , 	12 , 	31 , 	48 , 	879 , 	977 , 	774 , 	639 , 	286 , 	147 , 	68 , 	86 , 	100 , 	12 , 	122 , 	196 , 	19 , 	56 , 	13 , 	17 , 	45 , 	26 , 	80 , 	35 , 	-   ," 	7,093 ",,,Dtwn SF,"5,616","21,719","33,844","16,715","24,295","28,535","12,394","143,118"
FV, 	107 , 	147 , 	60 , 	66 , 	306 , 	114 , 	168 , 	196 , 	265 , 	161 , 	29 , 	313 , 	236 , 	264 , 	228 , 	98 , 	97 , 	165 , 	48 , 	19 , 	41 , 	22 , 	25 , 	58 , 	111 , 	893 , 	999 , 	981 , 	881 , 	341 , 	232 , 	65 , 	99 , 	116 , 	12 , 	56 , 	129 , 	8 , 	61 , 	17 , 	37 , 	83 , 	32 , 	58 , 	18 , 	-   ," 	8,462 ",,,OAK,"21,479","2,099","5,122","6,338","5,066","8,101","1,402","49,608"
