Exit stations,Entry stations->,,SUNDAY,,,Aug 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,,
RM, 	8 , 	52 , 	50 , 	43 , 	167 , 	63 , 	69 , 	44 , 	51 , 	26 , 	59 , 	78 , 	19 , 	18 , 	15 , 	8 , 	7 , 	19 , 	12 , 	2 , 	6 , 	4 , 	5 , 	10 , 	10 , 	103 , 	63 , 	192 , 	79 , 	53 , 	48 , 	15 , 	20 , 	13 , 	9 , 	2 , 	7 , 	2 , 	23 , 	4 , 	6 , 	34 , 	13 , 	2 , 	12 , 	-   ," 	1,545 ",,,Eastbay," 	36,197 ",,SF CBD," 	76,782 ",56.1%,,,
EN, 	55 , 	18 , 	49 , 	45 , 	276 , 	82 , 	92 , 	68 , 	124 , 	39 , 	68 , 	201 , 	22 , 	31 , 	26 , 	10 , 	16 , 	43 , 	17 , 	5 , 	16 , 	8 , 	4 , 	18 , 	19 , 	204 , 	130 , 	370 , 	128 , 	73 , 	49 , 	28 , 	32 , 	28 , 	10 , 	4 , 	13 , 	2 , 	26 , 	9 , 	12 , 	76 , 	15 , 	5 , 	34 , 	-   ," 	2,599 ",,,Westbay," 	42,584 ",,non-CBD," 	53,748 ",39.3%,,,
EP, 	60 , 	52 , 	10 , 	37 , 	288 , 	51 , 	55 , 	56 , 	87 , 	26 , 	31 , 	80 , 	16 , 	15 , 	7 , 	6 , 	9 , 	26 , 	7 , 	6 , 	11 , 	4 , 	6 , 	18 , 	8 , 	131 , 	82 , 	180 , 	112 , 	41 , 	30 , 	14 , 	10 , 	9 , 	4 , 	4 , 	7 , 	3 , 	6 , 	4 , 	5 , 	61 , 	7 , 	4 , 	37 , 	-   ," 	1,720 ",,,Transbay," 	60,648 ",,,,,,,
NB, 	42 , 	35 , 	43 , 	16 , 	91 , 	42 , 	50 , 	70 , 	72 , 	27 , 	33 , 	65 , 	15 , 	13 , 	12 , 	4 , 	9 , 	30 , 	8 , 	7 , 	12 , 	5 , 	6 , 	9 , 	8 , 	186 , 	117 , 	220 , 	184 , 	89 , 	59 , 	19 , 	14 , 	15 , 	5 , 	2 , 	7 , 	2 , 	9 , 	2 , 	3 , 	93 , 	13 , 	3 , 	59 , 	-   ," 	1,827 ",,,,,,,,,,,
BK, 	179 , 	288 , 	267 , 	91 , 	54 , 	180 , 	180 , 	222 , 	250 , 	86 , 	126 , 	108 , 	54 , 	59 , 	51 , 	22 , 	53 , 	233 , 	33 , 	37 , 	62 , 	34 , 	26 , 	27 , 	48 , 	494 , 	252 , 	715 , 	380 , 	188 , 	109 , 	44 , 	47 , 	50 , 	11 , 	17 , 	76 , 	7 , 	29 , 	10 , 	14 , 	251 , 	85 , 	24 , 	141 , 	-   ," 	5,714 ",,,,,,,,,,,
AS, 	69 , 	71 , 	52 , 	43 , 	167 , 	18 , 	72 , 	107 , 	119 , 	47 , 	74 , 	82 , 	22 , 	26 , 	14 , 	9 , 	15 , 	32 , 	12 , 	7 , 	15 , 	6 , 	3 , 	10 , 	24 , 	176 , 	96 , 	215 , 	183 , 	115 , 	76 , 	17 , 	16 , 	15 , 	2 , 	4 , 	13 , 	2 , 	15 , 	4 , 	5 , 	72 , 	14 , 	4 , 	56 , 	-   ," 	2,214 ",,,,,,,,,,,
MA, 	73 , 	92 , 	55 , 	46 , 	174 , 	79 , 	19 , 	70 , 	109 , 	35 , 	81 , 	131 , 	32 , 	45 , 	32 , 	15 , 	20 , 	53 , 	40 , 	28 , 	43 , 	22 , 	11 , 	41 , 	34 , 	269 , 	159 , 	362 , 	288 , 	191 , 	119 , 	30 , 	29 , 	22 , 	7 , 	8 , 	18 , 	6 , 	67 , 	3 , 	12 , 	111 , 	22 , 	8 , 	55 , 	-   ," 	3,164 ",,,,,,,,,,,
19, 	43 , 	67 , 	55 , 	64 , 	202 , 	102 , 	69 , 	21 , 	23 , 	22 , 	86 , 	112 , 	44 , 	46 , 	39 , 	18 , 	20 , 	47 , 	35 , 	28 , 	41 , 	20 , 	20 , 	66 , 	29 , 	200 , 	147 , 	287 , 	251 , 	157 , 	97 , 	32 , 	26 , 	27 , 	5 , 	15 , 	16 , 	8 , 	45 , 	5 , 	11 , 	89 , 	21 , 	7 , 	53 , 	-   ," 	2,816 ",,,,,,,,,,,
12, 	63 , 	116 , 	79 , 	67 , 	188 , 	110 , 	97 , 	19 , 	17 , 	22 , 	112 , 	161 , 	90 , 	86 , 	64 , 	28 , 	40 , 	72 , 	52 , 	39 , 	51 , 	29 , 	29 , 	79 , 	36 , 	268 , 	170 , 	406 , 	215 , 	120 , 	78 , 	38 , 	43 , 	27 , 	18 , 	19 , 	29 , 	10 , 	51 , 	8 , 	11 , 	112 , 	24 , 	9 , 	45 , 	-   ," 	3,450 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,SFO Ext.,Exits
LM, 	30 , 	41 , 	30 , 	31 , 	90 , 	46 , 	35 , 	21 , 	22 , 	14 , 	126 , 	175 , 	99 , 	101 , 	42 , 	22 , 	31 , 	65 , 	13 , 	6 , 	11 , 	5 , 	9 , 	19 , 	25 , 	215 , 	162 , 	381 , 	216 , 	125 , 	94 , 	27 , 	43 , 	25 , 	3 , 	41 , 	58 , 	2 , 	8 , 	4 , 	4 , 	30 , 	8 , 	30 , 	43 , 	-   ," 	2,630 ",,,Dtwn SF," 	1,624 "," 	5,642 "," 	10,698 "," 	5,014 "," 	4,917 "," 	6,241 "," 	4,873 "," 	39,010 "
